Location,Vintage,Heating Fuel,"Electric, 100% AFUE","Gas, 60% AFUE","Gas, 68% AFUE","Gas, 76% AFUE","Gas, 80% AFUE","Gas, 90% AFUE","Gas, 96% AFUE",None,Count,Weight
H1C1 OR,1950s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,10014.82
H1C1 OR,1950s,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1612.69
H1C1 OR,1950s,natural gas,0.0,0.0,0.0,0.0,0.229172444684,0.502383215184,0.268444340133,0.0,5,30251.15
H1C1 OR,1950s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,9877.63
H1C1 OR,1960s,electricity,0.20120363067,0.0,0.0,0.0,0.0,0.0,0.0,0.79879636933,14,42471.5
H1C1 OR,1960s,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1612.69
H1C1 OR,1960s,natural gas,0.0,0.0,0.0,0.0,0.311683507575,0.139604384469,0.279208768939,0.269503339017,11,49659.83
H1C1 OR,1960s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1188.02
H1C1 OR,1970s,electricity,0.297225633451,0.0,0.0,0.0,0.0,0.0,0.0,0.702774366549,24,65787.63
H1C1 OR,1970s,natural gas,0.0,0.0,0.0487647897875,0.0,0.0,0.0487647897875,0.284568543546,0.617901876879,6,24362.25
H1C1 OR,1970s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,6026.09
H1C1 OR,1980s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,14571.51
H1C1 OR,1980s,natural gas,0.0,0.0,0.0,0.0,0.322103841923,0.402914294576,0.2749818635,0.0,6,25211.59
H1C1 OR,1980s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2800.71
H1C1 OR,1990s,electricity,0.0685012211957,0.0,0.0,0.0,0.0,0.0,0.0,0.931498778804,11,23542.5
H1C1 OR,1990s,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1612.69
H1C1 OR,1990s,natural gas,0.0,0.0,0.0,0.0,0.641163450976,0.105416646899,0.105416646899,0.148003255225,13,65765.04
H1C1 OR,1990s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3225.38
H1C1 OR,2000s,electricity,0.0643318453984,0.0,0.0,0.0,0.0,0.0,0.0,0.935668154602,10,25068.3
H1C1 OR,2000s,natural gas,0.0,0.0419329365276,0.0419329365276,0.0,0.479033531736,0.0,0.0,0.437100595209,9,38458.79
H1C1 OR,2010s,electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1612.69
H1C1 OR,2010s,natural gas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,6932.73
H1C1 OR,2010s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,8264.94
H1C1 OR,pre-1950,electricity,0.190032477051,0.0,0.0,0.0,0.0,0.0,0.0,0.809967522949,17,43492.25
H1C1 OR,pre-1950,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6932.73
H1C1 OR,pre-1950,natural gas,0.0,0.0,0.0,0.0,0.16402862997,0.0,0.0,0.83597137003,7,14485.52
H1C1 OR,pre-1950,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,19129.1
H1C1 WA,1950s,electricity,0.133850869842,0.0,0.0,0.0,0.0,0.0,0.0,0.866149130158,24,40882.14
H1C1 WA,1950s,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,17932.26
H1C1 WA,1950s,natural gas,0.0,0.0,0.060467308218,0.0261297766109,0.624247622459,0.0,0.0,0.289155292712,23,58353.35
H1C1 WA,1950s,other fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,12045.85
H1C1 WA,1950s,propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2079.99
H1C1 WA,1960s,electricity,0.0635999301658,0.0,0.0,0.0,0.0,0.0771928442019,0.0,0.859207225632,30,64209.19
H1C1 WA,1960s,fuel oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1524.76
H1C1 WA,1960s,natural gas,0.0,0.0,0.0,0.0111406545262,0.570242142429,0.115427456749,0.0938326661649,0.209357080131,44,136864.49
