Time,LIVING ZONE:ANN HTG 99% CONDNS DB:Des Heat Load [W],LIVING ZONE:ANN CLG 1% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING ZONE:ANN HTG 99% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING ZONE:ANN CLG 1% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,5.243758E+02,1.391800E+03,2.722305E-02,1.227576E-01
00:20:00,5.243758E+02,1.384162E+03,2.722305E-02,1.220838E-01
00:30:00,5.243758E+02,1.376676E+03,2.722305E-02,1.214235E-01
00:40:00,5.243758E+02,1.369343E+03,2.722305E-02,1.207766E-01
00:50:00,5.243758E+02,1.362164E+03,2.722305E-02,1.201434E-01
01:00:00,5.243758E+02,1.355141E+03,2.722305E-02,1.195239E-01
01:10:00,5.243758E+02,1.348451E+03,2.722305E-02,1.189337E-01
01:20:00,5.243758E+02,1.342092E+03,2.722305E-02,1.183728E-01
01:30:00,5.243758E+02,1.336067E+03,2.722305E-02,1.178414E-01
01:40:00,5.243758E+02,1.330378E+03,2.722305E-02,1.173396E-01
01:50:00,5.243758E+02,1.325028E+03,2.722305E-02,1.168676E-01
02:00:00,5.243758E+02,1.320016E+03,2.722305E-02,1.164256E-01
02:10:00,5.243758E+02,1.315176E+03,2.722305E-02,1.159987E-01
02:20:00,5.243758E+02,1.310507E+03,2.722305E-02,1.155868E-01
02:30:00,5.243758E+02,1.306007E+03,2.722305E-02,1.151900E-01
02:40:00,5.243758E+02,1.301680E+03,2.722305E-02,1.148083E-01
02:50:00,5.243758E+02,1.297525E+03,2.722305E-02,1.144418E-01
03:00:00,5.243758E+02,1.293543E+03,2.722305E-02,1.140906E-01
03:10:00,5.243758E+02,1.289561E+03,2.722305E-02,1.137394E-01
03:20:00,5.243758E+02,1.285582E+03,2.722305E-02,1.133884E-01
03:30:00,5.243758E+02,1.281605E+03,2.722305E-02,1.130376E-01
03:40:00,5.243758E+02,1.277631E+03,2.722305E-02,1.126871E-01
03:50:00,5.243758E+02,1.273660E+03,2.722305E-02,1.123368E-01
04:00:00,5.243758E+02,1.269694E+03,2.722305E-02,1.119870E-01
04:10:00,5.243758E+02,1.265903E+03,2.722305E-02,1.116526E-01
04:20:00,5.243758E+02,1.262291E+03,2.722305E-02,1.113340E-01
04:30:00,5.243758E+02,1.258859E+03,2.722305E-02,1.110313E-01
04:40:00,5.243758E+02,1.255607E+03,2.722305E-02,1.107444E-01
04:50:00,5.243758E+02,1.252535E+03,2.722305E-02,1.104735E-01
05:00:00,5.243758E+02,1.249650E+03,2.722305E-02,1.102190E-01
05:10:00,5.243758E+02,1.247462E+03,2.722305E-02,1.100260E-01
05:20:00,5.243758E+02,1.245977E+03,2.722305E-02,1.098951E-01
05:30:00,5.243758E+02,1.245198E+03,2.722305E-02,1.098264E-01
05:40:00,5.243758E+02,1.245129E+03,2.722305E-02,1.098204E-01
05:50:00,5.243758E+02,1.245771E+03,2.722305E-02,1.098770E-01
06:00:00,5.243758E+02,1.247120E+03,2.722305E-02,1.099961E-01
06:10:00,5.243758E+02,1.249356E+03,2.722305E-02,1.101933E-01
06:20:00,5.243758E+02,1.252477E+03,2.722305E-02,1.104686E-01
06:30:00,5.243758E+02,1.256483E+03,2.722305E-02,1.108221E-01
06:40:00,5.243758E+02,1.261372E+03,2.722305E-02,1.112534E-01
06:50:00,5.243758E+02,1.267150E+03,2.722305E-02,1.117632E-01
07:00:00,5.243758E+02,1.273817E+03,2.722305E-02,1.123514E-01
07:10:00,5.243758E+02,1.282226E+03,2.722305E-02,1.130931E-01
07:20:00,5.243758E+02,1.292375E+03,2.722305E-02,1.139885E-01
07:30:00,5.243758E+02,1.304269E+03,2.722305E-02,1.150378E-01
07:40:00,5.243758E+02,1.317906E+03,2.722305E-02,1.162409E-01
07:50:00,5.243758E+02,1.333283E+03,2.722305E-02,1.175974E-01
08:00:00,5.243758E+02,1.350401E+03,2.722305E-02,1.191075E-01
08:10:00,5.243758E+02,1.367883E+03,2.722305E-02,1.206499E-01
08:20:00,5.243758E+02,1.385729E+03,2.722305E-02,1.222243E-01
08:30:00,5.243758E+02,1.403932E+03,2.722305E-02,1.238302E-01
08:40:00,5.243758E+02,1.422489E+03,2.722305E-02,1.254673E-01
08:50:00,5.243758E+02,1.441396E+03,2.722305E-02,1.271353E-01
09:00:00,5.243758E+02,1.460647E+03,2.722305E-02,1.288337E-01
09:10:00,5.243758E+02,1.479579E+03,2.722305E-02,1.305039E-01
09:20:00,5.243758E+02,1.498194E+03,2.722305E-02,1.321461E-01
09:30:00,5.243758E+02,1.516497E+03,2.722305E-02,1.337609E-01
09:40:00,5.243758E+02,1.534496E+03,2.722305E-02,1.353488E-01
09:50:00,5.243758E+02,1.552199E+03,2.722305E-02,1.369105E-01
10:00:00,5.243758E+02,1.569615E+03,2.722305E-02,1.384470E-01
10:10:00,5.243758E+02,1.586737E+03,2.722305E-02,1.399574E-01
10:20:00,5.243758E+02,1.603563E+03,2.722305E-02,1.414418E-01
10:30:00,5.243758E+02,1.620093E+03,2.722305E-02,1.429001E-01
10:40:00,5.243758E+02,1.636327E+03,2.722305E-02,1.443321E-01
10:50:00,5.243758E+02,1.652263E+03,2.722305E-02,1.457380E-01
11:00:00,5.243758E+02,1.667903E+03,2.722305E-02,1.471177E-01
11:10:00,5.243758E+02,1.682745E+03,2.722305E-02,1.484270E-01
11:20:00,5.243758E+02,1.696786E+03,2.722305E-02,1.496657E-01
11:30:00,5.243758E+02,1.710026E+03,2.722305E-02,1.508337E-01
11:40:00,5.243758E+02,1.722464E+03,2.722305E-02,1.519308E-01
11:50:00,5.243758E+02,1.734098E+03,2.722305E-02,1.529571E-01
12:00:00,5.243758E+02,1.744927E+03,2.722305E-02,1.539124E-01
12:10:00,5.243758E+02,1.755454E+03,2.722305E-02,1.548410E-01
12:20:00,5.243758E+02,1.765679E+03,2.722305E-02,1.557429E-01
12:30:00,5.243758E+02,1.775602E+03,2.722305E-02,1.566182E-01
12:40:00,5.243758E+02,1.785221E+03,2.722305E-02,1.574666E-01
12:50:00,5.243758E+02,1.794535E+03,2.722305E-02,1.582882E-01
13:00:00,5.243758E+02,1.803543E+03,2.722305E-02,1.590828E-01
13:10:00,5.243758E+02,1.812077E+03,2.722305E-02,1.598355E-01
13:20:00,5.243758E+02,1.820135E+03,2.722305E-02,1.605463E-01
13:30:00,5.243758E+02,1.827715E+03,2.722305E-02,1.612148E-01
13:40:00,5.243758E+02,1.834813E+03,2.722305E-02,1.618410E-01
13:50:00,5.243758E+02,1.841429E+03,2.722305E-02,1.624244E-01
14:00:00,5.243758E+02,1.847559E+03,2.722305E-02,1.629651E-01
14:10:00,5.243758E+02,1.852868E+03,2.722305E-02,1.634334E-01
14:20:00,5.243758E+02,1.857354E+03,2.722305E-02,1.638290E-01
14:30:00,5.243758E+02,1.861012E+03,2.722305E-02,1.641515E-01
14:40:00,5.243758E+02,1.863839E+03,2.722305E-02,1.644008E-01
14:50:00,5.243758E+02,1.865832E+03,2.722305E-02,1.645766E-01
15:00:00,5.243758E+02,1.866984E+03,2.722305E-02,1.646781E-01
15:10:00,5.243758E+02,1.867133E+03,2.722305E-02,1.646910E-01
15:20:00,5.243758E+02,1.866268E+03,2.722305E-02,1.646146E-01
15:30:00,5.243758E+02,1.864388E+03,2.722305E-02,1.644486E-01
15:40:00,5.243758E+02,1.861490E+03,2.722305E-02,1.641928E-01
15:50:00,5.243758E+02,1.857571E+03,2.722305E-02,1.638470E-01
16:00:00,5.243758E+02,1.852634E+03,2.722305E-02,1.634113E-01
16:10:00,5.243758E+02,1.847333E+03,2.722305E-02,1.629435E-01
16:20:00,5.243758E+02,1.841664E+03,2.722305E-02,1.624433E-01
16:30:00,5.243758E+02,1.835629E+03,2.722305E-02,1.619108E-01
16:40:00,5.243758E+02,1.829237E+03,2.722305E-02,1.613467E-01
16:50:00,5.243758E+02,1.822483E+03,2.722305E-02,1.607508E-01
17:00:00,5.243758E+02,1.815364E+03,2.722305E-02,1.601227E-01
17:10:00,5.243758E+02,1.807876E+03,2.722305E-02,1.594620E-01
17:20:00,5.243758E+02,1.800026E+03,2.722305E-02,1.587694E-01
17:30:00,5.243758E+02,1.791810E+03,2.722305E-02,1.580445E-01
17:40:00,5.243758E+02,1.783213E+03,2.722305E-02,1.572861E-01
