Dependency=Geometry Building Type RECS	Dependency=HVAC Cooling Type	Dependency=HVAC Heating Type	Dependency=Vintage	Option=Cooling Only	Option=Heating and Cooling	Option=Heating Only	Option=None	source_count	source_weight
Mobile Home	Central AC	Ducted Heating	1950s	0	0	0	1	3	8923.34
Mobile Home	Heat Pump	Ducted Heating	1950s	0	0	0	1	3	8923.34
Mobile Home	None	Ducted Heating	1950s	0	0	0	1	3	10135.3
Mobile Home	Room AC	Ducted Heating	1950s	0	0	0	1	3	10135.3
Mobile Home	Central AC	Non-Ducted Heat Pump	1950s	0	0	0	1	0	0
Mobile Home	Heat Pump	Non-Ducted Heat Pump	1950s	0	0	0	1	0	0
Mobile Home	None	Non-Ducted Heat Pump	1950s	0	0	0	1	6	11643.8
Mobile Home	Room AC	Non-Ducted Heat Pump	1950s	0	0	0	1	6	11643.8
Mobile Home	Central AC	Non-Ducted Heating	1950s	0	0	0	1	0	0
Mobile Home	Heat Pump	Non-Ducted Heating	1950s	0	0	0	1	0	0
Mobile Home	None	Non-Ducted Heating	1950s	0	0	0	1	6	11643.8
Mobile Home	Room AC	Non-Ducted Heating	1950s	0	0	0	1	6	11643.8
Mobile Home	Central AC	None	1950s	0	0	0	1	0	0
Mobile Home	Heat Pump	None	1950s	0	0	0	1	0	0
Mobile Home	None	None	1950s	0	0	0	1	6	11996.7
Mobile Home	Room AC	None	1950s	0	0	0	1	6	11996.7
Mobile Home	Central AC	Ducted Heat Pump	1960s	0	0	0	1	5	11688.9
Mobile Home	Heat Pump	Ducted Heat Pump	1960s	0	0	0	1	5	11688.9
Mobile Home	None	Ducted Heat Pump	1960s	0	0	0	1	16	37525.7
Mobile Home	Room AC	Ducted Heat Pump	1960s	0	0	0	1	16	37525.7
Mobile Home	Central AC	Ducted Heating	1960s	0	0	0	1	5	11688.9
Mobile Home	Heat Pump	Ducted Heating	1960s	0	0	0	1	5	11688.9
Mobile Home	None	Ducted Heating	1960s	0	0	0	1	16	37525.7
Mobile Home	Room AC	Ducted Heating	1960s	0	0	0	1	16	37525.7
Mobile Home	Central AC	Non-Ducted Heat Pump	1960s	0	0	0	1	4	5933.55
Mobile Home	Heat Pump	Non-Ducted Heat Pump	1960s	0	0	0	1	4	5933.55
Mobile Home	None	Non-Ducted Heat Pump	1960s	0	0	0	1	10	20442.7
Mobile Home	Room AC	Non-Ducted Heat Pump	1960s	0	0	0	1	10	20442.7
Mobile Home	Central AC	Non-Ducted Heating	1960s	0	0	0	1	4	5933.55
Mobile Home	Heat Pump	Non-Ducted Heating	1960s	0	0	0	1	4	5933.55
Mobile Home	None	Non-Ducted Heating	1960s	0	0	0	1	10	20442.7
Mobile Home	Room AC	Non-Ducted Heating	1960s	0	0	0	1	10	20442.7
Mobile Home	Central AC	None	1960s	0	0	0	1	4	6113.36
Mobile Home	Heat Pump	None	1960s	0	0	0	1	4	6113.36
Mobile Home	None	None	1960s	0	0	0	1	10	21062.2
Mobile Home	Room AC	None	1960s	0	0	0	1	10	21062.2
Mobile Home	Central AC	Ducted Heat Pump	1970s	0	0	0	1	45	135946
Mobile Home	Heat Pump	Ducted Heat Pump	1970s	0	0	0	1	45	135946
Mobile Home	None	Ducted Heat Pump	1970s	0	0	0	1	52	140021
Mobile Home	Room AC	Ducted Heat Pump	1970s	0	0	0	1	52	140021
Mobile Home	Central AC	Ducted Heating	1970s	0	0	0	1	45	135946
Mobile Home	Heat Pump	Ducted Heating	1970s	0	0	0	1	45	135946
Mobile Home	None	Ducted Heating	1970s	0	0	0	1	52	140021
Mobile Home	Room AC	Ducted Heating	1970s	0	0	0	1	52	140021
Mobile Home	Central AC	Non-Ducted Heat Pump	1970s	0	0	0	1	11	24795.1
Mobile Home	Heat Pump	Non-Ducted Heat Pump	1970s	0	0	0	1	11	24795.1
Mobile Home	None	Non-Ducted Heat Pump	1970s	0	0	0	1	39	74524.9
Mobile Home	Room AC	Non-Ducted Heat Pump	1970s	0	0	0	1	39	74524.9
Mobile Home	Central AC	Non-Ducted Heating	1970s	0	0	0	1	11	24795.1
Mobile Home	Heat Pump	Non-Ducted Heating	1970s	0	0	0	1	11	24795.1
Mobile Home	None	Non-Ducted Heating	1970s	0	0	0	1	39	74524.9
Mobile Home	Room AC	Non-Ducted Heating	1970s	0	0	0	1	39	74524.9
Mobile Home	Central AC	None	1970s	0	0	0	1	11	25546.4
Mobile Home	Heat Pump	None	1970s	0	0	0	1	11	25546.4
Mobile Home	None	None	1970s	0	0	0	1	39	76783.2
Mobile Home	Room AC	None	1970s	0	0	0	1	39	76783.2
Mobile Home	Central AC	Ducted Heat Pump	1980s	0	0	0	1	57	190550
Mobile Home	Heat Pump	Ducted Heat Pump	1980s	0	0	0	1	57	190550
Mobile Home	None	Ducted Heat Pump	1980s	0	0	0	1	36	123754
Mobile Home	Room AC	Ducted Heat Pump	1980s	0	0	0	1	36	123754
Mobile Home	Central AC	Ducted Heating	1980s	0	0	0	1	57	190550
Mobile Home	Heat Pump	Ducted Heating	1980s	0	0	0	1	57	190550
Mobile Home	None	Ducted Heating	1980s	0	0	0	1	36	123754
Mobile Home	Room AC	Ducted Heating	1980s	0	0	0	1	36	123754
Mobile Home	Central AC	Non-Ducted Heat Pump	1980s	0	0	0	1	7	15916.3
Mobile Home	Heat Pump	Non-Ducted Heat Pump	1980s	0	0	0	1	7	15916.3
Mobile Home	None	Non-Ducted Heat Pump	1980s	0	0	0	1	28	64330.8
Mobile Home	Room AC	Non-Ducted Heat Pump	1980s	0	0	0	1	28	64330.8
Mobile Home	Central AC	Non-Ducted Heating	1980s	0	0	0	1	7	15916.3
Mobile Home	Heat Pump	Non-Ducted Heating	1980s	0	0	0	1	7	15916.3
Mobile Home	None	Non-Ducted Heating	1980s	0	0	0	1	28	64330.8
Mobile Home	Room AC	Non-Ducted Heating	1980s	0	0	0	1	28	64330.8
Mobile Home	Central AC	None	1980s	0	0	0	1	7	16398.6
Mobile Home	Heat Pump	None	1980s	0	0	0	1	7	16398.6
Mobile Home	None	None	1980s	0	0	0	1	28	66280.2
Mobile Home	Room AC	None	1980s	0	0	0	1	28	66280.2
Mobile Home	Central AC	Ducted Heat Pump	1990s	0	0	0	1	88	303033
Mobile Home	Heat Pump	Ducted Heat Pump	1990s	0	0	0	1	88	303033
Mobile Home	None	Ducted Heat Pump	1990s	0	0	0	1	25	92348.8
Mobile Home	Room AC	Ducted Heat Pump	1990s	0	0	0	1	25	92348.8
Mobile Home	Central AC	Ducted Heating	1990s	0	0	0	1	88	303033
Mobile Home	Heat Pump	Ducted Heating	1990s	0	0	0	1	88	303033
Mobile Home	None	Ducted Heating	1990s	0	0	0	1	25	92348.8
Mobile Home	Room AC	Ducted Heating	1990s	0	0	0	1	25	92348.8
Mobile Home	Central AC	Non-Ducted Heat Pump	1990s	0	0	0	1	8	15542.3
Mobile Home	Heat Pump	Non-Ducted Heat Pump	1990s	0	0	0	1	8	15542.3
Mobile Home	None	Non-Ducted Heat Pump	1990s	0	0	0	1	20	45586.8
Mobile Home	Room AC	Non-Ducted Heat Pump	1990s	0	0	0	1	20	45586.8
Mobile Home	Central AC	Non-Ducted Heating	1990s	0	0	0	1	8	15542.3
Mobile Home	Heat Pump	Non-Ducted Heating	1990s	0	0	0	1	8	15542.3
Mobile Home	None	Non-Ducted Heating	1990s	0	0	0	1	20	45586.8
Mobile Home	Room AC	Non-Ducted Heating	1990s	0	0	0	1	20	45586.8
Mobile Home	Central AC	None	1990s	0	0	0	1	8	16013.3
Mobile Home	Heat Pump	None	1990s	0	0	0	1	8	16013.3
Mobile Home	None	None	1990s	0	0	0	1	20	46968.3
Mobile Home	Room AC	None	1990s	0	0	0	1	20	46968.3
Mobile Home	Central AC	Ducted Heat Pump	2000s	0	0	0	1	49	83661.5
Mobile Home	Heat Pump	Ducted Heat Pump	2000s	0	0	0	1	49	83661.5
Mobile Home	None	Ducted Heat Pump	2000s	0	0	0	1	8	15774.8
Mobile Home	Room AC	Ducted Heat Pump	2000s	0	0	0	1	8	15774.8
Mobile Home	Central AC	Ducted Heating	2000s	0	0	0	1	49	83661.5
Mobile Home	Heat Pump	Ducted Heating	2000s	0	0	0	1	49	83661.5
Mobile Home	None	Ducted Heating	2000s	0	0	0	1	8	15774.8
Mobile Home	Room AC	Ducted Heating	2000s	0	0	0	1	8	15774.8
Mobile Home	Central AC	Non-Ducted Heat Pump	2000s	0	0	0	1	5	5057.72
Mobile Home	Heat Pump	Non-Ducted Heat Pump	2000s	0	0	0	1	5	5057.72
Mobile Home	None	Non-Ducted Heat Pump	2000s	0	0	0	1	5	4920.49
Mobile Home	Room AC	Non-Ducted Heat Pump	2000s	0	0	0	1	5	4920.49
Mobile Home	Central AC	Non-Ducted Heating	2000s	0	0	0	1	5	5057.72
Mobile Home	Heat Pump	Non-Ducted Heating	2000s	0	0	0	1	5	5057.72
Mobile Home	None	Non-Ducted Heating	2000s	0	0	0	1	5	4920.49
Mobile Home	Room AC	Non-Ducted Heating	2000s	0	0	0	1	5	4920.49
Mobile Home	Central AC	None	2000s	0	0	0	1	5	5210.99
Mobile Home	Heat Pump	None	2000s	0	0	0	1	5	5210.99
Mobile Home	None	None	2000s	0	0	0	1	5	5069.59
Mobile Home	Room AC	None	2000s	0	0	0	1	5	5069.59
Mobile Home	Central AC	Ducted Heat Pump	2010s	0	0	0	1	49	83661.5
Mobile Home	Heat Pump	Ducted Heat Pump	2010s	0	0	0	1	49	83661.5
Mobile Home	None	Ducted Heat Pump	2010s	0	0	0	1	8	15774.8
Mobile Home	Room AC	Ducted Heat Pump	2010s	0	0	0	1	8	15774.8
Mobile Home	Central AC	Ducted Heating	2010s	0	0	0	1	49	83661.5
Mobile Home	Heat Pump	Ducted Heating	2010s	0	0	0	1	49	83661.5
Mobile Home	None	Ducted Heating	2010s	0	0	0	1	8	15774.8
Mobile Home	Room AC	Ducted Heating	2010s	0	0	0	1	8	15774.8
Mobile Home	Central AC	Non-Ducted Heat Pump	2010s	0	0	0	1	5	5057.72
Mobile Home	Heat Pump	Non-Ducted Heat Pump	2010s	0	0	0	1	5	5057.72
Mobile Home	None	Non-Ducted Heat Pump	2010s	0	0	0	1	5	4920.49
Mobile Home	Room AC	Non-Ducted Heat Pump	2010s	0	0	0	1	5	4920.49
Mobile Home	Central AC	Non-Ducted Heating	2010s	0	0	0	1	5	5057.72
Mobile Home	Heat Pump	Non-Ducted Heating	2010s	0	0	0	1	5	5057.72
Mobile Home	None	Non-Ducted Heating	2010s	0	0	0	1	5	4920.49
Mobile Home	Room AC	Non-Ducted Heating	2010s	0	0	0	1	5	4920.49
Mobile Home	Central AC	None	2010s	0	0	0	1	5	5210.99
Mobile Home	Heat Pump	None	2010s	0	0	0	1	5	5210.99
Mobile Home	None	None	2010s	0	0	0	1	5	5069.59
Mobile Home	Room AC	None	2010s	0	0	0	1	5	5069.59
Mobile Home	Central AC	Ducted Heat Pump	<1940	0	0	0	1	2	3456.53
Mobile Home	Heat Pump	Ducted Heat Pump	<1940	0	0	0	1	2	3456.53
Mobile Home	None	Ducted Heat Pump	<1940	0	0	0	1	0	0
Mobile Home	Room AC	Ducted Heat Pump	<1940	0	0	0	1	0	0
Mobile Home	Central AC	Ducted Heating	<1940	0	0	0	1	2	3456.53
Mobile Home	Heat Pump	Ducted Heating	<1940	0	0	0	1	2	3456.53
Mobile Home	None	Ducted Heating	<1940	0	0	0	1	0	0
Mobile Home	Room AC	Ducted Heating	<1940	0	0	0	1	0	0
Mobile Home	Central AC	Non-Ducted Heat Pump	<1940	0	0	0	1	0	0
Mobile Home	Heat Pump	Non-Ducted Heat Pump	<1940	0	0	0	1	0	0
Mobile Home	None	Non-Ducted Heat Pump	<1940	0	0	0	1	0	0
Mobile Home	Room AC	Non-Ducted Heat Pump	<1940	0	0	0	1	0	0
Mobile Home	Central AC	Non-Ducted Heating	<1940	0	0	0	1	0	0
Mobile Home	Heat Pump	Non-Ducted Heating	<1940	0	0	0	1	0	0
Mobile Home	None	Non-Ducted Heating	<1940	0	0	0	1	0	0
Mobile Home	Room AC	Non-Ducted Heating	<1940	0	0	0	1	0	0
Mobile Home	Central AC	None	<1940	0	0	0	1	0	0
Mobile Home	Heat Pump	None	<1940	0	0	0	1	0	0
Mobile Home	None	None	<1940	0	0	0	1	0	0
Mobile Home	Room AC	None	<1940	0	0	0	1	0	0
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1940s	0	0.120156	0.060698	0.819145	10	24197.6
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1940s	0	0.120156	0.060698	0.819145	10	24197.6
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1940s	0	0	0.398057	0.601943	15	40912.7
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1940s	0	0	0.398057	0.601943	15	40912.7
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1940s	0	0.120156	0.060698	0.819145	10	24197.6
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1940s	0	0.120156	0.060698	0.819145	10	24197.6
Multi-Family with 2 - 4 Units	None	Ducted Heating	1940s	0	0	0.398057	0.601943	15	40912.7
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1940s	0	0	0.398057	0.601943	15	40912.7
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1940s	0	0	0	1	1	1009.51
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1940s	0	0	0	1	1	1009.51
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1940s	0	0	0.565813	0.434187	36	54179.5
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1940s	0	0	0.565813	0.434187	36	54179.5
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1940s	0	0	0	1	1	1009.51
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1940s	0	0	0	1	1	1009.51
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1940s	0	0	0.565813	0.434187	36	54179.5
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1940s	0	0	0.565813	0.434187	36	54179.5
Multi-Family with 2 - 4 Units	Central AC	None	1940s	0	0	0	1	1	1040.1
Multi-Family with 2 - 4 Units	Heat Pump	None	1940s	0	0	0	1	1	1040.1
Multi-Family with 2 - 4 Units	None	None	1940s	0	0	0	1	36	55821.3
Multi-Family with 2 - 4 Units	Room AC	None	1940s	0	0	0	1	36	55821.3
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1950s	0.036594	0.122332	0.062086	0.778988	18	43345.6
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1950s	0.036594	0.122332	0.062086	0.778988	18	43345.6
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1950s	0	0	0.283268	0.716732	27	80689.5
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1950s	0	0	0.283268	0.716732	27	80689.5
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1950s	0.036594	0.122332	0.062086	0.778988	18	43345.6
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1950s	0.036594	0.122332	0.062086	0.778988	18	43345.6
Multi-Family with 2 - 4 Units	None	Ducted Heating	1950s	0	0	0.283268	0.716732	27	80689.5
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1950s	0	0	0.283268	0.716732	27	80689.5
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1950s	0	0	0	1	1	2382.39
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1950s	0	0	0	1	1	2382.39
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1950s	0	0	0.339474	0.660526	66	109367
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1950s	0	0	0.339474	0.660526	66	109367
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1950s	0	0	0	1	1	2382.39
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1950s	0	0	0	1	1	2382.39
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1950s	0	0	0.339474	0.660526	66	109367
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1950s	0	0	0.339474	0.660526	66	109367
Multi-Family with 2 - 4 Units	Central AC	None	1950s	0	0	0	1	1	2454.59
Multi-Family with 2 - 4 Units	Heat Pump	None	1950s	0	0	0	1	1	2454.59
Multi-Family with 2 - 4 Units	None	None	1950s	0	0	0	1	66	112681
Multi-Family with 2 - 4 Units	Room AC	None	1950s	0	0	0	1	66	112681
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1960s	0.025471	0	0	0.974529	31	70290.4
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1960s	0.025471	0	0	0.974529	31	70290.4
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1960s	0	0	0.158096	0.841904	17	56237
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1960s	0	0	0.158096	0.841904	17	56237
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1960s	0.025471	0	0	0.974529	31	70290.4
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1960s	0.025471	0	0	0.974529	31	70290.4
Multi-Family with 2 - 4 Units	None	Ducted Heating	1960s	0	0	0.158096	0.841904	17	56237
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1960s	0	0	0.158096	0.841904	17	56237
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1960s	0	0	0	1	2	2148.92
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1960s	0	0	0	1	2	2148.92
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1960s	0	0	0.460639	0.539361	59	104799
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1960s	0	0	0.460639	0.539361	59	104799
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1960s	0	0	0	1	2	2148.92
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1960s	0	0	0	1	2	2148.92
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1960s	0	0	0.460639	0.539361	59	104799
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1960s	0	0	0.460639	0.539361	59	104799
Multi-Family with 2 - 4 Units	Central AC	None	1960s	0	0	0	1	2	2214.04
Multi-Family with 2 - 4 Units	Heat Pump	None	1960s	0	0	0	1	2	2214.04
Multi-Family with 2 - 4 Units	None	None	1960s	0	0	0	1	59	107974
Multi-Family with 2 - 4 Units	Room AC	None	1960s	0	0	0	1	59	107974
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1970s	0.019679	0.04924	0.0355	0.89558	77	173957
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1970s	0.019679	0.04924	0.0355	0.89558	77	173957
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1970s	0	0	0.197398	0.802602	24	54975.1
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1970s	0	0	0.197398	0.802602	24	54975.1
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1970s	0.019679	0.04924	0.0355	0.89558	77	173957
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1970s	0.019679	0.04924	0.0355	0.89558	77	173957
Multi-Family with 2 - 4 Units	None	Ducted Heating	1970s	0	0	0.197398	0.802602	24	54975.1
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1970s	0	0	0.197398	0.802602	24	54975.1
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1970s	0	0	0	1	5	9184.96
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1970s	0	0	0	1	5	9184.96
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1970s	0	0	0.311289	0.688711	65	92305.7
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1970s	0	0	0.311289	0.688711	65	92305.7
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1970s	0	0	0	1	5	9184.96
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1970s	0	0	0	1	5	9184.96
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1970s	0	0	0.311289	0.688711	65	92305.7
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1970s	0	0	0.311289	0.688711	65	92305.7
Multi-Family with 2 - 4 Units	Central AC	None	1970s	0	0	0	1	5	9463.3
Multi-Family with 2 - 4 Units	Heat Pump	None	1970s	0	0	0	1	5	9463.3
Multi-Family with 2 - 4 Units	None	None	1970s	0	0	0	1	65	95102.9
Multi-Family with 2 - 4 Units	Room AC	None	1970s	0	0	0	1	65	95102.9
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1980s	0	0.021988	0.062822	0.91519	57	130514
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1980s	0	0.021988	0.062822	0.91519	57	130514
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1980s	0	0	0.157964	0.842036	19	52973.7
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1980s	0	0	0.157964	0.842036	19	52973.7
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1980s	0	0.021988	0.062822	0.91519	57	130514
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1980s	0	0.021988	0.062822	0.91519	57	130514
Multi-Family with 2 - 4 Units	None	Ducted Heating	1980s	0	0	0.157964	0.842036	19	52973.7
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1980s	0	0	0.157964	0.842036	19	52973.7
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1980s	0	0.20595	0	0.79405	9	11529.2
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1980s	0	0.20595	0	0.79405	9	11529.2
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1980s	0	0	0.105345	0.894655	31	46538.7
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1980s	0	0	0.105345	0.894655	31	46538.7
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1980s	0	0.20595	0	0.79405	9	11529.2
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1980s	0	0.20595	0	0.79405	9	11529.2
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1980s	0	0	0.105345	0.894655	31	46538.7
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1980s	0	0	0.105345	0.894655	31	46538.7
Multi-Family with 2 - 4 Units	Central AC	None	1980s	0	0	0	1	9	11878.6
Multi-Family with 2 - 4 Units	Heat Pump	None	1980s	0	0	0	1	9	11878.6
Multi-Family with 2 - 4 Units	None	None	1980s	0	0	0	1	31	47949
Multi-Family with 2 - 4 Units	Room AC	None	1980s	0	0	0	1	31	47949
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1990s	0.051025	0	0.040759	0.908216	45	100530
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1990s	0.051025	0	0.040759	0.908216	45	100530
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1990s	0	0	0	1	10	21336.7
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1990s	0	0	0	1	10	21336.7
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1990s	0.051025	0	0.040759	0.908216	45	100530
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1990s	0.051025	0	0.040759	0.908216	45	100530
Multi-Family with 2 - 4 Units	None	Ducted Heating	1990s	0	0	0	1	10	21336.7
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1990s	0	0	0	1	10	21336.7
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1990s	0	0	0	1	7	14239.5
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1990s	0	0	0	1	7	14239.5
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1990s	0	0	0.332517	0.667483	17	32284.4
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1990s	0	0	0.332517	0.667483	17	32284.4
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1990s	0	0	0	1	7	14239.5
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1990s	0	0	0	1	7	14239.5
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1990s	0	0	0.332517	0.667483	17	32284.4
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1990s	0	0	0.332517	0.667483	17	32284.4
Multi-Family with 2 - 4 Units	Central AC	None	1990s	0	0	0	1	7	14671
Multi-Family with 2 - 4 Units	Heat Pump	None	1990s	0	0	0	1	7	14671
Multi-Family with 2 - 4 Units	None	None	1990s	0	0	0	1	17	33262.7
Multi-Family with 2 - 4 Units	Room AC	None	1990s	0	0	0	1	17	33262.7
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	2000s	0	0	0	1	28	29191
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	2000s	0	0	0	1	28	29191
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	2000s	0	0	0.288665	0.711335	5	5299.52
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	2000s	0	0	0.288665	0.711335	5	5299.52
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	2000s	0	0	0	1	28	29191
