Dependency=AHS Region	Dependency=Clothes Washer Presence	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=Usage Level	Option=Electric, 80% Usage	Option=Electric, 100% Usage	Option=Electric, 120% Usage	Option=Gas, 80% Usage	Option=Gas, 100% Usage	Option=Gas, 120% Usage	Option=None	Option=Propane, 80% Usage	Option=Propane, 100% Usage	Option=Propane, 120% Usage	source_count	source_weight	sampling_probability
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	Electricity	Medium	0	0	0	0	0	0	1	0	0	0	72.25	114104	0.0666191
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	Fuel Oil	Medium	0	0	0	0	0	0	1	0	0	0	0.25	418.565	0.000175561
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	Natural Gas	Medium	0	0	0	0	0	0	1	0	0	0	71.25	114190	0.0805395
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	None	Medium	0	0	0	0	0	0	1	0	0	0	3.25	5354.93	0.0171912
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	Other Fuel	Medium	0	0	0	0	0	0	1	0	0	0	2	3795.11	0.000529771
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	Propane	Medium	0	0	0	0	0	0	1	0	0	0	1.5	2743.01	0.00219703
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	Electricity	Medium	0	0	0	0	0	0	1	0	0	0	6	9829.89	0.00226795
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	Fuel Oil	Medium	0	0	0	0	0	0	1	0	0	0	0	0	3.27428e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	Natural Gas	Medium	0	0	0	0	0	0	1	0	0	0	8.5	14326.7	0.00428214
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	None	Medium	0	0	0	0	0	0	1	0	0	0	0.75	1378.39	0.00117942
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	Other Fuel	Medium	0	0	0	0	0	0	1	0	0	0	0	0	3.50618e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	Propane	Medium	0	0	0	0	0	0	1	0	0	0	0	0	0
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	Electricity	Medium	0	0	0	0	0	0	1	0	0	0	6.25	11279	0.00258345
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	Fuel Oil	Medium	0	0	0	0	0	0	1	0	0	0	0.25	475.355	0.000200515
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	Natural Gas	Medium	0	0	0	0	0	0	1	0	0	0	8.5	14266.1	0.00524753
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	None	Medium	0	0	0	0	0	0	1	0	0	0	1.75	3194	0.0029516
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	Other Fuel	Medium	0	0	0	0	0	0	1	0	0	0	0.25	404.016	0.000154715
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	Propane	Medium	0	0	0	0	0	0	1	0	0	0	0	0	0
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Mobile Home	Electricity	Low	0	0	0	0	0	0	1	0	0	0	0.75	1353.94	0.000135426
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Mobile Home	Fuel Oil	Low	0	0	0	0	0	0	1	0	0	0	0	0	8.3428e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Mobile Home	Natural Gas	Low	0	0	0	0	0	0	1	0	0	0	0.5	837.707	7.60311e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Mobile Home	None	Low	0	0	0	0	0	0	1	0	0	0	0.75	1394.6	5.2962e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Mobile Home	Other Fuel	Low	0	0	0	0	0	0	1	0	0	0	0	0	3.27667e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Mobile Home	Propane	Low	0	0	0	0	0	0	1	0	0	0	0	0	0
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 2 - 4 Units	Electricity	Low	0	0	0	0	0	0	1	0	0	0	12.75	18787.8	0.00280352
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 2 - 4 Units	Fuel Oil	Low	0	0	0	0	0	0	1	0	0	0	0	0	6.4448e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 2 - 4 Units	Natural Gas	Low	0	0	0	0	0	0	1	0	0	0	18.75	29710.6	0.00871568
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 2 - 4 Units	None	Low	0	0	0	0	0	0	1	0	0	0	1	1898.35	0.00129391
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 2 - 4 Units	Other Fuel	Low	0	0	0	0	0	0	1	0	0	0	0	0	2.46578e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 2 - 4 Units	Propane	Low	0	0	0	0	0	0	1	0	0	0	0	0	0.000144513
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	Electricity	Low	0	0	0	0	0	0	1	0	0	0	72.25	114104	0.0333095
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	Fuel Oil	Low	0	0	0	0	0	0	1	0	0	0	0.25	418.565	8.77803e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	Natural Gas	Low	0	0	0	0	0	0	1	0	0	0	71.25	114190	0.0402697
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	None	Low	0	0	0	0	0	0	1	0	0	0	3.25	5354.93	0.00859561
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	Other Fuel	Low	0	0	0	0	0	0	1	0	0	0	2	3795.11	0.000264885
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	Propane	Low	0	0	0	0	0	0	1	0	0	0	1.5	2743.01	0.00109851
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	Electricity	Low	0	0	0	0	0	0	1	0	0	0	6	9829.89	0.00113398
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	Fuel Oil	Low	0	0	0	0	0	0	1	0	0	0	0	0	1.63714e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	Natural Gas	Low	0	0	0	0	0	0	1	0	0	0	8.5	14326.7	0.00214107
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	None	Low	0	0	0	0	0	0	1	0	0	0	0.75	1378.39	0.00058971
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	Other Fuel	Low	0	0	0	0	0	0	1	0	0	0	0	0	1.75309e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	Propane	Low	0	0	0	0	0	0	1	0	0	0	0	0	0
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	Electricity	Low	0	0	0	0	0	0	1	0	0	0	6.25	11279	0.00129172
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	Fuel Oil	Low	0	0	0	0	0	0	1	0	0	0	0.25	475.355	0.000100258
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	Natural Gas	Low	0	0	0	0	0	0	1	0	0	0	8.5	14266.1	0.00262377
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	None	Low	0	0	0	0	0	0	1	0	0	0	1.75	3194	0.0014758
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	Other Fuel	Low	0	0	0	0	0	0	1	0	0	0	0.25	404.016	7.73573e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	Propane	Low	0	0	0	0	0	0	1	0	0	0	0	0	0
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Mobile Home	Electricity	High	0	0	0	0	0	0	1	0	0	0	0.75	1353.94	0.000135426
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Mobile Home	Fuel Oil	High	0	0	0	0	0	0	1	0	0	0	0	0	8.3428e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Mobile Home	Natural Gas	High	0	0	0	0	0	0	1	0	0	0	0.5	837.707	7.60311e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Mobile Home	None	High	0	0	0	0	0	0	1	0	0	0	0.75	1394.6	5.2962e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Mobile Home	Other Fuel	High	0	0	0	0	0	0	1	0	0	0	0	0	3.27667e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Mobile Home	Propane	High	0	0	0	0	0	0	1	0	0	0	0	0	0
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 2 - 4 Units	Electricity	High	0	0	0	0	0	0	1	0	0	0	12.75	18787.8	0.00280352
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 2 - 4 Units	Fuel Oil	High	0	0	0	0	0	0	1	0	0	0	0	0	6.4448e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 2 - 4 Units	Natural Gas	High	0	0	0	0	0	0	1	0	0	0	18.75	29710.6	0.00871568
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 2 - 4 Units	None	High	0	0	0	0	0	0	1	0	0	0	1	1898.35	0.00129391
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 2 - 4 Units	Other Fuel	High	0	0	0	0	0	0	1	0	0	0	0	0	2.46578e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 2 - 4 Units	Propane	High	0	0	0	0	0	0	1	0	0	0	0	0	0.000144513
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	Electricity	High	0	0	0	0	0	0	1	0	0	0	72.25	114104	0.0333095
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	Fuel Oil	High	0	0	0	0	0	0	1	0	0	0	0.25	418.565	8.77803e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	Natural Gas	High	0	0	0	0	0	0	1	0	0	0	71.25	114190	0.0402697
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	None	High	0	0	0	0	0	0	1	0	0	0	3.25	5354.93	0.00859561
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	Other Fuel	High	0	0	0	0	0	0	1	0	0	0	2	3795.11	0.000264885
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Multi-Family with 5+ Units	Propane	High	0	0	0	0	0	0	1	0	0	0	1.5	2743.01	0.00109851
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	Electricity	High	0	0	0	0	0	0	1	0	0	0	6	9829.89	0.00113398
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	Fuel Oil	High	0	0	0	0	0	0	1	0	0	0	0	0	1.63714e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	Natural Gas	High	0	0	0	0	0	0	1	0	0	0	8.5	14326.7	0.00214107
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	None	High	0	0	0	0	0	0	1	0	0	0	0.75	1378.39	0.00058971
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	Other Fuel	High	0	0	0	0	0	0	1	0	0	0	0	0	1.75309e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Attached	Propane	High	0	0	0	0	0	0	1	0	0	0	0	0	0
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	Electricity	High	0	0	0	0	0	0	1	0	0	0	6.25	11279	0.00129172
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	Fuel Oil	High	0	0	0	0	0	0	1	0	0	0	0.25	475.355	0.000100258
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	Natural Gas	High	0	0	0	0	0	0	1	0	0	0	8.5	14266.1	0.00262377
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	None	High	0	0	0	0	0	0	1	0	0	0	1.75	3194	0.0014758
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	Other Fuel	High	0	0	0	0	0	0	1	0	0	0	0.25	404.016	7.73573e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	None	Single-Family Detached	Propane	High	0	0	0	0	0	0	1	0	0	0	0	0	0
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	Electricity	Medium	0	0.665307	0	0	0.148727	0	0.185966	0	0	0	1.75	3226.15	0.000645381
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	Fuel Oil	Medium	0	0.25	0	0	0.25	0	0.25	0	0.25	0	0	0	1.66856e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	Natural Gas	Medium	0	0.117079	0	0	0.837323	0	0.045597	0	0	0	6	10522.9	0.00191013
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	None	Medium	0	0.441872	0	0	0.558128	0	0	0	0	0	0.5	1085.87	8.24751e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	Other Fuel	Medium	0	0.25	0	0	0.25	0	0.25	0	0.25	0	0	0	6.55335e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	Propane	Medium	0	0	0	0	0	0	0	0	1	0	0.5	914.775	0.000240331
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	Electricity	Medium	0	0.610776	0	0	0.314493	0	0.074731	0	0	0	7.75	13698.5	0.00408819
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	Fuel Oil	Medium	0	0.25	0	0	0.25	0	0.25	0	0.25	0	0	0	1.28896e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	Natural Gas	Medium	0	0.209354	0	0	0.696507	0	0.094139	0	0	0	13.25	22561.8	0.0132371
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	None	Medium	0	0.546556	0	0	0.453444	0	0	0	0	0	0.5	860.973	0.00117368
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	Other Fuel	Medium	0	0.25	0	0	0.25	0	0.25	0	0.25	0	0	0	4.93156e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	Propane	Medium	0	0.25	0	0	0.25	0	0.25	0	0.25	0	0	0	0.000289026
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	Electricity	Medium	0	0.582704	0	0	0.390301	0	0.019212	0	0.007783	0	33.25	57264.1	0.0334333
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	Fuel Oil	Medium	0	0.25	0	0	0.25	0	0.25	0	0.25	0	0	0	0
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	Natural Gas	Medium	0	0.308859	0	0	0.652298	0	0.038843	0	0	0	25.75	42741.1	0.0301457
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	None	Medium	0	0.858775	0	0	0.141225	0	0	0	0	0	0.75	1072.16	0.00344199
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	Other Fuel	Medium	0	1	0	0	0	0	0	0	0	0	0.25	488.154	6.81431e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	Propane	Medium	0	1	0	0	0	0	0	0	0	0	0.25	455.973	0.000365214
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	Electricity	Medium	0	0.278878	0	0	0.658079	0	0.063043	0	0	0	13.75	24143.4	0.00557039
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	Fuel Oil	Medium	0	0.25	0	0	0.25	0	0.25	0	0.25	0	0	0	3.27428e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	Natural Gas	Medium	0	0.181532	0	0	0.789902	0	0.028566	0	0	0	28	47464.6	0.0141868
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	None	Medium	0	0	0	0	0.665611	0	0.334389	0	0	0	0.75	1420.71	0.00121563
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	Other Fuel	Medium	0	0.25	0	0	0.25	0	0.25	0	0.25	0	0	0	3.50618e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	Propane	Medium	0	0	0	0	0	0	0	0	1	0	0.5	928.954	0.000389192
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	Electricity	Medium	0	0.326645	0	0	0.646866	0	0.023017	0	0.003472	0	76.75	136810	0.0313364
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	Fuel Oil	Medium	0	0.25	0	0	0.25	0	0.25	0	0.25	0	0	0	0
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	Natural Gas	Medium	0	0.163272	0	0	0.821355	0	0.015374	0	0	0	205.75	369936	0.136074
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	None	Medium	0	0.208031	0	0	0.666386	0	0.125583	0	0	0	3.5	6193.56	0.00572354
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	Other Fuel	Medium	0	0.333956	0	0	0.666044	0	0	0	0	0	2.25	4161.82	0.00159374
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	Propane	Medium	0	0.170401	0	0	0	0	0	0	0.829599	0	2	3220.78	0.00186023
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	Electricity	Low	0.665307	0	0	0.148727	0	0	0.185966	0	0	0	1.75	3226.15	0.000322691
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	Fuel Oil	Low	0.25	0	0	0.25	0	0	0.25	0.25	0	0	0	0	8.3428e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	Natural Gas	Low	0.117079	0	0	0.837323	0	0	0.045597	0	0	0	6	10522.9	0.000955067
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	None	Low	0.441872	0	0	0.558128	0	0	0	0	0	0	0.5	1085.87	4.12376e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	Other Fuel	Low	0.25	0	0	0.25	0	0	0.25	0.25	0	0	0	0	3.27667e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	Propane	Low	0	0	0	0	0	0	0	1	0	0	0.5	914.775	0.000120166
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	Electricity	Low	0.610776	0	0	0.314493	0	0	0.074731	0	0	0	7.75	13698.5	0.0020441
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	Fuel Oil	Low	0.25	0	0	0.25	0	0	0.25	0.25	0	0	0	0	6.4448e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	Natural Gas	Low	0.209354	0	0	0.696507	0	0	0.094139	0	0	0	13.25	22561.8	0.00661857
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	None	Low	0.546556	0	0	0.453444	0	0	0	0	0	0	0.5	860.973	0.000586838
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	Other Fuel	Low	0.25	0	0	0.25	0	0	0.25	0.25	0	0	0	0	2.46578e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	Propane	Low	0.25	0	0	0.25	0	0	0.25	0.25	0	0	0	0	0.000144513
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	Electricity	Low	0.582704	0	0	0.390301	0	0	0.019212	0.007783	0	0	33.25	57264.1	0.0167167
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	Fuel Oil	Low	0.25	0	0	0.25	0	0	0.25	0.25	0	0	0	0	0
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	Natural Gas	Low	0.308859	0	0	0.652298	0	0	0.038843	0	0	0	25.75	42741.1	0.0150728
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	None	Low	0.858775	0	0	0.141225	0	0	0	0	0	0	0.75	1072.16	0.00172099
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	Other Fuel	Low	1	0	0	0	0	0	0	0	0	0	0.25	488.154	3.40715e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	Propane	Low	1	0	0	0	0	0	0	0	0	0	0.25	455.973	0.000182607
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	Electricity	Low	0.278878	0	0	0.658079	0	0	0.063043	0	0	0	13.75	24143.4	0.0027852
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	Fuel Oil	Low	0.25	0	0	0.25	0	0	0.25	0.25	0	0	0	0	1.63714e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	Natural Gas	Low	0.181532	0	0	0.789902	0	0	0.028566	0	0	0	28	47464.6	0.00709341
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	None	Low	0	0	0	0.665611	0	0	0.334389	0	0	0	0.75	1420.71	0.000607817
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	Other Fuel	Low	0.25	0	0	0.25	0	0	0.25	0.25	0	0	0	0	1.75309e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	Propane	Low	0	0	0	0	0	0	0	1	0	0	0.5	928.954	0.000194596
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	Electricity	Low	0.326645	0	0	0.646866	0	0	0.023017	0.003472	0	0	76.75	136810	0.0156682
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	Fuel Oil	Low	0.25	0	0	0.25	0	0	0.25	0.25	0	0	0	0	0
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	Natural Gas	Low	0.163272	0	0	0.821355	0	0	0.015374	0	0	0	205.75	369936	0.0680371
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	None	Low	0.208031	0	0	0.666386	0	0	0.125583	0	0	0	3.5	6193.56	0.00286177
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	Other Fuel	Low	0.333956	0	0	0.666044	0	0	0	0	0	0	2.25	4161.82	0.000796868
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	Propane	Low	0.170401	0	0	0	0	0	0	0.829599	0	0	2	3220.78	0.000930116
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	Electricity	High	0	0	0.665307	0	0	0.148727	0.185966	0	0	0	1.75	3226.15	0.000322691
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	Fuel Oil	High	0	0	0.25	0	0	0.25	0.25	0	0	0.25	0	0	8.3428e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	Natural Gas	High	0	0	0.117079	0	0	0.837323	0.045597	0	0	0	6	10522.9	0.000955067
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	None	High	0	0	0.441872	0	0	0.558128	0	0	0	0	0.5	1085.87	4.12376e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	Other Fuel	High	0	0	0.25	0	0	0.25	0.25	0	0	0.25	0	0	3.27667e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Mobile Home	Propane	High	0	0	0	0	0	0	0	0	0	1	0.5	914.775	0.000120166
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	Electricity	High	0	0	0.610776	0	0	0.314493	0.074731	0	0	0	7.75	13698.5	0.0020441
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	Fuel Oil	High	0	0	0.25	0	0	0.25	0.25	0	0	0.25	0	0	6.4448e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	Natural Gas	High	0	0	0.209354	0	0	0.696507	0.094139	0	0	0	13.25	22561.8	0.00661857
