occupants,refrigerator
0.243183807,0.80302446
0.365614894,0.415722308
0.383563493,0.283995829
0.436982282,0.753481501
0.680759501,0.807957627
0.440818893,0.085665285
0.820282701,0.521923176
0.424994861,0.603163757
0.592423177,0.741636874
0.530284299,0.753803829
0.352334862,0.58862696
0.928416846,0.986994768
0.226951423,0.422387968
0.862893172,0.209454755
0.374024051,0.330838174
0.378166328,0.22246446
0.565186468,0.833383178
0.855870338,0.481308167
0.90782221,0.20127901
0.443411782,0.950282031
0.764217958,0.02564919
0.509851822,0.00456011
0.177355651,0.435797358
0.307751133,0.599140651
0.307899625,0.617502531
0.827965828,0.635691232
0.523446717,0.678621639
0.921855379,0.996643136
0.056448571,0.404470993
0.567696177,0.653965875
0.097389038,0.185123502
0.97444417,0.267427209
0.571556295,0.360074067
0.619306495,0.419731796
0.840331705,0.965546379
0.012231064,0.774918969
0.142640028,0.089520998
0.062786969,0.566559659
0.092906146,0.977877353
0.828920603,0.549874718
0.32966174,0.507005895
0.914306404,0.332069597
0.786937633,0.5110317
0.840045017,0.985095108
0.602141218,0.520950501
0.06292621,0.565536866
0.358491824,0.300727229
0.282365498,0.478164931
0.661987506,0.252786412
0.214527584,0.779603648
0.535279099,0.354678295
0.006538033,0.562900093
0.497562902,0.389360639
0.554155508,0.266521943
0.745527683,0.225586702
0.252407954,0.292662937
0.139499333,0.006903807
0.015744948,0.506337466
0.43082419,0.438624466
0.819849478,0.270204999
0.800084544,0.363123829
0.213896468,0.486338089
0.336063524,0.949596539
0.075928479,0.082835549
0.641645227,0.640692402
0.289716093,0.588742087
0.36586399,0.018998258
0.868279147,0.866420134
0.579971772,0.384617815
0.275495378,0.203923292
0.816424146,0.403507631
0.707252696,0.225782613
0.970245134,0.110413747
0.204011989,0.662015859
0.626952003,0.986916481
0.017333691,0.792228104
0.279668872,0.600193286
0.671218121,0.360385283
0.405962011,0.184091221
0.730569909,0.276790901
0.045864507,0.141344596
0.72923435,0.538824413
0.702271032,0.691754606
0.837722147,0.238421276
0.697914135,0.765319007
0.162209486,0.236343814
0.849294317,0.959414123
0.594737287,0.946860503
0.205118747,0.483362417
0.714068379,0.358763754
0.673740917,0.337518836
0.543602036,0.08872503
0.27873494,0.777013445
0.870274425,0.726377768
0.534001064,0.361332429
0.593578799,0.759285404
0.374974771,0.807799805
0.116679043,0.067709308
0.167340167,0.299082294
0.384977865,0.257737762
0.093258258,0.95344023
0.216952743,0.195642721
0.953771873,0.689919984
0.827504303,0.506039542
0.114119167,0.84427438
0.40631861,0.88769644
0.405448332,0.933748075
0.867235344,0.20732856
0.941602915,0.106191524
0.152845903,0.718868193
0.857295204,0.741852195
0.573498427,0.275541652
0.487495951,0.25849476
0.454266896,0.235935417
0.364965117,0.684183143
0.154798459,0.012836459
0.399114954,0.160784562
0.677066155,0.317354292
0.022386406,0.098886797
0.303528427,0.95275128
0.056616522,0.312392406
0.355664743,0.623667993
0.86442243,0.803443226
0.311255867,0.598893453
0.974379273,0.219776193
0.056842589,0.391935766
0.676501818,0.989667778
0.89259093,0.769905711
0.207484543,0.497098193
0.283387616,0.259465665
0.045494259,0.283760723
0.382079235,0.26715143
0.727994519,0.118744986
0.235479783,0.67249119
0.149433805,0.129956707
0.368165128,0.072811264
0.894100767,0.479066915
0.678288985,0.073401738
0.766764364,0.896431891
0.136485289,0.375792168
0.619007898,2.46306E-05
0.152579949,0.98929761
0.776449373,0.212813323
0.436634356,0.61575704
0.800166806,0.7808675
0.926409124,0.557470146
0.180499165,0.598926118
0.262222494,0.431936974
0.485931127,0.341783341
0.652330915,0.47303741
0.062746728,0.564421811
0.26511116,0.250174499
0.674924024,0.129469972
0.017720389,0.704458455
0.878167385,0.710559956
0.322180365,0.67189579
0.880619802,0.472964478
0.773921241,0.900959685
0.220403613,0.138360313
0.898102033,0.219424207
0.498174817,0.698640233
0.790514313,0.890437867
0.490299818,0.831695812
0.377218998,0.570954697
0.68250869,0.452716911
0.540305686,0.11094502
0.025773806,0.218175809
0.712522964,0.844957073
0.009353616,0.939979536
0.023907849,0.642490311
0.544852507,0.235130282
0.663352339,0.956030946
0.346278058,0.654902144
0.95643354,0.27012614
0.426483125,0.89234911
0.71037138,0.336977708
0.272567427,0.526446491
0.454478159,0.555556643
0.923661373,0.311166374
0.549233612,0.684112109
0.838461478,0.258333829
0.212337954,0.520149748
0.971738025,0.909855461
0.064894271,0.895931098
0.405951953,0.012499491
0.667087119,0.090212567
0.040977417,0.27170236
0.355883308,0.384677171
0.746996279,0.417524085
0.476999343,0.50956943
0.196588848,0.877753486
0.570829876,0.949677949
0.20828494,0.566870759
0.559997384,0.820820048
0.800177819,0.292213431
0.08090424,0.565786649
0.613011937,0.19359508
0.162816898,0.704233606
0.299334723,0.328828572
0.364957271,0.297878303
0.613100177,0.180798248
0.803144831,0.727311331
0.708560169,0.206128916
0.850481995,0.318840515
0.07790537,0.471874082
0.039132497,0.328657776
0.569963505,0.747161632
0.779036784,0.006968889
0.251317226,0.196166606
0.5496979,0.296001247
0.629203902,0.143004395
0.967365552,0.825988746
0.436734657,0.55074401
0.005395245,0.831430764
0.473120214,0.444980532
0.318725681,0.086632373
0.241454747,0.861007773
0.241323273,0.632413968
0.537385273,0.390956437
0.553851762,0.270214226
0.239570042,0.095024058
0.686856727,0.66397515
0.114810763,0.149303784
0.367502771,0.30682842
0.58815768,0.789022449
0.446536,0.139683013
0.903853338,0.872357923
0.594786954,0.63643081
0.80440197,0.284738449
0.395087752,0.459058618
0.844507924,0.506974226
0.198143871,0.751182877
0.012966239,0.464917984
0.819595924,0.469728011
0.333907526,0.181809141
0.54993632,0.847818698
0.604637186,0.168488772
0.005817979,0.25780657
0.431029659,0.243250143
0.268968934,0.008477427
0.622889321,0.852848104
0.716780018,0.153592991
0.736133929,0.733416173
0.142437107,0.973988403
0.449596094,0.911775066
0.070183634,0.212039206
0.231324161,0.078113754
0.888159214,0.620815115
0.98382281,0.36619689
0.698004316,0.959838541
0.64679435,0.52480626
0.340125947,0.545242824
0.829615169,0.507759908
0.224676289,0.616343852
0.985377105,0.114345019
0.963644928,0.590524408
0.749448262,0.222581751
0.960461435,0.44034463
0.954119668,0.967874475
0.43622406,0.427773146
0.09046166,0.262596214
0.507120121,0.808654716
0.946936973,0.645145385
0.483527056,0.463160865
0.445729184,0.801959269
0.9997813,0.083871075
0.69053563,0.460450915
0.447669567,0.360453724
0.004480284,0.325467204
0.744351816,0.578162056
0.981304107,0.926113269
0.040216337,0.716991244
0.974732986,0.216714041
0.009134068,0.210140127
0.003925418,0.677610275
0.364597331,0.445916662
0.29725749,0.559759543
0.98721705,0.472293293
0.616099044,0.929063304
0.68700662,0.89482363
0.16611293,0.581852091
0.358733602,0.477153839
0.427130686,0.811563362
0.08233135,0.013174593
0.887089267,0.539224993
0.57535256,0.910496312
0.51774111,0.572216793
0.014193232,0.226338062
0.318426038,0.600975625
0.457390937,0.669254265
0.220461244,0.053306994
0.03392438,0.28644729
0.918259303,0.643402704
0.975494693,0.776827288
0.879211328,0.954901135
0.515510502,0.324067814
0.896930282,0.564476977
0.889066177,0.937310034
0.036415224,0.631876182
0.378473993,0.834918569
0.612616984,0.606830069
0.006101803,0.840531886
0.761938987,0.752026341
