"DOEID","REPORTABLE_DOMAIN","DIVISION","HDD30YR","CDD30YR","TMY3_ID","ProvState","Station","HDD65_Annual","CDD65_Annual"
320,17,5,974,3005,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
321,26,10,844,1743,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
322,2,1,6852,493,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
323,26,10,1720,1652,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
324,16,5,3336,1673,"723060","NC","RALEIGH/RALEIGH-DUR","3274.2","1666.8"
325,21,7,1375,3140,"722530","TX","SAN ANTONIO INTL","1418.4","3157.2"
326,19,6,3884,1479,"723260","TN","KNOXVILLE MUNICIPAL","3594.6","1513.8"
327,26,10,895,1622,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
328,19,6,4140,1196,"723183","TN","TRI CITIES RGNL","4213.8","1033.2"
329,10,4,6110,1051,"725460","IA","DES MOINES INTL","6172.2","1033.2"
330,20,7,1146,3256,"722550","TX","VICTORIA/VICTORIA R","1184.4","3193.2"
331,21,7,2276,2768,"722590","TX","DALLAS-FORT WORTH/F","2192.4","2784.6"
332,12,4,4511,1663,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
333,3,2,4758,1132,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
334,21,7,783,3644,"722510","TX","CORPUS CHRISTI/INT.","860.4","3529.8"
335,17,5,543,3534,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
336,12,4,5553,1050,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
337,14,5,5477,828,"724170","WV","ELKINS-RANDOLPH COU","5803.2","484.2"
338,18,6,3872,1557,"724230","KY","LOUISVILLE/STANDIFO","4109.4","1571.4"
339,26,10,1719,1403,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
340,17,5,443,3448,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
341,10,4,7998,270,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
342,26,10,1265,1078,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
343,18,6,4280,1257,"724220","KY","LEXINGTON/BLUE GRAS","4566.6","1200.6"
344,6,3,5978,1048,"725320","IL","GREATER PEORIA MUNI","5756.4","1040.4"
345,14,5,4943,873,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
346,26,10,2467,518,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
347,27,10,4640,290,"726930","OR","EUGENE/MAHLON SWEET","4638.6","270"
348,4,2,4925,1078,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
349,13,5,4156,1389,"724100","VA","LYNCHBURG/MUN. P. G","4228.2","1132.2"
350,3,2,7154,354,"725150","NY","BINGHAMTON/BROOME C","7097.4","399.6"
351,25,9,1962,3548,"723860","NV","LAS VEGAS/MCCARRAN","2014.2","3486.6"
352,17,5,175,4255,"722020","FL","MIAMI","126","4537.8"
353,6,3,6037,1033,"725440","IL","MOLINE/QUAD CITY","6073.2","993.6"
354,10,4,6950,789,"725480","IA","WATERLOO MUNICIPAL","6987.6","775.8"
355,7,3,5684,1082,"725320","IL","GREATER PEORIA MUNI","5756.4","1040.4"
356,17,5,989,2897,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
357,12,4,4434,1436,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
358,7,3,4667,1284,"724320","IN","EVANSVILLE REGIONAL","4424.4","1436.4"
359,3,2,4726,1142,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
360,4,2,8396,118,"726223","NY","MASSENA INTL RICHAR","7930.8","417.6"
361,6,3,5272,1034,"724280","OH","COLUMBUS/PORT COLUM","5254.2","1015.2"
362,2,1,5916,777,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
363,2,1,5779,779,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
364,2,1,7435,316,"726170","VT","BURLINGTON INTL","7351.2","505.8"
365,12,4,4604,1506,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
366,26,10,840,1767,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
367,27,10,4605,302,"726930","OR","EUGENE/MAHLON SWEET","4638.6","270"
368,17,5,1975,2171,"722080","SC","CHARLESTON MUNI","1879.2","2356.2"
369,26,10,626,4892,"723815","CA","BARSTOW DAGGETT","2005.2","3106.8"
370,12,4,5297,1184,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
371,26,10,1379,2044,"723840","CA","BAKERSFIELD/MEADOWS","2095.2","2253.6"
372,20,7,3701,1933,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
373,2,1,6440,498,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
374,12,4,4641,1368,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
375,10,4,7461,776,"726510","SD","SIOUX FALLS/FOSS FI","7470","745.2"
376,10,4,9299,228,"727450","MN","DULUTH INTL AIRPORT","9325.8","210.6"
377,21,7,942,3681,"722510","TX","CORPUS CHRISTI/INT.","860.4","3529.8"
378,9,3,7740,510,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
379,3,2,4644,1220,"725020","NJ","NEWARK INTL AIRPORT","4687.2","1256.4"
380,21,7,1655,2793,"722540","TX","AUSTIN/MUELLER MUNI","1670.4","2962.8"
381,26,10,3658,898,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
382,11,4,5300,1315,"724510","KS","DODGE CITY(AWOS)","4879.8","1427.4"
383,1,1,7034,392,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
384,26,10,2905,115,"723940","CA","SANTA MARIA PUBLIC","2759.4","93.6"
385,12,4,4816,1348,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
386,27,10,5983,486,"727810","WA","YAKIMA AIR TERMINAL","5898.6","509.4"
387,17,5,312,3796,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
388,26,10,1096,1234,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
389,16,5,4476,1041,"724140","WV","YEAGER","4444.2","1076.4"
390,10,4,7555,701,"726580","MN","MINNEAPOLIS/ST.PAUL","7471.8","765"
391,5,2,5494,892,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
392,15,5,3124,1707,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
393,8,3,6266,732,"725370","MI","DETROIT/METROPOLITA","6103.8","806.4"
394,9,3,8318,477,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
395,4,2,4915,1133,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
396,26,10,1669,923,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
397,21,7,2430,2462,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
398,12,4,4783,1373,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
399,3,2,6081,703,"725260","PA","ERIE INTL AIRPORT","6080.4","658.8"
400,17,5,1217,2610,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
401,17,5,1021,2639,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
402,21,7,1248,3020,"722430","TX","HOUSTON/INTERCONTIN","1371.6","3058.2"
403,7,3,5871,887,"725240","OH","CLEVELAND","5850","774"
404,2,1,6320,537,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
405,17,5,1016,2647,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
406,17,5,566,3404,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
407,21,7,2450,2450,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
408,7,3,5460,804,"724290","OH","DAYTON/JAMES M COX","5511.6","945"
409,15,5,3560,1306,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
410,11,4,4713,1620,"724510","KS","DODGE CITY(AWOS)","4879.8","1427.4"
411,4,2,5385,822,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
412,27,10,4432,256,"726930","OR","EUGENE/MAHLON SWEET","4638.6","270"
413,25,9,1936,3595,"723860","NV","LAS VEGAS/MCCARRAN","2014.2","3486.6"
414,13,5,3958,1578,"724010","VA","RICHMOND/BYRD FIELD","3729.6","1531.8"
415,2,1,6806,453,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
416,26,10,1524,832,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
417,26,10,2286,1843,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
418,17,5,120,4381,"722020","FL","MIAMI","126","4537.8"
419,17,5,90,4470,"722020","FL","MIAMI","126","4537.8"
420,8,3,6909,524,"725390","MI","LANSING/CAPITAL CIT","6814.8","574.2"
421,17,5,115,4427,"722020","FL","MIAMI","126","4537.8"
422,8,3,6414,747,"725370","MI","DETROIT/METROPOLITA","6103.8","806.4"
423,17,5,545,3530,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
424,11,4,6750,755,"725660","NE","SCOTTSBLUFF/HEILIG","6523.2","718.2"
425,17,5,458,3439,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
426,7,3,5727,1071,"725320","IL","GREATER PEORIA MUNI","5756.4","1040.4"
427,18,6,1862,2354,"722080","SC","CHARLESTON MUNI","1879.2","2356.2"
428,1,1,5538,765,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
429,12,4,5119,1282,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
430,15,5,2899,1785,"723110","GA","ATHENS MUNICIPAL","2781","1803.6"
431,10,4,7963,521,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
432,15,5,2305,2247,"722170","GA","MACON/LEWIS B.WILSO","2262.6","2179.8"
433,11,4,5033,1397,"724510","KS","DODGE CITY(AWOS)","4879.8","1427.4"
434,26,10,2539,1183,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
435,7,3,5855,891,"725240","OH","CLEVELAND","5850","774"
436,2,1,7331,292,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
437,24,9,697,4624,"722780","AZ","PHOENIX/SKY HARBOR","923.4","4626"
438,17,5,1259,2667,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
439,24,9,1363,3404,"722740","AZ","TUCSON INTL","1416.6","3272.4"
440,3,2,5626,606,"725200","PA","GREATER PITTSBURGH I","5583.6","781.2"
441,21,7,1012,3801,"722510","TX","CORPUS CHRISTI/INT.","860.4","3529.8"
442,26,10,1229,791,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
443,4,2,8097,174,"726223","NY","MASSENA INTL RICHAR","7930.8","417.6"
444,3,2,4660,1164,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
445,8,3,6359,680,"726350","MI","GRAND RAPIDS/KENT C","6615","639"
446,2,1,5513,704,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
447,17,5,514,3672,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
448,6,3,5632,1065,"725320","IL","GREATER PEORIA MUNI","5756.4","1040.4"
449,6,3,6188,926,"725300","IL","CHICAGO/O'HARE ARPT","6208.2","864"
450,17,5,218,4037,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
451,6,3,6960,635,"726410","WI","MADISON/DANE COUNTY","7104.6","619.2"
452,26,10,2325,2143,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
453,26,10,1174,1169,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
454,21,7,1950,2560,"722446","TX","ANGELINA CO","1846.8","2646"
455,19,6,4052,1462,"724230","KY","LOUISVILLE/STANDIFO","4109.4","1571.4"
456,21,7,728,3512,"722510","TX","CORPUS CHRISTI/INT.","860.4","3529.8"
457,26,10,1607,776,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
458,10,4,7429,704,"726580","MN","MINNEAPOLIS/ST.PAUL","7471.8","765"
459,17,5,501,3460,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
460,27,10,0,2582,"725970","OR","MEDFORD-JACKSON COU","4264.2","833.4"
461,3,2,6427,587,"725180","NY","ALBANY COUNTY AIRPO","6562.8","619.2"
462,14,5,4490,1282,"724060","MD","BALTIMORE-WASHINGTO","4552.2","1261.8"
463,19,6,3411,1927,"723270","TN","NASHVILLE/METROPOLI","3517.2","1729.8"
464,3,2,6871,516,"725290","NY","ROCHESTER-MONROE CO","6557.4","554.4"
465,26,10,2317,1434,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
466,17,5,806,2968,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
467,26,10,1186,1157,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
468,17,5,147,4177,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
469,7,3,6454,571,"725250","OH","YOUNGSTOWN MUNI","6197.4","583.2"
470,17,5,195,4069,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
471,14,5,4243,1509,"724250","WV","HUNTINGTON/TRI STAT","4426.2","1155.6"
472,26,10,1442,1763,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
473,5,2,6273,589,"725260","PA","ERIE INTL AIRPORT","6080.4","658.8"
474,2,1,6715,470,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
475,15,5,3085,1598,"723120","SC","GREENVILLE/GREENVIL","3079.8","1630.8"
476,17,5,821,2939,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
477,15,5,2899,1785,"723110","GA","ATHENS MUNICIPAL","2781","1803.6"
478,18,6,3391,1846,"723230","AL","HUNTSVILLE/MADISON","3092.4","1819.8"
479,17,5,200,4024,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
480,2,1,6333,677,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
481,1,1,6564,547,"725290","NY","ROCHESTER-MONROE CO","6557.4","554.4"
482,3,2,6436,586,"725180","NY","ALBANY COUNTY AIRPO","6562.8","619.2"
483,27,10,4567,297,"726930","OR","EUGENE/MAHLON SWEET","4638.6","270"
484,22,8,6357,545,"724660","CO","COLORADO SPRINGS/MU","6159.6","459"
485,26,10,2005,204,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
486,1,1,5813,811,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
487,21,7,2548,2261,"722650","TX","MIDLAND/MIDLAND REG","2617.2","2260.8"
488,26,10,1106,1224,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
489,7,3,6397,584,"725250","OH","YOUNGSTOWN MUNI","6197.4","583.2"
490,26,10,1086,1244,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
491,2,1,6151,687,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
492,12,4,4791,1265,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
493,17,5,1971,2175,"722140","FL","TALLAHASSEE MUNICIP","1553.4","2599.2"
494,10,4,7768,635,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
495,1,1,5664,741,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
496,7,3,5411,974,"724290","OH","DAYTON/JAMES M COX","5511.6","945"
497,12,4,4943,1215,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
498,3,2,4745,1184,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
499,12,4,5316,1226,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
500,12,4,4838,1250,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
501,12,4,5424,1160,"724760","CO","GRAND JUNCTION/WALK","5430.6","1211.4"
502,10,4,7463,663,"726580","MN","MINNEAPOLIS/ST.PAUL","7471.8","765"
503,9,3,7590,468,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
504,3,2,6609,546,"725280","NY","GREATER BUFFALO INT","6508.8","563.4"
505,26,10,1108,829,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
506,26,10,1366,2061,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
507,8,3,6100,823,"725370","MI","DETROIT/METROPOLITA","6103.8","806.4"
508,26,10,1093,844,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
509,18,6,4190,1197,"724220","KY","LEXINGTON/BLUE GRAS","4566.6","1200.6"
510,10,4,8647,447,"727676","ND","MINOT INTL","8695.8","444.6"
511,1,1,7292,440,"726050","NH","CONCORD MUNICIPAL","7140.6","469.8"
512,26,10,986,1235,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
513,3,2,4842,1199,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
514,15,5,3072,1737,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
515,18,6,1678,2504,"722230","AL","MOBILE/BATES FIELD","1652.4","2498.4"
516,5,2,5509,867,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
517,3,2,7311,362,"725150","NY","BINGHAMTON/BROOME C","7097.4","399.6"
518,3,2,4621,1072,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
519,9,3,8502,361,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
520,21,7,2358,2668,"722630","TX","SAN ANGELO/MATHIS","2241","2509.2"
521,13,5,4161,1299,"724100","VA","LYNCHBURG/MUN. P. G","4228.2","1132.2"
522,23,8,5661,1074,"725720","UT","SALT LAKE CITY INTL","5506.2","1218.6"
523,16,5,3290,1696,"723060","NC","RALEIGH/RALEIGH-DUR","3274.2","1666.8"
524,5,2,5548,916,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
525,21,7,784,3319,"722510","TX","CORPUS CHRISTI/INT.","860.4","3529.8"
526,1,1,5895,670,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
527,27,10,4595,172,"726930","OR","EUGENE/MAHLON SWEET","4638.6","270"
528,18,6,1830,2398,"722230","AL","MOBILE/BATES FIELD","1652.4","2498.4"
529,2,1,6898,482,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
530,9,3,6955,545,"726410","WI","MADISON/DANE COUNTY","7104.6","619.2"
531,27,10,4663,150,"727930","WA","SEATTLE-TACOMA INTL","4705.2","187.2"
532,23,8,5610,1151,"725720","UT","SALT LAKE CITY INTL","5506.2","1218.6"
533,26,10,2491,1516,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
534,10,4,7146,762,"726686","SD","PIERRE RGNL","7108.2","898.2"
535,10,4,5909,1065,"725460","IA","DES MOINES INTL","6172.2","1033.2"
536,19,6,4169,1491,"724230","KY","LOUISVILLE/STANDIFO","4109.4","1571.4"
537,15,5,2347,2209,"722180","GA","AUGUSTA/BUSH FIELD","2406.6","2077.2"
538,20,7,3003,2242,"723403","AR","ADAMS FLD","2917.8","2170.8"
539,22,8,6755,406,"724660","CO","COLORADO SPRINGS/MU","6159.6","459"
540,16,5,3625,1503,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
541,1,1,6443,630,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
542,27,10,4604,199,"726940","OR","SALEM/MCNARY","4532.4","313.2"
543,12,4,4902,1251,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
544,16,5,3349,1667,"723060","NC","RALEIGH/RALEIGH-DUR","3274.2","1666.8"
545,27,10,9907,46,"726830","OR","BURNS MUNI (AMOS)","7533","235.8"
546,4,2,4719,1128,"725020","NJ","NEWARK INTL AIRPORT","4687.2","1256.4"
547,7,3,5537,939,"724290","OH","DAYTON/JAMES M COX","5511.6","945"
548,26,10,1016,1205,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
549,19,6,4093,1213,"723183","TN","TRI CITIES RGNL","4213.8","1033.2"
550,12,4,4958,1210,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
551,6,3,6354,900,"725300","IL","CHICAGO/O'HARE ARPT","6208.2","864"
552,2,1,5903,749,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
553,11,4,5316,1311,"724510","KS","DODGE CITY(AWOS)","4879.8","1427.4"
554,16,5,3169,1705,"723080","VA","NORFOLK INTL ARPT","3229.2","1699.2"
555,5,2,6012,635,"725260","PA","ERIE INTL AIRPORT","6080.4","658.8"
556,10,4,7089,786,"726620","SD","RAPID CITY/REGIONAL","7000.2","671.4"
557,15,5,3117,1711,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
558,21,7,3910,1770,"723630","TX","AMARILLO INTL","4102.2","1366.2"
559,2,1,6830,510,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
560,2,1,6396,536,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
561,26,10,1454,1944,"723840","CA","BAKERSFIELD/MEADOWS","2095.2","2253.6"
562,24,9,1295,3876,"722740","AZ","TUCSON INTL","1416.6","3272.4"
563,23,8,6701,692,"726770","MT","BILLINGS/LOGAN INT.","6705","630"
564,21,7,2836,1951,"722650","TX","MIDLAND/MIDLAND REG","2617.2","2260.8"
565,2,1,6601,614,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
566,3,2,4508,1263,"724080","PA","PHILADELPHIA INTL","4512.6","1332"
567,21,7,1227,3130,"722550","TX","VICTORIA/VICTORIA R","1184.4","3193.2"
568,12,4,5344,1171,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
569,11,4,6643,780,"725660","NE","SCOTTSBLUFF/HEILIG","6523.2","718.2"
570,26,10,1128,1243,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
571,3,2,5012,951,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
572,6,3,6099,910,"725440","IL","MOLINE/QUAD CITY","6073.2","993.6"
573,14,5,5289,910,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
574,17,5,645,3371,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
575,2,1,6182,648,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
576,1,1,5579,754,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
577,21,7,2064,3043,"722560","TX","WACO RGNL","2010.6","2856.6"
578,17,5,535,3620,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
579,10,4,8439,436,"726550","MN","ST. CLOUD MUNICIPAL","8424","477"
580,18,6,3593,1674,"723270","TN","NASHVILLE/METROPOLI","3517.2","1729.8"
581,4,2,5341,933,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
582,1,1,7058,502,"726050","NH","CONCORD MUNICIPAL","7140.6","469.8"
583,24,9,1284,3903,"722740","AZ","TUCSON INTL","1416.6","3272.4"
584,27,10,4801,63,"726917","OR","NORTH BEND MUNI","4586.4","5.4"
585,26,10,1963,1730,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
586,12,4,4817,1257,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
587,10,4,6523,870,"725570","IA","SIOUX CITY MUNI","6681.6","916.2"
588,3,2,4626,1226,"725020","NJ","NEWARK INTL AIRPORT","4687.2","1256.4"
589,22,8,5433,959,"726810","ID","BOISE MUNICIPAL","5452.2","957.6"
590,10,4,7935,623,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
591,17,5,1040,2606,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
592,16,5,3433,1562,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
593,18,6,3200,1631,"723230","AL","HUNTSVILLE/MADISON","3092.4","1819.8"
594,10,4,7353,797,"726580","MN","MINNEAPOLIS/ST.PAUL","7471.8","765"
595,27,10,10167,8,"726830","OR","BURNS MUNI (AMOS)","7533","235.8"
596,12,4,4534,1654,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
597,15,5,3043,1753,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
598,6,3,5860,1077,"725320","IL","GREATER PEORIA MUNI","5756.4","1040.4"
599,10,4,7323,726,"726510","SD","SIOUX FALLS/FOSS FI","7470","745.2"
600,5,2,5403,798,"725200","PA","GREATER PITTSBURGH I","5583.6","781.2"
601,10,4,7503,706,"726540","SD","HURON/HURON REGIONA","7603.2","757.8"
602,26,10,1056,1778,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
603,17,5,511,2661,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
604,2,1,6194,622,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
605,17,5,591,3466,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
606,19,6,4019,1337,"723183","TN","TRI CITIES RGNL","4213.8","1033.2"
607,9,3,7374,427,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
608,21,7,2368,2525,"722630","TX","SAN ANGELO/MATHIS","2241","2509.2"
609,22,8,5417,872,"724640","CO","PUEBLO MEMORIAL(AW)","5473.8","914.4"
610,3,2,4810,984,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
611,26,10,2551,1572,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
612,3,2,6533,599,"725180","NY","ALBANY COUNTY AIRPO","6562.8","619.2"
613,6,3,5913,1064,"725440","IL","MOLINE/QUAD CITY","6073.2","993.6"
614,1,1,5603,748,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
615,2,1,6163,532,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
616,4,2,4880,1143,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
617,23,8,6954,372,"725780","ID","POCATELLO MUNICIPAL","6937.2","426.6"
618,10,4,6421,903,"725570","IA","SIOUX CITY MUNI","6681.6","916.2"
619,21,7,660,4008,"722500","TX","BROWNSVILLE INTL","538.2","3985.2"
620,3,2,6664,535,"725290","NY","ROCHESTER-MONROE CO","6557.4","554.4"
621,27,10,4513,224,"726930","OR","EUGENE/MAHLON SWEET","4638.6","270"
622,10,4,8638,448,"727676","ND","MINOT INTL","8695.8","444.6"
623,26,10,2391,1977,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
624,21,7,1214,3439,"722550","TX","VICTORIA/VICTORIA R","1184.4","3193.2"
625,26,10,1205,1138,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
626,4,2,5498,966,"724290","OH","DAYTON/JAMES M COX","5511.6","945"
627,17,5,658,3169,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
628,20,7,4033,1509,"723630","TX","AMARILLO INTL","4102.2","1366.2"
629,3,2,5601,670,"725200","PA","GREATER PITTSBURGH I","5583.6","781.2"
630,3,2,5658,924,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
631,10,4,6417,946,"725560","NE","NORFOLK/KARL STEFAN","6458.4","955.8"
632,21,7,2368,2400,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
633,10,4,8703,597,"727676","ND","MINOT INTL","8695.8","444.6"
634,1,1,5392,775,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
635,12,4,4765,1455,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
636,26,10,1052,1319,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
637,26,10,1247,1230,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
638,26,10,1441,1764,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
639,8,3,6845,543,"725390","MI","LANSING/CAPITAL CIT","6814.8","574.2"
640,3,2,4806,1117,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
641,18,6,3304,1897,"723230","AL","HUNTSVILLE/MADISON","3092.4","1819.8"
