Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AL, 00100	0.012637	0.015432	0.004739	0.033537	0.065129	0.008384	0.299430	0.013879	0.546834	0.000000	0.000000
AL, 00200	0.065947	0.103350	0.000000	0.000000	0.115653	0.026083	0.174419	0.013460	0.501088	0.000000	0.000000
AL, 00301	0.191524	0.000000	0.070492	0.015162	0.098688	0.044955	0.100659	0.023983	0.454536	0.000000	0.000000
AL, 00302	0.088487	0.000000	0.047959	0.018238	0.108752	0.157386	0.100659	0.013957	0.464562	0.000000	0.000000
AL, 00400	0.000000	0.000000	0.008524	0.004590	0.029506	0.000000	0.643665	0.009457	0.304258	0.000000	0.000000
AL, 00500	0.018671	0.000000	0.043566	0.043566	0.062237	0.000000	0.232978	0.004684	0.594299	0.000000	0.000000
AL, 00600	0.000000	0.000000	0.000000	0.025576	0.096921	0.000000	0.428300	0.000000	0.449202	0.000000	0.000000
AL, 00700	0.000000	0.000000	0.001494	0.003248	0.000000	0.000130	0.540823	0.000000	0.454305	0.000000	0.000000
AL, 00800	0.015897	0.000000	0.012188	0.014837	0.031529	0.000000	0.492393	0.008411	0.424744	0.000000	0.000000
AL, 00900	0.000000	0.037750	0.038930	0.000000	0.025953	0.000000	0.411738	0.000000	0.485629	0.000000	0.000000
AL, 01000	0.000000	0.018751	0.000000	0.007387	0.018940	0.007387	0.706913	0.002746	0.237878	0.000000	0.000000
AL, 01100	0.000000	0.009229	0.000000	0.000000	0.037301	0.005768	0.924794	0.002491	0.020417	0.000000	0.000000
AL, 01200	0.054575	0.026707	0.075186	0.000000	0.052253	0.106248	0.163043	0.035665	0.486323	0.000000	0.000000
AL, 01301	0.059696	0.021020	0.000000	0.020179	0.147978	0.027746	0.093787	0.000000	0.629596	0.000000	0.000000
AL, 01302	0.015580	0.000000	0.043506	0.013228	0.086719	0.117585	0.093787	0.129917	0.499679	0.000000	0.000000
AL, 01303	0.060150	0.000000	0.018185	0.024829	0.038468	0.134987	0.093787	0.039144	0.590451	0.000000	0.000000
AL, 01304	0.014199	0.000000	0.064684	0.076254	0.077832	0.043649	0.093787	0.000000	0.629596	0.000000	0.000000
