Dependency=Location Region,Dependency=Vintage,Option=R-13,Option=R-19,Option=R-36,Option=R-7,Option=Uninsulated
H1C1 OR,1950s,0.489575228654,0.022119576991,0.0,0.173814480442,0.314490713913
H1C1 OR,1960s,0.560381459125,0.0203151376765,0.0,0.310656336328,0.108647066871
H1C1 OR,1970s,0.537686642572,0.108892733213,0.0,0.345022246374,0.00839837784077
H1C1 OR,1980s,0.819452959766,0.180547040234,0.0,0.0,0.0
H1C1 OR,1990s,0.133608907152,0.79872567329,0.0,0.0676654195587,0.0
H1C1 OR,2000s,0.0,0.886292101298,0.0,0.0962406984534,0.0174672002491
H1C1 OR,pre-1950,0.552291889558,0.117225019114,0.0,0.172034447242,0.158448644086
H1C1 WA,1950s,0.469137116219,0.0118407103624,0.0,0.207875023658,0.311147149761
H1C1 WA,1960s,0.548517590073,0.0815561661012,0.0,0.260563344349,0.109362899477
H1C1 WA,1970s,0.559041489793,0.0352633686776,0.0,0.336518593423,0.0691765481059
H1C1 WA,1980s,0.536100163257,0.3407950617,0.0,0.103117071464,0.0199877035787
H1C1 WA,1990s,0.105167948385,0.767369898357,0.010765117432,0.0681501385813,0.048546897245
H1C1 WA,2000s,0.0481871322554,0.877511488629,0.0280456291253,0.0457870998613,0.000468650129325
H1C1 WA,pre-1950,0.366809062311,0.0589324061352,0.0,0.206964234552,0.367294297002
H1C2,1950s,0.106882317507,0.0311966041965,0.0,0.0,0.861921078296
H1C2,1960s,0.826699962413,0.0435069342865,0.0,0.0357130798103,0.0940800234899
H1C2,1970s,0.765377646801,0.0,0.0,0.234622353199,0.0
H1C2,1980s,0.643651327495,0.356348672505,0.0,0.0,0.0
H1C2,1990s,0.0,1.0,0.0,0.0,0.0
H1C2,2000s,0.0,1.0,0.0,0.0,0.0
H1C2,pre-1950,0.288188909321,0.0807910051033,0.0,0.164405652797,0.466614432779
H1C3,1950s,0.520929738201,0.0478863826629,0.0,0.16999572609,0.261188153046
H1C3,1960s,0.341888698809,0.539941407331,0.0,0.0,0.11816989386
H1C3,1970s,0.904258021351,0.0343225961194,0.0,0.0614193825295,0.0
H1C3,1980s,0.646136165299,0.353863834701,0.0,0.0,0.0
H1C3,1990s,0.195752626798,0.804247373202,0.0,0.0,0.0
H1C3,2000s,0.291430634706,0.708569365294,0.0,0.0,0.0
H1C3,pre-1950,0.136700285478,0.00365469980339,0.0,0.0452344416858,0.814410573033
H2,1950s,0.400570835688,0.0562834048589,0.0,0.336431544188,0.206714215265
H2,1960s,0.497915661943,0.121080404523,0.0,0.337522203551,0.0434817299828
H2,1970s,0.785334587613,0.0963175042329,0.0,0.0801211788324,0.0382267293216
H2,1980s,0.469129117213,0.289171343152,0.0,0.241699539635,0.0
H2,1990s,0.0636588103255,0.912712135069,0.0,0.0236290546055,0.0
H2,2000s,0.031614662119,0.930444103572,0.013539609394,0.024401624915,0.0
H2,pre-1950,0.445351915531,0.0802985443641,0.0,0.0608726654883,0.413476874616
H3,1950s,0.304613862339,0.263613816958,0.0,0.239124225502,0.192648095201
H3,1960s,0.916796931379,0.0,0.0,0.0805045485068,0.00269852011373
H3,1970s,0.480614730953,0.425252098459,0.0,0.0941331705883,0.0
H3,1980s,0.442584509375,0.477803326941,0.0,0.0796121636836,0.0
H3,1990s,0.25326462785,0.418629106575,0.268559244115,0.0595470214601,0.0
H3,2000s,0.0424169355654,0.908663731209,0.0489193332258,0.0,0.0
H3,pre-1950,0.604467695637,0.170766952017,0.0,0.0516908752421,0.173074477103
