Dependency=Geometry Foundation Type,Dependency=Vintage,"Option=10% Leakage, R-4","Option=10% Leakage, R-6","Option=10% Leakage, R-8","Option=10% Leakage, Uninsulated","Option=15% Leakage, R-4","Option=15% Leakage, R-6","Option=15% Leakage, R-8","Option=15% Leakage, Uninsulated","Option=20% Leakage, R-4","Option=20% Leakage, R-6","Option=20% Leakage, R-8","Option=20% Leakage, Uninsulated","Option=30% Leakage, R-4","Option=30% Leakage, R-6","Option=30% Leakage, R-8","Option=30% Leakage, Uninsulated","Option=7.5% Leakage, R-4","Option=7.5% Leakage, R-6","Option=7.5% Leakage, R-8","Option=7.5% Leakage, Uninsulated",Option=In Finished Space,Option=None,# Samples
Crawl,1950s,0.0,0.0,0.0,0.0,0.0,0.0,0.03619047619047619,0.0,0.0,0.0,0.0,0.03238095238095238,0.0038095238095238095,0.0,0.022857142857142857,0.0,0.0,0.0,0.0380952380952381,0.0019047619047619048,0.4819047619047619,0.38285714285714284,525
Crawl,1960s,0.020689655172413793,0.0,0.008045977011494253,0.0,0.011494252873563218,0.0,0.0,0.01839080459770115,0.0,0.0,0.0,0.0,0.047126436781609195,0.0,0.01954022988505747,0.0,0.03333333333333333,0.0,0.009195402298850575,0.01954022988505747,0.6160919540229886,0.19655172413793104,870
Crawl,1970s,0.023933402705515087,0.0,0.01040582726326743,0.0,0.013527575442247659,0.0,0.0,0.0,0.08012486992715921,0.0,0.06867845993756504,0.0,0.029136316337148804,0.0,0.0,0.011446409989594173,0.03433922996878252,0.0,0.0,0.015608740894901144,0.4172736732570239,0.29552549427679503,961
Crawl,1980s,0.0,0.0,0.06442577030812324,0.0,0.0,0.0,0.0,0.008403361344537815,0.023809523809523808,0.0,0.0,0.0,0.049019607843137254,0.0,0.05182072829131653,0.014005602240896359,0.0,0.0,0.0,0.0,0.5560224089635855,0.23249299719887956,714
Crawl,1990s,0.01933404940923738,0.0,0.023630504833512353,0.00966702470461869,0.011815252416756176,0.01288936627282492,0.0,0.00644468313641246,0.0,0.03759398496240601,0.04081632653061224,0.0,0.0,0.0,0.00966702470461869,0.0,0.00644468313641246,0.004296455424274973,0.02685284640171858,0.0,0.6519871106337272,0.1385606874328679,931
Crawl,2000s,0.02131979695431472,0.013197969543147208,0.04060913705583756,0.0,0.0,0.01015228426395939,0.06903553299492386,0.006091370558375634,0.013197969543147208,0.0,0.10964467005076142,0.012182741116751269,0.0,0.0,0.026395939086294416,0.0,0.015228426395939087,0.016243654822335026,0.05482233502538071,0.0,0.4436548223350254,0.14822335025380712,985
Crawl,pre-1950,0.0,0.0,0.0,0.0,0.0017064846416382253,0.012798634812286689,0.005972696245733789,0.0,0.0034129692832764505,0.006825938566552901,0.0,0.0,0.015358361774744027,0.005119453924914676,0.007679180887372013,0.0,0.004266211604095563,0.0,0.01877133105802048,0.005119453924914676,0.4462457337883959,0.4667235494880546,1172
Heated Basement,1950s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031446540880503146,0.009433962264150943,0.0,0.0,0.07232704402515723,0.0,0.0,0.040880503144654086,0.012578616352201259,0.7389937106918238,0.12264150943396226,318
Heated Basement,1960s,0.0,0.0,0.0,0.01488095238095238,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.7440476190476191,0.19345238095238096,336
Heated Basement,1970s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0260707635009311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223463687150838,0.0,0.0,0.0111731843575419,0.7672253258845437,0.17318435754189945,537
Heated Basement,1980s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042328042328042326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6613756613756614,0.2962962962962963,189
Heated Basement,1990s,0.010380622837370242,0.0,0.0,0.0,0.0,0.0,0.0,0.02768166089965398,0.0,0.0,0.04152249134948097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03460207612456748,0.7958477508650519,0.08996539792387544,289
Heated Basement,2000s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028409090909090908,0.0,0.6818181818181818,0.2897727272727273,176
Heated Basement,pre-1950,0.0,0.0,0.0,0.0,0.002304147465437788,0.0,0.0,0.013824884792626729,0.0,0.0,0.0,0.0,0.019585253456221197,0.0,0.009216589861751152,0.00576036866359447,0.0,0.0,0.0,0.013824884792626729,0.7960829493087558,0.13940092165898618,868
Slab,1950s,0.0,0.0,0.0,0.0,0.0,0.0,0.02608695652173913,0.0,0.0,0.0,0.0,0.017391304347826087,0.0,0.0,0.12173913043478261,0.0,0.0,0.0,0.0,0.0,0.48695652173913045,0.34782608695652173,115
Slab,1960s,0.26119402985074625,0.0,0.05223880597014925,0.0,0.0,0.0,0.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.07462686567164178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3880597014925373,0.21641791044776118,134
Slab,1970s,0.0,0.0,0.04516129032258064,0.0,0.0,0.0,0.0,0.0,0.012903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.06451612903225806,0.4,0.38064516129032255,155
Slab,1980s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22608695652173913,0.5739130434782609,0.2,115
Slab,1990s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224,0.12,0.0,0.0,0.0,0.0,0.008,0.0,0.04,0.0,0.288,0.32,125
Slab,2000s,0.0,0.0,0.03296703296703297,0.054945054945054944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.038461538461538464,0.0,0.33516483516483514,0.5274725274725275,182
Slab,pre-1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03289473684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5394736842105263,0.4276315789473684,152
Unheated Basement,1950s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,12
Unheated Basement,1960s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,12
Unheated Basement,1980s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.5263157894736842,19
Unheated Basement,2000s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20
