Dependency=Location Region,Option=1950s,Option=1960s,Option=1970s,Option=1980s,Option=1990s,Option=2000s,Option=pre-1950,# Samples
H1C1 OR,0.11971830985915492,0.176056338028169,0.14788732394366197,0.056338028169014086,0.19718309859154928,0.1056338028169014,0.19718309859154928,142
H1C1 WA,0.09585492227979274,0.15284974093264247,0.15284974093264247,0.11658031088082901,0.10621761658031088,0.12176165803108809,0.2538860103626943,386
H1C2,0.09090909090909091,0.2231404958677686,0.12396694214876033,0.1322314049586777,0.049586776859504134,0.049586776859504134,0.3305785123966942,121
H1C3,0.04819277108433735,0.07228915662650602,0.1566265060240964,0.14457831325301204,0.20481927710843373,0.27710843373493976,0.0963855421686747,83
H2,0.15286624203821655,0.044585987261146494,0.16560509554140126,0.06369426751592357,0.21656050955414013,0.1592356687898089,0.19745222929936307,157
H3,0.08860759493670886,0.11392405063291139,0.20253164556962025,0.0759493670886076,0.12658227848101267,0.16455696202531644,0.22784810126582278,79
