Dependency=Heating Fuel,"Option=Electric, 100% Usage","Option=Gas, 100% Usage",Option=None,"Option=FIXME Propane, 100% Usage",# Samples
Electricity,0.8892279523954837,0.05889533109551419,0.0006103143118706134,0.05126640219713152,3277
Fuel Oil,0.9951100244498777,0.0,0.004889975550122249,0.0,409
Natural Gas,0.6306340718105424,0.3462566844919786,0.0005729564553093965,0.022536287242169595,5236
None,0.5757575757575758,0.42424242424242425,0.0,0.0,33
Other Fuel,0.7871878393051032,0.10966340933767643,0.0,0.10314875135722042,921
Propane/LPG,0.6774193548387096,0.056451612903225805,0.0,0.2661290322580645,124
