Dependency=Heating Fuel,Option=FIXME Electric HPWH,Option=Electric Standard,Option=Electric Tankless,Option=Gas Standard,Option=Gas Tankless,Option=Oil Standard,Option=Propane Standard,Option=Propane Tankless
Electricity,0.00229129202029,0.902104441226,0.00707678137816,0.0651359680448,0.00833212989077,0.000970394006007,0.0131149727641,0.000974020670025
Fuel Oil,0.0,0.889235431229,0.0,0.0553822843855,0.0,0.0553822843855,0.0,0.0
Natural Gas,0.00101065571559,0.215978056,0.0043379278722,0.732060246553,0.0332380974202,0.0026403838042,0.0102360299121,0.000498602723529
None,0.0,0.463705740068,0.0,0.536294259932,0.0,0.0,0.0,0.0
Other Fuel,0.0,0.868808217911,0.0,0.0534757751472,0.0268313899918,0.0,0.0125560263322,0.0383285906179
Propane/LPG,0.0,0.925952407216,0.0,0.0,0.0,0.0,0.0740475927845,0.0
