Dependency=Location Region,Dependency=Vintage,0-1499,1500-2499,2500-3499,3500-4499,4500+,# Samples
H1C1 OR,pre-1950,0.5825688073394495,0.25688073394495414,0.05963302752293578,0.10091743119266056,0.0,218
H1C1 OR,1950s,0.5076923076923077,0.46923076923076923,0.023076923076923078,0.0,0.0,130
H1C1 OR,1960s,0.39299610894941633,0.5252918287937743,0.08171206225680934,0.0,0.0,257
H1C1 OR,1970s,0.36328125,0.5546875,0.0625,0.01953125,0.0,256
H1C1 OR,1980s,0.3484848484848485,0.4621212121212121,0.07575757575757576,0.11363636363636363,0.0,132
H1C1 OR,1990s,0.3253012048192771,0.3092369477911647,0.17670682730923695,0.1686746987951807,0.020080321285140562,249
H1C1 OR,2000s,0.13450292397660818,0.7368421052631579,0.09941520467836257,0.029239766081871343,0.0,171
H1C1 OR,2010s,0.0,1.0,0.0,0.0,0.0,38
H1C1 WA,pre-1950,0.37598425196850394,0.42322834645669294,0.1889763779527559,0.011811023622047244,0.0,1016
H1C1 WA,1950s,0.42382271468144045,0.41274238227146814,0.13019390581717452,0.0332409972299169,0.0,361
H1C1 WA,1960s,0.2126537785588752,0.5342706502636204,0.22847100175746923,0.019332161687170474,0.005272407732864675,569
H1C1 WA,1970s,0.38200339558573854,0.43463497453310695,0.10526315789473684,0.07809847198641766,0.0,589
H1C1 WA,1980s,0.15087040618955513,0.5473887814313346,0.2804642166344294,0.02127659574468085,0.0,517
H1C1 WA,1990s,0.33159268929503916,0.46736292428198434,0.13838120104438642,0.02349869451697128,0.0391644908616188,383
H1C1 WA,2000s,0.059574468085106386,0.46595744680851064,0.3574468085106383,0.0851063829787234,0.031914893617021274,470
H1C1 WA,2010s,0.0,0.35714285714285715,0.6428571428571429,0.0,0.0,14
H1C2,pre-1950,0.2517482517482518,0.42424242424242425,0.17016317016317017,0.15384615384615385,0.0,429
H1C2,1950s,0.5357142857142857,0.4642857142857143,0.0,0.0,0.0,84
H1C2,1960s,0.38434163701067614,0.2704626334519573,0.2277580071174377,0.11743772241992882,0.0,281
H1C2,1970s,0.3431952662721893,0.5798816568047337,0.0,0.0,0.07692307692307693,169
H1C2,1980s,0.437125748502994,0.3652694610778443,0.10778443113772455,0.0,0.08982035928143713,167
H1C2,1990s,0.0,0.42727272727272725,0.42727272727272725,0.14545454545454545,0.0,110
H1C2,2000s,0.7586206896551724,0.2413793103448276,0.0,0.0,0.0,58
H1C2,2010s,0,0,0,0,0,0
H1C3,pre-1950,0.3113207547169811,0.46226415094339623,0.22641509433962265,0.0,0.0,106
H1C3,1950s,0.48,0.15,0.37,0.0,0.0,100
H1C3,1960s,0.7719298245614035,0.15789473684210525,0.07017543859649122,0.0,0.0,57
H1C3,1970s,0.31693989071038253,0.4262295081967213,0.2568306010928962,0.0,0.0,183
H1C3,1980s,0.2857142857142857,0.11428571428571428,0.42857142857142855,0.17142857142857143,0.0,70
H1C3,1990s,0.21739130434782608,0.427536231884058,0.2391304347826087,0.08695652173913043,0.028985507246376812,138
H1C3,2000s,0.3176895306859206,0.23465703971119134,0.36823104693140796,0.07942238267148015,0.0,277
H1C3,2010s,0,0,0,0,0,0
H2,pre-1950,0.38,0.45,0.06333333333333334,0.10666666666666667,0.0,300
H2,1950s,0.2648401826484018,0.6073059360730594,0.0867579908675799,0.0410958904109589,0.0,219
H2,1960s,0.3939393939393939,0.43434343434343436,0.0707070707070707,0.09090909090909091,0.010101010101010102,99
H2,1970s,0.19852941176470587,0.3786764705882353,0.3786764705882353,0.04411764705882353,0.0,272
H2,1980s,0.6195652173913043,0.1956521739130435,0.03260869565217391,0.15217391304347827,0.0,92
H2,1990s,0.3294460641399417,0.2857142857142857,0.24198250728862974,0.13702623906705538,0.0058309037900874635,343
H2,2000s,0.1867704280155642,0.5214007782101168,0.19844357976653695,0.07392996108949416,0.019455252918287938,257
H2,2010s,0.0,0.0,0.5,0.5,0.0,26
H3,1950s,0.0375,0.375,0.5875,0.0,0.0,80
H3,1960s,0.1368421052631579,0.3263157894736842,0.35789473684210527,0.11578947368421053,0.06315789473684211,95
H3,1970s,0.14285714285714285,0.3469387755102041,0.5102040816326531,0.0,0.0,147
H3,1980s,0.08860759493670886,0.620253164556962,0.2911392405063291,0.0,0.0,79
H3,1990s,0.11009174311926606,0.5137614678899083,0.13761467889908258,0.21100917431192662,0.027522935779816515,109
H3,2000s,0.1724137931034483,0.27586206896551724,0.4827586206896552,0.04597701149425287,0.022988505747126436,87
H3,2010s,0.0,1.0,0.0,0.0,0.0,13
H3,pre-1950,0.14754098360655737,0.6775956284153005,0.09836065573770492,0.07650273224043716,0.0,183
