Dependency=Location Region,Dependency=Vintage,Unheated Basement,Heated Basement,Crawl,Slab,# Samples
H1C1 OR,pre-1950,0.01834862385321101,0.03211009174311927,0.8577981651376146,0.09174311926605505,218
H1C1 OR,1950s,0.007692307692307693,0.05384615384615385,0.8,0.13846153846153847,130
H1C1 OR,1960s,0.0,0.14785992217898833,0.7470817120622568,0.10505836575875487,257
H1C1 OR,1970s,0.0,0.16015625,0.76171875,0.078125,256
H1C1 OR,1980s,0.0,0.09848484848484848,0.7348484848484849,0.16666666666666666,132
H1C1 OR,1990s,0.0,0.20080321285140562,0.7188755020080321,0.08032128514056225,249
H1C1 OR,2000s,0.0,0.08187134502923976,0.9181286549707602,0.0,171
H1C1 OR,2010s,0.0,0.0,0.5,0.5,38
H1C1 WA,pre-1950,0.045275590551181105,0.34153543307086615,0.5482283464566929,0.06496062992125984,1016
H1C1 WA,1950s,0.0,0.21329639889196675,0.6343490304709142,0.1523545706371191,361
H1C1 WA,1960s,0.0,0.27240773286467485,0.616871704745167,0.11072056239015818,569
H1C1 WA,1970s,0.0,0.2071307300509338,0.6859083191850595,0.10696095076400679,589
H1C1 WA,1980s,0.01160541586073501,0.1644100580270793,0.7311411992263056,0.09284332688588008,517
H1C1 WA,1990s,0.0,0.07571801566579635,0.8642297650130548,0.06005221932114883,383
H1C1 WA,2000s,0.04680851063829787,0.00851063829787234,0.8191489361702128,0.125531914893617,470
H1C1 WA,2010s,0.0,0.0,1.0,0.0,14
H1C2,pre-1950,0.055944055944055944,0.4988344988344988,0.337995337995338,0.10722610722610723,429
H1C2,1950s,0.0,0.047619047619047616,0.8333333333333334,0.11904761904761904,84
H1C2,1960s,0.0,0.2277580071174377,0.7402135231316725,0.03202846975088968,281
H1C2,1970s,0.0,0.28994082840236685,0.5976331360946746,0.11242603550295859,169
H1C2,1980s,0.0,0.0,0.8383233532934131,0.16167664670658682,167
H1C2,1990s,0.0,0.17272727272727273,0.7818181818181819,0.045454545454545456,110
H1C2,2000s,0.0,0.4482758620689655,0.4827586206896552,0.06896551724137931,58
H1C2,2010s,0,0,0,0,0
H1C3,pre-1950,0.0,0.32075471698113206,0.5660377358490566,0.11320754716981132,106
H1C3,1950s,0.0,0.41,0.5,0.09,100
H1C3,1960s,0.0,0.0,0.9649122807017544,0.03508771929824561,57
H1C3,1970s,0.0,0.48633879781420764,0.39344262295081966,0.12021857923497267,183
H1C3,1980s,0.0,0.6142857142857143,0.35714285714285715,0.02857142857142857,70
H1C3,1990s,0.0,0.07971014492753623,0.855072463768116,0.06521739130434782,138
H1C3,2000s,0.0,0.19855595667870035,0.740072202166065,0.061371841155234655,277
H1C3,2010s,0,0,0,0,0
H2,pre-1950,0.023333333333333334,0.35333333333333333,0.6033333333333334,0.02,300
H2,1950s,0.0502283105022831,0.6210045662100456,0.2694063926940639,0.0593607305936073,219
H2,1960s,0.020202020202020204,0.20202020202020202,0.5656565656565656,0.21212121212121213,99
H2,1970s,0.0,0.5330882352941176,0.375,0.09191176470588236,272
H2,1980s,0.0,0.2717391304347826,0.5869565217391305,0.14130434782608695,92
H2,1990s,0.0,0.5014577259475219,0.40524781341107874,0.09329446064139942,343
H2,2000s,0.0,0.20622568093385213,0.6147859922178989,0.17898832684824903,257
H2,2010s,0.15384615384615385,0.3076923076923077,0.5384615384615384,0.0,26
H3,pre-1950,0.01092896174863388,0.5683060109289617,0.4207650273224044,0.0,183
H3,1950s,0.0,0.65,0.2,0.15,80
H3,1960s,0.12631578947368421,0.5894736842105263,0.24210526315789474,0.042105263157894736,95
H3,1970s,0.0,0.5850340136054422,0.2585034013605442,0.1564625850340136,147
H3,1980s,0.06329113924050633,0.4177215189873418,0.4810126582278481,0.0379746835443038,79
H3,1990s,0.0,0.24770642201834864,0.5045871559633027,0.24770642201834864,109
H3,2000s,0.011494252873563218,0.2988505747126437,0.5747126436781609,0.11494252873563218,87
H3,2010s,0.0,0.0,0.38461538461538464,0.6153846153846154,13
