Dependency=Heating Fuel,Electric Standard,Electric Tankless,FIXME Electric HPWH,Gas Standard,Gas Tankless,Oil Standard,Propane Standard,Propane Tankless,FIXME Other Fuel,# Samples
Electricity,0.8993595608417201,0.007624275693809088,0.0018298261665141812,0.0652637999390058,0.01036901494358036,0.0003049710277523635,0.012198841110094541,0.0009149130832570906,0.0021347971942665446,3279
Fuel Oil,0.9054726368159204,0.0,0.0,0.04477611940298507,0.0,0.0472636815920398,0.0,0.0,0.0024875621890547263,402
Natural Gas,0.21861265048729217,0.004586279380852283,0.0011465698452130708,0.7162239633097649,0.0328683355627747,0.0019109497420217848,0.009554748710108925,0.0005732849226065354,0.014523218039365564,5233
None,0.4186046511627907,0.0,0.0,0.5813953488372093,0.0,0.0,0.0,0.0,0.0,43
Other Fuel,0.8686534216335541,0.0,0.0,0.04746136865342163,0.024282560706401765,0.0,0.011037527593818985,0.03863134657836645,0.009933774834437087,906
Propane/LPG,0.8978102189781022,0.0,0.0,0.0,0.0,0.0,0.072992700729927,0.0,0.029197080291970802,137
