Dependency=Location Region,Dependency=Vintage,Dependency=Geometry Foundation Type,"Option=Ceiling R-13, Vented","Option=Ceiling R-19, Vented","Option=Ceiling R-30, Vented",Option=None,"Option=Uninsulated, Unvented","Option=Uninsulated, Vented","Option=Wall R-13, Unvented"
H1C1 OR,1950s,Crawl,0.0341143360437,0.584296621869,0.0213479456582,0.0,0.339288150968,0.0209529454607,0.0
H1C1 OR,1950s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H1C1 OR,1950s,Unheated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H1C1 OR,1960s,Crawl,0.085390916912,0.302785341322,0.317770080852,0.0,0.086206763809,0.207846897105,0.0
H1C1 OR,1960s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H1C1 OR,1960s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H1C1 OR,1970s,Crawl,0.145054460641,0.359627276857,0.309890596407,0.0,0.0,0.185427666095,0.0
H1C1 OR,1970s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H1C1 OR,1970s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H1C1 OR,1980s,Crawl,0.353246803607,0.59636594226,0.0,0.0,0.0,0.0503872541336,0.0
H1C1 OR,1980s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H1C1 OR,1990s,Crawl,0.0,0.82369007453,0.132824866951,0.0,0.0434850585198,0.0,0.0
H1C1 OR,1990s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H1C1 OR,1990s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H1C1 OR,2000s,Crawl,0.0,0.295760021227,0.642478284291,0.0,0.0,0.0,0.0617616944817
H1C1 OR,2000s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H1C1 OR,pre-1950,Crawl,0.0861496958729,0.279858671147,0.0985176373408,0.0,0.114250944411,0.421223051228,0.0
H1C1 OR,pre-1950,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H1C1 OR,pre-1950,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H1C1 OR,pre-1950,Unheated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0
H1C1 WA,1950s,Crawl,0.0697587463886,0.402813717336,0.0377976383748,0.0,0.182681736879,0.306948161022,0.0
H1C1 WA,1950s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0
