Dependency=Heating Fuel,"Option=Electric, 100% Usage","Option=Gas, 100% Usage",Option=None,"Option=FIXME Propane, 100% Usage",# Samples
Electricity,0.9607843137254902,0.016339869281045753,0.02287581699346405,0.0,306
Fuel Oil,0.9534883720930233,0.046511627906976744,0.0,0.0,43
Natural Gas,0.9262948207171314,0.05179282868525897,0.00597609561752988,0.01593625498007968,502
None,1.0,0.0,0.0,0.0,7
Other Fuel,0.9787234042553191,0.0,0.02127659574468085,0.0,94
Propane/LPG,1.0,0.0,0.0,0.0,16
