Dependency=Location Region,Dependency=Vintage,Option=R-13,Option=R-19,Option=R-36,Option=R-7,Option=Uninsulated,# Samples
H1C1 OR,1950s,0.47058823529411764,0.0,0.0,0.23529411764705882,0.29411764705882354,17
H1C1 OR,1960s,0.44,0.0,0.0,0.32,0.24,25
H1C1 OR,1970s,0.5238095238095238,0.047619047619047616,0.0,0.42857142857142855,0.0,21
H1C1 OR,1980s,0.875,0.125,0.0,0.0,0.0,8
H1C1 OR,1990s,0.10714285714285714,0.75,0.0,0.14285714285714285,0.0,28
H1C1 OR,2000s,0.0,0.9333333333333333,0.0,0.06666666666666667,0.0,15
H1C1 OR,pre-1950,0.4642857142857143,0.10714285714285714,0.0,0.2857142857142857,0.14285714285714285,28
H1C1 WA,1950s,0.5675675675675675,0.02702702702702703,0.0,0.05405405405405406,0.35135135135135137,37
H1C1 WA,1960s,0.5423728813559322,0.0847457627118644,0.0,0.288135593220339,0.0847457627118644,59
H1C1 WA,1970s,0.5423728813559322,0.03389830508474576,0.0,0.3050847457627119,0.11864406779661017,59
H1C1 WA,1980s,0.5555555555555556,0.37777777777777777,0.0,0.06666666666666667,0.0,45
H1C1 WA,1990s,0.1951219512195122,0.6585365853658537,0.0,0.0975609756097561,0.04878048780487805,41
H1C1 WA,2000s,0.0425531914893617,0.8936170212765957,0.02127659574468085,0.0425531914893617,0.0,47
H1C1 WA,pre-1950,0.3673469387755102,0.07142857142857142,0.0,0.21428571428571427,0.3469387755102041,98
H1C2,1950s,0.18181818181818182,0.0,0.0,0.0,0.8181818181818182,11
H1C2,1960s,0.8888888888888888,0.07407407407407407,0.0,0.0,0.037037037037037035,27
H1C2,1970s,0.7333333333333333,0.0,0.0,0.26666666666666666,0.0,15
H1C2,1980s,0.625,0.375,0.0,0.0,0.0,16
H1C2,1990s,0.0,1.0,0.0,0.0,0.0,6
H1C2,2000s,0.0,1.0,0.0,0.0,0.0,6
H1C2,pre-1950,0.25,0.025,0.0,0.075,0.65,40
H1C3,1950s,0.5,0.25,0.0,0.25,0.0,4
H1C3,1960s,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,6
H1C3,1970s,0.9230769230769231,0.07692307692307693,0.0,0.0,0.0,13
H1C3,1980s,0.75,0.25,0.0,0.0,0.0,12
H1C3,1990s,0.29411764705882354,0.7058823529411765,0.0,0.0,0.0,17
H1C3,2000s,0.34782608695652173,0.6521739130434783,0.0,0.0,0.0,23
H1C3,pre-1950,0.0,0.0,0.0,0.0,1.0,8
H2,1950s,0.375,0.0,0.0,0.375,0.25,24
H2,1960s,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,7
H2,1970s,0.8461538461538461,0.11538461538461539,0.0,0.038461538461538464,0.0,26
H2,1980s,0.7,0.1,0.0,0.2,0.0,10
H2,1990s,0.029411764705882353,0.8529411764705882,0.0,0.11764705882352941,0.0,34
H2,2000s,0.08,0.92,0.0,0.0,0.0,25
H2,pre-1950,0.45161290322580644,0.03225806451612903,0.0,0.0967741935483871,0.41935483870967744,31
H3,1950s,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,7
H3,1960s,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0,9
H3,1970s,0.625,0.3125,0.0,0.0625,0.0,16
H3,1980s,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,6
H3,1990s,0.4,0.4,0.1,0.1,0.0,10
H3,2000s,0.0,0.9230769230769231,0.07692307692307693,0.0,0.0,13
H3,pre-1950,0.5555555555555556,0.16666666666666666,0.0,0.05555555555555555,0.2222222222222222,18
