Dependency=Heating Fuel,"Gas, 100% Usage","FIXME Propane, 100% Usage","Electric, 100% Usage",None,# Samples
Electricity,0.008539188777066178,0.003354681305275999,0.9716376944190301,0.01646843549862763,3279
Fuel Oil,0.06467661691542288,0.007462686567164179,0.927860696517413,0.0,402
Natural Gas,0.06210586661570801,0.007834893942289319,0.9281482896999809,0.0019109497420217848,5233
None,0.0,0.0,1.0,0.0,43
Other Fuel,0.0,0.004415011037527594,0.9955849889624724,0.0,906
Propane/LPG,0.0,0.0,1.0,0.0,137
