Dependency=Location Region,Dependency=Vintage,Option=0-1499,Option=1500-2499,Option=2500-3499,Option=3500-4499,Option=4500+,# Samples
H1C1 OR,1950s,0.5563380281690141,0.4154929577464789,0.028169014084507043,0.0,0.0,142
H1C1 OR,1960s,0.3540856031128405,0.5214007782101168,0.1245136186770428,0.0,0.0,257
H1C1 OR,1970s,0.4412811387900356,0.4875444839857651,0.05693950177935943,0.014234875444839857,0.0,281
H1C1 OR,1980s,0.3333333333333333,0.5042735042735043,0.042735042735042736,0.11965811965811966,0.0,117
H1C1 OR,1990s,0.33617021276595743,0.34893617021276596,0.14042553191489363,0.16595744680851063,0.00851063829787234,235
H1C1 OR,2000s,0.0851063829787234,0.8297872340425532,0.07446808510638298,0.010638297872340425,0.0,188
H1C1 OR,pre-1950,0.5800865800865801,0.2857142857142857,0.06060606060606061,0.0735930735930736,0.0,231
H1C1 WA,1950s,0.456973293768546,0.39465875370919884,0.12166172106824925,0.026706231454005934,0.0,337
H1C1 WA,1960s,0.2340036563071298,0.546617915904936,0.19012797074954296,0.021937842778793418,0.007312614259597806,547
H1C1 WA,1970s,0.3408695652173913,0.4608695652173913,0.14782608695652175,0.050434782608695654,0.0,575
H1C1 WA,1980s,0.19367588932806323,0.49604743083003955,0.2865612648221344,0.023715415019762844,0.0,506
H1C1 WA,1990s,0.25688073394495414,0.5619266055045872,0.10779816513761468,0.02522935779816514,0.0481651376146789,436
H1C1 WA,2000s,0.04417670682730924,0.5461847389558233,0.3172690763052209,0.05421686746987952,0.03815261044176707,498
H1C1 WA,pre-1950,0.396078431372549,0.4107843137254902,0.18627450980392157,0.006862745098039216,0.0,1020
H1C2,1950s,0.5595238095238095,0.44047619047619047,0.0,0.0,0.0,84
H1C2,1960s,0.3693379790940767,0.29965156794425085,0.21951219512195122,0.11149825783972125,0.0,287
H1C2,1970s,0.32954545454545453,0.5625,0.0,0.0,0.10795454545454546,176
H1C2,1980s,0.38922155688622756,0.4311377245508982,0.08982035928143713,0.0,0.08982035928143713,167
H1C2,1990s,0.0,0.2905982905982906,0.5299145299145299,0.1794871794871795,0.0,117
H1C2,2000s,0.6326530612244898,0.3673469387755102,0.0,0.0,0.0,49
H1C2,pre-1950,0.25598086124401914,0.43301435406698563,0.15550239234449761,0.15550239234449761,0.0,418
H1C3,1950s,0.45045045045045046,0.21621621621621623,0.3333333333333333,0.0,0.0,111
H1C3,1960s,0.8260869565217391,0.11594202898550725,0.057971014492753624,0.0,0.0,69
H1C3,1970s,0.22549019607843138,0.37745098039215685,0.39705882352941174,0.0,0.0,204
H1C3,1980s,0.25675675675675674,0.12162162162162163,0.4864864864864865,0.13513513513513514,0.0,74
H1C3,1990s,0.2,0.464,0.208,0.08,0.048,125
H1C3,2000s,0.3821138211382114,0.22357723577235772,0.3170731707317073,0.07723577235772358,0.0,246
H1C3,pre-1950,0.3137254901960784,0.4803921568627451,0.20588235294117646,0.0,0.0,102
H2,1950s,0.3212669683257919,0.5656108597285068,0.08144796380090498,0.03167420814479638,0.0,221
H2,1960s,0.3565217391304348,0.5130434782608696,0.034782608695652174,0.06086956521739131,0.034782608695652174,115
H2,1970s,0.18796992481203006,0.3458646616541353,0.4323308270676692,0.03383458646616541,0.0,266
H2,1980s,0.45121951219512196,0.2926829268292683,0.10975609756097561,0.14634146341463414,0.0,82
H2,1990s,0.2735562310030395,0.3252279635258359,0.24924012158054712,0.14285714285714285,0.00911854103343465,329
H2,2000s,0.18478260869565216,0.4311594202898551,0.25,0.13405797101449277,0.0,276
H2,pre-1950,0.335423197492163,0.4043887147335423,0.109717868338558,0.15047021943573669,0.0,319
H3,1950s,0.05333333333333334,0.38666666666666666,0.56,0.0,0.0,75
H3,1960s,0.18181818181818182,0.3246753246753247,0.2857142857142857,0.15584415584415584,0.05194805194805195,77
H3,1970s,0.11920529801324503,0.40397350993377484,0.4768211920529801,0.0,0.0,151
H3,1980s,0.06593406593406594,0.5934065934065934,0.34065934065934067,0.0,0.0,91
H3,1990s,0.1262135922330097,0.46601941747572817,0.1650485436893204,0.23300970873786409,0.009708737864077669,103
H3,2000s,0.09433962264150944,0.46226415094339623,0.32075471698113206,0.10377358490566038,0.018867924528301886,106
H3,pre-1950,0.1736842105263158,0.6473684210526316,0.12631578947368421,0.05263157894736842,0.0,190
