Dependency=Heating Fuel,Option=FIXME Electric HPWH,Option=Electric Standard,Option=Electric Tankless,Option=Gas Standard,Option=Gas Tankless,Option=Oil Standard,Option=Propane Standard,Option=Propane Tankless,# Samples
Electricity,0.0032679738562091504,0.8921568627450981,0.00980392156862745,0.06862745098039216,0.0032679738562091504,0.0,0.0196078431372549,0.0032679738562091504,306
Fuel Oil,0.0,0.8837209302325582,0.0,0.046511627906976744,0.0,0.06976744186046512,0.0,0.0,43
Natural Gas,0.0,0.21115537848605578,0.00398406374501992,0.7370517928286853,0.037848605577689244,0.00398406374501992,0.00597609561752988,0.0,502
None,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,7
Other Fuel,0.0,0.8191489361702128,0.0,0.09574468085106383,0.05319148936170213,0.0,0.0,0.031914893617021274,94
Propane/LPG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16
