Dependency=Location Region,Dependency=Vintage,Option=R-13,Option=R-19,Option=R-36,Option=R-7,Option=Uninsulated,# Samples
H1C1 OR,1950s,0.7058823529411765,0.0,0.0,0.058823529411764705,0.23529411764705882,17
H1C1 OR,1960s,0.6,0.08,0.0,0.24,0.08,25
H1C1 OR,1970s,0.47619047619047616,0.047619047619047616,0.0,0.47619047619047616,0.0,21
H1C1 OR,1980s,0.75,0.25,0.0,0.0,0.0,8
H1C1 OR,1990s,0.2857142857142857,0.6785714285714286,0.0,0.03571428571428571,0.0,28
H1C1 OR,2000s,0.0,0.8666666666666667,0.0,0.06666666666666667,0.06666666666666667,15
H1C1 OR,pre-1950,0.6428571428571429,0.17857142857142858,0.0,0.10714285714285714,0.07142857142857142,28
H1C1 WA,1950s,0.40540540540540543,0.0,0.0,0.24324324324324326,0.35135135135135137,37
H1C1 WA,1960s,0.559322033898305,0.1016949152542373,0.0,0.2711864406779661,0.06779661016949153,59
H1C1 WA,1970s,0.576271186440678,0.03389830508474576,0.0,0.3050847457627119,0.0847457627118644,59
H1C1 WA,1980s,0.4444444444444444,0.3111111111111111,0.0,0.2222222222222222,0.022222222222222223,45
H1C1 WA,1990s,0.04878048780487805,0.7804878048780488,0.024390243902439025,0.12195121951219512,0.024390243902439025,41
H1C1 WA,2000s,0.02127659574468085,0.8936170212765957,0.02127659574468085,0.06382978723404255,0.0,47
H1C1 WA,pre-1950,0.2653061224489796,0.07142857142857142,0.0,0.2653061224489796,0.3979591836734694,98
H1C2,1950s,0.2727272727272727,0.0,0.0,0.0,0.7272727272727273,11
H1C2,1960s,0.7777777777777778,0.0,0.0,0.0,0.2222222222222222,27
H1C2,1970s,0.8666666666666667,0.0,0.0,0.13333333333333333,0.0,15
H1C2,1980s,0.625,0.375,0.0,0.0,0.0,16
H1C2,1990s,0.0,1.0,0.0,0.0,0.0,6
H1C2,2000s,0.0,1.0,0.0,0.0,0.0,6
H1C2,pre-1950,0.425,0.05,0.0,0.175,0.35,40
H1C3,1950s,0.75,0.0,0.0,0.25,0.0,4
H1C3,1960s,0.5,0.5,0.0,0.0,0.0,6
H1C3,1970s,0.8461538461538461,0.0,0.0,0.15384615384615385,0.0,13
H1C3,1980s,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,12
H1C3,1990s,0.17647058823529413,0.8235294117647058,0.0,0.0,0.0,17
H1C3,2000s,0.21739130434782608,0.782608695652174,0.0,0.0,0.0,23
H1C3,pre-1950,0.125,0.0,0.0,0.0,0.875,8
H2,1950s,0.5416666666666666,0.08333333333333333,0.0,0.20833333333333334,0.16666666666666666,24
H2,1960s,0.5714285714285714,0.14285714285714285,0.0,0.2857142857142857,0.0,7
H2,1970s,0.8076923076923077,0.07692307692307693,0.0,0.07692307692307693,0.038461538461538464,26
H2,1980s,0.7,0.2,0.0,0.1,0.0,10
H2,1990s,0.08823529411764706,0.9117647058823529,0.0,0.0,0.0,34
H2,2000s,0.0,1.0,0.0,0.0,0.0,25
H2,pre-1950,0.5806451612903226,0.0967741935483871,0.0,0.06451612903225806,0.25806451612903225,31
H3,1950s,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,7
H3,1960s,1.0,0.0,0.0,0.0,0.0,9
H3,1970s,0.4375,0.4375,0.0,0.125,0.0,16
H3,1980s,0.5,0.5,0.0,0.0,0.0,6
H3,1990s,0.1,0.4,0.4,0.1,0.0,10
H3,2000s,0.15384615384615385,0.8461538461538461,0.0,0.0,0.0,13
H3,pre-1950,0.7222222222222222,0.0,0.0,0.05555555555555555,0.2222222222222222,18
