Dependency=Location Region,Dependency=Vintage,"Uninsulated, Vented","Ceiling R-7, Vented","Ceiling R-13, Vented","Ceiling R-19, Vented","Ceiling R-30, Vented","Ceiling R-38, Vented","Ceiling R-49, Vented","Ceiling R-60, Vented",# Samples
H1C2,1960s,0.017793594306049824,0.0,0.1708185053380783,0.3594306049822064,0.0,0.45195729537366547,0.0,0.0,281
H1C2,1970s,0.0,0.0,0.14201183431952663,0.17159763313609466,0.26627218934911245,0.0,0.42011834319526625,0.0,169
H1C2,1980s,0.0,0.0,0.0,0.1437125748502994,0.592814371257485,0.2634730538922156,0.0,0.0,167
H1C2,1990s,0.0,0.0,0.0,0.0,0.24545454545454545,0.7545454545454545,0.0,0.0,110
H1C2,2000s,0.0,0.0,0.0,0.0,0.05172413793103448,0.9482758620689655,0.0,0.0,58
H1C2,2010s,0,0,0,0,0,0,0,0,0
H1C3,pre-1950,0.0,0.04716981132075472,0.02830188679245283,0.19811320754716982,0.20754716981132076,0.27358490566037735,0.16037735849056603,0.08490566037735849,106
H1C3,1950s,0.0,0.0,0.15,0.32,0.24,0.18,0.11,0.0,100
H1C3,1960s,0.0,0.0,0.0,0.40350877192982454,0.0,0.38596491228070173,0.21052631578947367,0.0,57
H1C3,1970s,0.0,0.02185792349726776,0.060109289617486336,0.5191256830601093,0.08743169398907104,0.14754098360655737,0.10382513661202186,0.060109289617486336,183
H1C3,1980s,0.0,0.0,0.0,0.0,0.014285714285714285,0.9142857142857143,0.07142857142857142,0.0,70
H1C3,1990s,0.0,0.0,0.0,0.11594202898550725,0.10869565217391304,0.7246376811594203,0.050724637681159424,0.0,138
H1C3,2000s,0.0,0.0,0.0,0.0,0.0,0.9025270758122743,0.09747292418772563,0.0,277
H1C3,2010s,0,0,0,0,0,0,0,0,0
H2,pre-1950,0.0,0.14666666666666667,0.09666666666666666,0.44333333333333336,0.17,0.06666666666666667,0.03333333333333333,0.043333333333333335,300
H2,1950s,0.0228310502283105,0.1141552511415525,0.0502283105022831,0.1461187214611872,0.0958904109589041,0.4018264840182648,0.0136986301369863,0.1552511415525114,219
H2,1960s,0.0,0.0,0.2727272727272727,0.23232323232323232,0.24242424242424243,0.2222222222222222,0.0,0.030303030303030304,99
H2,1970s,0.0,0.0,0.03676470588235294,0.4963235294117647,0.06985294117647059,0.35294117647058826,0.04411764705882353,0.0,272
H2,1980s,0.0,0.021739130434782608,0.0,0.6413043478260869,0.11956521739130435,0.0,0.21739130434782608,0.0,92
H2,1990s,0.0,0.0,0.0,0.043731778425655975,0.1457725947521866,0.6268221574344023,0.0728862973760933,0.11078717201166181,343
H2,2000s,0.0,0.0,0.0,0.011673151750972763,0.08949416342412451,0.7704280155642024,0.07392996108949416,0.054474708171206226,257
H2,2010s,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26
H3,pre-1950,0.0,0.0546448087431694,0.0546448087431694,0.31693989071038253,0.0546448087431694,0.22950819672131148,0.2185792349726776,0.07103825136612021,183
H3,1950s,0.0,0.075,0.05,0.55,0.0625,0.2625,0.0,0.0,80
H3,1960s,0.0,0.0,0.05263157894736842,0.35789473684210527,0.2736842105263158,0.18947368421052632,0.12631578947368421,0.0,95
H3,1970s,0.0,0.0,0.08843537414965986,0.3129251700680272,0.17687074829931973,0.14285714285714285,0.23809523809523808,0.04081632653061224,147
H3,1980s,0.0,0.0,0.0,0.10126582278481013,0.12658227848101267,0.16455696202531644,0.34177215189873417,0.26582278481012656,79
H3,1990s,0.0,0.0,0.05504587155963303,0.1926605504587156,0.28440366972477066,0.11926605504587157,0.28440366972477066,0.06422018348623854,109
H3,2000s,0.0,0.0,0.0,0.0,0.16091954022988506,0.6551724137931034,0.13793103448275862,0.04597701149425287,87
H3,2010s,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.15384615384615385,0.0,13
