Dependency=Location Region,Dependency=Vintage,"Uninsulated, Vented","Ceiling R-7, Vented","Ceiling R-13, Vented","Ceiling R-19, Vented","Ceiling R-30, Vented","Ceiling R-38, Vented","Ceiling R-49, Vented","Ceiling R-60, Vented",# Samples
H1C1 OR,pre-1950,0.0,0.009174311926605505,0.11926605504587157,0.5137614678899083,0.05045871559633028,0.3073394495412844,0.0,0.0,218
H1C1 OR,1950s,0.0,0.16153846153846155,0.007692307692307693,0.33076923076923076,0.023076923076923078,0.09230769230769231,0.023076923076923078,0.36153846153846153,130
H1C1 OR,1960s,0.0,0.0,0.245136186770428,0.15953307392996108,0.11284046692607004,0.17509727626459143,0.245136186770428,0.0622568093385214,257
H1C1 OR,1970s,0.015625,0.0546875,0.09375,0.17578125,0.25,0.29296875,0.1171875,0.0,256
H1C1 OR,1980s,0.0,0.0,0.29545454545454547,0.30303030303030304,0.3106060606060606,0.07575757575757576,0.015151515151515152,0.0,132
H1C1 OR,1990s,0.0,0.0,0.0,0.07228915662650602,0.18072289156626506,0.5582329317269076,0.14859437751004015,0.040160642570281124,249
H1C1 OR,2000s,0.0,0.0,0.0,0.0,0.15204678362573099,0.6257309941520468,0.19883040935672514,0.023391812865497075,171
H1C1 OR,2010s,0.0,0.0,0.0,0.0,0.6578947368421053,0.0,0.34210526315789475,0.0,38
H1C1 WA,pre-1950,0.0688976377952756,0.15748031496062992,0.18700787401574803,0.24606299212598426,0.10433070866141732,0.20964566929133857,0.013779527559055118,0.012795275590551181,1016
H1C1 WA,1950s,0.030470914127423823,0.14127423822714683,0.1745152354570637,0.21329639889196675,0.10803324099722991,0.29916897506925205,0.0110803324099723,0.0221606648199446,361
H1C1 WA,1960s,0.0,0.1054481546572935,0.13532513181019332,0.40597539543058,0.0984182776801406,0.23550087873462214,0.019332161687170474,0.0,569
H1C1 WA,1970s,0.010186757215619695,0.10526315789473684,0.1765704584040747,0.22750424448217318,0.19524617996604415,0.2733446519524618,0.0,0.011884550084889643,589
H1C1 WA,1980s,0.0,0.0038684719535783366,0.08704061895551257,0.23984526112185686,0.4332688588007737,0.23597678916827852,0.0,0.0,517
H1C1 WA,1990s,0.007832898172323759,0.015665796344647518,0.0,0.206266318537859,0.14360313315926893,0.5744125326370757,0.044386422976501305,0.007832898172323759,383
H1C1 WA,2000s,0.00425531914893617,0.0,0.0,0.00851063829787234,0.19574468085106383,0.6127659574468085,0.14042553191489363,0.03829787234042553,470
H1C1 WA,2010s,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14
H1C2,pre-1950,0.055944055944055944,0.17249417249417248,0.046620046620046623,0.48484848484848486,0.06526806526806526,0.1282051282051282,0.046620046620046623,0.0,429
H1C2,1950s,0.0,0.0,0.23809523809523808,0.05952380952380952,0.5357142857142857,0.16666666666666666,0.0,0.0,84
