Minute,Fraction
4848,0.773286
4858,0.34833
4868,0.433743
4869,0.433743
4878,0.538137
5448,0.565554
5458,0.626714
5468,0.551494
5478,0.455185
5479,0.455185
5487,0.721968
10661,0.499824
10662,0.499824
10671,0.497715
10672,0.497715
10681,0.552548
10691,0.753251
14868,0.482601
14878,0.615817
14888,0.578207
14898,0.688576
14907,0.68471
19883,0.456591
19892,0.377856
19902,0.663269
19912,0.469947
19922,0.659051
19923,0.659051
19931,0.796837
19975,0.298418
19985,0.777153
19995,0.340949
19996,0.340949
20005,0.534622
20006,0.534622
20014,0.489982
20513,0.355712
20514,0.355712
20523,0.539192
20524,0.539192
20533,0.891388
20721,0.74587
20731,0.339895
20732,0.339895
20740,0.589455
20750,0.583831
20770,0.592619
24501,0.530404
24511,0.868893
24521,0.588401
24530,0.429174
24531,0.429174
24540,0.617926
24541,0.617926
27268,0.339543
27269,0.339543
27278,0.572583
27288,0.493849
27297,0.369069
27298,0.369069
27307,0.399649
27308,0.399649
27317,0.352197
34767,0.598594
34776,0.622847
34786,0.592619
34796,0.448858
35589,0.424253
35590,0.424253
35599,0.556063
35609,0.401406
40248,0.34833
40257,0.671705
40267,0.459402
40277,0.300176
40278,0.300176
44523,0.66362
44533,0.499824
44542,0.358524
44543,0.358524
44552,0.5058
48734,0.536028
48735,0.536028
48740,0.53181
48742,0.550088
48744,0.588049
48750,0.487873
48751,0.514587
48754,0.362742
48759,0.458699
48760,0.458699
48761,0.399649
48762,0.399649
48764,0.643234
48769,0.330053
48771,0.86362
48781,0.589104
48791,0.497364
50983,0.582074
50993,0.468541
51002,0.396485
51772,0.60703
51781,0.627417
51791,0.495606
51801,0.434095
56392,0.669244
56402,0.56696
56411,0.629525
56421,0.398946
56422,0.398946
56431,0.497715
56432,0.497715
58741,0.648506
58751,0.558524
58760,0.549385
58770,0.515993
58780,0.829174
61513,0.744464
61523,0.462214
61533,0.720562
61534,0.720562
61543,0.479789
61552,0.671353
61562,0.687522
61572,0.643937
63973,0.595431
63982,0.499121
63992,0.565905
64002,0.404569
64003,0.404569
64012,0.383128
64022,0.721617
64031,0.665378
66813,0.501582
66814,0.501582
66823,0.5058
66833,0.395079
