S,h
9270,0.804006
9279,0.518956
9289,0.685265
9299,0.643777
12709,0.339413
12710,0.339413
12719,0.541845
12728,0.556152
12738,0.393777
12748,0.422747
12749,0.422747
12758,0.343705
12759,0.343705
16584,0.658441
16594,0.657010
16604,0.345494
16605,0.345494
16614,0.643777
16615,0.643777
17107,0.515379
17117,0.525036
17118,0.525036
17127,0.498569
17128,0.498569
17136,0.652361
17137,0.652361
17146,0.443848
17147,0.443848
18634,0.354435
18643,0.721030
18653,0.550787
18663,0.491416
18673,0.608369
24122,0.578684
24131,0.483906
24132,0.483906
24141,0.729256
24151,0.503934
24161,0.514306
27963,0.473891
27964,0.473891
27973,0.641273
27974,0.641273
27983,0.624464
27993,0.670243
28002,0.474964
28648,0.533977
28649,0.533977
28658,1.000000
28668,0.589413
28678,0.678827
28687,0.601574
49562,0.449213
49572,0.584406
49573,0.584406
49582,0.493205
49851,0.365165
49852,0.365165
49861,0.566524
49871,0.530401
49881,0.513233
49882,0.513233
49890,0.451717
49900,0.344778
49901,0.344778
54642,0.487482
54652,0.664878
54662,0.449213
54663,0.449213
54672,0.429185
54681,0.839413
54691,0.682046
54701,0.388770
54702,0.388770
54711,0.743562
54720,0.546853
54730,0.490343
54740,0.484263
54741,0.484263
58683,0.525036
58693,0.630186
58702,0.435265
58712,0.520029
58713,0.520029
61161,0.654864
61171,0.726037
61181,0.614449
61182,0.614449
61191,0.503934
61192,0.503934
64243,0.414163
64244,0.414163
64253,0.544707
64262,0.309013
64263,0.309013
64272,0.618383
64282,0.468526
64423,0.495708
64432,0.367310
64433,0.367310
64442,0.671674
65728,0.527539
65738,0.440987
65739,0.440987
65748,0.594421
65757,0.507511
73970,0.431330
73971,0.431330
73980,0.349070
73981,0.349070
73990,0.379828
73999,0.681688
77026,0.721388
77035,0.766094
77045,0.379828
77055,0.629113
77065,0.419528
77066,0.419528
78909,0.476037
78910,0.476037
78911,0.476037
78919,0.446710
78920,0.446710
78929,0.275751
78939,0.552933
83034,0.237840
83044,0.669886
83054,0.408083
83064,0.576538
83073,0.491774
83083,0.579757
84833,0.722461
84843,0.619099
84853,0.421674
84854,0.421674
84862,0.491059
87206,0.408441
87207,0.408441
87216,0.556509
87226,0.495708
87227,0.495708
87235,0.413090
89029,0.533977
89030,0.533977
89039,0.581545
89048,0.700286
89058,0.491416
89059,0.491416
100544,0.445279
100545,0.445279
100554,0.520029
100555,0.520029
100564,0.400572
100573,0.530043
104757,0.621960
104767,0.698140
104777,0.800072
104787,0.825465
104796,0.330114
104806,0.681330
104994,0.595494
105003,0.473176
105004,0.473176
105013,0.679185
105023,0.375536
105033,0.754292
107707,0.690629
107717,0.469242
107718,0.469242
107726,0.657010
107727,0.657010
107736,0.403433
113496,0.804363
113505,0.464950
113506,0.464950
113515,0.614449
113525,0.549714
116152,0.502504
116162,0.448140
116163,0.448140
116164,0.448140
116172,0.657010
116181,0.644850
123560,0.311159
123561,0.311159
123569,0.380186
123579,0.945279
123589,0.463519
123590,0.463519
123599,0.644134
126012,0.706724
126022,0.355866
126023,0.355866
126031,0.579757
126041,0.302933
126051,0.649142
130006,0.393419
130007,0.393419
130016,0.359442
130017,0.359442
130026,0.423104
130036,0.406652
132346,0.752861
132355,0.738913
132365,0.556152
132375,0.575465
132385,0.478541
132386,0.478541
132395,0.385193
132396,0.385193
133707,0.355150
133708,0.355150
133717,0.486409
133726,0.301502
133736,0.452790
133737,0.452790
141195,0.396638
141205,0.805436
141214,0.457797
141215,0.457797
141224,0.706366
146317,0.381259
146327,0.481044
146328,0.481044
146336,0.676681
146346,0.630544
153248,0.486052
153249,0.486052
153258,0.392346
153259,0.392346
153268,0.793276
153278,0.531116
153279,0.531116
155017,0.517883
155018,0.517883
155027,0.719599
155037,0.445637
155038,0.445637
155047,0.560443
155057,0.813662
155066,0.639485
155436,0.674893
155446,0.784692
155456,0.742847
155466,0.414163
155467,0.414163
155475,0.703505
155485,0.556867
155539,0.475680
155549,0.576896
155559,0.619456
155569,0.524678
155570,0.524678
155578,0.517525
155588,0.731044
168367,0.420959
168377,0.561874
168387,0.727825
168397,0.422031
168406,0.520386
177866,0.704936
177875,0.608727
177885,0.421316
177895,0.415594
183534,0.584764
183544,0.611946
183554,0.846924
183564,0.303290
183565,0.303290
184956,0.324392
184957,0.324392
184966,0.494993
