Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
KY, 02500	Multi-Family with 5+ Units	2020s	0.929474	0.000000	0.066755	0.001427	0.002344	0.000000
KY, 02500	Single-Family Attached	2020s	0.789655	0.000000	0.210345	0.000000	0.000000	0.000000
KY, 02500	Single-Family Detached	2020s	0.657766	0.000000	0.321056	0.008594	0.000000	0.012585
KY, 02600	Mobile Home	2020s	0.907407	0.000000	0.000000	0.000000	0.000000	0.092592
KY, 02600	Multi-Family with 2 - 4 Units	2020s	0.929986	0.000000	0.061262	0.003890	0.001945	0.002917
KY, 02600	Multi-Family with 5+ Units	2020s	0.815476	0.000000	0.184524	0.000000	0.000000	0.000000
KY, 02600	Single-Family Attached	2020s	0.852571	0.000000	0.126240	0.000000	0.014127	0.007064
KY, 02600	Single-Family Detached	2020s	0.756890	0.000000	0.137795	0.000000	0.032480	0.072834
KY, 02700	Mobile Home	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KY, 02700	Multi-Family with 2 - 4 Units	2020s	0.929986	0.000000	0.061262	0.003890	0.001945	0.002917
KY, 02700	Multi-Family with 5+ Units	2020s	0.929474	0.000000	0.066755	0.001427	0.002344	0.000000
KY, 02700	Single-Family Attached	2020s	0.852571	0.000000	0.126240	0.000000	0.014127	0.007064
KY, 02700	Single-Family Detached	2020s	0.873953	0.000000	0.020000	0.000000	0.097674	0.008372
KY, 02800	Mobile Home	2020s	0.894161	0.000000	0.005475	0.000000	0.056569	0.043796
KY, 02800	Multi-Family with 2 - 4 Units	2020s	0.929986	0.000000	0.061262	0.003890	0.001945	0.002917
KY, 02800	Multi-Family with 5+ Units	2020s	0.929474	0.000000	0.066755	0.001427	0.002344	0.000000
KY, 02800	Single-Family Attached	2020s	0.852571	0.000000	0.126240	0.000000	0.014127	0.007064
KY, 02800	Single-Family Detached	2020s	0.827718	0.000000	0.019908	0.000000	0.061256	0.091118
LA, 00100	Mobile Home	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
LA, 00100	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 00100	Multi-Family with 5+ Units	2020s	0.964286	0.000000	0.000000	0.035714	0.000000	0.000000
LA, 00100	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 00100	Single-Family Detached	2020s	0.946086	0.000000	0.053914	0.000000	0.000000	0.000000
LA, 00101	Mobile Home	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
LA, 00101	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 00101	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
LA, 00101	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 00101	Single-Family Detached	2020s	0.678800	0.000000	0.314061	0.000000	0.007138	0.000000
LA, 00200	Mobile Home	2020s	0.945061	0.000000	0.029629	0.000000	0.017284	0.008025
LA, 00200	Multi-Family with 2 - 4 Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
LA, 00200	Multi-Family with 5+ Units	2020s	0.929251	0.000000	0.032699	0.000000	0.000000	0.038050
LA, 00200	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 00200	Single-Family Detached	2020s	0.650762	0.000000	0.349238	0.000000	0.000000	0.000000
LA, 00300	Mobile Home	2020s	0.919131	0.000000	0.037760	0.000000	0.022656	0.020453
LA, 00300	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 00300	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 00300	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 00300	Single-Family Detached	2020s	0.817799	0.000000	0.107036	0.021648	0.015033	0.038484
LA, 00400	Mobile Home	2020s	0.966743	0.000000	0.000000	0.000000	0.033257	0.000000
LA, 00400	Multi-Family with 2 - 4 Units	2020s	0.951200	0.000000	0.048800	0.000000	0.000000	0.000000
LA, 00400	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
LA, 00400	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 00400	Single-Family Detached	2020s	0.839847	0.000000	0.151780	0.000000	0.000000	0.008374
LA, 00500	Mobile Home	2020s	0.968577	0.000000	0.000000	0.002387	0.000000	0.029038
LA, 00500	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 00500	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 00500	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 00500	Single-Family Detached	2020s	0.901672	0.000000	0.053589	0.000000	0.000000	0.044740
LA, 00600	Mobile Home	2020s	0.969790	0.000000	0.030210	0.000000	0.000000	0.000000
LA, 00600	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 00600	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 00600	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 00600	Single-Family Detached	2020s	0.792821	0.000000	0.106666	0.000000	0.043077	0.057436
LA, 00700	Mobile Home	2020s	0.953342	0.000000	0.016016	0.030641	0.000000	0.000000
LA, 00700	Multi-Family with 2 - 4 Units	2020s	0.924710	0.000000	0.000000	0.042471	0.030888	0.001930
LA, 00700	Multi-Family with 5+ Units	2020s	0.981944	0.000000	0.018055	0.000000	0.000000	0.000000
LA, 00700	Single-Family Attached	2020s	0.995098	0.000000	0.004902	0.000000	0.000000	0.000000
LA, 00700	Single-Family Detached	2020s	0.914437	0.000000	0.059818	0.000000	0.011106	0.014639
LA, 00800	Mobile Home	2020s	0.991254	0.000000	0.000000	0.000000	0.000000	0.008747
LA, 00800	Multi-Family with 2 - 4 Units	2020s	0.930982	0.000000	0.069018	0.000000	0.000000	0.000000
LA, 00800	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 00800	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 00800	Single-Family Detached	2020s	0.955211	0.000000	0.041938	0.000000	0.000000	0.002850
LA, 00900	Mobile Home	2020s	0.976231	0.000000	0.000000	0.023769	0.000000	0.000000
LA, 00900	Multi-Family with 2 - 4 Units	2020s	0.893462	0.000000	0.106537	0.000000	0.000000	0.000000
LA, 00900	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
LA, 00900	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 00900	Single-Family Detached	2020s	0.909404	0.000000	0.090595	0.000000	0.000000	0.000000
LA, 01000	Mobile Home	2020s	0.981198	0.000000	0.018802	0.000000	0.000000	0.000000
LA, 01000	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 01000	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 01000	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 01000	Single-Family Detached	2020s	0.926194	0.000000	0.061505	0.000000	0.000000	0.012301
LA, 01100	Mobile Home	2020s	0.980435	0.000000	0.000000	0.019565	0.000000	0.000000
LA, 01100	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 01100	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 01100	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 01100	Single-Family Detached	2020s	0.937425	0.000000	0.051143	0.000000	0.010229	0.001203
LA, 01200	Mobile Home	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
LA, 01200	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 01200	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 01200	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 01200	Single-Family Detached	2020s	0.935885	0.000000	0.064115	0.000000	0.000000	0.000000
LA, 01201	Mobile Home	2020s	0.974347	0.000000	0.012101	0.002904	0.004780	0.005869
LA, 01201	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 01201	Multi-Family with 5+ Units	2020s	0.982600	0.000000	0.017399	0.000000	0.000000	0.000000
LA, 01201	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 01201	Single-Family Detached	2020s	0.859452	0.000000	0.134743	0.000000	0.000000	0.005804
LA, 01300	Mobile Home	2020s	0.993536	0.000000	0.006463	0.000000	0.000000	0.000000
LA, 01300	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 01300	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 01300	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 01300	Single-Family Detached	2020s	0.907157	0.000000	0.058469	0.008505	0.013466	0.012403
LA, 01400	Mobile Home	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
LA, 01400	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 01400	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 01400	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 01400	Single-Family Detached	2020s	0.820404	0.000000	0.146401	0.000000	0.015374	0.017819
LA, 01500	Mobile Home	2020s	0.974347	0.000000	0.012101	0.002904	0.004780	0.005869
LA, 01500	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 01500	Multi-Family with 5+ Units	2020s	0.992241	0.000000	0.007759	0.000000	0.000000	0.000000
LA, 01500	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 01500	Single-Family Detached	2020s	0.735613	0.000000	0.260043	0.000000	0.000000	0.004343
LA, 01501	Mobile Home	2020s	0.974347	0.000000	0.012101	0.002904	0.004780	0.005869
LA, 01501	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 01501	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
LA, 01501	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 01501	Single-Family Detached	2020s	0.683180	0.000000	0.316821	0.000000	0.000000	0.000000
LA, 01502	Mobile Home	2020s	0.974347	0.000000	0.012101	0.002904	0.004780	0.005869
LA, 01502	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 01502	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
LA, 01502	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 01502	Single-Family Detached	2020s	0.793785	0.000000	0.196327	0.000000	0.000000	0.009887
LA, 01600	Mobile Home	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
LA, 01600	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 01600	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 01600	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 01600	Single-Family Detached	2020s	0.708845	0.000000	0.264958	0.000000	0.000000	0.026198
LA, 01700	Mobile Home	2020s	0.962571	0.000000	0.037429	0.000000	0.000000	0.000000
LA, 01700	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 01700	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 01700	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 01700	Single-Family Detached	2020s	0.755570	0.000000	0.234301	0.000000	0.007765	0.002364
LA, 01800	Mobile Home	2020s	0.985795	0.000000	0.000000	0.000000	0.000000	0.014205
LA, 01800	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 01800	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 01800	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 01800	Single-Family Detached	2020s	0.843150	0.000000	0.134246	0.000000	0.008562	0.014041
LA, 01900	Mobile Home	2020s	0.974347	0.000000	0.012101	0.002904	0.004780	0.005869
LA, 01900	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 01900	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 01900	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 01900	Single-Family Detached	2020s	0.810952	0.000000	0.189048	0.000000	0.000000	0.000000
LA, 02000	Mobile Home	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
LA, 02000	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 02000	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 02000	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 02000	Single-Family Detached	2020s	0.782672	0.000000	0.203726	0.002365	0.011236	0.000000
LA, 02100	Mobile Home	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
LA, 02100	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 02100	Multi-Family with 5+ Units	2020s	0.854546	0.000000	0.106494	0.038961	0.000000	0.000000
LA, 02100	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 02100	Single-Family Detached	2020s	0.806897	0.000000	0.193104	0.000000	0.000000	0.000000
LA, 02200	Mobile Home	2020s	0.974347	0.000000	0.012101	0.002904	0.004780	0.005869
LA, 02200	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 02200	Multi-Family with 5+ Units	2020s	0.967239	0.000000	0.032760	0.000000	0.000000	0.000000
LA, 02200	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 02200	Single-Family Detached	2020s	0.686647	0.000000	0.301403	0.000000	0.000000	0.011950
LA, 02201	Mobile Home	2020s	0.974347	0.000000	0.012101	0.002904	0.004780	0.005869
LA, 02201	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 02201	Multi-Family with 5+ Units	2020s	0.951895	0.000000	0.048105	0.000000	0.000000	0.000000
LA, 02201	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 02201	Single-Family Detached	2020s	0.781988	0.000000	0.175155	0.000000	0.000000	0.042857
LA, 02300	Mobile Home	2020s	0.974347	0.000000	0.012101	0.002904	0.004780	0.005869
LA, 02300	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 02300	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 02300	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 02300	Single-Family Detached	2020s	0.704348	0.000000	0.295652	0.000000	0.000000	0.000000
LA, 02301	Mobile Home	2020s	0.974347	0.000000	0.012101	0.002904	0.004780	0.005869
LA, 02301	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 02301	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 02301	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 02301	Single-Family Detached	2020s	0.587591	0.000000	0.401460	0.000000	0.000000	0.010949
LA, 02302	Mobile Home	2020s	0.974347	0.000000	0.012101	0.002904	0.004780	0.005869
LA, 02302	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 02302	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 02302	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 02302	Single-Family Detached	2020s	0.923387	0.000000	0.076613	0.000000	0.000000	0.000000
LA, 02400	Mobile Home	2020s	0.974347	0.000000	0.012101	0.002904	0.004780	0.005869
LA, 02400	Multi-Family with 2 - 4 Units	2020s	0.931298	0.000000	0.068702	0.000000	0.000000	0.000000
LA, 02400	Multi-Family with 5+ Units	2020s	0.969095	0.000000	0.000000	0.030905	0.000000	0.000000
LA, 02400	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 02400	Single-Family Detached	2020s	0.753664	0.000000	0.215333	0.000000	0.028185	0.002818
LA, 02401	Mobile Home	2020s	0.974347	0.000000	0.012101	0.002904	0.004780	0.005869
LA, 02401	Multi-Family with 2 - 4 Units	2020s	0.909836	0.000000	0.090164	0.000000	0.000000	0.000000
LA, 02401	Multi-Family with 5+ Units	2020s	0.988123	0.000000	0.010095	0.000000	0.000000	0.001782
LA, 02401	Single-Family Attached	2020s	0.895105	0.000000	0.104895	0.000000	0.000000	0.000000
LA, 02401	Single-Family Detached	2020s	0.907143	0.000000	0.092857	0.000000	0.000000	0.000000
LA, 02402	Mobile Home	2020s	0.974347	0.000000	0.012101	0.002904	0.004780	0.005869
LA, 02402	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 02402	Multi-Family with 5+ Units	2020s	0.970430	0.000000	0.029570	0.000000	0.000000	0.000000
LA, 02402	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 02402	Single-Family Detached	2020s	0.773913	0.000000	0.226087	0.000000	0.000000	0.000000
LA, 02500	Mobile Home	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
LA, 02500	Multi-Family with 2 - 4 Units	2020s	0.949066	0.000000	0.041993	0.004420	0.003215	0.001306
LA, 02500	Multi-Family with 5+ Units	2020s	0.977356	0.000000	0.015170	0.004438	0.000000	0.003034
LA, 02500	Single-Family Attached	2020s	0.946840	0.000000	0.053160	0.000000	0.000000	0.000000
LA, 02500	Single-Family Detached	2020s	0.775919	0.000000	0.204013	0.000000	0.020067	0.000000
MA, 00100	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00100	Multi-Family with 2 - 4 Units	2020s	0.375409	0.000000	0.589586	0.007615	0.000000	0.027391
MA, 00100	Multi-Family with 5+ Units	2020s	0.584861	0.000000	0.388934	0.010504	0.005252	0.010447
MA, 00100	Single-Family Attached	2020s	0.276566	0.000000	0.662620	0.000000	0.011896	0.048918
MA, 00100	Single-Family Detached	2020s	0.218645	0.000000	0.295975	0.016949	0.216102	0.252331
MA, 00200	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00200	Multi-Family with 2 - 4 Units	2020s	0.375409	0.000000	0.589586	0.007615	0.000000	0.027391
MA, 00200	Multi-Family with 5+ Units	2020s	0.584861	0.000000	0.388934	0.010504	0.005252	0.010447
MA, 00200	Single-Family Attached	2020s	0.276566	0.000000	0.662620	0.000000	0.011896	0.048918
MA, 00200	Single-Family Detached	2020s	0.330221	0.000000	0.072973	0.000000	0.287469	0.309336
MA, 00300	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00300	Multi-Family with 2 - 4 Units	2020s	0.487179	0.000000	0.450160	0.041667	0.000000	0.020994
MA, 00300	Multi-Family with 5+ Units	2020s	0.645454	0.000000	0.249697	0.000000	0.063636	0.041212
MA, 00300	Single-Family Attached	2020s	0.276566	0.000000	0.662620	0.000000	0.011896	0.048918
MA, 00300	Single-Family Detached	2020s	0.303443	0.000000	0.468912	0.001733	0.037677	0.188234
MA, 00301	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00301	Multi-Family with 2 - 4 Units	2020s	0.375409	0.000000	0.589586	0.007615	0.000000	0.027391
MA, 00301	Multi-Family with 5+ Units	2020s	0.760532	0.000000	0.239468	0.000000	0.000000	0.000000
MA, 00301	Single-Family Attached	2020s	0.276566	0.000000	0.662620	0.000000	0.011896	0.048918
MA, 00301	Single-Family Detached	2020s	0.475302	0.000000	0.177711	0.000000	0.129518	0.217470
MA, 00302	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00302	Multi-Family with 2 - 4 Units	2020s	0.375409	0.000000	0.589586	0.007615	0.000000	0.027391
MA, 00302	Multi-Family with 5+ Units	2020s	0.584861	0.000000	0.388934	0.010504	0.005252	0.010447
MA, 00302	Single-Family Attached	2020s	0.347565	0.000000	0.558989	0.000000	0.000000	0.093446
MA, 00302	Single-Family Detached	2020s	0.490046	0.000000	0.222964	0.000000	0.090498	0.196494
MA, 00303	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00303	Multi-Family with 2 - 4 Units	2020s	0.375409	0.000000	0.589586	0.007615	0.000000	0.027391
MA, 00303	Multi-Family with 5+ Units	2020s	0.414250	0.000000	0.585750	0.000000	0.000000	0.000000
MA, 00303	Single-Family Attached	2020s	0.233043	0.000000	0.594782	0.000000	0.026087	0.146087
MA, 00303	Single-Family Detached	2020s	0.249216	0.000000	0.259169	0.000000	0.028213	0.463401
MA, 00304	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00304	Multi-Family with 2 - 4 Units	2020s	0.375409	0.000000	0.589586	0.007615	0.000000	0.027391
MA, 00304	Multi-Family with 5+ Units	2020s	0.584861	0.000000	0.388934	0.010504	0.005252	0.010447
MA, 00304	Single-Family Attached	2020s	0.276566	0.000000	0.662620	0.000000	0.011896	0.048918
MA, 00304	Single-Family Detached	2020s	0.494053	0.000000	0.262342	0.000000	0.000000	0.243603
MA, 00400	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00400	Multi-Family with 2 - 4 Units	2020s	0.375409	0.000000	0.589586	0.007615	0.000000	0.027391
MA, 00400	Multi-Family with 5+ Units	2020s	0.584861	0.000000	0.388934	0.010504	0.005252	0.010447
MA, 00400	Single-Family Attached	2020s	0.276566	0.000000	0.662620	0.000000	0.011896	0.048918
MA, 00400	Single-Family Detached	2020s	0.344615	0.000000	0.295769	0.000000	0.084615	0.275000
MA, 00501	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00501	Multi-Family with 2 - 4 Units	2020s	0.375409	0.000000	0.589586	0.007615	0.000000	0.027391
MA, 00501	Multi-Family with 5+ Units	2020s	0.482850	0.000000	0.517150	0.000000	0.000000	0.000000
MA, 00501	Single-Family Attached	2020s	0.200000	0.000000	0.800000	0.000000	0.000000	0.000000
MA, 00501	Single-Family Detached	2020s	0.226666	0.000000	0.477778	0.000000	0.000000	0.295556
MA, 00502	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00502	Multi-Family with 2 - 4 Units	2020s	0.375409	0.000000	0.589586	0.007615	0.000000	0.027391
MA, 00502	Multi-Family with 5+ Units	2020s	0.584861	0.000000	0.388934	0.010504	0.005252	0.010447
MA, 00502	Single-Family Attached	2020s	0.276566	0.000000	0.662620	0.000000	0.011896	0.048918
MA, 00502	Single-Family Detached	2020s	0.303443	0.000000	0.468912	0.001733	0.037677	0.188234
MA, 00503	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00503	Multi-Family with 2 - 4 Units	2020s	0.375409	0.000000	0.589586	0.007615	0.000000	0.027391
MA, 00503	Multi-Family with 5+ Units	2020s	0.451282	0.000000	0.548718	0.000000	0.000000	0.000000
MA, 00503	Single-Family Attached	2020s	0.281119	0.000000	0.718881	0.000000	0.000000	0.000000
MA, 00503	Single-Family Detached	2020s	0.277215	0.000000	0.449684	0.000000	0.000000	0.273101
MA, 00504	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00504	Multi-Family with 2 - 4 Units	2020s	0.375409	0.000000	0.589586	0.007615	0.000000	0.027391
MA, 00504	Multi-Family with 5+ Units	2020s	0.470204	0.000000	0.475102	0.031293	0.021769	0.001633
MA, 00504	Single-Family Attached	2020s	0.328947	0.000000	0.671053	0.000000	0.000000	0.000000
MA, 00504	Single-Family Detached	2020s	0.404473	0.000000	0.496485	0.000000	0.000000	0.099042
MA, 00505	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00505	Multi-Family with 2 - 4 Units	2020s	0.375409	0.000000	0.589586	0.007615	0.000000	0.027391
MA, 00505	Multi-Family with 5+ Units	2020s	0.508732	0.000000	0.491267	0.000000	0.000000	0.000000
MA, 00505	Single-Family Attached	2020s	0.416216	0.000000	0.583784	0.000000	0.000000	0.000000
MA, 00505	Single-Family Detached	2020s	0.391336	0.000000	0.455054	0.000000	0.000000	0.153610
MA, 00506	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00506	Multi-Family with 2 - 4 Units	2020s	0.375409	0.000000	0.589586	0.007615	0.000000	0.027391
MA, 00506	Multi-Family with 5+ Units	2020s	0.709456	0.000000	0.283030	0.007514	0.000000	0.000000
MA, 00506	Single-Family Attached	2020s	0.276566	0.000000	0.662620	0.000000	0.011896	0.048918
MA, 00506	Single-Family Detached	2020s	0.303443	0.000000	0.468912	0.001733	0.037677	0.188234
MA, 00507	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00507	Multi-Family with 2 - 4 Units	2020s	0.375409	0.000000	0.589586	0.007615	0.000000	0.027391
MA, 00507	Multi-Family with 5+ Units	2020s	0.586795	0.000000	0.357971	0.027375	0.000000	0.027858
MA, 00507	Single-Family Attached	2020s	0.276566	0.000000	0.662620	0.000000	0.011896	0.048918
MA, 00507	Single-Family Detached	2020s	0.303443	0.000000	0.468912	0.001733	0.037677	0.188234
MA, 00508	Mobile Home	2020s	0.255670	0.000000	0.100859	0.144330	0.000000	0.499141
MA, 00508	Multi-Family with 2 - 4 Units	2020s	0.375409	0.000000	0.589586	0.007615	0.000000	0.027391
MA, 00508	Multi-Family with 5+ Units	2020s	0.516701	0.000000	0.408853	0.034205	0.000000	0.040242
