Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AL, 00100	0.012753	0.015573	0.004782	0.033844	0.065726	0.008461	0.294063	0.013980	0.550818	0.000000	0.000000
AL, 00200	0.078806	0.123501	0.000000	0.000000	0.138204	0.031169	0.156679	0.012338	0.459303	0.000000	0.000000
AL, 00301	0.233940	0.000000	0.086103	0.018520	0.120544	0.054911	0.093924	0.019650	0.372408	0.000000	0.000000
AL, 00302	0.108084	0.000000	0.058580	0.022277	0.132836	0.192241	0.093924	0.011435	0.380623	0.000000	0.000000
AL, 00400	0.000000	0.000000	0.008809	0.004743	0.030492	0.000000	0.654332	0.009093	0.292532	0.000000	0.000000
AL, 00500	0.027426	0.000000	0.063995	0.063995	0.091421	0.000000	0.230986	0.004084	0.518094	0.000000	0.000000
AL, 00600	0.000000	0.000000	0.000000	0.022337	0.084645	0.000000	0.495000	0.000000	0.398019	0.000000	0.000000
AL, 00700	0.000000	0.000000	0.007589	0.016497	0.000000	0.000660	0.525796	0.000000	0.449459	0.000000	0.000000
AL, 00800	0.018046	0.000000	0.013835	0.016843	0.035790	0.000000	0.466899	0.008710	0.439878	0.000000	0.000000
AL, 00900	0.000000	0.036755	0.037904	0.000000	0.025269	0.000000	0.402962	0.000000	0.497109	0.000000	0.000000
AL, 01000	0.000000	0.018613	0.000000	0.007332	0.018801	0.007332	0.696322	0.002871	0.248728	0.000000	0.000000
AL, 01100	0.000000	0.009068	0.000000	0.000000	0.036652	0.005668	0.892877	0.006060	0.049675	0.000000	0.000000
AL, 01200	0.065724	0.032163	0.090545	0.000000	0.062927	0.127951	0.140763	0.032791	0.447137	0.000000	0.000000
AL, 01301	0.058886	0.020735	0.000000	0.019905	0.145972	0.027370	0.092312	0.000000	0.634820	0.000000	0.000000
AL, 01302	0.015369	0.000000	0.042917	0.013049	0.085543	0.115991	0.092312	0.130995	0.503825	0.000000	0.000000
AL, 01303	0.059334	0.000000	0.017938	0.024493	0.037946	0.133157	0.092312	0.039469	0.595351	0.000000	0.000000
AL, 01304	0.014007	0.000000	0.063808	0.075220	0.076777	0.043057	0.092312	0.000000	0.634820	0.000000	0.000000
AL, 01305	0.012972	0.053740	0.066248	0.012972	0.079220	0.047717	0.092312	0.002320	0.632500	0.000000	0.000000
AL, 01400	0.005828	0.000000	0.007910	0.027059	0.000000	0.000833	0.791587	0.000000	0.166783	0.000000	0.000000
AL, 01500	0.000000	0.000000	0.000000	0.000000	0.212580	0.178567	0.230939	0.000000	0.377914	0.000000	0.000000
AL, 01600	0.071786	0.014809	0.076304	0.059487	0.101655	0.104919	0.177478	0.025473	0.368088	0.000000	0.000000
AL, 01700	0.004556	0.005164	0.020048	0.005164	0.006075	0.010935	0.800598	0.000000	0.147460	0.000000	0.000000
AL, 01800	0.002962	0.006911	0.000000	0.000000	0.032826	0.024681	0.652802	0.020343	0.259476	0.000000	0.000000
AL, 01900	0.093140	0.073462	0.058595	0.042853	0.063405	0.038699	0.257226	0.012040	0.360581	0.000000	0.000000
AL, 02000	0.063655	0.035470	0.013618	0.049404	0.036736	0.040537	0.156000	0.023235	0.581345	0.000000	0.000000
AL, 02100	0.009183	0.007888	0.018837	0.024489	0.033437	0.002590	0.373965	0.000000	0.529611	0.000000	0.000000
AL, 02200	0.000000	0.006380	0.000000	0.006380	0.037253	0.002881	0.728194	0.000000	0.218912	0.000000	0.000000
AL, 02300	0.000000	0.013292	0.011543	0.022736	0.030082	0.000000	0.462838	0.018251	0.441258	0.000000	0.000000
AL, 02400	0.059892	0.021043	0.048157	0.023876	0.167536	0.008498	0.303433	0.002647	0.364918	0.000000	0.000000
