Dependency=Heating Fuel	Option=Electric Standard	Option=Electric Tankless	Option=Electric HPWH	Option=Gas Standard	Option=Gas Tankless	Option=Oil Standard	Option=Oil Tankless	Option=Propane Standard	Option=Propane Tankless	Count	Weight
Electricity	0.902104441226	0.00707678137816	0.00229129202029	0.0651359680448	0.00833212989077	0.000970394006007	0.0	0.0131149727641	0.000974020670025	517	1224265.6
Fuel Oil	0.889235431229	0.0	0.0	0.0553822843855	0.0	0.0553822843855	0.0	0.0	0.0	60	154545.81
Natural Gas	0.215978056	0.0043379278722	0.000417699086365	0.732653203182	0.0332380974202	0.00160243126981	0.00103795253439	0.0102360299121	0.000498602723529	631	1930444.73
None	0.463705740068	0.0	0.0	0.536294259932	0.0	0.0	0.0	0.0	0.0	6	16805.55
Other Fuel	0.868808217911	0.0	0.0	0.0534757751472	0.0268313899918	0.0	0.0	0.0125560263322	0.0383285906179	137	337798.75
Propane/LPG	0.925952407216	0.0	0.0	0.0	0.0	0.0	0.0	0.0740475927845	0.0	20	47776.57
