Location,pre-1950,1950s,1960s,1970s,1980s,1990s,2000s,,,,,
USA_FL_Key.West.Intl.AP.722010_TMY3.epw,1.60752410920309E-02,6.47555355346766E-02,0.094994861184609,0.233459904362696,0.371491136788552,0.125639696225517,9.02273489670486E-02,,,,,
USA_FL_Miami.Intl.AP.722020_TMY3.epw,4.78294723417856E-02,0.132542737038492,0.126702393529935,0.18460104518129,0.168425262965855,0.182292585283268,0.156070816671923,,,,,
USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw,2.47266532884791E-02,4.79033567911337E-02,7.46802807556584E-02,0.142359883106267,0.232553510666657,0.20166221730539,0.274308242178527,,,,,
USA_FL_Orlando.Intl.AP.722050_TMY3.epw,3.93460086913284E-02,7.05858535359229E-02,8.69009087064584E-02,0.157815383649323,0.216924092334514,0.185028835185659,0.240279453594401,,,,,
USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw,3.50271791694297E-02,4.89967383834764E-02,6.90471548408125E-02,0.151121028172295,0.226136781360792,0.192151564976193,0.27394376385666,,,,,
USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw,8.43769520222128E-02,8.93297371741603E-02,0.095129024152459,0.135084918548525,0.172477947031885,0.189978748270052,0.230318882744749,,,,,
USA_GA_Savannah.Intl.AP.722070_TMY3.epw,8.44526859173649E-02,6.88172756190031E-02,7.78580074959097E-02,0.13044680540484,0.170184498928164,0.212251574501312,0.251581236161838,,,,,
USA_SC_Charleston.Intl.AP.722080_TMY3.epw,7.49166791362588E-02,0.066171047679537,9.80074143371886E-02,0.156956500001743,0.173557458224768,0.190505211783827,0.234510273900664,,,,,
USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw,8.82847343510094E-02,8.25679873678396E-02,9.59439834320398E-02,0.163849875806847,0.191513846368731,0.203231299193208,0.171354332844403,,,,,
USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw,0.100712977366,8.70729570754712E-02,0.116744426356522,0.171812429979659,0.166015348598397,0.199088167778776,0.156110402197842,,,,,
USA_GA_Augusta-Bush-Field.722180_TMY3.epw,9.97346410970113E-02,8.19150510390393E-02,0.112005909783369,0.1746862900864,0.174911888536765,0.189682086398071,0.160019506346268,,,,,
USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw,5.00721874522384E-02,0.049684141715395,0.078376207324011,0.133232335363377,0.185589618540028,0.235155132453658,0.26515883217663,,,,,
USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw,6.58906506764483E-02,0.087346260143422,0.114653582019338,0.179691309206954,0.15862300674946,0.190261474249488,0.199152409091489,,,,,
USA_GA_Columbus.Metro.AP.722255_TMY3.epw,0.12827987404736,9.41101034551701E-02,0.117369929827231,0.167191353577469,0.147288050628712,0.177181844180654,0.162464466766175,,,,,
USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw,0.104831230415194,8.93035457446683E-02,0.122422920008117,0.182859215828569,0.151945476756946,0.190725367443214,0.153546709544918,,,,,
USA_AL_Birmingham.Muni.AP.722280_TMY3.epw,0.126992053214725,0.109853462386613,0.121486636459453,0.172069764164672,0.142025320496762,0.173869451542349,0.150893731699591,,,,,
USA_LA_New.Orleans.Intl.AP.722310_TMY3.epw,0.123599581813325,9.65659346561348E-02,0.139363830362775,0.196490247449829,0.156526482336874,0.123249099681529,0.159647799245156,,,,,
USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw,0.102531825619303,9.41301760646174E-02,0.12621001978935,0.195358802460018,0.162609361291612,0.146845563372323,0.165752804744664,,,,,
USA_MS_Meridian-Key.Field.722340_TMY3.epw,0.114352244756766,8.76479151739543E-02,0.135587930511501,0.201300853441644,0.174335945902025,0.172514760068807,0.110280294699053,,,,,
USA_MS_Jackson.Intl.AP.722350_TMY3.epw,9.62125872725193E-02,8.93755883760014E-02,0.131187208039568,0.197013677188563,0.161440078430164,0.16974784285648,0.150344445800653,,,,,
USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3.epw,0.124102911498878,0.12417443938051,0.121064575827106,0.176956873869793,0.140330394994213,0.141095599810508,0.167521030139136,,,,,
USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw,0.124266069458655,0.164684783026696,0.146777318259627,0.183563094413145,0.129378744432769,0.117454917240181,0.124380314607884,,,,,
USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw,5.80515117678037E-02,7.50905271938011E-02,8.79015569375703E-02,0.180169661100043,0.164385273358363,0.15714018954643,0.268796310306519,,,,,
USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw,0.103836627376504,8.10970750553629E-02,9.85731375102384E-02,0.195916162643018,0.20079332662294,0.175757012516478,0.139032208066858,,,,,
USA_LA_Shreveport.Rgnl.AP.722480_TMY3.epw,0.113519800446603,0.1239490340041,0.14202288512854,0.201030281811321,0.159028576697433,0.131095235051314,0.124902177002207,,,,,
USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw,4.97945177981428E-02,5.28902530893393E-02,6.60972073121488E-02,0.141196022848116,0.193698194265549,0.218321640211061,0.272450004463786,,,,,
