Location,None,Unheated Basement,Heated Basement,Crawl,Slab,Total,,,
USA_AL_Birmingham.Muni.AP.722280_TMY3.epw,0,5.94300189075891E-02,4.94808721815199E-02,0.306930693069307,0.584158415841584,1,,,
USA_LA_New.Orleans.Intl.AP.722310_TMY3.epw,0,2.89614374513664E-02,1.06425229446732E-02,9.9009900990099E-03,0.95049504950495,1,,,
USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw,0,2.89614374513664E-02,1.06425229446732E-02,9.9009900990099E-03,0.95049504950495,1,,,
USA_MS_Meridian-Key.Field.722340_TMY3.epw,0,1.06995221206176E-02,8.90832101663726E-03,4.90196078431373E-02,0.931372549019608,1,,,
USA_MS_Jackson.Intl.AP.722350_TMY3.epw,0,1.06995221206176E-02,8.90832101663726E-03,4.90196078431373E-02,0.931372549019608,1,,,
USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3.epw,0,2.89614374513664E-02,1.06425229446732E-02,9.9009900990099E-03,0.95049504950495,1,,,
USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_LA_Shreveport.Rgnl.AP.722480_TMY3.epw,0,2.89614374513664E-02,1.06425229446732E-02,9.9009900990099E-03,0.95049504950495,1,,,
USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_TX_Waco.Rgnl.AP.722560_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_TX_Midland.Intl.AP.722650_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_TX_Lubbock.Intl.AP.722670_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_TX_El.Paso.Intl.AP.722700_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_AZ_Tucson.Intl.AP.722740_TMY3.epw,0,1.40061142935974E-02,5.41136143455795E-03,0.029126213592233,0.951456310679612,1,,,
USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw,0,1.40061142935974E-02,5.41136143455795E-03,0.029126213592233,0.951456310679612,1,,,
USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0,9.18756158272977E-02,2.69362653608211E-02,0.198019801980198,0.683168316831683,1,,,
USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw,0,9.18756158272977E-02,2.69362653608211E-02,0.198019801980198,0.683168316831683,1,,,
USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw,0,9.18756158272977E-02,2.69362653608211E-02,0.198019801980198,0.683168316831683,1,,,
USA_NC_Wilmington.Intl.AP.723013_TMY3.epw,0,0.108545657868817,5.97711738143512E-02,0.554455445544554,0.277227722772277,1,,,
USA_NC_Cape.Hatteras.723040_TMY3.epw,0,0.108545657868817,5.97711738143512E-02,0.554455445544554,0.277227722772277,1,,,
USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.epw,0,0.108545657868817,5.97711738143512E-02,0.554455445544554,0.277227722772277,1,,,
USA_VA_Norfolk.Intl.AP.723080_TMY3.epw,0,0.149937603241401,0.320062396758599,0.25,0.28,1,,,
USA_SC_Columbia.Metro.AP.723100_TMY3.epw,0,5.69019625160062E-02,3.13333316016409E-02,0.617647058823529,0.294117647058824,1,,,
USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw,0,0.231546996410937,0.164492607549459,0.227722772277228,0.376237623762376,1,,,
USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw,0,5.69019625160062E-02,3.13333316016409E-02,0.617647058823529,0.294117647058824,1,,,
USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3.epw,0,0.108545657868817,5.97711738143512E-02,0.554455445544554,0.277227722772277,1,,,
USA_NC_Asheville.Rgnl.AP.723150_TMY3.epw,0,0.108545657868817,5.97711738143512E-02,0.554455445544554,0.277227722772277,1,,,
USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.epw,0,0.108545657868817,5.97711738143512E-02,0.554455445544554,0.277227722772277,1,,,
USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw,0,0.153714019562052,0.133414693309235,0.435643564356436,0.277227722772277,1,,,
USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw,0,5.94300189075891E-02,4.94808721815199E-02,0.306930693069307,0.584158415841584,1,,,
USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw,0,0.153714019562052,0.133414693309235,0.435643564356436,0.277227722772277,1,,,
USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw,0,0.153714019562052,0.133414693309235,0.435643564356436,0.277227722772277,1,,,
USA_TN_Nashville.Intl.AP.723270_TMY3.epw,0,0.153714019562052,0.133414693309235,0.435643564356436,0.277227722772277,1,,,
USA_TN_Memphis.Intl.AP.723340_TMY3.epw,0,0.153714019562052,0.133414693309235,0.435643564356436,0.277227722772277,1,,,
USA_AR_Little.Rock-Adams.Field.723403_TMY3.epw,0,7.24035936284159E-02,2.66063073616831E-02,0.405940594059406,0.495049504950495,1,,,
USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.epw,0,7.24035936284159E-02,2.66063073616831E-02,0.405940594059406,0.495049504950495,1,,,
USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3.epw,0,0.02193828886941,8.06171113058998E-03,0.01,0.96,1,,,
USA_OK_Tulsa.Intl.AP.723560_TMY3.epw,0,0.02193828886941,8.06171113058998E-03,0.01,0.96,1,,,
USA_TX_Amarillo.Intl.AP.723630_TMY3.epw,0,1.37084804408459E-02,6.09349975717393E-03,0,0.98019801980198,1,,,
USA_NM_Albuquerque.Intl.AP.723650_TMY3.epw,0,4.55156253188259E-03,1.52504176661372E-02,2.97029702970297E-02,0.95049504950495,1,,,
USA_NM_Tucumcari.AP.723676_TMY3.epw,0,4.55156253188259E-03,1.52504176661372E-02,2.97029702970297E-02,0.95049504950495,1,,,
USA_AZ_Prescott-Love.Field.723723_TMY3.epw,0,1.40061142935974E-02,5.41136143455795E-03,0.029126213592233,0.951456310679612,1,,,
USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw,0,1.40061142935974E-02,5.41136143455795E-03,0.029126213592233,0.951456310679612,1,,,
USA_CA_Barstow.Daggett.AP.723815_TMY3.epw,0,9.18756158272977E-02,2.69362653608211E-02,0.198019801980198,0.683168316831683,1,,,
USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw,0,9.18756158272977E-02,2.69362653608211E-02,0.198019801980198,0.683168316831683,1,,,
USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3.epw,0,2.27578126594129E-03,7.62520883306861E-03,0.455445544554455,0.534653465346535,1,,,
USA_CA_Fresno.Air.Terminal.723890_TMY3.epw,0,9.18756158272977E-02,2.69362653608211E-02,0.198019801980198,0.683168316831683,1,,,
USA_CA_Santa.Maria.Public.AP.723940_TMY3.epw,0,9.18756158272977E-02,2.69362653608211E-02,0.198019801980198,0.683168316831683,1,,,
USA_VA_Richmond.Intl.AP.724010_TMY3.epw,0,0.149937603241401,0.320062396758599,0.25,0.28,1,,,
USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw,0,0.149937603241401,0.320062396758599,0.25,0.28,1,,,
USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.epw,0,0.344542826815428,0.566348262293483,2.97029702970297E-02,5.94059405940594E-02,1,,,
USA_NJ_Atlantic.City.Intl.AP.724070_TMY3.epw,0,0.253434696460006,0.146565303539993,0.5125,0.0875,1,,,
USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw,0,0.437240029383443,0.482759970616557,0.04,0.04,1,,,
USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw,0,0.116095952513894,0.190834740555413,0.405940594059406,0.287128712871287,1,,,
USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw,0,0.149937603241401,0.320062396758599,0.25,0.28,1,,,
USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw,0,0.149937603241401,0.320062396758599,0.25,0.28,1,,,
USA_WV_Charleston-Yeager.AP.724140_TMY3.epw,0,0.202231659217751,0.332421806128784,0.326732673267327,0.138613861386139,1,,,
USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw,0,0.202231659217751,0.332421806128784,0.326732673267327,0.138613861386139,1,,,
USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3.epw,0,0.388996487395128,0.323874799733584,0.188118811881188,0.099009900990099,1,,,
USA_KY_Lexington-Bluegrass.AP.724220_TMY3.epw,0,0.388996487395128,0.323874799733584,0.188118811881188,0.099009900990099,1,,,
USA_KY_Louisville-Standiford.Field.724230_TMY3.epw,0,0.388996487395128,0.323874799733584,0.188118811881188,0.099009900990099,1,,,
USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw,0,0.202231659217751,0.332421806128784,0.326732673267327,0.138613861386139,1,,,
USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3.epw,0,0.295967763612756,0.456507483911997,0.108910891089109,0.138613861386139,1,,,
USA_OH_Dayton.Intl.AP.724290_TMY3.epw,0,0.295967763612756,0.456507483911997,0.108910891089109,0.138613861386139,1,,,
USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw,0,0.311545014329217,0.480534193591575,7.92079207920792E-02,0.128712871287129,1,,,
USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.epw,0,0.332002919292202,0.598690150014729,1.98019801980198E-02,4.95049504950495E-02,1,,,
USA_IN_Indianapolis.Intl.AP.724380_TMY3.epw,0,0.311545014329217,0.480534193591575,7.92079207920792E-02,0.128712871287129,1,,,
USA_IL_Springfield-Capital.AP.724390_TMY3.epw,0,0.199356282941937,0.592722924978855,7.92079207920792E-02,0.128712871287129,1,,,
USA_MO_Springfield.Rgnl.AP.724400_TMY3.epw,0,0.332002919292202,0.598690150014729,1.98019801980198E-02,4.95049504950495E-02,1,,,
USA_MO_Columbia.Rgnl.AP.724450_TMY3.epw,0,0.332002919292202,0.598690150014729,1.98019801980198E-02,4.95049504950495E-02,1,,,
USA_MO_Kansas.City.Intl.AP.724460_TMY3.epw,0,0.332002919292202,0.598690150014729,1.98019801980198E-02,4.95049504950495E-02,1,,,
USA_KS_Wichita-Mid.Continent.AP.724500_TMY3.epw,0,0.298203987924231,0.661796012075769,0.03,0.01,1,,,
USA_KS_Dodge.City.Rgnl.AP.724510_TMY3.epw,0,0.298203987924231,0.661796012075769,0.03,0.01,1,,,
USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3.epw,0,0.298203987924231,0.661796012075769,0.03,0.01,1,,,
USA_CO_Alamosa.Muni.AP.724620_TMY3.epw,0,0.187964827398527,0.612035172601473,0.19,0.01,1,,,
USA_CO_Pueblo.Mem.AP.724640_TMY3.epw,0,0.187964827398527,0.612035172601473,0.19,0.01,1,,,
USA_KS_Goodland-Renner.Field.724650_TMY3.epw,0,0.298203987924231,0.661796012075769,0.03,0.01,1,,,
USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw,0,0.187964827398527,0.612035172601473,0.19,0.01,1,,,
USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw,0,0.187964827398527,0.612035172601473,0.19,0.01,1,,,
USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,0,0.187964827398527,0.612035172601473,0.19,0.01,1,,,
USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw,0,0.23576444326234,0.71423555673766,0.03,0.02,1,,,
USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw,0,0.187964827398527,0.612035172601473,0.19,0.01,1,,,
USA_CA_Sacramento.Exec.AP.724830_TMY3.epw,0,9.18756158272977E-02,2.69362653608211E-02,0.198019801980198,0.683168316831683,1,,,
USA_NV_Tonopah.AP.724855_TMY3.epw,0,2.27578126594129E-03,7.62520883306861E-03,0.455445544554455,0.534653465346535,1,,,
USA_NV_Ely-Yelland.Field.724860_TMY3.epw,0,2.27578126594129E-03,7.62520883306861E-03,0.455445544554455,0.534653465346535,1,,,
USA_NV_Reno-Tahoe.Intl.AP.724880_TMY3.epw,0,2.27578126594129E-03,7.62520883306861E-03,0.455445544554455,0.534653465346535,1,,,
USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw,0,9.18756158272977E-02,2.69362653608211E-02,0.198019801980198,0.683168316831683,1,,,
USA_NJ_Newark.Intl.AP.725020_TMY3.epw,0,0.253434696460006,0.146565303539993,0.5125,0.0875,1,,,
USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw,0,0.59983820467136,0.36016179532864,0.02,0.02,1,,,
USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw,0,0.606272112807274,0.364024916895696,9.9009900990099E-03,1.98019801980198E-02,1,,,
USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw,0,0.59983820467136,0.36016179532864,0.02,0.02,1,,,
USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw,0,0.614780193380081,0.325219806619919,0.02,0.04,1,,,
USA_MA_Worcester.Rgnl.AP.725095_TMY3.epw,0,0.614780193380081,0.325219806619919,0.02,0.04,1,,,
USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw,0,0.437240029383443,0.482759970616557,0.04,0.04,1,,,
USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw,0,0.437240029383443,0.482759970616557,0.04,0.04,1,,,
USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw,0,0.437240029383443,0.482759970616557,0.04,0.04,1,,,
USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3.epw,0,0.484922543288496,0.326958644830316,3.96039603960396E-02,0.148514851485149,1,,,
USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw,0,0.437240029383443,0.482759970616557,0.04,0.04,1,,,
USA_NY_Albany.County.AP.725180_TMY3.epw,0,0.484922543288496,0.326958644830316,3.96039603960396E-02,0.148514851485149,1,,,
USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3.epw,0,0.484922543288496,0.326958644830316,3.96039603960396E-02,0.148514851485149,1,,,
USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw,0,0.437240029383443,0.482759970616557,0.04,0.04,1,,,
USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3.epw,0,0.295967763612756,0.456507483911997,0.108910891089109,0.138613861386139,1,,,
USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3.epw,0,0.295967763612756,0.456507483911997,0.108910891089109,0.138613861386139,1,,,
USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3.epw,0,0.295967763612756,0.456507483911997,0.108910891089109,0.138613861386139,1,,,
USA_OH_Youngstown.Rgnl.AP.725250_TMY3.epw,0,0.295967763612756,0.456507483911997,0.108910891089109,0.138613861386139,1,,,
USA_PA_Erie.Intl.AP.725260_TMY3.epw,0,0.437240029383443,0.482759970616557,0.04,0.04,1,,,
USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw,0,0.437240029383443,0.482759970616557,0.04,0.04,1,,,
USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3.epw,0,0.484922543288496,0.326958644830316,3.96039603960396E-02,0.148514851485149,1,,,
USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3.epw,0,0.484922543288496,0.326958644830316,3.96039603960396E-02,0.148514851485149,1,,,
USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,0,0.199356282941937,0.592722924978855,7.92079207920792E-02,0.128712871287129,1,,,
USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw,0,0.199356282941937,0.592722924978855,7.92079207920792E-02,0.128712871287129,1,,,
USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw,0,0.311545014329217,0.480534193591575,7.92079207920792E-02,0.128712871287129,1,,,
USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3.epw,0,0.311545014329217,0.480534193591575,7.92079207920792E-02,0.128712871287129,1,,,
USA_OH_Toledo.Express.AP.725360_TMY3.epw,0,0.295967763612756,0.456507483911997,0.108910891089109,0.138613861386139,1,,,
USA_MI_Detroit.Metro.AP.725370_TMY3.epw,0,0.395474574135962,0.564921465467998,2.97029702970297E-02,9.9009900990099E-03,1,,,
USA_MI_Lansing-Capital.City.AP.725390_TMY3.epw,0,0.395474574135962,0.564921465467998,2.97029702970297E-02,9.9009900990099E-03,1,,,
USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw,0,0.199356282941937,0.592722924978855,7.92079207920792E-02,0.128712871287129,1,,,
USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw,0,0.199356282941937,0.592722924978855,7.92079207920792E-02,0.128712871287129,1,,,
USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw,0,0.207431847822559,0.723261221484372,4.95049504950495E-02,1.98019801980198E-02,1,,,
USA_IA_Waterloo.Muni.AP.725480_TMY3.epw,0,0.207431847822559,0.723261221484372,4.95049504950495E-02,1.98019801980198E-02,1,,,
USA_IA_Mason.City.Muni.AP.725485_TMY3.epw,0,0.207431847822559,0.723261221484372,4.95049504950495E-02,1.98019801980198E-02,1,,,
USA_NE_Omaha-Eppley.Airfield.725500_TMY3.epw,0,0.294940812972198,0.654554136522752,3.03030303030303E-02,2.02020202020202E-02,1,,,
USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3.epw,0,0.294940812972198,0.654554136522752,3.03030303030303E-02,2.02020202020202E-02,1,,,
USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3.epw,0,0.294940812972198,0.654554136522752,3.03030303030303E-02,2.02020202020202E-02,1,,,
USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw,0,0.207431847822559,0.723261221484372,4.95049504950495E-02,1.98019801980198E-02,1,,,
USA_NE_North.Platte.Rgnl.AP.725620_TMY3.epw,0,0.294940812972198,0.654554136522752,3.03030303030303E-02,2.02020202020202E-02,1,,,
USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw,0,0.223601504292579,0.677388594717322,8.91089108910891E-02,9.9009900990099E-03,1,,,
USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3.epw,0,0.294940812972198,0.654554136522752,3.03030303030303E-02,2.02020202020202E-02,1,,,
USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw,0,0.223601504292579,0.677388594717322,8.91089108910891E-02,9.9009900990099E-03,1,,,
USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw,0,0.23576444326234,0.71423555673766,0.03,0.02,1,,,
USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw,0,0.223601504292579,0.677388594717322,8.91089108910891E-02,9.9009900990099E-03,1,,,
USA_WY_Lander-Hunt.Field.725760_TMY3.epw,0,0.223601504292579,0.677388594717322,8.91089108910891E-02,9.9009900990099E-03,1,,,
USA_ID_Pocatello.Muni.AP.725780_TMY3.epw,0,0.143940396939113,0.436059603060887,0.4,0.02,1,,,
USA_NV_Elko.Muni.AP.725825_TMY3.epw,0,2.27578126594129E-03,7.62520883306861E-03,0.455445544554455,0.534653465346535,1,,,
USA_NV_Winnemucca.Muni.AP.725830_TMY3.epw,0,2.27578126594129E-03,7.62520883306861E-03,0.455445544554455,0.534653465346535,1,,,
USA_CA_Arcata.AP.725945_TMY3.epw,0,9.18756158272977E-02,2.69362653608211E-02,0.198019801980198,0.683168316831683,1,,,
USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw,0,5.90610997980698E-02,0.168661672479158,0.722772277227723,4.95049504950495E-02,1,,,
USA_NH_Concord.Muni.AP.726050_TMY3.epw,0,0.503690669313749,0.302431779665843,0.163265306122449,3.06122448979592E-02,1,,,
USA_ME_Portland.Intl.Jetport.726060_TMY3.epw,0,0.58109326077538,0.34890673922462,0.02,0.05,1,,,
USA_VT_Burlington.Intl.AP.726170_TMY3.epw,0,0.538221161369723,0.323164977244138,5.94059405940594E-02,7.92079207920792E-02,1,,,
USA_NY_Massena.AP.726223_TMY3.epw,0,0.484922543288496,0.326958644830316,3.96039603960396E-02,0.148514851485149,1,,,
USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw,0,0.395474574135962,0.564921465467998,2.97029702970297E-02,9.9009900990099E-03,1,,,
USA_MI_Muskegon.County.AP.726360_TMY3.epw,0,0.395474574135962,0.564921465467998,2.97029702970297E-02,9.9009900990099E-03,1,,,
USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw,0,0.395474574135962,0.564921465467998,2.97029702970297E-02,9.9009900990099E-03,1,,,
USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw,0,0.395474574135962,0.564921465467998,2.97029702970297E-02,9.9009900990099E-03,1,,,
USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw,0,0.395474574135962,0.564921465467998,2.97029702970297E-02,9.9009900990099E-03,1,,,
USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw,0,0.395474574135962,0.564921465467998,2.97029702970297E-02,9.9009900990099E-03,1,,,
USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw,0,0.308004713622036,0.592985385387865,9.9009900990099E-03,8.91089108910891E-02,1,,,
USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw,0,0.308004713622036,0.592985385387865,9.9009900990099E-03,8.91089108910891E-02,1,,,
USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw,0,0.308004713622036,0.592985385387865,9.9009900990099E-03,8.91089108910891E-02,1,,,
USA_WI_Eau.Claire.County.AP.726435_TMY3.epw,0,0.308004713622036,0.592985385387865,9.9009900990099E-03,8.91089108910891E-02,1,,,
USA_MN_Rochester.Intl.AP.726440_TMY3.epw,0,0.21846545674929,0.76173256305269,9.9009900990099E-03,9.9009900990099E-03,1,,,
USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw,0,0.308004713622036,0.592985385387865,9.9009900990099E-03,8.91089108910891E-02,1,,,
USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw,0,0.198604960681173,0.692484148229718,3.96039603960396E-02,6.93069306930693E-02,1,,,
USA_SD_Huron.Rgnl.AP.726540_TMY3.epw,0,0.198604960681173,0.692484148229718,3.96039603960396E-02,6.93069306930693E-02,1,,,
USA_MN_St.Cloud.Muni.AP.726550_TMY3.epw,0,0.21846545674929,0.76173256305269,9.9009900990099E-03,9.9009900990099E-03,1,,,
USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.epw,0,0.21846545674929,0.76173256305269,9.9009900990099E-03,9.9009900990099E-03,1,,,
USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw,0,0.198604960681173,0.692484148229718,3.96039603960396E-02,6.93069306930693E-02,1,,,
USA_WY_Sheridan.County.AP.726660_TMY3.epw,0,0.223601504292579,0.677388594717322,8.91089108910891E-02,9.9009900990099E-03,1,,,
USA_SD_Pierre.Muni.AP.726686_TMY3.epw,0,0.198604960681173,0.692484148229718,3.96039603960396E-02,6.93069306930693E-02,1,,,
USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw,0,0.243258779395223,0.736939240406757,1.98019801980198E-02,0,1,,,
USA_MT_Lewistown.Muni.AP.726776_TMY3.epw,0,0.243258779395223,0.736939240406757,1.98019801980198E-02,0,1,,,
USA_ID_Boise.Air.Terminal.726810_TMY3.epw,0,0.143940396939113,0.436059603060887,0.4,0.02,1,,,
USA_OR_Burns.Muni.AP.726830_TMY3.epw,0,5.90610997980698E-02,0.168661672479158,0.722772277227723,4.95049504950495E-02,1,,,
USA_OR_Redmond-Roberts.Field.726835_TMY3.epw,0,5.90610997980698E-02,0.168661672479158,0.722772277227723,4.95049504950495E-02,1,,,
USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,0,5.90610997980698E-02,0.168661672479158,0.722772277227723,4.95049504950495E-02,1,,,
USA_OR_North.Bend.Muni.AP.726917_TMY3.epw,0,5.90610997980698E-02,0.168661672479158,0.722772277227723,4.95049504950495E-02,1,,,
