Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AL, 00100	0.012753	0.015573	0.004782	0.033844	0.065726	0.008461	0.294063	0.013980	0.550818	0.000000	0.000000
AL, 00200	0.028919	0.045321	0.000000	0.000000	0.050716	0.011438	0.159958	0.018407	0.685242	0.000000	0.000000
AL, 00301	0.108490	0.000000	0.039930	0.008589	0.055902	0.025465	0.093379	0.033492	0.634753	0.000000	0.000000
AL, 00302	0.050124	0.000000	0.027166	0.010331	0.061603	0.089152	0.093379	0.019490	0.648754	0.000000	0.000000
AL, 00400	0.000000	0.000000	0.008809	0.004743	0.030492	0.000000	0.654332	0.009093	0.292532	0.000000	0.000000
AL, 00500	0.015583	0.000000	0.036360	0.036360	0.051943	0.000000	0.230465	0.004921	0.624368	0.000000	0.000000
AL, 00600	0.000000	0.000000	0.000000	0.022337	0.084645	0.000000	0.495000	0.000000	0.398019	0.000000	0.000000
AL, 00700	0.000000	0.000000	0.007589	0.016497	0.000000	0.000660	0.525796	0.000000	0.449459	0.000000	0.000000
AL, 00800	0.011576	0.000000	0.008875	0.010804	0.022959	0.000000	0.469838	0.009242	0.466706	0.000000	0.000000
AL, 00900	0.000000	0.036755	0.037904	0.000000	0.025269	0.000000	0.402962	0.000000	0.497109	0.000000	0.000000
AL, 01000	0.000000	0.018613	0.000000	0.007332	0.018801	0.007332	0.696322	0.002871	0.248728	0.000000	0.000000
AL, 01100	0.000000	0.009068	0.000000	0.000000	0.036652	0.005668	0.892877	0.006060	0.049675	0.000000	0.000000
AL, 01200	0.021667	0.010603	0.029849	0.000000	0.020745	0.042181	0.147922	0.049675	0.677359	0.000000	0.000000
AL, 01301	0.058886	0.020735	0.000000	0.019905	0.145972	0.027370	0.092312	0.000000	0.634820	0.000000	0.000000
