Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Heating Fuel	Dependency=Vintage	Option=Ducted Heat Pump	Option=Ducted Heating	Option=Non-Ducted Heat Pump	Option=Non-Ducted Heating	Option=None
4A	Fuel Oil	2010s	0.000000	0.915595	0.000000	0.084405	0.000000
4A	Natural Gas	2010s	0.000000	0.915595	0.000000	0.084405	0.000000
4A	None	2010s	0.000000	0.000000	0.000000	0.000000	1.000000
4A	Other Fuel	2010s	0.000000	0.915595	0.000000	0.084405	0.000000
4A	Propane	2010s	0.000000	0.915595	0.000000	0.084405	0.000000
4A	Electricity	<1940	0.187302	0.187958	0.000000	0.624740	0.000000
4A	Fuel Oil	<1940	0.000000	0.367885	0.000000	0.632115	0.000000
4A	Natural Gas	<1940	0.000000	0.367885	0.000000	0.632115	0.000000
4A	None	<1940	0.000000	0.000000	0.000000	0.000000	1.000000
4A	Other Fuel	<1940	0.000000	0.367885	0.000000	0.632115	0.000000
4A	Propane	<1940	0.000000	0.367885	0.000000	0.632115	0.000000
4B	Electricity	1940s	0.056210	0.345846	0.000000	0.597944	0.000000
4B	Fuel Oil	1940s	0.000000	0.217452	0.000000	0.782548	0.000000
4B	Natural Gas	1940s	0.000000	0.217452	0.000000	0.782548	0.000000
4B	None	1940s	0.000000	0.000000	0.000000	0.000000	1.000000
4B	Other Fuel	1940s	0.000000	0.217452	0.000000	0.782548	0.000000
4B	Propane	1940s	0.000000	0.217452	0.000000	0.782548	0.000000
4B	Electricity	1950s	0.120104	0.440323	0.000000	0.439573	0.000000
4B	Fuel Oil	1950s	0.000000	0.656274	0.000000	0.343726	0.000000
4B	Natural Gas	1950s	0.000000	0.656274	0.000000	0.343726	0.000000
4B	None	1950s	0.000000	0.000000	0.000000	0.000000	1.000000
4B	Other Fuel	1950s	0.000000	0.656274	0.000000	0.343726	0.000000
4B	Propane	1950s	0.000000	0.656274	0.000000	0.343726	0.000000
4B	Electricity	1960s	0.218908	0.401581	0.000000	0.379511	0.000000
4B	Fuel Oil	1960s	0.000000	0.668161	0.000000	0.331839	0.000000
4B	Natural Gas	1960s	0.000000	0.668161	0.000000	0.331839	0.000000
4B	None	1960s	0.000000	0.000000	0.000000	0.000000	1.000000
4B	Other Fuel	1960s	0.000000	0.668161	0.000000	0.331839	0.000000
4B	Propane	1960s	0.000000	0.668161	0.000000	0.331839	0.000000
4B	Electricity	1970s	0.126135	0.533927	0.000000	0.339938	0.000000
4B	Fuel Oil	1970s	0.000000	0.759506	0.000000	0.240494	0.000000
4B	Natural Gas	1970s	0.000000	0.759506	0.000000	0.240494	0.000000
4B	None	1970s	0.000000	0.000000	0.000000	0.000000	1.000000
4B	Other Fuel	1970s	0.000000	0.759506	0.000000	0.240494	0.000000
4B	Propane	1970s	0.000000	0.759506	0.000000	0.240494	0.000000
4B	Electricity	1980s	0.176103	0.537051	0.000000	0.286847	0.000000
4B	Fuel Oil	1980s	0.000000	0.822357	0.000000	0.177643	0.000000
4B	Natural Gas	1980s	0.000000	0.822357	0.000000	0.177643	0.000000
4B	None	1980s	0.000000	0.000000	0.000000	0.000000	1.000000
4B	Other Fuel	1980s	0.000000	0.822357	0.000000	0.177643	0.000000
4B	Propane	1980s	0.000000	0.822357	0.000000	0.177643	0.000000
4B	Electricity	1990s	0.166785	0.565717	0.000000	0.267499	0.000000
4B	Fuel Oil	1990s	0.000000	0.934671	0.000000	0.065329	0.000000
4B	Natural Gas	1990s	0.000000	0.934671	0.000000	0.065329	0.000000
4B	None	1990s	0.000000	0.000000	0.000000	0.000000	1.000000
4B	Other Fuel	1990s	0.000000	0.934671	0.000000	0.065329	0.000000
4B	Propane	1990s	0.000000	0.934671	0.000000	0.065329	0.000000
4B	Electricity	2000s	0.324575	0.603666	0.000000	0.071758	0.000000
4B	Fuel Oil	2000s	0.000000	0.960798	0.000000	0.039202	0.000000
4B	Natural Gas	2000s	0.000000	0.960798	0.000000	0.039202	0.000000
4B	None	2000s	0.000000	0.000000	0.000000	0.000000	1.000000
4B	Other Fuel	2000s	0.000000	0.960798	0.000000	0.039202	0.000000
4B	Propane	2000s	0.000000	0.960798	0.000000	0.039202	0.000000
4B	Electricity	2010s	0.324575	0.603666	0.000000	0.071758	0.000000
4B	Fuel Oil	2010s	0.000000	0.960798	0.000000	0.039202	0.000000
4B	Natural Gas	2010s	0.000000	0.960798	0.000000	0.039202	0.000000
4B	None	2010s	0.000000	0.000000	0.000000	0.000000	1.000000
4B	Other Fuel	2010s	0.000000	0.960798	0.000000	0.039202	0.000000
4B	Propane	2010s	0.000000	0.960798	0.000000	0.039202	0.000000
4B	Electricity	<1940	0.068475	0.351521	0.000000	0.580004	0.000000
4B	Fuel Oil	<1940	0.000000	0.544092	0.000000	0.455908	0.000000
4B	Natural Gas	<1940	0.000000	0.544092	0.000000	0.455908	0.000000
4B	None	<1940	0.000000	0.000000	0.000000	0.000000	1.000000
4B	Other Fuel	<1940	0.000000	0.544092	0.000000	0.455908	0.000000
4B	Propane	<1940	0.000000	0.544092	0.000000	0.455908	0.000000
4C	Electricity	1940s	0.000000	0.000000	0.000000	1.000000	0.000000
4C	Fuel Oil	1940s	0.000000	1.000000	0.000000	0.000000	0.000000
4C	Natural Gas	1940s	0.000000	1.000000	0.000000	0.000000	0.000000
4C	None	1940s	0.000000	0.000000	0.000000	0.000000	1.000000
4C	Other Fuel	1940s	0.000000	1.000000	0.000000	0.000000	0.000000
4C	Propane	1940s	0.000000	1.000000	0.000000	0.000000	0.000000
4C	Electricity	1950s	0.066974	0.058675	0.000000	0.874351	0.000000
4C	Fuel Oil	1950s	0.000000	0.711026	0.000000	0.288974	0.000000
4C	Natural Gas	1950s	0.000000	0.711026	0.000000	0.288974	0.000000
4C	None	1950s	0.000000	0.000000	0.000000	0.000000	1.000000
4C	Other Fuel	1950s	0.000000	0.711026	0.000000	0.288974	0.000000
4C	Propane	1950s	0.000000	0.711026	0.000000	0.288974	0.000000
4C	Electricity	1960s	0.152004	0.000000	0.000000	0.847996	0.000000
4C	Fuel Oil	1960s	0.000000	0.855252	0.000000	0.144748	0.000000
4C	Natural Gas	1960s	0.000000	0.855252	0.000000	0.144748	0.000000
4C	None	1960s	0.000000	0.000000	0.000000	0.000000	1.000000
4C	Other Fuel	1960s	0.000000	0.855252	0.000000	0.144748	0.000000
4C	Propane	1960s	0.000000	0.855252	0.000000	0.144748	0.000000
4C	Electricity	1970s	0.204772	0.197322	0.000000	0.597906	0.000000
4C	Fuel Oil	1970s	0.000000	0.524329	0.000000	0.475671	0.000000
4C	Natural Gas	1970s	0.000000	0.524329	0.000000	0.475671	0.000000
4C	None	1970s	0.000000	0.000000	0.000000	0.000000	1.000000
4C	Other Fuel	1970s	0.000000	0.524329	0.000000	0.475671	0.000000
4C	Propane	1970s	0.000000	0.524329	0.000000	0.475671	0.000000
4C	Electricity	1980s	0.195689	0.122137	0.000000	0.682175	0.000000
4C	Fuel Oil	1980s	0.000000	0.856413	0.000000	0.143587	0.000000
4C	Natural Gas	1980s	0.000000	0.856413	0.000000	0.143587	0.000000
4C	None	1980s	0.000000	0.000000	0.000000	0.000000	1.000000
4C	Other Fuel	1980s	0.000000	0.856413	0.000000	0.143587	0.000000
4C	Propane	1980s	0.000000	0.856413	0.000000	0.143587	0.000000
4C	Electricity	1990s	0.331394	0.154801	0.000000	0.513804	0.000000
4C	Fuel Oil	1990s	0.000000	0.914403	0.000000	0.085597	0.000000
4C	Natural Gas	1990s	0.000000	0.914403	0.000000	0.085597	0.000000
4C	None	1990s	0.000000	0.000000	0.000000	0.000000	1.000000
4C	Other Fuel	1990s	0.000000	0.914403	0.000000	0.085597	0.000000
4C	Propane	1990s	0.000000	0.914403	0.000000	0.085597	0.000000
4C	Electricity	2000s	0.271030	0.381695	0.000000	0.347275	0.000000
4C	Fuel Oil	2000s	0.000000	0.820704	0.000000	0.179296	0.000000
4C	Natural Gas	2000s	0.000000	0.820704	0.000000	0.179296	0.000000
4C	None	2000s	0.000000	0.000000	0.000000	0.000000	1.000000
4C	Other Fuel	2000s	0.000000	0.820704	0.000000	0.179296	0.000000
4C	Propane	2000s	0.000000	0.820704	0.000000	0.179296	0.000000
4C	Electricity	2010s	0.271030	0.381695	0.000000	0.347275	0.000000
4C	Fuel Oil	2010s	0.000000	0.820704	0.000000	0.179296	0.000000
4C	Natural Gas	2010s	0.000000	0.820704	0.000000	0.179296	0.000000
4C	None	2010s	0.000000	0.000000	0.000000	0.000000	1.000000
4C	Other Fuel	2010s	0.000000	0.820704	0.000000	0.179296	0.000000
4C	Propane	2010s	0.000000	0.820704	0.000000	0.179296	0.000000
4C	Electricity	<1940	0.069386	0.161161	0.000000	0.769453	0.000000
4C	Fuel Oil	<1940	0.000000	0.755018	0.000000	0.244982	0.000000
4C	Natural Gas	<1940	0.000000	0.755018	0.000000	0.244982	0.000000
4C	None	<1940	0.000000	0.000000	0.000000	0.000000	1.000000
4C	Other Fuel	<1940	0.000000	0.755018	0.000000	0.244982	0.000000
4C	Propane	<1940	0.000000	0.755018	0.000000	0.244982	0.000000
5A	Electricity	1940s	0.398105	0.000000	0.000000	0.601895	0.000000
5A	Fuel Oil	1940s	0.000000	0.756531	0.000000	0.243469	0.000000
5A	Natural Gas	1940s	0.000000	0.756531	0.000000	0.243469	0.000000
5A	None	1940s	0.000000	0.000000	0.000000	0.000000	1.000000
5A	Other Fuel	1940s	0.000000	0.756531	0.000000	0.243469	0.000000
5A	Propane	1940s	0.000000	0.756531	0.000000	0.243469	0.000000
5A	Electricity	1950s	0.033149	0.194480	0.000000	0.772371	0.000000
5A	Fuel Oil	1950s	0.000000	0.747219	0.000000	0.252781	0.000000
5A	Natural Gas	1950s	0.000000	0.747219	0.000000	0.252781	0.000000
5A	None	1950s	0.000000	0.000000	0.000000	0.000000	1.000000
5A	Other Fuel	1950s	0.000000	0.747219	0.000000	0.252781	0.000000
5A	Propane	1950s	0.000000	0.747219	0.000000	0.252781	0.000000
5A	Electricity	1960s	0.026728	0.281053	0.000000	0.692219	0.000000
5A	Fuel Oil	1960s	0.000000	0.719463	0.000000	0.280537	0.000000
5A	Natural Gas	1960s	0.000000	0.719463	0.000000	0.280537	0.000000
5A	None	1960s	0.000000	0.000000	0.000000	0.000000	1.000000
5A	Other Fuel	1960s	0.000000	0.719463	0.000000	0.280537	0.000000
5A	Propane	1960s	0.000000	0.719463	0.000000	0.280537	0.000000
5A	Electricity	1970s	0.073952	0.227175	0.000000	0.698873	0.000000
5A	Fuel Oil	1970s	0.000000	0.686323	0.000000	0.313677	0.000000
5A	Natural Gas	1970s	0.000000	0.686323	0.000000	0.313677	0.000000
5A	None	1970s	0.000000	0.000000	0.000000	0.000000	1.000000
5A	Other Fuel	1970s	0.000000	0.686323	0.000000	0.313677	0.000000
5A	Propane	1970s	0.000000	0.686323	0.000000	0.313677	0.000000
5A	Electricity	1980s	0.158891	0.320088	0.000000	0.521021	0.000000
5A	Fuel Oil	1980s	0.000000	0.730798	0.000000	0.269202	0.000000
5A	Natural Gas	1980s	0.000000	0.730798	0.000000	0.269202	0.000000
5A	None	1980s	0.000000	0.000000	0.000000	0.000000	1.000000
5A	Other Fuel	1980s	0.000000	0.730798	0.000000	0.269202	0.000000
5A	Propane	1980s	0.000000	0.730798	0.000000	0.269202	0.000000
5A	Electricity	1990s	0.154655	0.477936	0.000000	0.367409	0.000000
5A	Fuel Oil	1990s	0.000000	0.860700	0.000000	0.139300	0.000000
5A	Natural Gas	1990s	0.000000	0.860700	0.000000	0.139300	0.000000
5A	None	1990s	0.000000	0.000000	0.000000	0.000000	1.000000
5A	Other Fuel	1990s	0.000000	0.860700	0.000000	0.139300	0.000000
5A	Propane	1990s	0.000000	0.860700	0.000000	0.139300	0.000000
5A	Electricity	2000s	0.617829	0.221861	0.000000	0.160310	0.000000
5A	Fuel Oil	2000s	0.000000	0.904056	0.000000	0.095943	0.000000
5A	Natural Gas	2000s	0.000000	0.904056	0.000000	0.095943	0.000000
5A	None	2000s	0.000000	0.000000	0.000000	0.000000	1.000000
5A	Other Fuel	2000s	0.000000	0.904056	0.000000	0.095943	0.000000
5A	Propane	2000s	0.000000	0.904056	0.000000	0.095943	0.000000
5A	Electricity	2010s	0.617829	0.221861	0.000000	0.160310	0.000000
5A	Fuel Oil	2010s	0.000000	0.904056	0.000000	0.095943	0.000000
5A	Natural Gas	2010s	0.000000	0.904056	0.000000	0.095943	0.000000
5A	None	2010s	0.000000	0.000000	0.000000	0.000000	1.000000
5A	Other Fuel	2010s	0.000000	0.904056	0.000000	0.095943	0.000000
5A	Propane	2010s	0.000000	0.904056	0.000000	0.095943	0.000000
5A	Electricity	<1940	0.145379	0.246986	0.000000	0.607635	0.000000
5A	Fuel Oil	<1940	0.000000	0.565366	0.000000	0.434634	0.000000
5A	Natural Gas	<1940	0.000000	0.565366	0.000000	0.434634	0.000000
5A	None	<1940	0.000000	0.000000	0.000000	0.000000	1.000000
5A	Other Fuel	<1940	0.000000	0.565366	0.000000	0.434634	0.000000
5A	Propane	<1940	0.000000	0.565366	0.000000	0.434634	0.000000
5B	Electricity	1940s	0.000000	0.000000	0.000000	1.000000	0.000000
5B	Fuel Oil	1940s	0.000000	0.808401	0.000000	0.191599	0.000000
5B	Natural Gas	1940s	0.000000	0.808401	0.000000	0.191599	0.000000
5B	None	1940s	0.000000	0.000000	0.000000	0.000000	1.000000
5B	Other Fuel	1940s	0.000000	0.808401	0.000000	0.191599	0.000000
5B	Propane	1940s	0.000000	0.808401	0.000000	0.191599	0.000000
5B	Electricity	1950s	0.507098	0.240908	0.000000	0.251994	0.000000
5B	Fuel Oil	1950s	0.000000	0.601875	0.000000	0.398125	0.000000
5B	Natural Gas	1950s	0.000000	0.601875	0.000000	0.398125	0.000000
5B	None	1950s	0.000000	0.000000	0.000000	0.000000	1.000000
5B	Other Fuel	1950s	0.000000	0.601875	0.000000	0.398125	0.000000
5B	Propane	1950s	0.000000	0.601875	0.000000	0.398125	0.000000
5B	Electricity	1960s	0.000000	0.112705	0.000000	0.887295	0.000000
5B	Fuel Oil	1960s	0.000000	0.736266	0.000000	0.263734	0.000000
5B	Natural Gas	1960s	0.000000	0.736266	0.000000	0.263734	0.000000
5B	None	1960s	0.000000	0.000000	0.000000	0.000000	1.000000
5B	Other Fuel	1960s	0.000000	0.736266	0.000000	0.263734	0.000000
5B	Propane	1960s	0.000000	0.736266	0.000000	0.263734	0.000000
5B	Electricity	1970s	0.042480	0.501885	0.000000	0.455635	0.000000
5B	Fuel Oil	1970s	0.000000	0.870889	0.000000	0.129111	0.000000
5B	Natural Gas	1970s	0.000000	0.870889	0.000000	0.129111	0.000000
5B	None	1970s	0.000000	0.000000	0.000000	0.000000	1.000000
5B	Other Fuel	1970s	0.000000	0.870889	0.000000	0.129111	0.000000
5B	Propane	1970s	0.000000	0.870889	0.000000	0.129111	0.000000
5B	Electricity	1980s	0.000000	0.652361	0.000000	0.347639	0.000000
5B	Fuel Oil	1980s	0.000000	0.883315	0.000000	0.116685	0.000000
5B	Natural Gas	1980s	0.000000	0.883315	0.000000	0.116685	0.000000
5B	None	1980s	0.000000	0.000000	0.000000	0.000000	1.000000
5B	Other Fuel	1980s	0.000000	0.883315	0.000000	0.116685	0.000000
5B	Propane	1980s	0.000000	0.883315	0.000000	0.116685	0.000000
5B	Electricity	1990s	0.188021	0.574028	0.000000	0.237951	0.000000
5B	Fuel Oil	1990s	0.000000	0.815002	0.000000	0.184998	0.000000
5B	Natural Gas	1990s	0.000000	0.815002	0.000000	0.184998	0.000000
5B	None	1990s	0.000000	0.000000	0.000000	0.000000	1.000000
5B	Other Fuel	1990s	0.000000	0.815002	0.000000	0.184998	0.000000
5B	Propane	1990s	0.000000	0.815002	0.000000	0.184998	0.000000
5B	Electricity	2000s	0.659093	0.340907	0.000000	0.000000	0.000000
5B	Fuel Oil	2000s	0.000000	0.909058	0.000000	0.090942	0.000000
5B	Natural Gas	2000s	0.000000	0.909058	0.000000	0.090942	0.000000
5B	None	2000s	0.000000	0.000000	0.000000	0.000000	1.000000
5B	Other Fuel	2000s	0.000000	0.909058	0.000000	0.090942	0.000000
5B	Propane	2000s	0.000000	0.909058	0.000000	0.090942	0.000000
5B	Electricity	2010s	0.659093	0.340907	0.000000	0.000000	0.000000
5B	Fuel Oil	2010s	0.000000	0.909058	0.000000	0.090942	0.000000
5B	Natural Gas	2010s	0.000000	0.909058	0.000000	0.090942	0.000000
5B	None	2010s	0.000000	0.000000	0.000000	0.000000	1.000000
5B	Other Fuel	2010s	0.000000	0.909058	0.000000	0.090942	0.000000
5B	Propane	2010s	0.000000	0.909058	0.000000	0.090942	0.000000
5B	Electricity	<1940	0.000000	0.000000	0.000000	1.000000	0.000000
5B	Fuel Oil	<1940	0.000000	0.823821	0.000000	0.176179	0.000000
5B	Natural Gas	<1940	0.000000	0.823821	0.000000	0.176179	0.000000
5B	None	<1940	0.000000	0.000000	0.000000	0.000000	1.000000
5B	Other Fuel	<1940	0.000000	0.823821	0.000000	0.176179	0.000000
5B	Propane	<1940	0.000000	0.823821	0.000000	0.176179	0.000000
6A	Electricity	1940s	0.242994	0.216249	0.000000	0.540757	0.000000
6A	Fuel Oil	1940s	0.000000	0.671648	0.000000	0.328352	0.000000
6A	Natural Gas	1940s	0.000000	0.671648	0.000000	0.328352	0.000000
6A	None	1940s	0.000000	0.000000	0.000000	0.000000	1.000000
6A	Other Fuel	1940s	0.000000	0.671648	0.000000	0.328352	0.000000
6A	Propane	1940s	0.000000	0.671648	0.000000	0.328352	0.000000
6A	Electricity	1950s	0.089483	0.379497	0.000000	0.531020	0.000000
6A	Fuel Oil	1950s	0.000000	0.782027	0.000000	0.217973	0.000000
6A	Natural Gas	1950s	0.000000	0.782027	0.000000	0.217973	0.000000
6A	None	1950s	0.000000	0.000000	0.000000	0.000000	1.000000
6A	Other Fuel	1950s	0.000000	0.782027	0.000000	0.217973	0.000000
6A	Propane	1950s	0.000000	0.782027	0.000000	0.217973	0.000000
6A	Electricity	1960s	0.101870	0.471491	0.000000	0.426640	0.000000
6A	Fuel Oil	1960s	0.000000	0.627273	0.000000	0.372727	0.000000
6A	Natural Gas	1960s	0.000000	0.627273	0.000000	0.372727	0.000000
6A	None	1960s	0.000000	0.000000	0.000000	0.000000	1.000000
6A	Other Fuel	1960s	0.000000	0.627273	0.000000	0.372727	0.000000
6A	Propane	1960s	0.000000	0.627273	0.000000	0.372727	0.000000
6A	Electricity	1970s	0.025952	0.397007	0.000000	0.577041	0.000000
6A	Fuel Oil	1970s	0.000000	0.707449	0.000000	0.292551	0.000000
6A	Natural Gas	1970s	0.000000	0.707449	0.000000	0.292551	0.000000
6A	None	1970s	0.000000	0.000000	0.000000	0.000000	1.000000
6A	Other Fuel	1970s	0.000000	0.707449	0.000000	0.292551	0.000000
6A	Propane	1970s	0.000000	0.707449	0.000000	0.292551	0.000000
6A	Electricity	1980s	0.000000	0.135490	0.000000	0.864510	0.000000
6A	Fuel Oil	1980s	0.000000	0.730948	0.000000	0.269052	0.000000
6A	Natural Gas	1980s	0.000000	0.730948	0.000000	0.269052	0.000000
6A	None	1980s	0.000000	0.000000	0.000000	0.000000	1.000000
6A	Other Fuel	1980s	0.000000	0.730948	0.000000	0.269052	0.000000
6A	Propane	1980s	0.000000	0.730948	0.000000	0.269052	0.000000
6A	Electricity	1990s	0.046268	0.094452	0.000000	0.859280	0.000000
6A	Fuel Oil	1990s	0.000000	0.673590	0.000000	0.326409	0.000000
6A	Natural Gas	1990s	0.000000	0.673590	0.000000	0.326409	0.000000
6A	None	1990s	0.000000	0.000000	0.000000	0.000000	1.000000
6A	Other Fuel	1990s	0.000000	0.673590	0.000000	0.326409	0.000000
6A	Propane	1990s	0.000000	0.673590	0.000000	0.326409	0.000000
6A	Electricity	2000s	0.269060	0.611183	0.000000	0.119757	0.000000
6A	Fuel Oil	2000s	0.000000	0.747711	0.000000	0.252289	0.000000
6A	Natural Gas	2000s	0.000000	0.747711	0.000000	0.252289	0.000000
6A	None	2000s	0.000000	0.000000	0.000000	0.000000	1.000000
6A	Other Fuel	2000s	0.000000	0.747711	0.000000	0.252289	0.000000
6A	Propane	2000s	0.000000	0.747711	0.000000	0.252289	0.000000
6A	Electricity	2010s	0.269060	0.611183	0.000000	0.119757	0.000000
6A	Fuel Oil	2010s	0.000000	0.747711	0.000000	0.252289	0.000000
6A	Natural Gas	2010s	0.000000	0.747711	0.000000	0.252289	0.000000
6A	None	2010s	0.000000	0.000000	0.000000	0.000000	1.000000
6A	Other Fuel	2010s	0.000000	0.747711	0.000000	0.252289	0.000000
6A	Propane	2010s	0.000000	0.747711	0.000000	0.252289	0.000000
6A	Electricity	<1940	0.059178	0.249994	0.000000	0.690828	0.000000
6A	Fuel Oil	<1940	0.000000	0.634490	0.000000	0.365510	0.000000
6A	Natural Gas	<1940	0.000000	0.634490	0.000000	0.365510	0.000000
6A	None	<1940	0.000000	0.000000	0.000000	0.000000	1.000000
6A	Other Fuel	<1940	0.000000	0.634490	0.000000	0.365510	0.000000
6A	Propane	<1940	0.000000	0.634490	0.000000	0.365510	0.000000
6B	Electricity	1940s	0.242994	0.216249	0.000000	0.540757	0.000000
6B	Fuel Oil	1940s	0.000000	0.671648	0.000000	0.328352	0.000000
6B	Natural Gas	1940s	0.000000	0.671648	0.000000	0.328352	0.000000
6B	None	1940s	0.000000	0.000000	0.000000	0.000000	1.000000
6B	Other Fuel	1940s	0.000000	0.671648	0.000000	0.328352	0.000000
6B	Propane	1940s	0.000000	0.671648	0.000000	0.328352	0.000000
6B	Electricity	1950s	0.089483	0.379497	0.000000	0.531020	0.000000
6B	Fuel Oil	1950s	0.000000	0.782027	0.000000	0.217973	0.000000
6B	Natural Gas	1950s	0.000000	0.782027	0.000000	0.217973	0.000000
6B	None	1950s	0.000000	0.000000	0.000000	0.000000	1.000000
6B	Other Fuel	1950s	0.000000	0.782027	0.000000	0.217973	0.000000
6B	Propane	1950s	0.000000	0.782027	0.000000	0.217973	0.000000
6B	Electricity	1960s	0.101870	0.471491	0.000000	0.426640	0.000000
6B	Fuel Oil	1960s	0.000000	0.627273	0.000000	0.372727	0.000000
6B	Natural Gas	1960s	0.000000	0.627273	0.000000	0.372727	0.000000
6B	None	1960s	0.000000	0.000000	0.000000	0.000000	1.000000
6B	Other Fuel	1960s	0.000000	0.627273	0.000000	0.372727	0.000000
6B	Propane	1960s	0.000000	0.627273	0.000000	0.372727	0.000000
6B	Electricity	1970s	0.025952	0.397007	0.000000	0.577041	0.000000
6B	Fuel Oil	1970s	0.000000	0.707449	0.000000	0.292551	0.000000
6B	Natural Gas	1970s	0.000000	0.707449	0.000000	0.292551	0.000000
6B	None	1970s	0.000000	0.000000	0.000000	0.000000	1.000000
6B	Other Fuel	1970s	0.000000	0.707449	0.000000	0.292551	0.000000
6B	Propane	1970s	0.000000	0.707449	0.000000	0.292551	0.000000
6B	Electricity	1980s	0.000000	0.135490	0.000000	0.864510	0.000000
6B	Fuel Oil	1980s	0.000000	0.730948	0.000000	0.269052	0.000000
6B	Natural Gas	1980s	0.000000	0.730948	0.000000	0.269052	0.000000
6B	None	1980s	0.000000	0.000000	0.000000	0.000000	1.000000
6B	Other Fuel	1980s	0.000000	0.730948	0.000000	0.269052	0.000000
6B	Propane	1980s	0.000000	0.730948	0.000000	0.269052	0.000000
6B	Electricity	1990s	0.046268	0.094452	0.000000	0.859280	0.000000
6B	Fuel Oil	1990s	0.000000	0.673590	0.000000	0.326409	0.000000
6B	Natural Gas	1990s	0.000000	0.673590	0.000000	0.326409	0.000000
6B	None	1990s	0.000000	0.000000	0.000000	0.000000	1.000000
6B	Other Fuel	1990s	0.000000	0.673590	0.000000	0.326409	0.000000
6B	Propane	1990s	0.000000	0.673590	0.000000	0.326409	0.000000
6B	Electricity	2000s	0.269060	0.611183	0.000000	0.119757	0.000000
6B	Fuel Oil	2000s	0.000000	0.747711	0.000000	0.252289	0.000000
6B	Natural Gas	2000s	0.000000	0.747711	0.000000	0.252289	0.000000
6B	None	2000s	0.000000	0.000000	0.000000	0.000000	1.000000
6B	Other Fuel	2000s	0.000000	0.747711	0.000000	0.252289	0.000000
6B	Propane	2000s	0.000000	0.747711	0.000000	0.252289	0.000000
6B	Electricity	2010s	0.269060	0.611183	0.000000	0.119757	0.000000
6B	Fuel Oil	2010s	0.000000	0.747711	0.000000	0.252289	0.000000
6B	Natural Gas	2010s	0.000000	0.747711	0.000000	0.252289	0.000000
6B	None	2010s	0.000000	0.000000	0.000000	0.000000	1.000000
6B	Other Fuel	2010s	0.000000	0.747711	0.000000	0.252289	0.000000
6B	Propane	2010s	0.000000	0.747711	0.000000	0.252289	0.000000
6B	Electricity	<1940	0.059178	0.249994	0.000000	0.690828	0.000000
6B	Fuel Oil	<1940	0.000000	0.634490	0.000000	0.365510	0.000000
6B	Natural Gas	<1940	0.000000	0.634490	0.000000	0.365510	0.000000
6B	None	<1940	0.000000	0.000000	0.000000	0.000000	1.000000
6B	Other Fuel	<1940	0.000000	0.634490	0.000000	0.365510	0.000000
6B	Propane	<1940	0.000000	0.634490	0.000000	0.365510	0.000000
7A	Electricity	1940s	0.000000	1.000000	0.000000	0.000000	0.000000
7A	Fuel Oil	1940s	0.000000	0.583475	0.000000	0.416525	0.000000
7A	Natural Gas	1940s	0.000000	0.583475	0.000000	0.416525	0.000000
7A	None	1940s	0.000000	0.000000	0.000000	0.000000	1.000000
7A	Other Fuel	1940s	0.000000	0.583475	0.000000	0.416525	0.000000
7A	Propane	1940s	0.000000	0.583475	0.000000	0.416525	0.000000
7A	Electricity	1950s	0.000000	0.634512	0.000000	0.365488	0.000000
7A	Fuel Oil	1950s	0.000000	0.823757	0.000000	0.176243	0.000000
7A	Natural Gas	1950s	0.000000	0.823757	0.000000	0.176243	0.000000
7A	None	1950s	0.000000	0.000000	0.000000	0.000000	1.000000
7A	Other Fuel	1950s	0.000000	0.823757	0.000000	0.176243	0.000000
7A	Propane	1950s	0.000000	0.823757	0.000000	0.176243	0.000000
7A	Electricity	1960s	0.178736	0.322300	0.000000	0.498964	0.000000
7A	Fuel Oil	1960s	0.000000	0.478032	0.000000	0.521968	0.000000
7A	Natural Gas	1960s	0.000000	0.478032	0.000000	0.521968	0.000000
7A	None	1960s	0.000000	0.000000	0.000000	0.000000	1.000000
7A	Other Fuel	1960s	0.000000	0.478032	0.000000	0.521968	0.000000
7A	Propane	1960s	0.000000	0.478032	0.000000	0.521968	0.000000
7A	Electricity	1970s	0.448361	0.000000	0.000000	0.551639	0.000000
7A	Fuel Oil	1970s	0.000000	0.499448	0.000000	0.500552	0.000000
7A	Natural Gas	1970s	0.000000	0.499448	0.000000	0.500552	0.000000
7A	None	1970s	0.000000	0.000000	0.000000	0.000000	1.000000
7A	Other Fuel	1970s	0.000000	0.499448	0.000000	0.500552	0.000000
7A	Propane	1970s	0.000000	0.499448	0.000000	0.500552	0.000000
7A	Electricity	1980s	0.000000	0.245830	0.000000	0.754170	0.000000
7A	Fuel Oil	1980s	0.000000	0.654313	0.000000	0.345687	0.000000
7A	Natural Gas	1980s	0.000000	0.654313	0.000000	0.345687	0.000000
7A	None	1980s	0.000000	0.000000	0.000000	0.000000	1.000000
7A	Other Fuel	1980s	0.000000	0.654313	0.000000	0.345687	0.000000
7A	Propane	1980s	0.000000	0.654313	0.000000	0.345687	0.000000
7A	Electricity	1990s	0.000000	0.626273	0.000000	0.373727	0.000000
7A	Fuel Oil	1990s	0.000000	1.000000	0.000000	0.000000	0.000000
7A	Natural Gas	1990s	0.000000	1.000000	0.000000	0.000000	0.000000
7A	None	1990s	0.000000	0.000000	0.000000	0.000000	1.000000
7A	Other Fuel	1990s	0.000000	1.000000	0.000000	0.000000	0.000000
