Minute,Fraction
908,0.58256
1109,0.515139
1114,0.302987
1118,0.646346
7580,0.320751
7655,0.371013
7699,0.148163
7704,0.070448
9633,0.555309
9634,0.555309
11942,0.671377
11947,0.448728
11948,0.448728
12739,0.270085
12740,0.270085
13447,0.507872
13522,0.186516
13768,0.420266
15051,0.865361
20663,0.530279
20668,0.403916
20669,0.403916
20673,0.091038
20678,0.49455
21128,0.062576
21133,0.014937
22150,0.626363
24280,0.083165
24285,0.103351
24290,0.232943
24291,0.232943
24295,0.274727
24354,0.481025
24359,0.069641
24364,0.378684
24369,0.37606
26012,0.56742
26086,0.777755
26160,0.386556
27872,0.602543
27877,0.400283
27882,0.037545
27887,0.659669
27946,0.460436
27951,0.032499
27956,0.920266
27961,0.184901
28170,0.493137
28244,0.395842
29571,0.374445
29906,0.080743
29911,0.394025
29916,0.106177
32097,0.196609
32118,0.023819
32441,0.673799
35244,0.53694
35997,0.569439
36071,0.595882
36146,0.663302
36220,0.299354
36448,0.146145
36668,0.480016
36742,0.646145
38255,0.54562
38602,0.127372
39667,0.588212
39833,0.358498
40771,0.599717
41214,0.312878
41493,0.272709
41567,0.213363
41641,0.471336
42394,0.482842
43607,0.557327
43612,0.046225
43681,0.089423
43686,0.626564
45376,0.053492
45381,0.599919
47234,0.662495
47909,0.474566
47984,0.480218
50431,0.406944
50432,0.406944
50505,0.162697
52265,0.44671
52652,0.46306
52657,0.469721
52662,0.758781
52667,0.277755
52672,0.075091
52677,0.661486
52727,0.291885
52732,0.064998
52737,0.792087
52742,0.744853
52747,0.389786
52752,0.230521
55826,0.166936
57147,0.778966
58256,0.571659
58746,0.393419
62445,0.109407
63745,0.249495
65659,0.229108
68605,0.453977
68806,0.544207
68807,0.544207
68811,0.544409
68880,0.381308
68885,0.05652
68954,0.278563
68959,0.777553
73276,0.395438
75527,0.151797
75601,0.471942
77352,0.053694
77426,0.185305
78712,0.235365
78787,0.439645
79813,0.326403
82733,0.055713
84198,0.402705
87547,0.61849
91147,0.428946
91148,0.428946
91221,0.05329
91408,0.046225
91482,0.46306
92748,0.18369
95877,0.446104
98260,0.340533
98335,0.271094
98537,0.579734
98543,0.327816
98617,0.533105
98618,0.533105
98619,0.533105
98691,0.29895
98766,0.07287
104855,0.381712
105936,0.342551
106010,0.573274
107666,0.508882
109150,0.061768
109224,0.491118
109299,0.490311
114247,0.398062
117860,0.125555
124468,0.422487
124473,0.573476
124478,0.356076
124483,0.36193
124484,0.36193
125944,0.425111
125945,0.425111
