Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Shared	Option=None	resstock_probability
Multi-Family with 2 - 4 Units	1990s	Electricity	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Natural Gas	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	None	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Propane	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Electricity	Neither Shared	1.000000	0.002002
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Neither Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Natural Gas	Neither Shared	1.000000	0.009090
Multi-Family with 2 - 4 Units	1990s	None	Neither Shared	1.000000	0.000089
Multi-Family with 2 - 4 Units	1990s	Other Fuel	Neither Shared	1.000000	0.000017
Multi-Family with 2 - 4 Units	1990s	Propane	Neither Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Electricity	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Natural Gas	Only Cooling Shared	1.000000	0.000830
Multi-Family with 2 - 4 Units	1990s	None	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Electricity	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Fuel Oil	Only Heating Shared	1.000000	0.000003
Multi-Family with 2 - 4 Units	1990s	Natural Gas	Only Heating Shared	1.000000	0.000663
Multi-Family with 2 - 4 Units	1990s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Other Fuel	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1990s	Propane	Only Heating Shared	1.000000	0.000114
Multi-Family with 2 - 4 Units	2000s	Electricity	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Fuel Oil	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Natural Gas	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	None	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Propane	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Electricity	Neither Shared	1.000000	0.001718
Multi-Family with 2 - 4 Units	2000s	Fuel Oil	Neither Shared	1.000000	0.000030
Multi-Family with 2 - 4 Units	2000s	Natural Gas	Neither Shared	1.000000	0.010261
Multi-Family with 2 - 4 Units	2000s	None	Neither Shared	1.000000	0.000046
Multi-Family with 2 - 4 Units	2000s	Other Fuel	Neither Shared	1.000000	0.000025
Multi-Family with 2 - 4 Units	2000s	Propane	Neither Shared	1.000000	0.000132
Multi-Family with 2 - 4 Units	2000s	Electricity	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Natural Gas	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	None	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Electricity	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Fuel Oil	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Natural Gas	Only Heating Shared	1.000000	0.002448
Multi-Family with 2 - 4 Units	2000s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Other Fuel	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2000s	Propane	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Electricity	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Fuel Oil	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Natural Gas	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	None	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Propane	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Electricity	Neither Shared	1.000000	0.000452
Multi-Family with 2 - 4 Units	2010s	Fuel Oil	Neither Shared	1.000000	0.000073
Multi-Family with 2 - 4 Units	2010s	Natural Gas	Neither Shared	1.000000	0.001260
Multi-Family with 2 - 4 Units	2010s	None	Neither Shared	1.000000	0.000073
Multi-Family with 2 - 4 Units	2010s	Other Fuel	Neither Shared	1.000000	0.000073
Multi-Family with 2 - 4 Units	2010s	Propane	Neither Shared	1.000000	0.000079
Multi-Family with 2 - 4 Units	2010s	Electricity	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Natural Gas	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	None	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Electricity	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Fuel Oil	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Natural Gas	Only Heating Shared	1.000000	0.000301
Multi-Family with 2 - 4 Units	2010s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Other Fuel	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	2010s	Propane	Only Heating Shared	1.000000	0.000000
Multi-Family with 5+ Units	<1940	Electricity	Both Shared	1.000000	0.000810
Multi-Family with 5+ Units	<1940	Fuel Oil	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	<1940	Natural Gas	Both Shared	1.000000	0.003346
Multi-Family with 5+ Units	<1940	None	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	<1940	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	<1940	Propane	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	<1940	Electricity	Neither Shared	1.000000	0.009847
Multi-Family with 5+ Units	<1940	Fuel Oil	Neither Shared	1.000000	0.000012
Multi-Family with 5+ Units	<1940	Natural Gas	Neither Shared	1.000000	0.017897
Multi-Family with 5+ Units	<1940	None	Neither Shared	1.000000	0.002586
Multi-Family with 5+ Units	<1940	Other Fuel	Neither Shared	1.000000	0.000128
Multi-Family with 5+ Units	<1940	Propane	Neither Shared	1.000000	0.000000
Multi-Family with 5+ Units	<1940	Electricity	Only Cooling Shared	1.000000	0.000088
Multi-Family with 5+ Units	<1940	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	<1940	Natural Gas	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	<1940	None	Only Cooling Shared	1.000000	0.000067
Multi-Family with 5+ Units	<1940	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	<1940	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	<1940	Electricity	Only Heating Shared	1.000000	0.002780
Multi-Family with 5+ Units	<1940	Fuel Oil	Only Heating Shared	1.000000	0.000260
Multi-Family with 5+ Units	<1940	Natural Gas	Only Heating Shared	1.000000	0.051741
Multi-Family with 5+ Units	<1940	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 5+ Units	<1940	Other Fuel	Only Heating Shared	1.000000	0.001945
Multi-Family with 5+ Units	<1940	Propane	Only Heating Shared	1.000000	0.001143
Multi-Family with 5+ Units	1940s	Electricity	Both Shared	1.000000	0.000279
Multi-Family with 5+ Units	1940s	Fuel Oil	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1940s	Natural Gas	Both Shared	1.000000	0.000864
Multi-Family with 5+ Units	1940s	None	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1940s	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1940s	Propane	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1940s	Electricity	Neither Shared	1.000000	0.003388
Multi-Family with 5+ Units	1940s	Fuel Oil	Neither Shared	1.000000	0.000004
Multi-Family with 5+ Units	1940s	Natural Gas	Neither Shared	1.000000	0.004621
Multi-Family with 5+ Units	1940s	None	Neither Shared	1.000000	0.000761
Multi-Family with 5+ Units	1940s	Other Fuel	Neither Shared	1.000000	0.000026
Multi-Family with 5+ Units	1940s	Propane	Neither Shared	1.000000	0.000000
Multi-Family with 5+ Units	1940s	Electricity	Only Cooling Shared	1.000000	0.000030
Multi-Family with 5+ Units	1940s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1940s	Natural Gas	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1940s	None	Only Cooling Shared	1.000000	0.000020
Multi-Family with 5+ Units	1940s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1940s	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1940s	Electricity	Only Heating Shared	1.000000	0.000957
Multi-Family with 5+ Units	1940s	Fuel Oil	Only Heating Shared	1.000000	0.000081
Multi-Family with 5+ Units	1940s	Natural Gas	Only Heating Shared	1.000000	0.013361
Multi-Family with 5+ Units	1940s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 5+ Units	1940s	Other Fuel	Only Heating Shared	1.000000	0.000394
Multi-Family with 5+ Units	1940s	Propane	Only Heating Shared	1.000000	0.000235
Multi-Family with 5+ Units	1950s	Electricity	Both Shared	1.000000	0.000516
Multi-Family with 5+ Units	1950s	Fuel Oil	Both Shared	1.000000	0.000002
Multi-Family with 5+ Units	1950s	Natural Gas	Both Shared	1.000000	0.003146
Multi-Family with 5+ Units	1950s	None	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1950s	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1950s	Propane	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1950s	Electricity	Neither Shared	1.000000	0.010465
Multi-Family with 5+ Units	1950s	Fuel Oil	Neither Shared	1.000000	0.000003
Multi-Family with 5+ Units	1950s	Natural Gas	Neither Shared	1.000000	0.014120
Multi-Family with 5+ Units	1950s	None	Neither Shared	1.000000	0.000946
Multi-Family with 5+ Units	1950s	Other Fuel	Neither Shared	1.000000	0.000888
Multi-Family with 5+ Units	1950s	Propane	Neither Shared	1.000000	0.000967
Multi-Family with 5+ Units	1950s	Electricity	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1950s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1950s	Natural Gas	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1950s	None	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1950s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1950s	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1950s	Electricity	Only Heating Shared	1.000000	0.002100
Multi-Family with 5+ Units	1950s	Fuel Oil	Only Heating Shared	1.000000	0.000030
Multi-Family with 5+ Units	1950s	Natural Gas	Only Heating Shared	1.000000	0.018366
Multi-Family with 5+ Units	1950s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 5+ Units	1950s	Other Fuel	Only Heating Shared	1.000000	0.000000
Multi-Family with 5+ Units	1950s	Propane	Only Heating Shared	1.000000	0.000000
Multi-Family with 5+ Units	1960s	Electricity	Both Shared	1.000000	0.001049
Multi-Family with 5+ Units	1960s	Fuel Oil	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1960s	Natural Gas	Both Shared	1.000000	0.003615
Multi-Family with 5+ Units	1960s	None	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1960s	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1960s	Propane	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1960s	Electricity	Neither Shared	1.000000	0.011509
Multi-Family with 5+ Units	1960s	Fuel Oil	Neither Shared	1.000000	0.000007
Multi-Family with 5+ Units	1960s	Natural Gas	Neither Shared	1.000000	0.009561
Multi-Family with 5+ Units	1960s	None	Neither Shared	1.000000	0.000913
Multi-Family with 5+ Units	1960s	Other Fuel	Neither Shared	1.000000	0.000222
Multi-Family with 5+ Units	1960s	Propane	Neither Shared	1.000000	0.000000
Multi-Family with 5+ Units	1960s	Electricity	Only Cooling Shared	1.000000	0.000411
Multi-Family with 5+ Units	1960s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1960s	Natural Gas	Only Cooling Shared	1.000000	0.001023
Multi-Family with 5+ Units	1960s	None	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1960s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1960s	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1960s	Electricity	Only Heating Shared	1.000000	0.001207
Multi-Family with 5+ Units	1960s	Fuel Oil	Only Heating Shared	1.000000	0.000081
Multi-Family with 5+ Units	1960s	Natural Gas	Only Heating Shared	1.000000	0.011885
Multi-Family with 5+ Units	1960s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 5+ Units	1960s	Other Fuel	Only Heating Shared	1.000000	0.000397
Multi-Family with 5+ Units	1960s	Propane	Only Heating Shared	1.000000	0.000707
Multi-Family with 5+ Units	1970s	Electricity	Both Shared	1.000000	0.000995
Multi-Family with 5+ Units	1970s	Fuel Oil	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1970s	Natural Gas	Both Shared	1.000000	0.001928
Multi-Family with 5+ Units	1970s	None	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1970s	Other Fuel	Both Shared	1.000000	0.000327
Multi-Family with 5+ Units	1970s	Propane	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1970s	Electricity	Neither Shared	1.000000	0.013635
Multi-Family with 5+ Units	1970s	Fuel Oil	Neither Shared	1.000000	0.000000
Multi-Family with 5+ Units	1970s	Natural Gas	Neither Shared	1.000000	0.013504
Multi-Family with 5+ Units	1970s	None	Neither Shared	1.000000	0.000697
Multi-Family with 5+ Units	1970s	Other Fuel	Neither Shared	1.000000	0.000103
Multi-Family with 5+ Units	1970s	Propane	Neither Shared	1.000000	0.000000
Multi-Family with 5+ Units	1970s	Electricity	Only Cooling Shared	1.000000	0.000508
Multi-Family with 5+ Units	1970s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1970s	Natural Gas	Only Cooling Shared	1.000000	0.000367
Multi-Family with 5+ Units	1970s	None	Only Cooling Shared	1.000000	0.000102
Multi-Family with 5+ Units	1970s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1970s	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1970s	Electricity	Only Heating Shared	1.000000	0.000924
Multi-Family with 5+ Units	1970s	Fuel Oil	Only Heating Shared	1.000000	0.000048
Multi-Family with 5+ Units	1970s	Natural Gas	Only Heating Shared	1.000000	0.006849
Multi-Family with 5+ Units	1970s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 5+ Units	1970s	Other Fuel	Only Heating Shared	1.000000	0.000176
Multi-Family with 5+ Units	1970s	Propane	Only Heating Shared	1.000000	0.000480
Multi-Family with 5+ Units	1980s	Electricity	Both Shared	1.000000	0.000300
Multi-Family with 5+ Units	1980s	Fuel Oil	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1980s	Natural Gas	Both Shared	1.000000	0.001446
Multi-Family with 5+ Units	1980s	None	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1980s	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1980s	Propane	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1980s	Electricity	Neither Shared	1.000000	0.008271
Multi-Family with 5+ Units	1980s	Fuel Oil	Neither Shared	1.000000	0.000003
Multi-Family with 5+ Units	1980s	Natural Gas	Neither Shared	1.000000	0.007347
Multi-Family with 5+ Units	1980s	None	Neither Shared	1.000000	0.000250
Multi-Family with 5+ Units	1980s	Other Fuel	Neither Shared	1.000000	0.000055
Multi-Family with 5+ Units	1980s	Propane	Neither Shared	1.000000	0.000226
Multi-Family with 5+ Units	1980s	Electricity	Only Cooling Shared	1.000000	0.000221
Multi-Family with 5+ Units	1980s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1980s	Natural Gas	Only Cooling Shared	1.000000	0.000250
Multi-Family with 5+ Units	1980s	None	Only Cooling Shared	1.000000	0.000012
Multi-Family with 5+ Units	1980s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1980s	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1980s	Electricity	Only Heating Shared	1.000000	0.000624
Multi-Family with 5+ Units	1980s	Fuel Oil	Only Heating Shared	1.000000	0.000022
Multi-Family with 5+ Units	1980s	Natural Gas	Only Heating Shared	1.000000	0.004147
Multi-Family with 5+ Units	1980s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 5+ Units	1980s	Other Fuel	Only Heating Shared	1.000000	0.000113
Multi-Family with 5+ Units	1980s	Propane	Only Heating Shared	1.000000	0.000000
Multi-Family with 5+ Units	1990s	Electricity	Both Shared	1.000000	0.000240
Multi-Family with 5+ Units	1990s	Fuel Oil	Both Shared	1.000000	0.000001
Multi-Family with 5+ Units	1990s	Natural Gas	Both Shared	1.000000	0.000768
Multi-Family with 5+ Units	1990s	None	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1990s	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	1990s	Propane	Both Shared	1.000000	0.000154
Multi-Family with 5+ Units	1990s	Electricity	Neither Shared	1.000000	0.006725
Multi-Family with 5+ Units	1990s	Fuel Oil	Neither Shared	1.000000	0.000000
Multi-Family with 5+ Units	1990s	Natural Gas	Neither Shared	1.000000	0.010975
Multi-Family with 5+ Units	1990s	None	Neither Shared	1.000000	0.000317
Multi-Family with 5+ Units	1990s	Other Fuel	Neither Shared	1.000000	0.000000
Multi-Family with 5+ Units	1990s	Propane	Neither Shared	1.000000	0.000000
Multi-Family with 5+ Units	1990s	Electricity	Only Cooling Shared	1.000000	0.000033
Multi-Family with 5+ Units	1990s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1990s	Natural Gas	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1990s	None	Only Cooling Shared	1.000000	0.000067
Multi-Family with 5+ Units	1990s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1990s	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	1990s	Electricity	Only Heating Shared	1.000000	0.000286
Multi-Family with 5+ Units	1990s	Fuel Oil	Only Heating Shared	1.000000	0.000011
Multi-Family with 5+ Units	1990s	Natural Gas	Only Heating Shared	1.000000	0.001816
Multi-Family with 5+ Units	1990s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 5+ Units	1990s	Other Fuel	Only Heating Shared	1.000000	0.000127
Multi-Family with 5+ Units	1990s	Propane	Only Heating Shared	1.000000	0.000143
Multi-Family with 5+ Units	2000s	Electricity	Both Shared	1.000000	0.000177
Multi-Family with 5+ Units	2000s	Fuel Oil	Both Shared	1.000000	0.000003
Multi-Family with 5+ Units	2000s	Natural Gas	Both Shared	1.000000	0.000558
Multi-Family with 5+ Units	2000s	None	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	2000s	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	2000s	Propane	Both Shared	1.000000	0.000237
Multi-Family with 5+ Units	2000s	Electricity	Neither Shared	1.000000	0.006622
Multi-Family with 5+ Units	2000s	Fuel Oil	Neither Shared	1.000000	0.000000
Multi-Family with 5+ Units	2000s	Natural Gas	Neither Shared	1.000000	0.014167
Multi-Family with 5+ Units	2000s	None	Neither Shared	1.000000	0.000282
Multi-Family with 5+ Units	2000s	Other Fuel	Neither Shared	1.000000	0.000000
Multi-Family with 5+ Units	2000s	Propane	Neither Shared	1.000000	0.000000
Multi-Family with 5+ Units	2000s	Electricity	Only Cooling Shared	1.000000	0.000283
Multi-Family with 5+ Units	2000s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	2000s	Natural Gas	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	2000s	None	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	2000s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	2000s	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	2000s	Electricity	Only Heating Shared	1.000000	0.000621
Multi-Family with 5+ Units	2000s	Fuel Oil	Only Heating Shared	1.000000	0.000021
Multi-Family with 5+ Units	2000s	Natural Gas	Only Heating Shared	1.000000	0.001599
Multi-Family with 5+ Units	2000s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 5+ Units	2000s	Other Fuel	Only Heating Shared	1.000000	0.000226
Multi-Family with 5+ Units	2000s	Propane	Only Heating Shared	1.000000	0.000000
Multi-Family with 5+ Units	2010s	Electricity	Both Shared	1.000000	0.000035
Multi-Family with 5+ Units	2010s	Fuel Oil	Both Shared	1.000000	0.000001
Multi-Family with 5+ Units	2010s	Natural Gas	Both Shared	1.000000	0.000076
Multi-Family with 5+ Units	2010s	None	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	2010s	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 5+ Units	2010s	Propane	Both Shared	1.000000	0.000060
Multi-Family with 5+ Units	2010s	Electricity	Neither Shared	1.000000	0.001316
Multi-Family with 5+ Units	2010s	Fuel Oil	Neither Shared	1.000000	0.000000
Multi-Family with 5+ Units	2010s	Natural Gas	Neither Shared	1.000000	0.001936
Multi-Family with 5+ Units	2010s	None	Neither Shared	1.000000	0.000062
Multi-Family with 5+ Units	2010s	Other Fuel	Neither Shared	1.000000	0.000000
Multi-Family with 5+ Units	2010s	Propane	Neither Shared	1.000000	0.000000
Multi-Family with 5+ Units	2010s	Electricity	Only Cooling Shared	1.000000	0.000056
Multi-Family with 5+ Units	2010s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	2010s	Natural Gas	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	2010s	None	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	2010s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	2010s	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 5+ Units	2010s	Electricity	Only Heating Shared	1.000000	0.000123
Multi-Family with 5+ Units	2010s	Fuel Oil	Only Heating Shared	1.000000	0.000006
Multi-Family with 5+ Units	2010s	Natural Gas	Only Heating Shared	1.000000	0.000219
Multi-Family with 5+ Units	2010s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 5+ Units	2010s	Other Fuel	Only Heating Shared	1.000000	0.000017
Multi-Family with 5+ Units	2010s	Propane	Only Heating Shared	1.000000	0.000000
Single-Family Attached	<1940	Electricity	Both Shared	1.000000	0.000000
Single-Family Attached	<1940	Fuel Oil	Both Shared	1.000000	0.000000
Single-Family Attached	<1940	Natural Gas	Both Shared	1.000000	0.000000
Single-Family Attached	<1940	None	Both Shared	1.000000	0.000000
Single-Family Attached	<1940	Other Fuel	Both Shared	1.000000	0.000000
Single-Family Attached	<1940	Propane	Both Shared	1.000000	0.000000
Single-Family Attached	<1940	Electricity	Neither Shared	1.000000	0.000951
Single-Family Attached	<1940	Fuel Oil	Neither Shared	1.000000	0.000012
Single-Family Attached	<1940	Natural Gas	Neither Shared	1.000000	0.012646
Single-Family Attached	<1940	None	Neither Shared	1.000000	0.000126
Single-Family Attached	<1940	Other Fuel	Neither Shared	1.000000	0.000059
Single-Family Attached	<1940	Propane	Neither Shared	1.000000	0.000148
Single-Family Attached	<1940	Electricity	Only Cooling Shared	1.000000	0.000000
Single-Family Attached	<1940	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Single-Family Attached	<1940	Natural Gas	Only Cooling Shared	1.000000	0.000126
Single-Family Attached	<1940	None	Only Cooling Shared	1.000000	0.000000
Single-Family Attached	<1940	Other Fuel	Only Cooling Shared	1.000000	0.000000
Single-Family Attached	<1940	Propane	Only Cooling Shared	1.000000	0.000000
Single-Family Attached	<1940	Electricity	Only Heating Shared	1.000000	0.000152
Single-Family Attached	<1940	Fuel Oil	Only Heating Shared	1.000000	0.000001
Single-Family Attached	<1940	Natural Gas	Only Heating Shared	1.000000	0.001266
Single-Family Attached	<1940	None	Only Heating Shared	1.000000	0.000000
Single-Family Attached	<1940	Other Fuel	Only Heating Shared	1.000000	0.000000
Single-Family Attached	<1940	Propane	Only Heating Shared	1.000000	0.000000
Single-Family Attached	1940s	Electricity	Both Shared	1.000000	0.000000
Single-Family Attached	1940s	Fuel Oil	Both Shared	1.000000	0.000000
Single-Family Attached	1940s	Natural Gas	Both Shared	1.000000	0.000000
Single-Family Attached	1940s	None	Both Shared	1.000000	0.000000
Single-Family Attached	1940s	Other Fuel	Both Shared	1.000000	0.000000
Single-Family Attached	1940s	Propane	Both Shared	1.000000	0.000000
Single-Family Attached	1940s	Electricity	Neither Shared	1.000000	0.000368
Single-Family Attached	1940s	Fuel Oil	Neither Shared	1.000000	0.000028
Single-Family Attached	1940s	Natural Gas	Neither Shared	1.000000	0.003132
Single-Family Attached	1940s	None	Neither Shared	1.000000	0.000071
Single-Family Attached	1940s	Other Fuel	Neither Shared	1.000000	0.000081
Single-Family Attached	1940s	Propane	Neither Shared	1.000000	0.000096
Single-Family Attached	1940s	Electricity	Only Cooling Shared	1.000000	0.000000
Single-Family Attached	1940s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Single-Family Attached	1940s	Natural Gas	Only Cooling Shared	1.000000	0.000031
Single-Family Attached	1940s	None	Only Cooling Shared	1.000000	0.000000
Single-Family Attached	1940s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Single-Family Attached	1940s	Propane	Only Cooling Shared	1.000000	0.000000
Single-Family Attached	1940s	Electricity	Only Heating Shared	1.000000	0.000059
Single-Family Attached	1940s	Fuel Oil	Only Heating Shared	1.000000	0.000002
Single-Family Attached	1940s	Natural Gas	Only Heating Shared	1.000000	0.000314
Single-Family Attached	1940s	None	Only Heating Shared	1.000000	0.000000
Single-Family Attached	1940s	Other Fuel	Only Heating Shared	1.000000	0.000000
Single-Family Attached	1940s	Propane	Only Heating Shared	1.000000	0.000000
