Dependency=HVAC Has Ducts	Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Geometry Foundation Type	Option=None	Option=10% Leakage, Uninsulated	Option=20% Leakage, Uninsulated	Option=30% Leakage, Uninsulated	Option=10% Leakage, R-4	Option=20% Leakage, R-4	Option=30% Leakage, R-4	Option=10% Leakage, R-6	Option=20% Leakage, R-6	Option=30% Leakage, R-6	Option=10% Leakage, R-8	Option=20% Leakage, R-8	Option=30% Leakage, R-8	Option=In Finished Space	resstock_probability
Yes	Multi-Family with 5+ Units	2010s	Pier and Beam	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000
Yes	Mobile Home	2010s	Pier and Beam	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000
Yes	Single-Family Detached	<1940	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010842
Yes	Single-Family Detached	1950s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006032
Yes	Single-Family Detached	1960s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004984
Yes	Single-Family Detached	1970s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004756
Yes	Single-Family Detached	1980s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002725
Yes	Single-Family Detached	1990s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002535
Yes	Single-Family Detached	2000s	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.002902
Yes	Single-Family Attached	<1940	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001409
Yes	Single-Family Attached	1950s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000784
Yes	Single-Family Attached	1960s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000648
Yes	Single-Family Attached	1970s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000618
Yes	Single-Family Attached	1980s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000354
Yes	Single-Family Attached	1990s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000329
Yes	Single-Family Attached	2000s	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000377
Yes	Multi-Family with 2 - 4 Units	<1940	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004984
Yes	Multi-Family with 2 - 4 Units	1950s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002773
Yes	Multi-Family with 2 - 4 Units	1960s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002291
Yes	Multi-Family with 2 - 4 Units	1970s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002186
Yes	Multi-Family with 2 - 4 Units	1980s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001253
Yes	Multi-Family with 2 - 4 Units	1990s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001165
Yes	Multi-Family with 2 - 4 Units	2000s	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.001334
Yes	Multi-Family with 5+ Units	<1940	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008430
Yes	Multi-Family with 5+ Units	1950s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004690
Yes	Multi-Family with 5+ Units	1960s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003875
Yes	Multi-Family with 5+ Units	1970s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003698
Yes	Multi-Family with 5+ Units	1980s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002119
Yes	Multi-Family with 5+ Units	1990s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001971
Yes	Multi-Family with 5+ Units	2000s	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.002256
Yes	Mobile Home	<1940	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000185
Yes	Mobile Home	1950s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000103
Yes	Mobile Home	1960s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000085
Yes	Mobile Home	1970s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000081
Yes	Mobile Home	1980s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000047
Yes	Mobile Home	1990s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000043
Yes	Mobile Home	2000s	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000050
Yes	Single-Family Detached	1940s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002928
Yes	Single-Family Attached	1940s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000381
Yes	Multi-Family with 2 - 4 Units	1940s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001346
Yes	Multi-Family with 5+ Units	1940s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002276
Yes	Mobile Home	1940s	Slab	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000050
Yes	Single-Family Detached	2010s	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000457
Yes	Single-Family Attached	2010s	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000059
Yes	Multi-Family with 2 - 4 Units	2010s	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000210
Yes	Multi-Family with 5+ Units	2010s	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000356
Yes	Mobile Home	2010s	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000008
Yes	Single-Family Detached	<1940	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016681
Yes	Single-Family Detached	1950s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009281
Yes	Single-Family Detached	1960s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007667
Yes	Single-Family Detached	1970s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007317
Yes	Single-Family Detached	1980s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004192
Yes	Single-Family Detached	1990s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003900
Yes	Single-Family Detached	2000s	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.004464
Yes	Single-Family Attached	<1940	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002168
Yes	Single-Family Attached	1950s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001206
Yes	Single-Family Attached	1960s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000996
Yes	Single-Family Attached	1970s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000951
Yes	Single-Family Attached	1980s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000545
Yes	Single-Family Attached	1990s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000507
Yes	Single-Family Attached	2000s	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000580
Yes	Multi-Family with 2 - 4 Units	<1940	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030287
Yes	Multi-Family with 2 - 4 Units	1950s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016851
Yes	Multi-Family with 2 - 4 Units	1960s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013921
Yes	Multi-Family with 2 - 4 Units	1970s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013286
Yes	Multi-Family with 2 - 4 Units	1980s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007612
Yes	Multi-Family with 2 - 4 Units	1990s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007082
Yes	Multi-Family with 2 - 4 Units	2000s	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.008106
Yes	Multi-Family with 5+ Units	<1940	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.051228
Yes	Multi-Family with 5+ Units	1950s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028502
Yes	Multi-Family with 5+ Units	1960s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023547
Yes	Multi-Family with 5+ Units	1970s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022473
Yes	Multi-Family with 5+ Units	1980s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012876
Yes	Multi-Family with 5+ Units	1990s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011979
Yes	Multi-Family with 5+ Units	2000s	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.013710
Yes	Mobile Home	<1940	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001125
Yes	Mobile Home	1950s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000626
Yes	Mobile Home	1960s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000517
Yes	Mobile Home	1970s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000494
Yes	Mobile Home	1980s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000283
Yes	Mobile Home	1990s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000263
Yes	Mobile Home	2000s	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000301
Yes	Single-Family Detached	1940s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004505
Yes	Single-Family Attached	1940s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000585
Yes	Multi-Family with 2 - 4 Units	1940s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008179
Yes	Multi-Family with 5+ Units	1940s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013834
Yes	Mobile Home	1940s	Unheated Basement	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000304
Yes	Single-Family Detached	2010s	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000703
Yes	Single-Family Attached	2010s	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000091
Yes	Multi-Family with 2 - 4 Units	2010s	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.001277
Yes	Multi-Family with 5+ Units	2010s	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.002160
Yes	Mobile Home	2010s	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.470000	0.270000	0.000000	0.000000	0.000000	0.000000	0.000047
No	Single-Family Detached	<1940	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002861
No	Single-Family Detached	1950s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001592
No	Single-Family Detached	1960s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001315
No	Single-Family Detached	1970s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001255
No	Single-Family Detached	1980s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000719
No	Single-Family Detached	1990s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000669
No	Single-Family Detached	2000s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000766
No	Single-Family Attached	<1940	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000372
No	Single-Family Attached	1950s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000207
No	Single-Family Attached	1960s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000171
No	Single-Family Attached	1970s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000163
No	Single-Family Attached	1980s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000093
No	Single-Family Attached	1990s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000087
No	Single-Family Attached	2000s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000099
No	Multi-Family with 2 - 4 Units	<1940	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001315
No	Multi-Family with 2 - 4 Units	1950s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000732
No	Multi-Family with 2 - 4 Units	1960s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000604
No	Multi-Family with 2 - 4 Units	1970s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000577
No	Multi-Family with 2 - 4 Units	1980s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000331
No	Multi-Family with 2 - 4 Units	1990s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000308
No	Multi-Family with 2 - 4 Units	2000s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000352
No	Multi-Family with 5+ Units	<1940	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002224
No	Multi-Family with 5+ Units	1950s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001238
No	Multi-Family with 5+ Units	1960s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001022
No	Multi-Family with 5+ Units	1970s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000976
No	Multi-Family with 5+ Units	1980s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000559
No	Multi-Family with 5+ Units	1990s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000520
No	Multi-Family with 5+ Units	2000s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000595
No	Mobile Home	<1940	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000049
No	Mobile Home	1950s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000027
No	Mobile Home	1960s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000022
No	Mobile Home	1970s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000021
No	Mobile Home	1980s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000012
No	Mobile Home	1990s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000011
No	Mobile Home	2000s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000013
No	Single-Family Detached	1940s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000773
No	Single-Family Attached	1940s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000100
No	Multi-Family with 2 - 4 Units	1940s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000355
No	Multi-Family with 5+ Units	1940s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000601
No	Mobile Home	1940s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000013
No	Single-Family Detached	2010s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000121
No	Single-Family Attached	2010s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000016
No	Multi-Family with 2 - 4 Units	2010s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000055
No	Multi-Family with 5+ Units	2010s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000094
No	Mobile Home	2010s	Crawl	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002
No	Single-Family Detached	<1940	Heated Basement	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021098
