Dependency=Clothes Washer Presence	Dependency=Usage Level	Option=None	Option=Standard, 80% Usage	Option=Standard, 100% Usage	Option=Standard, 120% Usage	Option=EnergyStar, 80% Usage	Option=EnergyStar, 100% Usage	Option=EnergyStar, 120% Usage	resstock_probability
None	Low	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08458755784677176
None	Medium	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16917511569354352
None	High	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08458755784677176
None	Average	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Yes	Low	0.0	0.35	0.0	0.0	0.65	0.0	0.0	0.16541088253050407
Yes	Medium	0.0	0.0	0.35	0.0	0.0	0.65	0.0	0.33082176506100813
Yes	High	0.0	0.0	0.0	0.35	0.0	0.0	0.65	0.16541088253050407
Yes	Average	0.0	0.0	0.35	0.0	0.0	0.65	0.0	0.0
