Dependency=Vintage	Option=Uninsulated, TrunkBranch, Copper	Option=Uninsulated, HomeRun, PEX	resstock_probability
<1940	1.0	0.0	0.2841137182046737
1940s	1.0	0.0	0.07672458849680507
1950s	1.0	0.0	0.1580729385638253
1960s	1.0	0.0	0.13059022029307335
1970s	1.0	0.0	0.12463457241307309
1980s	1.0	0.0	0.07140919492050081
1990s	1.0	0.0	0.06643460606081487
2000s	0.0	1.0	0.07603565283213659
2010s	0.0	1.0	0.011981437328375949
