kitchen_fan,bath_fan
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0.5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0.5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0.5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0.5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0.5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0.5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0.5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0.5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0.5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0.5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0.5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0.5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0.5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0.5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0.5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0.5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0.5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0.5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0.5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0.5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0.5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0.5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0.5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0.5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0.5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0.5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0.5
0,0
