occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,extra_refrigerator,freezer,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,plug_loads_vehicle,plug_loads_well_pump,fuel_loads_grill,fuel_loads_lighting,fuel_loads_fireplace,pool_pump,pool_heater,hot_tub_pump,hot_tub_heater,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,vacancy
0.667,0.184,0.378,0.378,0,0,0.811,0.811,0.811,0,0.319,0,0.298,0.524,0.107,1,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,0,0.0965,0.331,1
0.667,0.321,0.256,0.256,0,0,0.811,0.811,0.811,0,0.617,0.4,0.257,0.582,0.126,1,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,0,0.236,0.113,1
0.667,0.312,0.267,0.267,0,0,0.791,0.791,0.791,0,0,0.367,0.264,0.582,0.142,1,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,0,0.543,0.0988,1
0.333,0.175,0.278,0.278,0,0,0.791,0.791,0.791,0,0,0,0.265,0.529,0.157,1,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,0,0,0.218,1
0.333,0.171,0.267,0.267,0,0,0.831,0.831,0.831,0,0,0,0.261,0.534,0.166,1,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,0,0,0.301,1
0.333,0.169,0.312,0.312,0,0,0.831,0.831,0.831,0,0,0,0.276,0.534,0.187,1,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,0,0,0.227,1
0.667,0.29,0.345,0.345,0,0.217,0.831,0.831,0.831,0,0,0,0.316,0.592,0.198,1,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,0,0,0.156,1
0.667,0.298,0.356,0.356,0,0.267,0.811,0.811,0.811,0,0.617,0.4,0.323,0.612,0.222,1,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,0,0.596,0,1
1,0.464,0.434,0.434,0,0,0.87,0.87,0.87,0,0,0.117,0.434,0.715,0.277,1,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,0,0.648,0.0428,1
1,0.567,0.59,0.59,0,0,0.949,0.949,0.949,0,0,0,0.59,0.775,0.34,1,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,0,0.559,0.128,1
1,0.736,0.701,0.701,0,0,0.989,0.989,0.989,0,0,0,0.701,0.79,0.457,1,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,0,0.603,0.514,1
1,0.895,0.745,0.745,0,0,0.949,0.949,0.949,0,0,0,0.745,0.745,0.64,1,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,0,0.342,0.255,1
1,0.928,0.79,0.79,0,0,0.93,0.93,0.93,0,0,0,0.79,0.701,0.791,1,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,0,0,0.214,1
1,0.555,0.768,0.768,0,0,0.91,0.91,0.91,0,0,0,0.598,0.602,0.749,1,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,0,0,0.128,1
1,0.35,0.656,0.656,0,0,0.87,0.87,0.87,0,0,0,0.524,0.553,0.453,1,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,0,0,0.214,1
1,0.116,0.556,0.556,0,0,0.811,0.811,0.811,0,0,0,0.357,0.489,0.196,1,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.445,0.445,0,0,0.791,0.791,0.791,0,0,0,0.258,0.465,0.0958,1,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.412,0.412,0,0,0.771,0.771,0.771,0,0,0,0.258,0.465,0.0479,1,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,0,0,0,1
1,0.0495,0.412,0.412,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0261,1,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.401,0.401,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0174,1,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,0,0,0,1
1,0.0495,0.367,0.367,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.024,1,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,0,0,0.0927,1
1,0.0816,0.401,0.401,0,0,0.712,0.712,0.712,0,0,0,0.305,0.474,0.0305,1,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,0,0,0,1
0.667,0.0495,0.478,0.478,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0523,1,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,0,0,0,1
0.667,0.0495,0.523,0.523,0,0,0.791,0.791,0.791,0,0,0,0.258,0.465,0.0937,1,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,0,0,0,1
0.667,0.0495,0.378,0.378,0,0,0.811,0.811,0.811,0,0,0,0.258,0.465,0.155,1,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,0,0,0.214,1
0.667,0.0495,0.256,0.256,0,0,0.811,0.811,0.811,0,0,0,0.258,0.465,0.205,1,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,0,0,0,1
0.667,0.0495,0.267,0.267,0,0.55,0.791,0.791,0.791,0,0,0,0.258,0.465,0.244,1,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,0,0,0,1
1,0.3,0.278,0.278,0,0.667,0.791,0.791,0.791,0,0,0,0.271,0.592,0.268,1,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,0,0,0,1
1,0.413,0.267,0.267,0,0,0.831,0.831,0.831,0,0,0,0.267,0.671,0.288,1,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,0,0,0.146,1
1,0.409,0.312,0.312,0,0,0.831,0.831,0.831,0,0,0,0.312,0.671,0.34,1,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,0,0,0.115,1
1,0.41,0.345,0.345,0,0.233,0.831,0.831,0.831,0,0,0,0.345,0.656,0.388,1,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,0,0,0.137,1
1,0.422,0.356,0.356,0,0,0.811,0.811,0.811,0,0,0,0.356,0.686,0.427,1,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,0,0,0.225,1
1,0.464,0.434,0.434,0,0,0.87,0.87,0.87,0,0,0,0.434,0.715,0.449,1,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,0,0,0.3,1
1,0.567,0.59,0.59,0,0,0.949,0.949,0.949,0,0,0,0.59,0.775,0.464,1,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,0,0,0.176,1
1,0.736,0.701,0.701,0,0,0.989,0.989,0.989,0,0,0,0.701,0.79,0.547,1,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,0,0,0.128,1
1,0.895,0.745,0.745,0,0,0.949,0.949,0.949,0,0,0,0.745,0.745,0.719,1,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,0,0,0.0857,1
1,0.928,0.79,0.79,0,0,0.93,0.93,0.93,0,0,0,0.79,0.701,0.845,1,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,0,0,0.295,1
1,0.807,0.768,0.768,0,0,0.91,0.91,0.91,0,0,0,0.768,0.671,0.78,1,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,0,0,0.273,1
1,0.35,0.656,0.656,0,0,0.87,0.87,0.87,0,0,0,0.524,0.553,0.492,1,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,0,0,0.257,1
1,0.183,0.556,0.556,0,0,0.811,0.811,0.811,0,0,0,0.457,0.513,0.224,1,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.099,0.445,0.445,0,0,0.791,0.791,0.791,0,0,0,0.383,0.503,0.0958,1,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.066,0.412,0.412,0,0,0.771,0.771,0.771,0,0,0,0.36,0.483,0.0479,1,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,0,0,0,1
1,0.0495,0.412,0.412,0,0,0.752,0.752,0.752,0,0,0,0.36,0.473,0.0261,1,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,0,0,0.0857,1
1,0.0495,0.401,0.401,0,0,0.732,0.732,0.732,0,0,0,0.353,0.463,0.0174,1,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,0,0,0,1
1,0.0495,0.367,0.367,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.024,1,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,0,0,0,1
1,0.0495,0.401,0.401,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0305,1,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,0,0,0,1
1,0.0495,0.478,0.478,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0523,1,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,0,0,0,1
1,0.0495,0.523,0.523,0,0,0.791,0.791,0.791,0,0,0,0.258,0.465,0.0937,1,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,0,0,0,1
1,0.184,0.378,0.378,0,0,0.811,0.811,0.811,0,0,0,0.298,0.524,0.155,1,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,0,0,0,1
0.667,0.185,0.256,0.256,0,0,0.811,0.811,0.811,0,0,0,0.257,0.524,0.205,1,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,0,0,0.0662,1
1,0.443,0.267,0.267,0,0,0.791,0.791,0.791,0,0,0,0.267,0.641,0.244,1,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,0,0,0.0997,1
1,0.426,0.278,0.278,0,0.483,0.791,0.791,0.791,0,0,0,0.278,0.656,0.268,1,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,0,0,0.137,1
1,0.413,0.267,0.267,0,0,0.831,0.831,0.831,0,0,0,0.267,0.671,0.288,1,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,0,0,0,1
0.667,0.289,0.312,0.312,0,0,0.831,0.831,0.831,0,0,0,0.294,0.602,0.34,1,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,0,0,0,1
0.667,0.29,0.345,0.345,0,0,0.831,0.831,0.831,0,0.298,0,0.316,0.592,0.388,1,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,0,0.175,0.123,1
0.667,0.298,0.356,0.356,0,0,0.811,0.811,0.811,0,0,0.767,0.323,0.612,0.427,1,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,0,0.424,0.182,1
0.667,0.326,0.434,0.434,0,0,0.87,0.87,0.87,0,0,0,0.375,0.632,0.449,1,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,0,0.399,0.295,1
0.667,0.395,0.59,0.59,0,0,0.949,0.949,0.949,0,0,0,0.479,0.672,0.464,1,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,0,0.529,0,1
0.333,0.278,0.701,0.701,0,0,0.989,0.989,0.989,0,0,0,0.405,0.574,0.547,1,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,0,0.442,0.257,1
0.667,0.613,0.745,0.745,0,0,0.949,0.949,0.949,0,0,0,0.583,0.652,0.719,1,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,0,0.527,0.106,1
0.667,0.342,0.79,0.79,0,0,0.93,0.93,0.93,0,0,0,0.435,0.544,0.845,1,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,0,0,0.0857,1
1,0.555,0.768,0.768,0,0,0.91,0.91,0.91,0,0,0,0.598,0.602,0.78,1,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,0,0,0.171,1
1,0.5,0.656,0.656,0,0,0.87,0.87,0.87,0,0,0,0.656,0.596,0.492,1,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,0,0,0.214,1
1,0.183,0.556,0.556,0,0,0.811,0.811,0.811,0,0,0,0.457,0.513,0.224,1,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.445,0.445,0,0,0.791,0.791,0.791,0,0,0,0.258,0.465,0.0806,1,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.412,0.412,0,0,0.771,0.771,0.771,0,0,0,0.258,0.465,0.0392,1,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,0,0,0.0428,1
1,0.0495,0.412,0.412,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0196,1,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.401,0.401,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0152,1,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,0,0,0,1
1,0.0495,0.367,0.367,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.024,1,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,0,0,0,1
1,0.0816,0.401,0.401,0,0.217,0.712,0.712,0.712,0,0,0,0.305,0.474,0.0392,1,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,0,0,0.225,1
1,0.342,0.478,0.478,0,0.5,0.752,0.752,0.752,0,0,0,0.478,0.551,0.0632,1,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,0,0,0.0825,1
0.667,0.305,0.523,0.523,0,0,0.791,0.791,0.791,0,0,0,0.435,0.572,0.0871,1,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,0,0,0.0906,1
0.333,0.184,0.378,0.378,0,0,0.811,0.811,0.811,0,0,0,0.298,0.524,0.107,1,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,0,0,0.306,1
0.333,0.185,0.256,0.256,0,0,0.811,0.811,0.811,0,0,0,0.257,0.524,0.126,1,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,0,0,0.106,1
0.333,0.181,0.267,0.267,0,0,0.791,0.791,0.791,0,0,0,0.261,0.524,0.142,1,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,0,0,0.293,1
0.333,0.175,0.278,0.278,0,0,0.791,0.791,0.791,0,0,0,0.265,0.529,0.157,1,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,0,0,0.233,1
0.333,0.171,0.267,0.267,0,0.467,0.831,0.831,0.831,0,0,0,0.261,0.534,0.166,1,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,0,0,0.198,1
0.667,0.289,0.312,0.312,0,0.75,0.831,0.831,0.831,0,0,0,0.294,0.602,0.187,1,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,0,0,0.153,1
0.333,0.17,0.345,0.345,0,0,0.831,0.831,0.831,0,0,0,0.287,0.529,0.198,1,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,0,0,0.0428,1
0.333,0.174,0.356,0.356,0,0,0.811,0.811,0.811,0,0,0,0.29,0.539,0.222,1,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,0,0,0.0428,1
0.667,0.326,0.434,0.434,0,0,0.87,0.87,0.87,0,0,0,0.375,0.632,0.277,1,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,0,0,0.0428,1
0.667,0.395,0.59,0.59,0,0,0.949,0.949,0.949,0,0,0,0.479,0.672,0.34,1,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,0,0,0.257,1
1,0.736,0.701,0.701,0,0,0.989,0.989,0.989,0,0,0,0.701,0.79,0.457,1,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,0,0,0.0857,1
1,0.895,0.745,0.745,0,0,0.949,0.949,0.949,0,0,0,0.745,0.745,0.64,1,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,0,0,0.171,1
1,0.928,0.79,0.79,0,0,0.93,0.93,0.93,0.667,0,0,0.79,0.701,0.791,1,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,0.591,0,0.171,1
1,0.555,0.768,0.768,0,0,0.91,0.91,0.91,0.35,0,0,0.598,0.602,0.749,1,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,0.131,0,0,1
1,0.2,0.656,0.656,0,0,0.87,0.87,0.87,0,0,0,0.391,0.509,0.453,1,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,0,0,0.14,1
1,0.116,0.556,0.556,0,0,0.811,0.811,0.811,0,0,0,0.357,0.489,0.196,1,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,0,0,0.214,1
1,0.0743,0.445,0.445,0,0,0.791,0.791,0.791,0,0,0,0.32,0.484,0.0806,1,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,0,0,0.0428,1
1,0.0495,0.412,0.412,0,0,0.771,0.771,0.771,0,0,0,0.258,0.465,0.0392,1,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,0,0,0,1
1,0.0495,0.412,0.412,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0196,1,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.401,0.401,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0152,1,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,0,0,0,1
1,0.0495,0.367,0.367,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.024,1,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,0,0,0,1
1,0.0495,0.401,0.401,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0392,1,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,0,0,0,1
1,0.245,0.478,0.478,0,0,0.752,0.752,0.752,0,0,0,0.405,0.523,0.0632,1,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,0,0,0.236,1
1,0.433,0.523,0.523,0,0,0.791,0.791,0.791,0,0.617,0.15,0.523,0.626,0.0871,1,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,0,0.26,0.0768,1
0.667,0.318,0.378,0.378,0,0,0.811,0.811,0.811,0,0,0.617,0.338,0.582,0.107,1,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,0,0.228,0.102,1
0.667,0.321,0.256,0.256,0,0,0.811,0.811,0.811,0,0,0,0.257,0.582,0.126,1,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,0,0.592,0,1
0.667,0.312,0.267,0.267,0,0,0.791,0.791,0.791,0,0,0,0.264,0.582,0.142,1,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,0,0.314,0.246,1
0.667,0.3,0.278,0.278,0,0,0.791,0.791,0.791,0,0,0,0.271,0.592,0.157,1,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,0,0.521,0.171,1
0.333,0.171,0.267,0.267,0,0,0.831,0.831,0.831,0,0,0,0.261,0.534,0.166,1,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,0,0.809,0.0857,1
0.333,0.169,0.312,0.312,0,0,0.831,0.831,0.831,0,0,0,0.276,0.534,0.187,1,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,0,0.592,0,1
0.333,0.17,0.345,0.345,0,0,0.831,0.831,0.831,0,0,0,0.287,0.529,0.198,1,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,0,0.518,0,1
0.667,0.298,0.356,0.356,0,0,0.811,0.811,0.811,0,0,0,0.323,0.612,0.222,1,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,0,0.542,0.257,1
0.667,0.326,0.434,0.434,0,0,0.87,0.87,0.87,0,0,0,0.375,0.632,0.277,1,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,0,0.201,0,1
0.667,0.395,0.59,0.59,0,0.967,0.949,0.949,0.949,0,0,0,0.479,0.672,0.34,1,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,0,0.781,0.385,1
1,0.736,0.701,0.701,0,1,0.989,0.989,0.989,0,0,0,0.701,0.79,0.457,1,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,0,0.635,0.0857,1
1,0.895,0.745,0.745,0,1,0.949,0.949,0.949,0,0,0,0.745,0.745,0.64,1,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,0,0.129,0.475,1
1,0.928,0.79,0.79,0,1,0.93,0.93,0.93,0,0,0,0.79,0.701,0.791,1,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,0,0,0.256,1
1,0.807,0.768,0.768,0,0.9,0.91,0.91,0.91,0,0,0,0.768,0.671,0.749,1,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,0,0,0.464,1
1,0.2,0.656,0.656,0,0,0.87,0.87,0.87,0,0,0,0.391,0.509,0.453,1,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,0,0,0.295,1
1,0.0495,0.556,0.556,0,0,0.811,0.811,0.811,0,0,0,0.258,0.465,0.196,1,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,0,0,0.0428,1
1,0.0495,0.445,0.445,0,0,0.791,0.791,0.791,0,0,0,0.258,0.465,0.0806,1,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.412,0.412,0,0,0.771,0.771,0.771,0,0,0,0.258,0.465,0.0392,1,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,0,0,0,1
1,0.0495,0.412,0.412,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0196,1,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.401,0.401,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0152,1,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,0,0,0,1
0.667,0.0495,0.367,0.367,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.024,1,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,0,0,0,1
0.667,0.0495,0.401,0.401,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0392,1,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,0,0,0,1
0.667,0.147,0.478,0.478,0,0,0.752,0.752,0.752,0,0,0,0.331,0.494,0.0632,1,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,0,0,0.165,1
0.667,0.177,0.523,0.523,0,0,0.791,0.791,0.791,0,0,0,0.346,0.519,0.0871,1,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,0,0,0.076,1
0.333,0.184,0.378,0.378,0,0,0.811,0.811,0.811,0,0,0,0.298,0.524,0.107,1,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,0,0,0.134,1
0.333,0.185,0.256,0.256,0,0,0.811,0.811,0.811,0,0,0,0.257,0.524,0.126,1,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,0,0,0.0857,1
0.333,0.181,0.267,0.267,0,0,0.791,0.791,0.791,0,0,0,0.261,0.524,0.142,1,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,0,0,0.3,1
0.333,0.175,0.278,0.278,0,0,0.791,0.791,0.791,0,0,0,0.265,0.529,0.157,1,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,0,0,0.3,1
0.333,0.0495,0.267,0.267,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.166,1,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,0,0,0.0857,1
0.333,0.0495,0.312,0.312,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.187,1,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,0,0,0,1
0.333,0.0495,0.345,0.345,0,0.233,0.831,0.831,0.831,0,0,0,0.258,0.465,0.198,1,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,0,0,0.257,1
0.333,0.174,0.356,0.356,0,0,0.811,0.811,0.811,0,0,0,0.29,0.539,0.222,1,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,0,0,0.0428,1
0.667,0.326,0.434,0.434,0,0.967,0.87,0.87,0.87,0,0,0,0.375,0.632,0.277,1,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,0,0,0,1
0.667,0.395,0.59,0.59,0,0,0.949,0.949,0.949,0,0,0,0.479,0.672,0.34,1,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,0,0,0,1
1,0.736,0.701,0.701,0,0,0.989,0.989,0.989,0,0,0,0.701,0.79,0.457,1,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,0,0,0.0428,1
1,0.895,0.745,0.745,0,0,0.949,0.949,0.949,0.767,0,0,0.745,0.745,0.64,1,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,0.606,0,0.171,1
1,0.928,0.79,0.79,0,0,0.93,0.93,0.93,0,0,0,0.79,0.701,0.791,1,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,0,0,0.343,1
1,0.555,0.768,0.768,0,0,0.91,0.91,0.91,0,0,0,0.598,0.602,0.749,1,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,0,0,0.257,1
1,0.0495,0.656,0.656,0,0,0.87,0.87,0.87,0,0,0,0.258,0.465,0.453,1,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.556,0.556,0,0,0.811,0.811,0.811,0,0,0,0.258,0.465,0.196,1,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.445,0.445,0,0,0.791,0.791,0.791,0,0,0,0.258,0.465,0.0806,1,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.412,0.412,0,0,0.771,0.771,0.771,0,0,0,0.258,0.465,0.0392,1,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,0,0,0,1
1,0.0495,0.412,0.412,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0196,1,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.401,0.401,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0152,1,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,0,0,0,1
1,0.0525,0.367,0.367,0,0,0.712,0.712,0.712,0,0,0,0.331,0.473,0.024,1,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,0,0,0.276,1
1,0.114,0.401,0.401,0,0.217,0.712,0.712,0.712,0,0,0,0.353,0.483,0.0392,1,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,0,0,0.0891,1
1,0.245,0.478,0.478,0,1,0.752,0.752,0.752,0,0,0,0.405,0.523,0.0632,1,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,0,0,0.202,1
0.667,0.305,0.523,0.523,0,1,0.791,0.791,0.791,0,0,0,0.435,0.572,0.0871,1,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,0,0,0.274,1
0.333,0.184,0.378,0.378,0,0.95,0.811,0.811,0.811,0,0,0,0.298,0.524,0.107,1,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,0,0,0.162,1
