Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AZ, 00105	0.016120	0.012090	0.044331	0.010075	0.073214	0.106798	0.113498	0.000000	0.623872	0.000000	0.000000
AZ, 00106	0.088759	0.000000	0.007903	0.000000	0.087543	0.078424	0.113498	0.061974	0.561898	0.000000	0.000000
AZ, 00107	0.084547	0.000000	0.053368	0.031179	0.045334	0.048203	0.113498	0.010107	0.613765	0.000000	0.000000
AZ, 00108	0.050683	0.000000	0.033405	0.010655	0.056442	0.111445	0.113498	0.130097	0.493775	0.000000	0.000000
AZ, 00109	0.045770	0.001316	0.031732	0.001609	0.017840	0.164363	0.113498	0.135017	0.488855	0.000000	0.000000
AZ, 00110	0.002804	0.003739	0.033647	0.000000	0.015515	0.206926	0.113498	0.033793	0.590079	0.000000	0.000000
AZ, 00111	0.000000	0.052526	0.000000	0.000000	0.000000	0.210104	0.113498	0.035230	0.588642	0.000000	0.000000
AZ, 00112	0.039898	0.005036	0.057910	0.033507	0.031376	0.094903	0.113498	0.066071	0.557801	0.000000	0.000000
AZ, 00113	0.123969	0.000000	0.018366	0.039486	0.000000	0.080809	0.113498	0.000000	0.623872	0.000000	0.000000
AZ, 00114	0.027542	0.000000	0.077707	0.073772	0.000000	0.083609	0.113498	0.129077	0.494795	0.000000	0.000000
AZ, 00115	0.031432	0.000000	0.095692	0.043306	0.037718	0.054482	0.113498	0.000000	0.623872	0.000000	0.000000
AZ, 00116	0.003603	0.003963	0.040709	0.059803	0.053679	0.100873	0.113498	0.071875	0.551997	0.000000	0.000000
AZ, 00117	0.000000	0.000000	0.000000	0.058969	0.000000	0.203661	0.113498	0.036843	0.587029	0.000000	0.000000
AZ, 00118	0.023358	0.000000	0.040238	0.027480	0.046716	0.124837	0.113498	0.080500	0.543372	0.000000	0.000000
AZ, 00119	0.023535	0.035837	0.090396	0.025675	0.028349	0.058838	0.113498	0.080238	0.543634	0.000000	0.000000
AZ, 00120	0.092049	0.000000	0.009012	0.000000	0.078531	0.083037	0.113498	0.023887	0.599985	0.000000	0.000000
AZ, 00121	0.155077	0.060030	0.000000	0.000000	0.000000	0.047523	0.113498	0.003825	0.620047	0.000000	0.000000
AZ, 00122	0.112297	0.019924	0.038036	0.000000	0.092373	0.000000	0.113498	0.000000	0.623872	0.000000	0.000000
AZ, 00123	0.024074	0.000000	0.065657	0.105052	0.045960	0.021886	0.113498	0.105475	0.518397	0.000000	0.000000
AZ, 00124	0.110986	0.000000	0.049449	0.000000	0.042856	0.059339	0.113498	0.000000	0.623872	0.000000	0.000000
AZ, 00125	0.000000	0.000000	0.000000	0.000000	0.000000	0.262630	0.113498	0.000000	0.623872	0.000000	0.000000
AZ, 00126	0.058673	0.000000	0.094994	0.000000	0.060070	0.048894	0.113498	0.000000	0.623872	0.000000	0.000000
AZ, 00127	0.041647	0.000000	0.010199	0.000000	0.021248	0.189535	0.113498	0.000000	0.623872	0.000000	0.000000
AZ, 00128	0.000000	0.000000	0.000000	0.262630	0.000000	0.000000	0.113498	0.000000	0.623872	0.000000	0.000000
AZ, 00129	0.088937	0.000000	0.045989	0.011782	0.060051	0.055871	0.113498	0.011657	0.612215	0.000000	0.000000
AZ, 00130	0.092618	0.000000	0.071050	0.000000	0.000000	0.098962	0.113498	0.032672	0.591200	0.000000	0.000000
AZ, 00131	0.067883	0.000000	0.120186	0.000000	0.018918	0.055642	0.113498	0.000000	0.623872	0.000000	0.000000
AZ, 00132	0.000000	0.000000	0.015373	0.000000	0.000000	0.247256	0.113498	0.017030	0.606842	0.000000	0.000000
AZ, 00133	0.091249	0.007668	0.004984	0.010735	0.037190	0.110803	0.113498	0.000000	0.623872	0.000000	0.000000
AZ, 00134	0.047139	0.215491	0.000000	0.000000	0.000000	0.000000	0.113498	0.021496	0.602376	0.000000	0.000000
AZ, 00201	0.066998	0.013400	0.114411	0.008246	0.014430	0.013400	0.282905	0.007891	0.478320	0.000000	0.000000
AZ, 00202	0.089292	0.000000	0.049748	0.000000	0.031252	0.060591	0.282905	0.005273	0.480938	0.000000	0.000000
AZ, 00203	0.071942	0.035553	0.003764	0.000000	0.067759	0.051865	0.282905	0.009210	0.477001	0.000000	0.000000
AZ, 00204	0.027427	0.000000	0.040891	0.030419	0.054854	0.077294	0.282905	0.063223	0.422989	0.000000	0.000000
AZ, 00205	0.000000	0.000000	0.000000	0.230884	0.000000	0.000000	0.282905	0.006494	0.479718	0.000000	0.000000
AZ, 00206	0.032983	0.018965	0.000000	0.033808	0.000000	0.145127	0.282905	0.000000	0.486211	0.000000	0.000000
AZ, 00207	0.020337	0.018542	0.048450	0.043066	0.030505	0.069983	0.282905	0.047205	0.439006	0.000000	0.000000
AZ, 00208	0.000000	0.007696	0.000000	0.000000	0.000000	0.223188	0.282905	0.091522	0.394689	0.000000	0.000000
AZ, 00209	0.075634	0.067673	0.087577	0.000000	0.000000	0.000000	0.282905	0.211634	0.274577	0.000000	0.000000
AZ, 00300	0.000000	0.017451	0.000000	0.002407	0.015044	0.013239	0.607837	0.024539	0.319483	0.000000	0.000000
AZ, 00400	0.070321	0.012843	0.014738	0.001684	0.063163	0.022317	0.373037	0.069219	0.372678	0.000000	0.000000
AZ, 00500	0.006089	0.011671	0.016999	0.034252	0.009895	0.018014	0.477541	0.034473	0.391065	0.000000	0.000000
AZ, 00600	0.000000	0.006386	0.000000	0.020488	0.031663	0.006918	0.613191	0.024807	0.296548	0.000000	0.000000
AZ, 00700	0.029236	0.000000	0.000000	0.016265	0.038913	0.000000	0.619490	0.006970	0.289125	0.000000	0.000000
AZ, 00800	0.000000	0.001433	0.000000	0.027129	0.009839	0.001815	0.537914	0.018059	0.403810	0.000000	0.000000
AZ, 00803	0.000000	0.000000	0.000000	0.053975	0.000000	0.000000	0.485315	0.013398	0.447312	0.000000	0.000000
AZ, 00805	0.008996	0.008996	0.008996	0.008996	0.008996	0.008996	0.485315	0.007526	0.453184	0.000000	0.000000
AZ, 00807	0.000000	0.000000	0.000000	0.006058	0.000000	0.047916	0.485315	0.026686	0.434024	0.000000	0.000000
AZ, 00900	0.002743	0.000000	0.001629	0.002657	0.011657	0.002314	0.950692	0.001632	0.026676	0.000000	0.000000
CA, 00101	0.026324	0.047553	0.073876	0.036514	0.000000	0.219930	0.033326	0.085440	0.477038	0.000000	0.000000
CA, 00102	0.021621	0.005497	0.054601	0.028217	0.006230	0.288031	0.033326	0.430130	0.132348	0.000000	0.000000
CA, 00103	0.167978	0.000000	0.000000	0.000000	0.000000	0.236219	0.033326	0.200112	0.362366	0.000000	0.000000
CA, 00104	0.049108	0.020147	0.090661	0.042812	0.094438	0.107030	0.033326	0.032607	0.529870	0.000000	0.000000
CA, 00105	0.174406	0.018855	0.010606	0.034174	0.045958	0.120198	0.033326	0.153820	0.408657	0.000000	0.000000
CA, 00106	0.000000	0.000000	0.000000	0.000000	0.404197	0.000000	0.033326	0.059838	0.502640	0.000000	0.000000
CA, 00107	0.000000	0.000000	0.025514	0.016114	0.320940	0.041628	0.033326	0.285137	0.277341	0.000000	0.000000
CA, 00108	0.006699	0.000000	0.016376	0.023820	0.008188	0.349113	0.033326	0.286778	0.275700	0.000000	0.000000
CA, 00109	0.008563	0.000000	0.040248	0.031685	0.023121	0.300578	0.033326	0.241895	0.320583	0.000000	0.000000
CA, 00110	0.008046	0.009939	0.038337	0.000000	0.020825	0.327049	0.033326	0.123565	0.438913	0.000000	0.000000
CA, 00300	0.000000	0.000000	0.044855	0.031519	0.000000	0.000000	0.435129	0.000000	0.488497	0.000000	0.000000
CA, 00701	0.048273	0.009939	0.000000	0.040110	0.063536	0.041529	0.318313	0.018930	0.459370	0.000000	0.000000
CA, 00702	0.000000	0.000000	0.017479	0.025423	0.031779	0.128706	0.318313	0.000000	0.478300	0.000000	0.000000
CA, 01100	0.000000	0.020997	0.003620	0.016291	0.057198	0.007964	0.453980	0.070999	0.368951	0.000000	0.000000
CA, 01301	0.121244	0.000000	0.000000	0.000000	0.052539	0.088912	0.051508	0.307014	0.378783	0.000000	0.000000
CA, 01302	0.000000	0.060390	0.099643	0.000000	0.000000	0.102662	0.051508	0.124690	0.561106	0.000000	0.000000
CA, 01303	0.000000	0.201603	0.000000	0.000000	0.061092	0.000000	0.051508	0.074476	0.611321	0.000000	0.000000
CA, 01304	0.000000	0.036618	0.049355	0.018044	0.026004	0.132674	0.051508	0.167832	0.517964	0.000000	0.000000
CA, 01305	0.053117	0.007588	0.034689	0.023487	0.014092	0.129722	0.051508	0.078884	0.606912	0.000000	0.000000
CA, 01306	0.000000	0.000000	0.000000	0.041207	0.000000	0.221488	0.051508	0.082153	0.603644	0.000000	0.000000
CA, 01307	0.045466	0.045466	0.089670	0.000000	0.000000	0.082092	0.051508	0.037272	0.648525	0.000000	0.000000
CA, 01308	0.000000	0.000000	0.000000	0.000000	0.000000	0.262695	0.051508	0.022373	0.663423	0.000000	0.000000
CA, 01309	0.044340	0.074458	0.069439	0.000000	0.055216	0.019242	0.051508	0.008144	0.677652	0.000000	0.000000
CA, 01500	0.023051	0.022608	0.010639	0.000000	0.000000	0.015515	0.652081	0.000000	0.276107	0.000000	0.000000
CA, 01700	0.000000	0.000000	0.000000	0.000000	0.138942	0.000000	0.141429	0.016425	0.703205	0.000000	0.000000
CA, 01901	0.058583	0.000000	0.000000	0.096379	0.118112	0.009449	0.126985	0.026328	0.564164	0.000000	0.000000
CA, 01902	0.004571	0.000000	0.021711	0.113123	0.067417	0.075701	0.126985	0.007283	0.583209	0.000000	0.000000
CA, 01903	0.122226	0.000000	0.031057	0.064119	0.035065	0.030056	0.126985	0.000000	0.590492	0.000000	0.000000
CA, 01904	0.056026	0.042139	0.019872	0.091700	0.046449	0.026337	0.126985	0.058658	0.531834	0.000000	0.000000
CA, 01905	0.067560	0.010529	0.000000	0.062295	0.120204	0.021935	0.126985	0.023920	0.566571	0.000000	0.000000
CA, 01906	0.010919	0.000000	0.025250	0.077796	0.081891	0.086668	0.126985	0.011943	0.578549	0.000000	0.000000
CA, 01907	0.034200	0.037174	0.000000	0.062452	0.148696	0.000000	0.126985	0.000000	0.590492	0.000000	0.000000
CA, 02300	0.005813	0.007993	0.020345	0.074476	0.083196	0.000000	0.250068	0.110036	0.448074	0.000000	0.000000
CA, 02500	0.023529	0.000000	0.000000	0.048739	0.124368	0.045377	0.272766	0.037982	0.447240	0.000000	0.000000
CA, 02901	0.000000	0.029050	0.011092	0.056515	0.011620	0.076586	0.195468	0.000000	0.619670	0.000000	0.000000
CA, 02902	0.004279	0.040653	0.020540	0.044932	0.010270	0.064188	0.195468	0.025093	0.594577	0.000000	0.000000
CA, 02903	0.002532	0.084581	0.033427	0.024311	0.013675	0.026337	0.195468	0.020057	0.599612	0.000000	0.000000
CA, 02904	0.000000	0.000000	0.000000	0.070120	0.114742	0.000000	0.195468	0.000000	0.619670	0.000000	0.000000
CA, 02905	0.036615	0.048225	0.013396	0.004912	0.045992	0.035722	0.195468	0.011710	0.607959	0.000000	0.000000
CA, 03100	0.023408	0.000000	0.036613	0.055820	0.105637	0.042015	0.166903	0.005025	0.564579	0.000000	0.000000
CA, 03300	0.032034	0.005873	0.000000	0.040043	0.000000	0.012280	0.491808	0.010876	0.407086	0.000000	0.000000
CA, 03701	0.000000	0.000000	0.244094	0.000000	0.000000	0.244094	0.054993	0.038068	0.418751	0.000000	0.000000
CA, 03702	0.000000	0.000000	0.107632	0.086490	0.059582	0.234484	0.054993	0.042759	0.414060	0.000000	0.000000
CA, 03703	0.034379	0.000000	0.272744	0.000000	0.000000	0.181065	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03704	0.000000	0.000000	0.072066	0.000000	0.104612	0.311511	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03705	0.000000	0.000000	0.123219	0.006697	0.005357	0.352915	0.054993	0.126894	0.329925	0.000000	0.000000
CA, 03706	0.180482	0.000000	0.050298	0.000000	0.053257	0.204152	0.054993	0.064601	0.392218	0.000000	0.000000
CA, 03707	0.036685	0.000000	0.158026	0.107232	0.000000	0.186245	0.054993	0.028064	0.428755	0.000000	0.000000
CA, 03708	0.075940	0.000000	0.300146	0.000000	0.000000	0.112103	0.054993	0.098577	0.358242	0.000000	0.000000
CA, 03709	0.000000	0.000000	0.000000	0.000000	0.000000	0.488189	0.054993	0.038068	0.418751	0.000000	0.000000
CA, 03710	0.000000	0.000000	0.377423	0.000000	0.000000	0.110765	0.054993	0.130935	0.325883	0.000000	0.000000
CA, 03711	0.099293	0.000000	0.091018	0.066195	0.046888	0.184795	0.054993	0.209161	0.247657	0.000000	0.000000
CA, 03712	0.077722	0.000000	0.114154	0.000000	0.000000	0.296313	0.054993	0.083860	0.372958	0.000000	0.000000
CA, 03713	0.000000	0.000000	0.000000	0.000000	0.000000	0.488189	0.054993	0.149837	0.306982	0.000000	0.000000
CA, 03714	0.000000	0.000000	0.000000	0.000000	0.000000	0.488189	0.054993	0.420635	0.036184	0.000000	0.000000
CA, 03715	0.000000	0.042620	0.092988	0.000000	0.000000	0.352581	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03716	0.000000	0.000000	0.000000	0.000000	0.000000	0.488189	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03717	0.208294	0.000000	0.097638	0.000000	0.182257	0.000000	0.054993	0.047892	0.408926	0.000000	0.000000
CA, 03718	0.008125	0.021667	0.131357	0.006771	0.035209	0.285059	0.054993	0.188957	0.267862	0.000000	0.000000
CA, 03719	0.005291	0.014910	0.025973	0.070703	0.032225	0.339087	0.054993	0.253392	0.203427	0.000000	0.000000
CA, 03720	0.205039	0.000000	0.036265	0.000000	0.000000	0.246884	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03721	0.030583	0.000000	0.086084	0.000000	0.027751	0.343771	0.054993	0.039381	0.417438	0.000000	0.000000
CA, 03722	0.097638	0.000000	0.165535	0.007295	0.027496	0.190225	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03723	0.065668	0.000000	0.218605	0.000000	0.012097	0.191819	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03724	0.012727	0.000000	0.083638	0.033637	0.032728	0.325459	0.054993	0.065583	0.391236	0.000000	0.000000
CA, 03725	0.016997	0.005573	0.018669	0.001951	0.000000	0.444998	0.054993	0.139688	0.317130	0.000000	0.000000
CA, 03726	0.348706	0.056457	0.000000	0.000000	0.000000	0.083025	0.054993	0.014591	0.442227	0.000000	0.000000
CA, 03727	0.191381	0.000000	0.120872	0.000000	0.041634	0.134302	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03728	0.000000	0.009868	0.183850	0.021293	0.085693	0.187485	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03729	0.116361	0.000000	0.098378	0.006347	0.044429	0.222673	0.054993	0.024472	0.432346	0.000000	0.000000
CA, 03730	0.081905	0.010542	0.098124	0.000000	0.047846	0.249771	0.054993	0.088659	0.368160	0.000000	0.000000
CA, 03731	0.032395	0.000000	0.145402	0.000000	0.093419	0.216973	0.054993	0.134870	0.321948	0.000000	0.000000
CA, 03732	0.044267	0.010911	0.064842	0.025875	0.018705	0.323589	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03733	0.020397	0.013302	0.108634	0.000000	0.039463	0.306393	0.054993	0.364220	0.092598	0.000000	0.000000
CA, 03734	0.025618	0.013051	0.112138	0.004834	0.015467	0.317081	0.054993	0.290044	0.166775	0.000000	0.000000
CA, 03735	0.020285	0.060855	0.208258	0.000000	0.000000	0.198791	0.054993	0.052395	0.404424	0.000000	0.000000
CA, 03736	0.095419	0.000000	0.133142	0.026628	0.073228	0.159771	0.054993	0.093925	0.362893	0.000000	0.000000
CA, 03737	0.081365	0.107401	0.143202	0.048819	0.000000	0.107401	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03738	0.072482	0.042637	0.098064	0.000000	0.000000	0.275006	0.054993	0.215282	0.241536	0.000000	0.000000
CA, 03739	0.000000	0.170298	0.317890	0.000000	0.000000	0.000000	0.054993	0.291159	0.165660	0.000000	0.000000
CA, 03740	0.000000	0.000000	0.000000	0.000000	0.000000	0.488189	0.054993	0.115860	0.340959	0.000000	0.000000
CA, 03741	0.000000	0.130184	0.013018	0.000000	0.260367	0.084619	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03742	0.142617	0.197470	0.090507	0.000000	0.057595	0.000000	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03743	0.000000	0.213582	0.000000	0.274606	0.000000	0.000000	0.054993	0.219273	0.237546	0.000000	0.000000
CA, 03744	0.013994	0.007617	0.021965	0.004251	0.000000	0.440362	0.054993	0.273041	0.183778	0.000000	0.000000
CA, 03745	0.064554	0.090106	0.106245	0.057829	0.068588	0.100865	0.054993	0.305229	0.151590	0.000000	0.000000
CA, 03746	0.031965	0.000000	0.116235	0.050853	0.021794	0.267341	0.054993	0.263017	0.193802	0.000000	0.000000
CA, 03747	0.000000	0.000000	0.000000	0.488189	0.000000	0.000000	0.054993	0.095714	0.361104	0.000000	0.000000
CA, 03748	0.021077	0.000000	0.029594	0.015542	0.010432	0.411543	0.054993	0.074965	0.381854	0.000000	0.000000
CA, 03749	0.077882	0.000000	0.037991	0.132970	0.000000	0.239345	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03750	0.079443	0.000000	0.128133	0.000000	0.052535	0.228078	0.054993	0.186554	0.270264	0.000000	0.000000
CA, 03751	0.000000	0.060251	0.021629	0.253364	0.000000	0.152945	0.054993	0.261300	0.195518	0.000000	0.000000
CA, 03752	0.000000	0.000000	0.060245	0.110102	0.101793	0.216049	0.054993	0.334258	0.122561	0.000000	0.000000
CA, 03753	0.000000	0.000000	0.080280	0.000000	0.086789	0.321120	0.054993	0.056461	0.400358	0.000000	0.000000
CA, 03754	0.080753	0.110118	0.000000	0.000000	0.179859	0.117459	0.054993	0.223906	0.232913	0.000000	0.000000
CA, 03755	0.000000	0.000000	0.000000	0.235677	0.000000	0.252511	0.054993	0.077573	0.379246	0.000000	0.000000
CA, 03756	0.000000	0.000000	0.488189	0.000000	0.000000	0.000000	0.054993	0.270543	0.186276	0.000000	0.000000
CA, 03757	0.047448	0.000000	0.024251	0.144453	0.043231	0.228805	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03758	0.074025	0.009370	0.196775	0.023426	0.017803	0.166790	0.054993	0.145904	0.310915	0.000000	0.000000
CA, 03759	0.225063	0.000000	0.021513	0.000000	0.155558	0.086054	0.054993	0.310479	0.146340	0.000000	0.000000
CA, 03760	0.000000	0.000000	0.268504	0.219685	0.000000	0.000000	0.054993	0.056350	0.400469	0.000000	0.000000
CA, 03761	0.000000	0.000000	0.488189	0.000000	0.000000	0.000000	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03762	0.054736	0.000000	0.171606	0.000000	0.063612	0.198234	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03763	0.119744	0.000000	0.211855	0.000000	0.000000	0.156589	0.054993	0.000000	0.456819	0.000000	0.000000
CA, 03764	0.196850	0.000000	0.000000	0.000000	0.000000	0.291338	0.054993	0.239286	0.217533	0.000000	0.000000
CA, 03765	0.000000	0.000000	0.000000	0.488189	0.000000	0.000000	0.054993	0.071502	0.385317	0.000000	0.000000
CA, 03766	0.048919	0.022463	0.036439	0.026456	0.031448	0.322464	0.054993	0.232830	0.223989	0.000000	0.000000
CA, 03767	0.087518	0.019145	0.143585	0.075211	0.031452	0.131278	0.054993	0.067399	0.389419	0.000000	0.000000
CA, 03768	0.000000	0.000000	0.235866	0.000000	0.000000	0.252322	0.054993	0.106237	0.350582	0.000000	0.000000
CA, 03769	0.081365	0.081365	0.081365	0.081365	0.081365	0.081365	0.054993	0.106498	0.350321	0.000000	0.000000
CA, 03900	0.021977	0.021977	0.021977	0.021977	0.021977	0.021977	0.228262	0.000000	0.639873	0.000000	0.000000
CA, 04101	0.000000	0.000000	0.000000	0.077293	0.000000	0.262797	0.043337	0.000000	0.616572	0.000000	0.000000
