Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Location Region	Dependency=Geometry Foundation Type	Option=Uninsulated	Option=R-13	Option=R-19	Option=R-30	Option=R-38	Option=None
Single-Family Attached	2040s	CR06	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR07	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR08	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR09	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR10	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR11	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR02	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR03	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR04	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR05	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR06	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR07	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR08	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR09	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR10	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR11	Heated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR02	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	2040s	CR03	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	2040s	CR04	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	2040s	CR05	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	2040s	CR06	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	2040s	CR07	Pier and Beam	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	2040s	CR08	Pier and Beam	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	2040s	CR09	Pier and Beam	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2040s	CR10	Pier and Beam	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
Mobile Home	2040s	CR11	Pier and Beam	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2040s	CR02	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2040s	CR03	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2040s	CR04	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2040s	CR05	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2040s	CR06	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2040s	CR07	Pier and Beam	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2040s	CR08	Pier and Beam	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2040s	CR09	Pier and Beam	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2040s	CR10	Pier and Beam	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	2040s	CR11	Pier and Beam	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	2040s	CR02	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	2040s	CR03	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	2040s	CR04	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	2040s	CR05	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	2040s	CR06	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 5+ Units	2040s	CR07	Pier and Beam	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	2040s	CR08	Pier and Beam	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	2040s	CR09	Pier and Beam	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	2040s	CR10	Pier and Beam	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
Multi-Family with 5+ Units	2040s	CR11	Pier and Beam	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Single-Family Attached	2040s	CR02	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Single-Family Attached	2040s	CR03	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Single-Family Attached	2040s	CR04	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Single-Family Attached	2040s	CR05	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Single-Family Attached	2040s	CR06	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Single-Family Attached	2040s	CR07	Pier and Beam	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Single-Family Attached	2040s	CR08	Pier and Beam	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Single-Family Attached	2040s	CR09	Pier and Beam	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	2040s	CR10	Pier and Beam	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Attached	2040s	CR11	Pier and Beam	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Single-Family Detached	2040s	CR02	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Single-Family Detached	2040s	CR03	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Single-Family Detached	2040s	CR04	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Single-Family Detached	2040s	CR05	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Single-Family Detached	2040s	CR06	Pier and Beam	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Single-Family Detached	2040s	CR07	Pier and Beam	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Single-Family Detached	2040s	CR08	Pier and Beam	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Single-Family Detached	2040s	CR09	Pier and Beam	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	2040s	CR10	Pier and Beam	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	2040s	CR11	Pier and Beam	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	2040s	CR02	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR03	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR04	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR05	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR06	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR07	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR08	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR09	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR10	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR11	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR02	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR03	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR04	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR05	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR06	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR07	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR08	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR09	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR10	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR11	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR02	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR03	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR04	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR05	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR06	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR07	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR08	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR09	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR10	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR11	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR02	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR03	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR04	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR05	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR06	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR07	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR08	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR09	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR10	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR11	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR02	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR03	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR04	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR05	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR06	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR07	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR08	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR09	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR10	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR11	Slab	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR02	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR03	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR04	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR05	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR06	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR07	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR08	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR09	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR10	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Mobile Home	2040s	CR11	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR02	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR03	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR04	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR05	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR06	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR07	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR08	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR09	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR10	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 2 - 4 Units	2040s	CR11	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR02	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR03	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR04	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR05	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR06	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR07	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR08	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR09	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR10	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Multi-Family with 5+ Units	2040s	CR11	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR02	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR03	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR04	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR05	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR06	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR07	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR08	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR09	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR10	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Attached	2040s	CR11	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR02	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR03	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR04	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR05	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR06	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR07	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR08	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
Single-Family Detached	2040s	CR09	Unheated Basement	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
