Dependency=PUMA	Dependency=Geometry Building Type ACS	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Option=<1940	sample_count	sample_weight
OH, 04602	2 Unit	0.104457	0.063953	0.159541	0.214166	0.169630	0.073035	0.000000	0.000000	0.215218	0.000000	0.000000
OH, 04602	20 to 49 Unit	0.000000	0.079085	0.159013	0.274934	0.204488	0.128630	0.000000	0.000000	0.153851	0.000000	0.000000
OH, 04602	3 or 4 Unit	0.035604	0.126231	0.110749	0.174104	0.242348	0.111784	0.020341	0.071946	0.106895	0.000000	0.000000
OH, 04602	5 to 9 Unit	0.012864	0.157708	0.207359	0.186236	0.155338	0.198517	0.067648	0.000000	0.014328	0.000000	0.000000
OH, 04602	50 or more Unit	0.044026	0.142140	0.072651	0.165255	0.182112	0.353103	0.016396	0.000000	0.024318	0.000000	0.000000
OH, 04602	Mobile Home	0.000000	0.000000	0.209191	0.022020	0.433082	0.172746	0.162960	0.000000	0.000000	0.000000	0.000000
OH, 04602	Single-Family Attached	0.028064	0.057167	0.094487	0.219759	0.194059	0.148879	0.162253	0.033283	0.062049	0.000000	0.000000
OH, 04602	Single-Family Detached	0.058538	0.259501	0.154913	0.151568	0.075155	0.059342	0.049165	0.010806	0.181012	0.000000	0.000000
OH, 04603	10 to 19 Unit	0.028275	0.053665	0.256352	0.195976	0.149342	0.088386	0.060231	0.098156	0.069617	0.000000	0.000000
OH, 04603	2 Unit	0.230984	0.134120	0.087759	0.095428	0.236128	0.013993	0.000000	0.000000	0.201589	0.000000	0.000000
OH, 04603	20 to 49 Unit	0.061736	0.062518	0.214467	0.117287	0.342584	0.079799	0.044822	0.053171	0.023617	0.000000	0.000000
OH, 04603	3 or 4 Unit	0.081319	0.123665	0.157159	0.159730	0.163621	0.176157	0.025367	0.000000	0.112981	0.000000	0.000000
OH, 04603	5 to 9 Unit	0.050520	0.091896	0.236039	0.155498	0.236819	0.149513	0.033151	0.007908	0.038656	0.000000	0.000000
OH, 04603	50 or more Unit	0.065445	0.055313	0.309698	0.098009	0.214651	0.124579	0.038280	0.012432	0.081592	0.000000	0.000000
OH, 04603	Mobile Home	0.000000	0.000000	0.040430	0.190781	0.384468	0.221360	0.162960	0.000000	0.000000	0.000000	0.000000
OH, 04603	Single-Family Attached	0.065619	0.061340	0.110823	0.095315	0.148587	0.209017	0.113330	0.018586	0.177384	0.000000	0.000000
OH, 04603	Single-Family Detached	0.126511	0.199021	0.210608	0.107389	0.049385	0.072667	0.048685	0.011259	0.174475	0.000000	0.000000
OH, 04604	10 to 19 Unit	0.021474	0.051423	0.213758	0.304816	0.238286	0.119984	0.050259	0.000000	0.000000	0.000000	0.000000
OH, 04604	2 Unit	0.141772	0.075373	0.068107	0.162453	0.067661	0.094369	0.031864	0.050822	0.307578	0.000000	0.000000
OH, 04604	20 to 49 Unit	0.000000	0.000000	0.071146	0.377551	0.117999	0.186076	0.059609	0.000000	0.187619	0.000000	0.000000
OH, 04604	3 or 4 Unit	0.073973	0.202065	0.099490	0.269029	0.200485	0.068807	0.013645	0.000000	0.072507	0.000000	0.000000
OH, 04604	5 to 9 Unit	0.030884	0.048279	0.106455	0.229033	0.257119	0.200764	0.055976	0.071490	0.000000	0.000000	0.000000
OH, 04604	50 or more Unit	0.025906	0.106504	0.042981	0.229230	0.262749	0.177070	0.015004	0.000000	0.140555	0.000000	0.000000
OH, 04604	Mobile Home	0.000000	0.000000	0.231212	0.000000	0.000000	0.605828	0.162960	0.000000	0.000000	0.000000	0.000000
OH, 04604	Single-Family Attached	0.075252	0.026187	0.046538	0.236119	0.256734	0.151646	0.134988	0.044799	0.027738	0.000000	0.000000
OH, 04604	Single-Family Detached	0.073555	0.251332	0.189221	0.119929	0.056367	0.064536	0.047649	0.008924	0.188487	0.000000	0.000000
OH, 04700	10 to 19 Unit	0.023114	0.026645	0.044722	0.085746	0.145775	0.203134	0.318987	0.133111	0.018766	0.000000	0.000000
OH, 04700	2 Unit	0.084520	0.176083	0.167673	0.147552	0.117567	0.118831	0.039765	0.048788	0.099220	0.000000	0.000000
OH, 04700	20 to 49 Unit	0.000000	0.000000	0.229062	0.214465	0.075133	0.079366	0.330612	0.047489	0.023872	0.000000	0.000000
OH, 04700	3 or 4 Unit	0.036157	0.038441	0.078537	0.230826	0.161182	0.179216	0.089739	0.041814	0.144087	0.000000	0.000000
OH, 04700	5 to 9 Unit	0.003955	0.035309	0.053258	0.172794	0.152530	0.318444	0.190591	0.044548	0.028569	0.000000	0.000000
OH, 04700	50 or more Unit	0.049947	0.009081	0.117543	0.109390	0.134469	0.101172	0.363921	0.035632	0.078846	0.000000	0.000000
OH, 04700	Mobile Home	0.000000	0.055782	0.000000	0.383673	0.317790	0.128468	0.088435	0.024490	0.001361	0.000000	0.000000
OH, 04700	Single-Family Attached	0.041453	0.052852	0.024915	0.147414	0.145897	0.233061	0.227673	0.062434	0.064301	0.000000	0.000000
OH, 04700	Single-Family Detached	0.040992	0.197742	0.158817	0.157528	0.073370	0.116761	0.121626	0.036297	0.096867	0.000000	0.000000
OH, 04800	10 to 19 Unit	0.000000	0.042785	0.079534	0.190314	0.278694	0.039461	0.193615	0.000000	0.175596	0.000000	0.000000
OH, 04800	2 Unit	0.041125	0.046195	0.110859	0.110859	0.096872	0.047511	0.137011	0.000000	0.409567	0.000000	0.000000
OH, 04800	20 to 49 Unit	0.000000	0.009064	0.299562	0.274408	0.053608	0.009927	0.120241	0.078778	0.154411	0.000000	0.000000
OH, 04800	3 or 4 Unit	0.007409	0.051860	0.038420	0.175485	0.246132	0.148761	0.100100	0.153819	0.078016	0.000000	0.000000
OH, 04800	5 to 9 Unit	0.000000	0.108079	0.038082	0.128718	0.224184	0.347848	0.134979	0.000000	0.018109	0.000000	0.000000
OH, 04800	50 or more Unit	0.028197	0.093992	0.282181	0.189702	0.201771	0.144122	0.060034	0.000000	0.000000	0.000000	0.000000
OH, 04800	Mobile Home	0.000000	0.004185	0.046141	0.134269	0.234761	0.421233	0.117580	0.041831	0.000000	0.000000	0.000000
OH, 04800	Single-Family Attached	0.059864	0.034537	0.029781	0.316132	0.043693	0.043693	0.101434	0.000000	0.370866	0.000000	0.000000
OH, 04800	Single-Family Detached	0.060797	0.167865	0.104153	0.105907	0.085534	0.124066	0.111154	0.021132	0.219392	0.000000	0.000000
OH, 04900	10 to 19 Unit	0.000000	0.000000	0.111874	0.137045	0.143115	0.032797	0.307952	0.256663	0.010554	0.000000	0.000000
OH, 04900	2 Unit	0.017701	0.103848	0.046053	0.273685	0.119229	0.138866	0.016717	0.055506	0.228396	0.000000	0.000000
OH, 04900	20 to 49 Unit	0.000000	0.000000	0.076829	0.359884	0.165962	0.243554	0.140420	0.000000	0.013351	0.000000	0.000000
OH, 04900	3 or 4 Unit	0.020258	0.057658	0.135525	0.123363	0.166703	0.274134	0.163351	0.000000	0.059008	0.000000	0.000000
OH, 04900	5 to 9 Unit	0.055617	0.078875	0.060885	0.246922	0.332943	0.078128	0.079262	0.014185	0.053183	0.000000	0.000000
OH, 04900	50 or more Unit	0.000000	0.056828	0.095044	0.495379	0.257907	0.046055	0.048788	0.000000	0.000000	0.000000	0.000000
OH, 04900	Mobile Home	0.001545	0.000978	0.064170	0.170569	0.224316	0.292878	0.221764	0.023779	0.000000	0.000000	0.000000
OH, 04900	Single-Family Attached	0.126889	0.027042	0.020439	0.074323	0.162447	0.148408	0.064180	0.042882	0.333389	0.000000	0.000000
OH, 04900	Single-Family Detached	0.062476	0.145489	0.077401	0.110003	0.102162	0.153920	0.120613	0.040794	0.187141	0.000000	0.000000
OH, 05000	10 to 19 Unit	0.000000	0.027547	0.124299	0.094321	0.216869	0.337250	0.149290	0.025193	0.025231	0.000000	0.000000
OH, 05000	2 Unit	0.122629	0.008886	0.137365	0.097505	0.174182	0.058575	0.047302	0.040035	0.313521	0.000000	0.000000
OH, 05000	20 to 49 Unit	0.019812	0.041710	0.172706	0.051092	0.167315	0.217057	0.081627	0.194443	0.054238	0.000000	0.000000
OH, 05000	3 or 4 Unit	0.087270	0.060907	0.043287	0.057089	0.190806	0.321690	0.074957	0.052333	0.111659	0.000000	0.000000
OH, 05000	5 to 9 Unit	0.032472	0.000000	0.039726	0.120196	0.426303	0.161304	0.023109	0.088667	0.108224	0.000000	0.000000
OH, 05000	50 or more Unit	0.093972	0.000000	0.052552	0.161009	0.015458	0.207978	0.373730	0.095301	0.000000	0.000000	0.000000
OH, 05000	Mobile Home	0.000000	0.008517	0.029233	0.151556	0.190766	0.380352	0.198957	0.035566	0.005053	0.000000	0.000000
OH, 05000	Single-Family Attached	0.054085	0.000000	0.089813	0.062660	0.119802	0.044926	0.343482	0.000000	0.285233	0.000000	0.000000
OH, 05000	Single-Family Detached	0.060093	0.091842	0.109090	0.143531	0.103517	0.121551	0.114975	0.032878	0.222524	0.000000	0.000000
OH, 05100	10 to 19 Unit	0.187346	0.246420	0.078783	0.144436	0.050541	0.017495	0.052090	0.000000	0.222888	0.000000	0.000000
OH, 05100	2 Unit	0.061906	0.058234	0.079588	0.113600	0.138973	0.065861	0.064259	0.191575	0.226005	0.000000	0.000000
OH, 05100	20 to 49 Unit	0.035062	0.056403	0.193704	0.209517	0.070228	0.093053	0.000000	0.000000	0.342033	0.000000	0.000000
OH, 05100	3 or 4 Unit	0.098763	0.034293	0.064918	0.307694	0.236976	0.060824	0.041673	0.061649	0.093211	0.000000	0.000000
OH, 05100	5 to 9 Unit	0.090785	0.075654	0.079176	0.275364	0.185469	0.082154	0.048990	0.053633	0.108775	0.000000	0.000000
OH, 05100	50 or more Unit	0.000000	0.098162	0.271668	0.372206	0.084554	0.019001	0.000000	0.000000	0.154410	0.000000	0.000000
OH, 05100	Mobile Home	0.004061	0.011836	0.052216	0.186019	0.195476	0.334807	0.159927	0.053159	0.002499	0.000000	0.000000
OH, 05100	Single-Family Attached	0.000000	0.089230	0.079538	0.318153	0.126237	0.083079	0.111712	0.000000	0.192050	0.000000	0.000000
OH, 05100	Single-Family Detached	0.091648	0.157095	0.127168	0.130518	0.079310	0.101695	0.071881	0.030903	0.209781	0.000000	0.000000
OH, 05200	10 to 19 Unit	0.000000	0.024881	0.140568	0.234813	0.354862	0.118948	0.054354	0.000000	0.071574	0.000000	0.000000
OH, 05200	2 Unit	0.114476	0.003240	0.010678	0.135757	0.158074	0.156181	0.107740	0.065821	0.248034	0.000000	0.000000
OH, 05200	20 to 49 Unit	0.000000	0.023891	0.086235	0.131227	0.190783	0.244295	0.030928	0.000000	0.292641	0.000000	0.000000
OH, 05200	3 or 4 Unit	0.000000	0.045230	0.068798	0.117939	0.163653	0.284614	0.180727	0.038415	0.100624	0.000000	0.000000
OH, 05200	5 to 9 Unit	0.011990	0.028775	0.038949	0.309052	0.133457	0.299491	0.174615	0.000000	0.003672	0.000000	0.000000
OH, 05200	50 or more Unit	0.000000	0.108720	0.033591	0.345507	0.309691	0.202490	0.000000	0.000000	0.000000	0.000000	0.000000
OH, 05200	Mobile Home	0.000000	0.012998	0.065404	0.165338	0.242775	0.343283	0.154352	0.015851	0.000000	0.000000	0.000000
OH, 05200	Single-Family Attached	0.000000	0.048028	0.095324	0.032817	0.059253	0.289040	0.304418	0.039648	0.131472	0.000000	0.000000
OH, 05200	Single-Family Detached	0.060799	0.101600	0.075030	0.133039	0.087870	0.160334	0.133507	0.025573	0.222248	0.000000	0.000000
OH, 05301	10 to 19 Unit	0.000000	0.019205	0.131791	0.203113	0.127088	0.161636	0.189647	0.167519	0.000000	0.000000	0.000000
OH, 05301	2 Unit	0.002347	0.073145	0.023684	0.138158	0.108060	0.579252	0.016475	0.006671	0.052208	0.000000	0.000000
OH, 05301	20 to 49 Unit	0.007055	0.049387	0.290497	0.108224	0.013599	0.312766	0.204720	0.013752	0.000000	0.000000	0.000000
OH, 05301	3 or 4 Unit	0.004767	0.011442	0.021169	0.089487	0.320077	0.163867	0.162876	0.148683	0.077631	0.000000	0.000000
OH, 05301	5 to 9 Unit	0.000000	0.028050	0.043950	0.201129	0.211038	0.224080	0.261686	0.015287	0.014779	0.000000	0.000000
OH, 05301	50 or more Unit	0.000000	0.034528	0.000000	0.166481	0.000000	0.117079	0.237902	0.444010	0.000000	0.000000	0.000000
OH, 05301	Mobile Home	0.000000	0.000000	0.059658	0.259283	0.333011	0.151668	0.111421	0.084958	0.000000	0.000000	0.000000
OH, 05301	Single-Family Attached	0.015964	0.017675	0.090022	0.141034	0.133775	0.233607	0.334240	0.023543	0.010140	0.000000	0.000000
OH, 05301	Single-Family Detached	0.016646	0.086194	0.067112	0.109828	0.061673	0.258670	0.263639	0.070502	0.065736	0.000000	0.000000
OH, 05302	10 to 19 Unit	0.000000	0.011880	0.104711	0.075282	0.130726	0.278380	0.215877	0.145729	0.037415	0.000000	0.000000
OH, 05302	2 Unit	0.056965	0.180947	0.084938	0.231456	0.124016	0.138606	0.093773	0.000000	0.089300	0.000000	0.000000
OH, 05302	20 to 49 Unit	0.000000	0.000000	0.049914	0.112307	0.231498	0.158619	0.337386	0.110276	0.000000	0.000000	0.000000
OH, 05302	3 or 4 Unit	0.000000	0.031038	0.015981	0.263068	0.195957	0.173996	0.153442	0.083804	0.082715	0.000000	0.000000
OH, 05302	5 to 9 Unit	0.000000	0.021988	0.093210	0.113870	0.181899	0.374363	0.145926	0.068744	0.000000	0.000000	0.000000
OH, 05302	50 or more Unit	0.000000	0.000000	0.021154	0.291925	0.155522	0.252906	0.132500	0.145993	0.000000	0.000000	0.000000
OH, 05302	Mobile Home	0.000000	0.000000	0.000000	0.318942	0.484680	0.000000	0.111421	0.084958	0.000000	0.000000	0.000000
OH, 05302	Single-Family Attached	0.024569	0.019460	0.010321	0.071969	0.095727	0.276210	0.418134	0.040765	0.042846	0.000000	0.000000
OH, 05302	Single-Family Detached	0.013804	0.090879	0.085913	0.104420	0.097758	0.220107	0.251792	0.070680	0.064647	0.000000	0.000000
OH, 05401	10 to 19 Unit	0.000000	0.041114	0.030770	0.183221	0.202325	0.294216	0.059942	0.061057	0.127354	0.000000	0.000000
OH, 05401	2 Unit	0.000000	0.000000	0.276372	0.095809	0.187821	0.135709	0.167732	0.000000	0.136557	0.000000	0.000000
OH, 05401	20 to 49 Unit	0.168668	0.000000	0.137706	0.275412	0.202856	0.125095	0.000000	0.090263	0.000000	0.000000	0.000000
OH, 05401	3 or 4 Unit	0.000000	0.000000	0.000000	0.448205	0.199371	0.231737	0.071434	0.049253	0.000000	0.000000	0.000000
OH, 05401	5 to 9 Unit	0.000000	0.024298	0.169857	0.233088	0.073422	0.222822	0.229404	0.015604	0.031506	0.000000	0.000000
OH, 05401	50 or more Unit	0.249357	0.000000	0.198295	0.107080	0.074780	0.044985	0.096707	0.088125	0.140670	0.000000	0.000000
OH, 05401	Mobile Home	0.001055	0.001055	0.036229	0.230055	0.126941	0.490067	0.094692	0.009349	0.010555	0.000000	0.000000
OH, 05401	Single-Family Attached	0.000000	0.000000	0.020842	0.178101	0.198679	0.249728	0.173936	0.030858	0.147857	0.000000	0.000000
OH, 05401	Single-Family Detached	0.063380	0.132830	0.073937	0.164581	0.098610	0.158289	0.155594	0.029654	0.123125	0.000000	0.000000
OH, 05402	10 to 19 Unit	0.000000	0.039788	0.075532	0.256810	0.304979	0.101660	0.184450	0.029221	0.007559	0.000000	0.000000
OH, 05402	2 Unit	0.070914	0.089717	0.025799	0.212982	0.059834	0.064915	0.029232	0.199762	0.246844	0.000000	0.000000
OH, 05402	20 to 49 Unit	0.012990	0.000000	0.194119	0.169232	0.143316	0.269571	0.086348	0.101843	0.022580	0.000000	0.000000
OH, 05402	3 or 4 Unit	0.023445	0.072589	0.168608	0.234946	0.168648	0.093799	0.136604	0.000000	0.101360	0.000000	0.000000
OH, 05402	5 to 9 Unit	0.000000	0.019524	0.028708	0.312378	0.204646	0.303216	0.090691	0.000000	0.040836	0.000000	0.000000
OH, 05402	50 or more Unit	0.014873	0.069053	0.028222	0.416820	0.079252	0.128366	0.097218	0.000000	0.166195	0.000000	0.000000
OH, 05402	Mobile Home	0.001055	0.001055	0.107711	0.158574	0.210686	0.406323	0.094692	0.009349	0.010555	0.000000	0.000000
OH, 05402	Single-Family Attached	0.007766	0.017922	0.080892	0.127162	0.357346	0.197418	0.065753	0.000000	0.145741	0.000000	0.000000
OH, 05402	Single-Family Detached	0.054287	0.147062	0.098327	0.140917	0.104033	0.137460	0.163476	0.032049	0.122389	0.000000	0.000000
OH, 05403	10 to 19 Unit	0.000000	0.039261	0.058965	0.219204	0.208585	0.204461	0.170901	0.073733	0.024890	0.000000	0.000000
OH, 05403	2 Unit	0.019208	0.040438	0.089178	0.115221	0.318253	0.044667	0.044984	0.000000	0.328052	0.000000	0.000000
OH, 05403	20 to 49 Unit	0.000000	0.056528	0.082449	0.097545	0.069834	0.063672	0.317267	0.312706	0.000000	0.000000	0.000000
OH, 05403	3 or 4 Unit	0.041876	0.049631	0.158202	0.261922	0.221997	0.082089	0.080118	0.000000	0.104165	0.000000	0.000000
OH, 05403	5 to 9 Unit	0.000000	0.077045	0.119814	0.349971	0.103027	0.216106	0.090291	0.000000	0.043746	0.000000	0.000000
OH, 05403	50 or more Unit	0.000000	0.085147	0.188509	0.207033	0.250547	0.163819	0.104946	0.000000	0.000000	0.000000	0.000000
OH, 05403	Mobile Home	0.001055	0.001055	0.098482	0.167802	0.265128	0.351880	0.094692	0.009349	0.010555	0.000000	0.000000
OH, 05403	Single-Family Attached	0.043053	0.058217	0.088829	0.099343	0.239107	0.285829	0.104153	0.000000	0.081469	0.000000	0.000000
OH, 05403	Single-Family Detached	0.058010	0.136935	0.097590	0.142986	0.088869	0.156264	0.160184	0.031903	0.127260	0.000000	0.000000
OH, 05501	10 to 19 Unit	0.098221	0.084190	0.071381	0.284264	0.148942	0.145095	0.042036	0.041441	0.084430	0.000000	0.000000
OH, 05501	2 Unit	0.141439	0.160297	0.000000	0.073645	0.000000	0.000000	0.005801	0.000000	0.618819	0.000000	0.000000
OH, 05501	20 to 49 Unit	0.000000	0.000000	0.000000	0.326399	0.096919	0.447013	0.129669	0.000000	0.000000	0.000000	0.000000
OH, 05501	3 or 4 Unit	0.078978	0.065040	0.042540	0.192683	0.082705	0.101129	0.083506	0.067718	0.285700	0.000000	0.000000
OH, 05501	5 to 9 Unit	0.000000	0.000000	0.071388	0.155755	0.122465	0.210243	0.156410	0.158405	0.125335	0.000000	0.000000
OH, 05501	50 or more Unit	0.000000	0.000000	0.237746	0.695841	0.066413	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
OH, 05501	Mobile Home	0.006873	0.006873	0.036732	0.294692	0.110360	0.139353	0.143184	0.230622	0.031310	0.000000	0.000000
OH, 05501	Single-Family Attached	0.000000	0.031481	0.062017	0.010588	0.075124	0.263262	0.267870	0.063889	0.225768	0.000000	0.000000
OH, 05501	Single-Family Detached	0.052411	0.212763	0.113751	0.152341	0.077575	0.078236	0.045710	0.019444	0.247770	0.000000	0.000000
OH, 05502	10 to 19 Unit	0.040225	0.038583	0.191868	0.186629	0.170054	0.144939	0.052427	0.026603	0.148673	0.000000	0.000000
OH, 05502	2 Unit	0.097226	0.068022	0.113871	0.130757	0.000000	0.009315	0.036634	0.000000	0.544175	0.000000	0.000000
OH, 05502	20 to 49 Unit	0.040341	0.140131	0.000000	0.214244	0.291564	0.041652	0.095460	0.079669	0.096939	0.000000	0.000000
OH, 05502	3 or 4 Unit	0.119057	0.212204	0.073368	0.116431	0.076597	0.137262	0.038206	0.030208	0.196667	0.000000	0.000000
OH, 05502	5 to 9 Unit	0.047387	0.082069	0.169491	0.219169	0.151408	0.185410	0.072515	0.023427	0.049124	0.000000	0.000000
OH, 05502	50 or more Unit	0.039732	0.132439	0.153855	0.024152	0.085917	0.080418	0.095232	0.298673	0.089582	0.000000	0.000000
OH, 05502	Mobile Home	0.000000	0.013746	0.170112	0.161313	0.066833	0.182880	0.143184	0.230622	0.031310	0.000000	0.000000
OH, 05502	Single-Family Attached	0.006664	0.114185	0.074479	0.103163	0.115670	0.140155	0.217149	0.079572	0.148963	0.000000	0.000000
OH, 05502	Single-Family Detached	0.053907	0.213970	0.171913	0.094233	0.078025	0.076570	0.040731	0.016630	0.254020	0.000000	0.000000
OH, 05503	10 to 19 Unit	0.020950	0.095533	0.183485	0.172450	0.163697	0.147205	0.005398	0.133797	0.077484	0.000000	0.000000
OH, 05503	2 Unit	0.106955	0.107178	0.089621	0.086308	0.026474	0.009548	0.107986	0.000000	0.465930	0.000000	0.000000
OH, 05503	20 to 49 Unit	0.033148	0.038936	0.144824	0.111253	0.219879	0.095110	0.256547	0.000000	0.100303	0.000000	0.000000
OH, 05503	3 or 4 Unit	0.098613	0.149792	0.159684	0.087052	0.173302	0.050951	0.051603	0.000000	0.229002	0.000000	0.000000
OH, 05503	5 to 9 Unit	0.079592	0.080742	0.179920	0.126840	0.163638	0.123985	0.028476	0.000000	0.216806	0.000000	0.000000
OH, 05503	50 or more Unit	0.057977	0.091624	0.287649	0.157842	0.046283	0.079486	0.045144	0.000000	0.233996	0.000000	0.000000
OH, 05503	Mobile Home	0.006873	0.006873	0.000000	0.331424	0.124857	0.124857	0.143184	0.230622	0.031310	0.000000	0.000000
OH, 05503	Single-Family Attached	0.034507	0.043262	0.036033	0.098456	0.127972	0.307132	0.177557	0.081924	0.093157	0.000000	0.000000
OH, 05503	Single-Family Detached	0.100919	0.183485	0.223936	0.054658	0.052228	0.069273	0.034151	0.011891	0.269461	0.000000	0.000000
OH, 05504	10 to 19 Unit	0.066164	0.090436	0.129330	0.176358	0.105453	0.155146	0.086341	0.011609	0.179163	0.000000	0.000000
OH, 05504	2 Unit	0.164927	0.084646	0.136795	0.064433	0.120763	0.023027	0.019579	0.011004	0.374824	0.000000	0.000000
OH, 05504	20 to 49 Unit	0.036260	0.058922	0.229939	0.137022	0.125225	0.078322	0.088904	0.074574	0.170831	0.000000	0.000000
OH, 05504	3 or 4 Unit	0.117986	0.116231	0.141019	0.097000	0.142816	0.052438	0.038434	0.033167	0.260909	0.000000	0.000000
OH, 05504	5 to 9 Unit	0.111526	0.122260	0.187877	0.090964	0.080224	0.087901	0.055170	0.010160	0.253918	0.000000	0.000000
OH, 05504	50 or more Unit	0.034819	0.049041	0.172507	0.173576	0.218730	0.102433	0.050045	0.098930	0.099917	0.000000	0.000000
OH, 05504	Mobile Home	0.006873	0.006873	0.331424	0.000000	0.000000	0.249714	0.143184	0.230622	0.031310	0.000000	0.000000
OH, 05504	Single-Family Attached	0.088746	0.082184	0.180384	0.080009	0.129553	0.143412	0.135322	0.044389	0.116001	0.000000	0.000000
OH, 05504	Single-Family Detached	0.126592	0.158799	0.189041	0.071268	0.055351	0.071112	0.026484	0.013412	0.287941	0.000000	0.000000
OH, 05505	10 to 19 Unit	0.032786	0.116631	0.141329	0.143233	0.156116	0.169125	0.103640	0.061311	0.075829	0.000000	0.000000
OH, 05505	2 Unit	0.090606	0.074761	0.088287	0.071684	0.073662	0.050581	0.000000	0.000000	0.550418	0.000000	0.000000
OH, 05505	20 to 49 Unit	0.008426	0.107796	0.180139	0.199697	0.229531	0.070969	0.053114	0.035012	0.115314	0.000000	0.000000
OH, 05505	3 or 4 Unit	0.097488	0.150638	0.163962	0.117475	0.135405	0.043467	0.000000	0.038359	0.253206	0.000000	0.000000
OH, 05505	5 to 9 Unit	0.056857	0.073201	0.117434	0.212033	0.119035	0.161077	0.100138	0.028848	0.131378	0.000000	0.000000
OH, 05505	50 or more Unit	0.032561	0.087915	0.192261	0.191669	0.110231	0.088736	0.102585	0.127971	0.066070	0.000000	0.000000
OH, 05505	Mobile Home	0.006873	0.006873	0.331424	0.000000	0.124857	0.124857	0.143184	0.230622	0.031310	0.000000	0.000000
