Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
CA, 00104	0.036208	0.062814	0.044492	0.123661	0.071999	0.034539	0.012770	0.080063	0.533453	0.000000	0.000000
CA, 00105	0.050640	0.041924	0.073221	0.068262	0.059968	0.079699	0.012770	0.116707	0.496810	0.000000	0.000000
CA, 00106	0.051960	0.048638	0.071249	0.054978	0.062801	0.084088	0.012770	0.101587	0.511929	0.000000	0.000000
CA, 00107	0.062713	0.020049	0.057219	0.069504	0.073516	0.090713	0.012770	0.095590	0.517927	0.000000	0.000000
CA, 00108	0.035724	0.016049	0.031892	0.069120	0.049658	0.171270	0.012770	0.091415	0.522101	0.000000	0.000000
CA, 00109	0.047325	0.021791	0.056668	0.049497	0.053123	0.145308	0.012770	0.089150	0.524366	0.000000	0.000000
CA, 00110	0.051711	0.035999	0.046525	0.080207	0.063278	0.095993	0.012770	0.065321	0.548195	0.000000	0.000000
CA, 00300	0.010211	0.015266	0.013629	0.028131	0.019547	0.007731	0.126141	0.023461	0.755884	0.000000	0.000000
CA, 00701	0.027812	0.023697	0.019488	0.064109	0.037570	0.031639	0.116374	0.050153	0.629159	0.000000	0.000000
CA, 00702	0.019085	0.033897	0.015549	0.059212	0.034904	0.041667	0.116374	0.024010	0.655301	0.000000	0.000000
CA, 01100	0.008852	0.019745	0.009115	0.030607	0.045861	0.009351	0.161909	0.021340	0.693221	0.000000	0.000000
CA, 01301	0.028926	0.026305	0.025840	0.081725	0.044725	0.026207	0.018331	0.143699	0.604241	0.000000	0.000000
CA, 01302	0.051953	0.022659	0.049576	0.034771	0.038828	0.035942	0.018331	0.081173	0.666767	0.000000	0.000000
CA, 01303	0.031246	0.022081	0.042086	0.039915	0.042502	0.055898	0.018331	0.104040	0.643900	0.000000	0.000000
CA, 01304	0.031175	0.014469	0.035942	0.050453	0.034555	0.067134	0.018331	0.078786	0.669154	0.000000	0.000000
CA, 01305	0.042267	0.011281	0.025513	0.055850	0.046523	0.052296	0.018331	0.084901	0.663038	0.000000	0.000000
CA, 01306	0.039637	0.014419	0.027410	0.041475	0.040162	0.070626	0.018331	0.096228	0.651712	0.000000	0.000000
CA, 01307	0.049224	0.018252	0.024585	0.052178	0.046586	0.042904	0.018331	0.057838	0.690102	0.000000	0.000000
CA, 01308	0.027607	0.016800	0.031927	0.055877	0.042522	0.058996	0.018331	0.040246	0.707694	0.000000	0.000000
CA, 01309	0.020864	0.055907	0.048488	0.036477	0.034545	0.037448	0.018331	0.058666	0.689274	0.000000	0.000000
CA, 01500	0.014151	0.023497	0.010033	0.023622	0.016212	0.014588	0.135269	0.017469	0.745161	0.000000	0.000000
CA, 01700	0.016404	0.011752	0.014997	0.032963	0.025802	0.016210	0.058542	0.023231	0.800100	0.000000	0.000000
CA, 01901	0.022987	0.039820	0.014657	0.115998	0.048005	0.008181	0.039974	0.024045	0.686334	0.000000	0.000000
CA, 01902	0.032804	0.021375	0.016644	0.064202	0.061969	0.052653	0.039974	0.028483	0.681897	0.000000	0.000000
CA, 01903	0.041204	0.020364	0.017545	0.067952	0.080359	0.022222	0.039974	0.038897	0.671482	0.000000	0.000000
CA, 01904	0.025130	0.035376	0.011622	0.091581	0.061456	0.024479	0.039974	0.040174	0.670205	0.000000	0.000000
CA, 01905	0.032337	0.031981	0.015991	0.078072	0.076020	0.015245	0.039974	0.019340	0.691039	0.000000	0.000000
CA, 01906	0.016511	0.030468	0.018765	0.092372	0.058719	0.032811	0.039974	0.016950	0.693429	0.000000	0.000000
CA, 01907	0.022614	0.027820	0.012331	0.106768	0.065886	0.014226	0.039974	0.017063	0.693317	0.000000	0.000000
CA, 02300	0.017787	0.036337	0.011670	0.077128	0.042906	0.008142	0.087318	0.039240	0.679472	0.000000	0.000000
CA, 02500	0.026307	0.024770	0.018300	0.058759	0.066404	0.024570	0.076367	0.033478	0.671045	0.000000	0.000000
CA, 02901	0.015737	0.033238	0.013765	0.053363	0.028610	0.030618	0.068582	0.017736	0.738352	0.000000	0.000000
CA, 02902	0.018514	0.016265	0.008698	0.057644	0.045940	0.028268	0.068582	0.027798	0.728290	0.000000	0.000000
CA, 02903	0.009433	0.044671	0.014559	0.056364	0.031879	0.018424	0.068582	0.026046	0.730041	0.000000	0.000000
CA, 02904	0.018601	0.018828	0.011036	0.058002	0.049253	0.019610	0.068582	0.017096	0.738991	0.000000	0.000000
CA, 02905	0.012074	0.050478	0.011530	0.056805	0.032761	0.011682	0.068582	0.029311	0.726777	0.000000	0.000000
CA, 03100	0.023236	0.029730	0.014097	0.063652	0.049344	0.018049	0.039494	0.042122	0.720275	0.000000	0.000000
CA, 03300	0.016267	0.026436	0.017177	0.026512	0.027731	0.005517	0.146774	0.023338	0.710248	0.000000	0.000000
CA, 03701	0.034001	0.073524	0.052097	0.120253	0.057162	0.099426	0.017598	0.020058	0.525883	0.000000	0.000000
CA, 03702	0.077961	0.010033	0.061568	0.073412	0.114637	0.098850	0.017598	0.069740	0.476201	0.000000	0.000000
CA, 03703	0.043696	0.025072	0.052819	0.077345	0.142852	0.094678	0.017598	0.020069	0.525871	0.000000	0.000000
CA, 03704	0.084167	0.032258	0.062127	0.075875	0.121716	0.060319	0.017598	0.020295	0.525645	0.000000	0.000000
CA, 03705	0.039247	0.015194	0.139711	0.015154	0.030954	0.196202	0.017598	0.045785	0.500156	0.000000	0.000000
CA, 03706	0.063476	0.019385	0.120513	0.030755	0.039258	0.163075	0.017598	0.045920	0.500021	0.000000	0.000000
CA, 03707	0.052174	0.034041	0.086008	0.055845	0.078368	0.130025	0.017598	0.048314	0.497627	0.000000	0.000000
CA, 03708	0.085573	0.026880	0.124474	0.042691	0.053518	0.103326	0.017598	0.049522	0.496419	0.000000	0.000000
CA, 03709	0.096021	0.059274	0.076222	0.075229	0.068191	0.061526	0.017598	0.027454	0.518487	0.000000	0.000000
CA, 03710	0.058545	0.017410	0.115207	0.061223	0.083229	0.100849	0.017598	0.064621	0.481319	0.000000	0.000000
CA, 03711	0.063168	0.045151	0.046126	0.067230	0.078308	0.136479	0.017598	0.050856	0.495084	0.000000	0.000000
CA, 03712	0.067190	0.025441	0.075015	0.111097	0.073589	0.084130	0.017598	0.052452	0.493488	0.000000	0.000000
CA, 03713	0.047389	0.007519	0.053077	0.060547	0.088561	0.179370	0.017598	0.045886	0.500055	0.000000	0.000000
CA, 03714	0.075162	0.032268	0.015234	0.085878	0.093778	0.134142	0.017598	0.051435	0.494506	0.000000	0.000000
CA, 03715	0.036272	0.027773	0.061339	0.058873	0.034556	0.217649	0.017598	0.076054	0.469887	0.000000	0.000000
CA, 03716	0.022103	0.043367	0.072082	0.065356	0.088296	0.145260	0.017598	0.040217	0.505723	0.000000	0.000000
CA, 03717	0.093985	0.032653	0.111798	0.057021	0.101527	0.039479	0.017598	0.062008	0.483932	0.000000	0.000000
CA, 03718	0.083999	0.029772	0.094456	0.055306	0.065626	0.107303	0.017598	0.088322	0.457618	0.000000	0.000000
CA, 03719	0.092446	0.019225	0.101911	0.049375	0.105490	0.068014	0.017598	0.057734	0.488206	0.000000	0.000000
CA, 03720	0.094845	0.033598	0.067585	0.062648	0.099208	0.078578	0.017598	0.062693	0.483248	0.000000	0.000000
CA, 03721	0.097167	0.014583	0.109075	0.049274	0.088063	0.078299	0.017598	0.091739	0.454201	0.000000	0.000000
CA, 03722	0.098118	0.006066	0.135509	0.022662	0.074468	0.099639	0.017598	0.082521	0.463419	0.000000	0.000000
CA, 03723	0.062719	0.004915	0.192211	0.013499	0.028316	0.134802	0.017598	0.070411	0.475529	0.000000	0.000000
CA, 03724	0.049785	0.002906	0.142662	0.011767	0.025003	0.204338	0.017598	0.054557	0.491383	0.000000	0.000000
CA, 03725	0.056824	0.010346	0.152481	0.014244	0.025470	0.177097	0.017598	0.040071	0.505870	0.000000	0.000000
CA, 03726	0.069457	0.038892	0.055450	0.123803	0.085420	0.063440	0.017598	0.042282	0.503659	0.000000	0.000000
CA, 03727	0.097526	0.013341	0.133119	0.032753	0.086028	0.073696	0.017598	0.026927	0.519013	0.000000	0.000000
CA, 03728	0.095507	0.016771	0.080636	0.067926	0.120850	0.054771	0.017598	0.136052	0.409888	0.000000	0.000000
CA, 03729	0.105828	0.011244	0.095011	0.029740	0.110064	0.084576	0.017598	0.101730	0.444210	0.000000	0.000000
CA, 03730	0.088999	0.028374	0.093878	0.046556	0.093010	0.085645	0.017598	0.090662	0.455278	0.000000	0.000000
CA, 03731	0.104812	0.017903	0.117205	0.024177	0.076264	0.096101	0.017598	0.041482	0.504458	0.000000	0.000000
CA, 03732	0.098404	0.012668	0.124778	0.031690	0.070896	0.098026	0.017598	0.125602	0.420338	0.000000	0.000000
CA, 03733	0.077612	0.006176	0.155947	0.024519	0.038332	0.133876	0.017598	0.164121	0.381819	0.000000	0.000000
CA, 03734	0.065633	0.025848	0.127772	0.047346	0.055264	0.114599	0.017598	0.122867	0.423073	0.000000	0.000000
CA, 03735	0.079519	0.053181	0.106037	0.059810	0.080015	0.057900	0.017598	0.071335	0.474605	0.000000	0.000000
CA, 03736	0.087418	0.032325	0.072375	0.069594	0.125555	0.049196	0.017598	0.109335	0.436605	0.000000	0.000000
CA, 03737	0.060701	0.039050	0.069083	0.092015	0.113827	0.061786	0.017598	0.081158	0.464783	0.000000	0.000000
CA, 03738	0.081487	0.050694	0.069512	0.079441	0.079233	0.076095	0.017598	0.085983	0.459957	0.000000	0.000000
CA, 03739	0.063240	0.040703	0.067919	0.082142	0.097723	0.084734	0.017598	0.048002	0.497939	0.000000	0.000000
CA, 03740	0.048332	0.028105	0.079357	0.104089	0.055163	0.121416	0.017598	0.064030	0.481910	0.000000	0.000000
CA, 03741	0.075152	0.051611	0.063471	0.092990	0.113390	0.039847	0.017598	0.110191	0.435749	0.000000	0.000000
CA, 03742	0.064799	0.075575	0.039536	0.110569	0.100373	0.045610	0.017598	0.116796	0.429145	0.000000	0.000000
CA, 03743	0.036462	0.120780	0.024293	0.119663	0.079979	0.055285	0.017598	0.085733	0.460208	0.000000	0.000000
CA, 03744	0.036972	0.019010	0.062608	0.041218	0.040685	0.235969	0.017598	0.146936	0.399004	0.000000	0.000000
CA, 03745	0.052411	0.081803	0.041744	0.134242	0.085662	0.040601	0.017598	0.142700	0.403240	0.000000	0.000000
CA, 03746	0.095399	0.032671	0.103203	0.078098	0.061676	0.065415	0.017598	0.209075	0.336866	0.000000	0.000000
CA, 03747	0.092880	0.037166	0.058141	0.114923	0.101832	0.031520	0.017598	0.095383	0.450558	0.000000	0.000000
CA, 03748	0.058627	0.032786	0.060270	0.056783	0.078144	0.149851	0.017598	0.089691	0.456249	0.000000	0.000000
CA, 03749	0.092882	0.029233	0.064875	0.080708	0.118648	0.050116	0.017598	0.083755	0.462185	0.000000	0.000000
CA, 03750	0.070460	0.069493	0.043761	0.095980	0.099438	0.057330	0.017598	0.122768	0.423172	0.000000	0.000000
CA, 03751	0.051361	0.067106	0.028205	0.121794	0.113424	0.054572	0.017598	0.118543	0.427397	0.000000	0.000000
CA, 03752	0.044294	0.058399	0.036407	0.150980	0.114032	0.032349	0.017598	0.084055	0.461886	0.000000	0.000000
CA, 03753	0.105831	0.019666	0.112220	0.027636	0.064218	0.106891	0.017598	0.047072	0.498869	0.000000	0.000000
CA, 03754	0.084326	0.019842	0.061572	0.035165	0.071355	0.164202	0.017598	0.031363	0.514577	0.000000	0.000000
CA, 03755	0.078759	0.013442	0.061826	0.065529	0.073145	0.143762	0.017598	0.049533	0.496408	0.000000	0.000000
CA, 03756	0.075636	0.020893	0.120403	0.047261	0.065595	0.106674	0.017598	0.087082	0.458858	0.000000	0.000000
CA, 03757	0.054048	0.055970	0.038100	0.111479	0.095083	0.081782	0.017598	0.051583	0.494357	0.000000	0.000000
CA, 03758	0.078862	0.042070	0.081163	0.084236	0.094655	0.055477	0.017598	0.089866	0.456074	0.000000	0.000000
CA, 03759	0.062905	0.028847	0.096173	0.084437	0.077446	0.086654	0.017598	0.102308	0.443633	0.000000	0.000000
CA, 03760	0.048346	0.063837	0.065134	0.102828	0.097350	0.058966	0.017598	0.078784	0.467156	0.000000	0.000000
CA, 03761	0.050229	0.020344	0.118508	0.062763	0.037244	0.147375	0.017598	0.073213	0.472727	0.000000	0.000000
CA, 03762	0.054724	0.032691	0.074735	0.073647	0.089186	0.111479	0.017598	0.056007	0.489933	0.000000	0.000000
CA, 03763	0.072926	0.040336	0.067761	0.068409	0.081670	0.105359	0.017598	0.060312	0.485628	0.000000	0.000000
CA, 03764	0.080999	0.034657	0.074296	0.064548	0.054848	0.127115	0.017598	0.043332	0.502608	0.000000	0.000000
CA, 03765	0.075745	0.043281	0.039334	0.102422	0.079016	0.096666	0.017598	0.055526	0.490414	0.000000	0.000000
CA, 03766	0.085492	0.027969	0.082202	0.062282	0.085434	0.093083	0.017598	0.095870	0.450071	0.000000	0.000000
CA, 03767	0.084137	0.032606	0.063019	0.110057	0.087142	0.059501	0.017598	0.104236	0.441705	0.000000	0.000000
CA, 03768	0.060127	0.025492	0.112645	0.049919	0.061972	0.126306	0.017598	0.044396	0.501544	0.000000	0.000000
CA, 03769	0.123498	0.033435	0.059292	0.072506	0.107661	0.040070	0.017598	0.121161	0.424780	0.000000	0.000000
CA, 03900	0.012033	0.018826	0.010884	0.050173	0.022825	0.007508	0.058548	0.022871	0.796332	0.000000	0.000000
CA, 04101	0.034954	0.026370	0.069338	0.044817	0.055467	0.049760	0.013745	0.092743	0.612807	0.000000	0.000000
