const,major_elec_load_count_w_ev_pv,panel_amp_pre_bin__101_199,panel_amp_pre_bin__200,panel_amp_pre_bin__201_plus,panel_amp_pre_bin__lt_100,panel_slots_empty,sqft_1000,predictions_mean
1.0,0,1,0,0,0,2,0.858,4.1539901085867985
1.0,2,0,0,0,1,9,1.294,3.46607590945284
1.0,3,0,0,0,0,4,1.48,3.3742448050447402
1.0,3,0,0,0,0,14,1.757,3.4181869214564484
1.0,2,1,0,0,0,1,1.385,3.7234324010578237
1.0,2,0,0,0,0,6,2.042,3.703669365926857
1.0,2,0,0,0,0,1,1.772,3.6584298602402496
1.0,3,0,0,0,0,2,1.302,3.3457831418785635
1.0,3,1,0,0,0,3,1.121,3.437963716497054
1.0,4,1,0,0,0,0,1.581,3.284696930035267
1.0,0,0,0,1,0,6,1.508,3.9008687894732135
1.0,0,0,0,1,0,6,1.508,3.9008687894732135
1.0,2,1,0,0,0,4,1.48,3.7399512398970045
1.0,3,0,0,0,0,2,2.042,3.4629518224157754
1.0,2,1,0,0,0,1,1.984,3.8266640250129935
1.0,3,0,0,0,0,8,1.541,3.383958186099394
1.0,2,0,1,0,0,16,3.05,7.085848954350907
1.0,2,0,1,0,0,8,0.873,6.597567623390601
1.0,0,1,0,0,0,23,1.288,4.2401938329209585
1.0,2,0,0,0,0,1,1.225,3.56544949576967
1.0,2,0,0,0,0,1,1.324,3.5824088938586716
1.0,3,0,1,0,0,4,1.728,6.354229288980265
1.0,3,1,0,0,0,9,0.754,3.377128979816298
1.0,1,0,0,0,0,15,1.805,3.9187607024385063
1.0,5,0,0,0,0,2,1.326,2.9278806359003906
1.0,2,0,0,0,1,7,1.89,3.5369569839879835
1.0,3,0,0,0,0,5,0.97,3.2922318909872477
1.0,4,1,0,0,0,2,1.592,3.2863677542154344
1.0,2,0,0,0,0,1,1.024,3.5308399024458788
1.0,0,0,0,0,0,2,0.975,4.029996341117522
1.0,2,1,0,0,0,2,0.845,3.6284949037428404
1.0,2,1,0,0,0,1,0.683,3.5996715434061928
1.0,0,0,1,0,0,4,0.861,7.539202958038801
1.0,2,0,1,0,0,6,2.15,6.888283238421581
1.0,0,0,0,1,0,0,1.486,3.896144913836858
1.0,2,1,0,0,0,4,1.182,3.687950007980004
1.0,4,0,1,0,0,8,1.171,5.8316592119020605
1.0,2,0,1,0,0,5,2.64,6.996553261217803
1.0,1,0,1,0,0,6,0.891,7.0586515669287735
1.0,3,0,0,0,0,2,0.749,3.2562522838679215
1.0,3,0,0,0,0,7,1.05,3.305190918322574
1.0,1,1,0,0,0,12,0.8,3.872613926184698
1.0,2,0,0,0,0,2,1.121,3.547571557914893
1.0,2,0,1,0,0,0,1.798,6.809415883193135
1.0,3,0,0,1,0,1,1.4,3.166734729039717
1.0,4,0,0,0,1,4,1.12,3.013549839639248
1.0,2,0,1,0,0,20,0.9,6.603849176911294
1.0,2,0,0,0,1,2,1.921,3.54060405870805
1.0,1,1,0,0,0,2,1.394,3.9841178299471407
1.0,0,0,0,1,0,2,1.336,3.86385751656356
1.0,5,0,1,0,0,13,1.139,5.448189795584658
1.0,1,0,0,0,0,0,1.291,3.825692269875544
1.0,2,1,0,0,0,0,1.039,3.6628049321190095
1.0,2,0,1,0,0,6,2.438,6.9521286787137
1.0,3,0,0,0,0,0,1.41,3.3630729052405437
1.0,2,0,0,0,0,8,1.527,3.617003354660126
1.0,2,0,0,0,0,4,1.65,3.637845754465604
1.0,3,0,0,0,1,0,1.43,3.2570477517086696
1.0,0,0,1,0,0,5,1.282,7.649995708692312
1.0,1,0,0,0,0,2,1.125,3.7952787343366583
1.0,0,0,0,1,0,0,1.253,3.845933138897579
1.0,2,0,0,0,1,17,3.611,3.733922087696717
1.0,3,0,1,0,0,15,1.021,6.202696435863115
1.0,0,0,1,0,0,7,0.632,7.478240733013932
1.0,2,1,0,0,0,1,1.559,3.753645975801096
1.0,1,0,0,0,0,6,1.453,3.8552057193528007
1.0,2,0,0,0,0,2,1.493,3.611226206099843
1.0,0,0,1,0,0,3,1.614,7.736226749475444
1.0,3,0,0,0,0,0,1.839,3.4311131208353447
1.0,3,0,0,0,0,1,1.525,3.3814124101861633
1.0,2,0,1,0,0,0,1.425,6.724808453182132
1.0,2,0,0,0,0,6,1.67,3.6412262673597846
1.0,3,0,1,0,0,1,1.737,6.356134493089053
1.0,1,0,1,0,0,11,3.397,7.654938174580652
1.0,3,0,1,0,0,1,1.603,6.327707361628444
1.0,3,0,1,0,0,1,0.838,6.162856882949554
1.0,3,0,0,0,0,1,1.832,3.4300111291735407
1.0,2,0,1,0,0,1,2.48,6.9613893517221825
1.0,1,1,0,0,0,5,1.033,3.9166236261024436
1.0,3,1,0,0,0,15,1.422,3.487289715888337
1.0,5,0,1,0,0,2,1.632,5.540954156271308
1.0,1,0,0,0,0,3,1.252,3.8185624746740947
1.0,2,0,1,0,0,8,1.316,6.699877728698992
1.0,2,0,1,0,0,10,2.196,6.898521431537516
1.0,3,0,1,0,0,2,0.8,6.1545515875888075
1.0,3,0,1,0,0,19,1.692,6.34660261226025
1.0,3,1,0,0,0,4,0.924,3.405402654597278
1.0,3,1,0,0,0,3,1.089,3.432689512349834
1.0,2,0,1,0,0,8,1.625,6.7703089732973725
1.0,2,0,0,0,0,13,1.589,3.6275205071129433
1.0,0,0,1,0,0,30,1.09,7.599671366286333
1.0,4,0,0,0,0,8,0.965,3.0771184368533366
1.0,1,0,0,0,1,1,0.752,3.6357273288896397
1.0,2,0,0,0,1,2,1.475,3.487757300969721
1.0,1,1,0,0,0,6,1.12,3.932966799861211
1.0,1,0,1,0,0,7,1.36,7.174102435315905
1.0,0,0,0,0,0,16,1.488,4.130206993301605
1.0,0,0,0,0,0,10,1.39,4.111200237011131
1.0,1,0,1,0,0,5,1.722,7.261934329326906
1.0,2,1,0,0,0,10,0.381,3.545523972402014
1.0,4,0,0,0,0,8,1.436,3.148158050300712
1.0,2,0,0,0,0,3,0.888,3.507288829775599
1.0,3,1,0,0,0,2,0.648,3.359417895945665
1.0,2,1,0,0,0,11,1.257,3.7010884500043484
1.0,1,1,0,0,0,14,1.163,3.9410263851308622
1.0,3,0,0,0,0,12,1.967,3.4512155797514454
1.0,3,0,0,0,0,2,0.912,3.282814842710021
1.0,2,1,0,0,0,2,0.628,3.5898503194077893
1.0,4,1,0,0,0,2,1.824,3.3214556959425416
1.0,2,0,0,0,0,5,2.195,3.729111805895078
1.0,3,0,0,0,1,1,0.784,3.18381021458465
1.0,2,0,0,0,0,3,1.515,3.6149651433469305
1.0,2,0,0,0,0,8,1.067,3.538263806511297
1.0,1,0,0,0,0,9,0.99,3.7704176529902353
1.0,1,0,0,0,0,6,1.489,3.8617417465378887
1.0,3,0,0,0,0,7,1.391,3.3600358557540524
1.0,3,1,0,0,0,5,1.52,3.503237920381531
1.0,5,0,1,0,0,5,1.397,5.496934840328238
1.0,2,0,1,0,0,10,1.728,6.79362006700663
1.0,1,0,0,0,0,0,0.93,3.759331845385609
1.0,2,0,0,0,1,5,1.457,3.48560728742322
1.0,2,0,0,0,0,9,1.128,3.5487768699392457
1.0,1,0,0,0,0,2,1.087,3.788292305976654
1.0,3,0,1,0,0,25,0.977,6.19314116207532
1.0,3,0,0,0,0,3,1.298,3.345141544782288
1.0,3,0,0,0,0,8,1.326,3.3496308729471282
1.0,4,0,1,0,0,6,1.543,5.906422651094178
1.0,3,1,0,0,0,0,1.594,3.515244041897642
1.0,1,0,1,0,0,3,1.492,7.206256412087786
1.0,3,0,0,0,0,1,1.212,3.331325910357133
1.0,0,0,0,0,0,7,1.236,4.081201574288913
1.0,4,0,0,0,0,7,2.054,3.239626864366706
1.0,3,0,0,0,0,8,1.12,3.3165014374466226
1.0,3,1,0,0,0,5,1.2,3.4509595764525307
1.0,1,0,0,0,0,7,1.119,3.7941762144535205
1.0,2,0,1,0,0,8,1.245,6.683587444957709
1.0,2,1,0,0,0,4,1.387,3.723780733499851
1.0,2,1,0,0,0,10,1.36,3.7190761881987453
1.0,2,0,0,0,0,2,1.3,3.5783028224085154
1.0,3,0,0,0,0,4,1.306,3.346424650827911
1.0,2,0,0,0,0,3,1.442,3.6025476456724324
1.0,2,1,0,0,0,0,1.153,3.6828606619577355
1.0,3,0,0,0,0,0,1.284,3.3428952609651166
1.0,3,1,0,0,0,7,0.555,3.3438276226930177
1.0,2,0,1,0,0,9,1.605,6.765773009036644
1.0,3,0,0,0,0,0,1.064,3.3074551628593722
1.0,3,0,0,0,0,5,1.134,3.3187603269557364
1.0,0,0,0,0,1,4,1.106,3.9364949468349195
1.0,3,1,0,0,0,1,1.189,3.449152146816961
1.0,3,1,0,0,0,0,1.0,3.417990208288667
1.0,2,1,0,0,0,11,0.966,3.6499210184304256
1.0,3,1,0,0,0,0,0.991,3.4165012740659724
1.0,0,0,0,1,0,5,0.58,3.699117128443378
1.0,0,0,0,1,0,12,1.072,3.8067027550498653
1.0,2,0,0,0,1,4,2.185,3.5715082860921634
1.0,2,0,0,0,0,2,1.497,3.611906226171577
1.0,3,0,1,0,0,15,4.501,6.916076485042129
1.0,2,0,0,0,0,0,1.199,3.560985958260172
1.0,3,0,0,0,0,0,1.467,3.3721720745006905
1.0,0,1,0,0,0,10,1.169,4.216465372961029
1.0,0,0,0,0,0,3,0.95,4.025067773147935
1.0,2,0,0,0,0,12,2.402,3.763311188383535
1.0,3,0,0,0,0,4,1.631,3.3982516930541458
1.0,3,0,0,0,0,0,1.109,3.3147258434092066
1.0,2,1,0,0,0,2,1.071,3.668442541887575
1.0,2,0,1,0,0,9,1.484,6.738263779436698
1.0,2,0,0,0,0,0,0.999,3.5265187252926022
1.0,3,1,0,0,0,8,1.03,3.4229500247717635
1.0,3,0,0,0,0,4,1.844,3.4319000903062284
1.0,2,0,0,0,0,4,1.798,3.6628051800047623
1.0,0,0,0,0,0,0,0.525,3.9406511811500358
1.0,0,0,0,0,0,0,0.513,3.9382505001181145
1.0,1,0,1,0,0,4,1.544,7.218882930076344
1.0,2,0,0,0,0,6,1.856,3.6725509874340023
1.0,2,0,0,0,0,0,1.428,3.6001626032661074
1.0,1,0,1,0,0,17,1.865,7.29633198732438
1.0,1,1,0,0,0,2,1.068,3.923204344958796
1.0,0,1,0,0,0,7,0.98,4.1785775209231915
1.0,2,0,0,0,0,1,0.96,3.5197704272986985
1.0,0,0,0,0,0,1,0.978,4.030587490066285
1.0,3,0,1,0,0,28,1.419,6.288458839148961
1.0,1,0,0,0,0,0,2.256,3.999037225876144
1.0,2,1,0,0,0,0,1.065,3.667385961096072
1.0,2,1,0,0,0,3,2.27,3.875176769234274
1.0,3,1,0,0,0,7,1.642,3.523015026898639
1.0,2,1,0,0,0,0,2.151,3.8550524103430206
1.0,0,0,0,0,0,9,0.969,4.028813863678319
1.0,2,0,1,0,0,4,1.225,6.678991327634086
1.0,5,0,1,0,0,17,3.477,5.874848933329575
1.0,2,1,0,0,0,4,1.2,3.691106347701567
1.0,3,0,0,0,0,1,1.601,3.3934921904682733
1.0,3,1,0,0,0,0,1.35,3.4755377220535997
1.0,6,0,1,0,0,6,1.747,5.202586019500947
1.0,3,0,0,0,0,0,1.158,3.3226302124370792
1.0,2,0,0,0,0,0,1.557,3.622095147284821
1.0,1,0,0,0,0,4,1.692,3.898443895570483
1.0,2,0,0,0,0,2,1.344,3.5858280265908262
1.0,1,0,0,1,0,3,2.386,3.820577251161889
1.0,2,0,0,0,0,2,0.866,3.503469017874882
1.0,3,0,0,0,0,0,1.842,3.431585319261706
1.0,2,0,0,0,0,1,1.117,3.546882679463068
1.0,1,1,0,0,0,0,1.63,4.027782873086629
1.0,3,0,0,0,1,4,1.34,3.2469445600509963
1.0,2,0,0,0,0,5,1.55,3.620907539807954
1.0,2,0,0,0,1,6,3.076,3.6738447442593474
1.0,2,0,0,0,1,0,2.557,3.614595232800965
1.0,3,0,0,0,0,0,0.89,3.279238088070791
1.0,2,0,1,0,0,4,1.12,6.654808741813651
1.0,2,0,1,0,0,3,1.843,6.8195505269598335
1.0,2,0,0,0,0,16,1.347,3.586340693045524
1.0,3,0,1,0,0,1,1.662,6.340239869119388
1.0,2,1,0,0,0,4,1.7,3.7779935643401323
1.0,2,0,1,0,0,0,1.037,6.635629647591977
1.0,3,1,0,0,0,0,1.55,3.5081090449947925
1.0,0,0,0,1,0,0,0.75,3.736443437686277
1.0,4,0,0,0,0,0,1.326,3.1316691163570343
1.0,2,0,0,0,0,0,1.242,3.568365815740393
1.0,2,0,0,0,0,8,0.979,3.523059164421623
1.0,0,0,0,0,1,0,1.195,3.948733732052771
1.0,1,1,0,0,0,0,1.944,4.085314439711667
1.0,4,1,0,0,0,0,1.698,3.302435168666112
1.0,3,1,0,0,0,1,0.836,3.3907870616325186
1.0,3,1,0,0,0,6,0.75,3.3764617719827923
1.0,3,1,0,0,0,0,1.285,3.464902906115377
1.0,3,1,0,0,0,0,1.428,3.4882677134644013
1.0,3,0,0,0,0,14,1.043,3.3040583951268627
1.0,3,0,0,0,0,6,0.876,3.2769606074873137
1.0,3,0,1,0,0,0,1.618,6.330896000053577
1.0,2,0,1,0,0,6,1.472,6.735529328121081
1.0,2,0,0,0,0,0,1.683,3.6434223250931614
1.0,2,1,0,0,0,3,1.45,3.7347407158382855
1.0,0,0,0,0,0,0,1.056,4.045936329652774
1.0,3,1,0,0,0,5,1.463,3.493968601628249
1.0,2,0,1,0,0,24,3.721,7.229588104063072
1.0,2,0,1,0,0,0,1.025,6.632852114143489
1.0,4,0,1,0,0,11,1.419,5.881609154661486
1.0,2,1,0,0,0,1,0.663,3.5961022658080104
1.0,3,1,0,0,0,1,1.05,3.4262537485000792
1.0,3,1,0,0,0,3,0.85,3.3931151727898867
1.0,2,1,0,0,0,1,1.875,3.808042703717772
1.0,4,0,0,0,0,4,1.697,3.18703088020912
1.0,2,0,1,0,0,0,1.124,6.655731619102204
1.0,3,0,0,0,0,6,0.719,3.2513478846446686
1.0,0,0,0,0,0,4,0.693,3.974162292286614
1.0,2,0,0,0,0,8,3.069,3.871770474183553
1.0,3,0,1,0,0,3,1.888,6.3880127203982795
1.0,4,0,1,0,0,4,1.585,5.914803107381743
1.0,3,0,1,0,0,0,1.092,6.218083828322441
1.0,2,0,1,0,0,31,1.278,6.691164010987839
1.0,1,0,0,0,0,7,1.112,3.7928896566043737
1.0,2,0,0,0,0,1,2.594,3.794803481677134
1.0,3,0,0,0,1,2,1.258,3.2377115467560165
1.0,3,0,1,0,0,9,1.015,6.2013943210373546
1.0,1,0,0,0,0,4,0.654,3.708050488692039
1.0,3,0,0,0,1,2,0.79,3.1844982362371264
1.0,3,0,0,0,0,10,1.819,3.4279638477852235
1.0,3,0,0,0,0,1,0.9,3.2808642105299217
1.0,4,0,0,0,0,2,1.781,3.199466289993478
1.0,2,0,0,0,0,0,1.978,3.692985279031521
1.0,3,0,1,0,0,1,1.177,6.236454721298509
1.0,2,1,0,0,0,0,1.06,3.6665053109898333
1.0,3,0,0,0,0,0,1.321,3.348829524122492
1.0,1,0,0,1,0,13,0.854,3.5135452779364726
1.0,2,0,0,0,0,0,1.036,3.5329127742453834
1.0,2,0,0,0,0,8,1.082,3.540851002175997
1.0,3,0,0,0,0,13,1.328,3.3499513738824453
1.0,3,0,1,0,0,0,1.356,6.274962857153351
1.0,2,0,0,0,0,2,1.463,3.6061230351761138
1.0,2,0,0,0,0,1,2.116,3.7159923315483305
1.0,2,0,0,0,0,4,1.163,3.5547991268575463
1.0,1,0,0,0,0,0,1.326,3.8320826520978746
1.0,0,0,1,0,0,3,1.459,7.69609123447835
1.0,0,0,1,0,0,4,1.092,7.60019732557385
1.0,0,1,0,0,0,1,1.805,4.342137574507667
1.0,3,0,1,0,0,11,1.368,6.277535802461177
1.0,3,1,0,0,0,0,1.91,3.5661600788823073
1.0,1,1,0,0,0,2,0.924,3.8960788044638783
1.0,1,0,0,0,0,0,1.056,3.7825861683157105
1.0,1,0,0,0,0,1,2.0,3.953629350587874
1.0,3,0,0,0,0,0,2.002,3.456696406978347
1.0,2,0,1,0,0,25,0.723,6.562559799562081
1.0,2,0,0,0,0,5,1.043,3.5341215618186537
1.0,3,0,1,0,0,10,1.018,6.202045413033505
1.0,3,0,0,0,0,10,1.506,3.3783874571884205
1.0,3,0,0,0,0,3,1.704,3.4098122391524375
1.0,2,0,0,0,0,0,1.175,3.556862248450523
1.0,3,0,1,0,0,13,2.097,6.4318682154455455
1.0,2,0,0,0,0,4,1.173,3.556518453475102
1.0,0,0,0,0,0,7,0.866,4.0084774034156085
1.0,3,0,0,0,0,0,2.081,3.469042236373834
1.0,2,0,1,0,0,16,1.363,6.710639264423325
1.0,3,1,0,0,0,4,1.38,3.4804379796803278
1.0,2,0,0,0,1,4,0.98,3.4281329736520227
1.0,1,0,0,0,0,3,1.376,3.8411983751979357
1.0,1,0,1,0,0,19,1.117,7.114522219795644
1.0,0,1,0,0,0,0,0.779,4.138014320353356
1.0,1,1,0,0,0,0,0.537,3.8225211919064837
1.0,1,0,1,0,0,4,1.794,7.279274266032081
1.0,3,0,0,0,0,8,1.527,3.381730709835676
1.0,2,0,0,0,0,0,1.135,3.549981895190997
1.0,0,0,1,0,0,0,1.784,7.780002485655731
1.0,1,0,0,0,0,7,1.145,3.7989521733236087
1.0,2,0,1,0,0,1,1.43,6.7259498016478405
1.0,2,0,0,0,0,0,2.625,3.7998675430402105
1.0,2,0,1,0,0,0,1.565,6.756691728297748
1.0,2,1,0,0,0,0,1.312,3.7107015860133457
1.0,3,0,0,0,1,6,0.858,3.192285452621646
1.0,2,0,1,0,0,28,1.469,6.734845537979421
1.0,4,0,0,0,0,1,2.537,3.309724241930674
1.0,4,1,0,0,0,4,2.026,3.3517707837323325
1.0,0,0,0,0,1,0,0.852,3.9013529163526357
1.0,0,1,0,0,0,4,1.34,4.2505316925301075
1.0,1,0,0,0,0,10,0.94,3.761181032856322
1.0,1,0,0,0,0,3,2.034,3.9596841790788218
1.0,0,0,0,1,0,0,1.111,3.815172023025482
1.0,3,0,1,0,0,4,1.62,6.33132102765173
1.0,1,0,0,0,1,6,1.344,3.7123021105619585
1.0,3,1,0,0,0,0,1.915,3.566961103780236
1.0,4,0,1,0,0,2,2.038,6.0044311206841865
1.0,2,1,0,0,0,5,1.06,3.6665053109898333
1.0,5,0,1,0,0,11,1.524,5.520768523123464
1.0,2,1,0,0,0,5,1.968,3.8239351886565336
1.0,2,0,1,0,0,3,1.707,6.7888739755594845
1.0,3,1,0,0,0,4,1.061,3.4280698339879145
1.0,1,1,0,0,0,6,1.367,3.979099080800192
1.0,3,0,1,0,0,4,1.252,6.252618797340466
1.0,2,0,0,0,0,3,1.186,3.5587527015338316
1.0,3,1,0,0,0,8,1.639,3.5225297271745397
1.0,1,0,1,0,0,4,1.025,7.091832241895145
1.0,1,0,1,0,0,18,1.48,7.203339384998664
1.0,0,0,0,0,0,1,1.066,4.047901196213497
1.0,4,0,0,0,0,0,1.13,3.10213435629118
1.0,1,1,0,0,0,0,0.957,3.902306867683287
1.0,2,1,0,0,0,10,1.993,3.828198304570946
1.0,3,0,0,0,0,0,1.701,3.4093377326259264
1.0,3,0,0,0,0,3,2.05,3.464201831715702
1.0,3,0,1,0,0,10,3.395,6.697666812109764
1.0,4,0,1,0,0,9,1.877,5.972734509259193
1.0,0,1,0,0,0,5,1.418,4.266003199222273
1.0,1,1,0,0,0,4,1.035,3.9169998801614545
1.0,4,0,1,0,0,4,1.343,5.86634793504641
1.0,1,0,0,1,0,0,1.23,3.590148109150428
1.0,1,1,0,0,0,0,0.57,3.828830648548975
1.0,4,0,1,0,0,6,2.131,6.022662364465983
1.0,4,0,1,0,0,5,1.516,5.901028789516831
1.0,2,0,1,0,0,5,1.668,6.780050773292563
1.0,4,1,0,0,0,13,1.3,3.2417955103284397
1.0,2,0,1,0,0,2,0.6,6.533712832062772
1.0,3,1,0,0,0,2,1.421,3.487126696309761
1.0,3,0,0,0,0,0,1.443,3.3683430365631177
1.0,3,0,0,0,0,6,1.1,3.313272592485727
1.0,2,1,0,0,0,0,0.954,3.6478000431864226
1.0,2,0,0,0,0,0,1.894,3.678925292585266
1.0,5,0,0,0,0,0,1.165,2.9051585319390316
1.0,0,0,0,0,0,8,1.141,4.062616397647557
1.0,4,0,0,0,0,3,1.17,3.1081778774460833
1.0,3,1,0,0,0,0,1.164,3.4450417996198266
1.0,2,0,0,0,0,1,1.626,3.6337860001118663
1.0,2,0,0,0,0,2,1.391,3.593853699010782
1.0,1,1,0,0,0,0,1.105,3.9301525012695286
1.0,2,0,1,0,0,6,1.054,6.6395624711408905
1.0,1,0,0,0,0,0,1.51,3.865550640318907
1.0,3,0,0,0,0,0,1.728,3.4136064869065015
1.0,2,0,1,0,0,8,2.069,6.870217065514915
1.0,2,0,0,0,0,2,1.204,3.56184463908713
1.0,3,0,0,0,0,4,1.331,3.3504320839295065
1.0,3,0,1,0,0,8,1.07,6.213320032062936
1.0,2,0,1,0,0,18,1.39,6.716813468241518
1.0,0,1,0,0,0,4,1.524,4.286960605445484
1.0,2,0,0,0,0,2,1.537,3.618701211935761
1.0,3,0,1,0,0,0,2.205,6.454410583727007
1.0,3,0,0,0,0,8,1.62,3.396507122981863
1.0,3,0,0,0,0,2,1.311,3.347226413039461
1.0,2,0,1,0,0,5,2.327,6.927593012454331
1.0,3,1,0,0,0,5,1.703,3.5328715952910477
1.0,2,0,1,0,0,2,0.974,6.621034433498865
1.0,2,0,1,0,0,8,1.715,6.790682411251235
1.0,0,1,0,0,0,1,1.25,4.23262735845184
1.0,1,0,1,0,0,6,1.376,7.178007723909569
1.0,1,0,0,0,0,0,2.444,4.032117153954052
1.0,4,0,1,0,0,14,0.96,5.788816890807185
1.0,3,0,0,0,0,0,1.746,3.416450066937757
1.0,2,1,0,0,0,6,1.219,3.694435907008698
1.0,2,0,0,0,1,2,1.203,3.455123097074374
1.0,3,0,0,0,0,14,2.587,3.547289869567727
1.0,5,0,0,0,0,0,1.631,2.970582347090635
1.0,1,0,0,0,0,4,1.45,3.854660680280895
1.0,4,0,0,0,0,4,1.16,3.1066677655979253
1.0,0,0,0,1,0,1,1.26,3.8474464315595647
1.0,1,1,0,0,0,3,1.15,3.9385910289814112
1.0,3,0,0,0,0,0,0.868,3.2756587140611795
1.0,0,0,0,0,0,8,1.806,4.191433699829187
1.0,2,0,0,0,0,0,1.366,3.5895863475201457
1.0,1,1,0,0,0,0,1.439,3.992471851878137
1.0,3,0,0,0,0,12,1.586,3.391110563620364
1.0,4,0,0,0,0,0,1.35,3.1352720319130225
1.0,2,0,1,0,0,5,0.918,6.608033530695657
1.0,4,0,1,0,0,18,1.375,5.872778640164666
1.0,1,0,0,0,0,0,1.492,3.862286045197331
1.0,2,0,0,1,0,3,0.846,3.2823954623362654
1.0,1,0,0,0,0,4,1.772,3.9128358774467893
1.0,0,0,0,0,0,7,1.252,4.084325748952689
1.0,2,1,0,0,0,18,1.158,3.683738499039684
1.0,1,0,0,0,0,2,1.488,3.8615603009887813
1.0,0,0,0,0,0,0,1.056,4.045936329652774
1.0,2,1,0,0,0,1,0.939,3.6451476061076695
1.0,3,0,0,0,0,7,2.064,3.466388486595729
1.0,2,0,1,0,0,0,1.69,6.785029409665905
1.0,2,1,0,0,0,3,1.068,3.667914278676568
1.0,3,0,0,0,0,5,1.177,3.325691633556275
1.0,2,1,0,0,0,1,0.806,3.6215702629295636
1.0,3,0,0,0,0,0,2.101,3.47216222496496
