Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AL, 00100	0.012599	0.015385	0.004725	0.033435	0.064932	0.008359	0.299927	0.013877	0.546762	0.000000	0.000000
AL, 00200	0.029031	0.045496	0.000000	0.000000	0.050912	0.011482	0.185174	0.017733	0.660171	0.000000	0.000000
AL, 00301	0.106906	0.000000	0.039347	0.008463	0.055086	0.025093	0.106121	0.033028	0.625955	0.000000	0.000000
AL, 00302	0.049392	0.000000	0.026770	0.010180	0.060703	0.087850	0.106121	0.019220	0.639762	0.000000	0.000000
AL, 00400	0.000000	0.000000	0.008279	0.004458	0.028659	0.000000	0.715536	0.007327	0.235739	0.000000	0.000000
AL, 00500	0.014003	0.000000	0.032674	0.032674	0.046678	0.000000	0.252315	0.004861	0.616794	0.000000	0.000000
AL, 00600	0.000000	0.000000	0.000000	0.023543	0.089214	0.000000	0.504814	0.000000	0.382429	0.000000	0.000000
AL, 00700	0.000000	0.000000	0.008375	0.018207	0.000000	0.000728	0.541788	0.000000	0.430902	0.000000	0.000000
AL, 00800	0.011247	0.000000	0.008622	0.010497	0.022306	0.000000	0.499677	0.008692	0.438959	0.000000	0.000000
AL, 00900	0.000000	0.037786	0.038966	0.000000	0.025978	0.000000	0.414907	0.000000	0.482363	0.000000	0.000000
AL, 01000	0.000000	0.018922	0.000000	0.007454	0.019114	0.007454	0.716991	0.002625	0.227439	0.000000	0.000000
AL, 01100	0.000000	0.005741	0.000000	0.000000	0.023204	0.003588	0.967467	0.000000	0.000000	0.000000	0.000000
AL, 01200	0.021461	0.010502	0.029566	0.000000	0.020548	0.041781	0.171376	0.048153	0.656613	0.000000	0.000000
AL, 01301	0.059758	0.021042	0.000000	0.020200	0.148132	0.027775	0.095750	0.000000	0.627343	0.000000	0.000000
AL, 01302	0.015596	0.000000	0.043552	0.013242	0.086809	0.117707	0.095750	0.129452	0.497891	0.000000	0.000000
AL, 01303	0.060212	0.000000	0.018204	0.024855	0.038508	0.135128	0.095750	0.039004	0.588339	0.000000	0.000000
AL, 01304	0.014214	0.000000	0.064752	0.076334	0.077913	0.043694	0.095750	0.000000	0.627343	0.000000	0.000000
AL, 01305	0.013164	0.054535	0.067229	0.013164	0.080392	0.048423	0.095750	0.002292	0.625051	0.000000	0.000000
AL, 01400	0.006005	0.000000	0.008149	0.027879	0.000000	0.000858	0.811426	0.000000	0.145684	0.000000	0.000000
AL, 01500	0.000000	0.000000	0.000000	0.000000	0.091702	0.077029	0.277513	0.000000	0.553757	0.000000	0.000000
AL, 01600	0.032625	0.006730	0.034678	0.027035	0.046199	0.047682	0.217701	0.038016	0.549332	0.000000	0.000000
AL, 01700	0.006276	0.007113	0.027616	0.007113	0.008368	0.015063	0.758636	0.000000	0.169814	0.000000	0.000000
AL, 01800	0.002975	0.006942	0.000000	0.000000	0.032973	0.024792	0.690457	0.017583	0.224278	0.000000	0.000000
AL, 01900	0.049438	0.038993	0.031102	0.022746	0.033655	0.020541	0.303853	0.016145	0.483527	0.000000	0.000000
AL, 02000	0.065158	0.036307	0.013939	0.050571	0.037604	0.041494	0.161796	0.022795	0.570336	0.000000	0.000000
AL, 02100	0.008963	0.007699	0.018385	0.023901	0.032634	0.002528	0.387059	0.000000	0.518832	0.000000	0.000000
AL, 02200	0.000000	0.006316	0.000000	0.006316	0.036879	0.002853	0.763674	0.000000	0.183962	0.000000	0.000000
AL, 02300	0.000000	0.013069	0.011350	0.022355	0.029578	0.000000	0.481531	0.017560	0.424557	0.000000	0.000000
AL, 02400	0.028227	0.009918	0.022696	0.011253	0.078961	0.004005	0.347717	0.003580	0.493642	0.000000	0.000000
AL, 02500	0.011818	0.003885	0.041444	0.026550	0.015218	0.013275	0.384978	0.008927	0.493903	0.000000	0.000000
AL, 02600	0.024130	0.001638	0.033812	0.012363	0.026662	0.021598	0.237877	0.015727	0.626193	0.000000	0.000000
AL, 02701	0.047674	0.047674	0.039087	0.002961	0.015990	0.019247	0.279514	0.263142	0.284711	0.000000	0.000000
AL, 02702	0.048704	0.006590	0.052561	0.005626	0.043560	0.015592	0.279514	0.000000	0.547853	0.000000	0.000000
AL, 02703	0.031192	0.000000	0.000000	0.019092	0.045981	0.076367	0.279514	0.000000	0.547853	0.000000	0.000000
AR, 00100	0.039456	0.017199	0.027923	0.008498	0.055036	0.009915	0.092459	0.057461	0.692055	0.000000	0.000000
AR, 00200	0.079344	0.011175	0.065934	0.031067	0.029950	0.086272	0.095947	0.016315	0.583997	0.000000	0.000000
AR, 00300	0.000000	0.036673	0.009695	0.023606	0.000000	0.009274	0.383926	0.023935	0.512892	0.000000	0.000000
AR, 00400	0.002507	0.013072	0.004477	0.020056	0.008416	0.002507	0.521040	0.000000	0.427925	0.000000	0.000000
AR, 00500	0.038668	0.035572	0.004003	0.107396	0.021298	0.006571	0.171549	0.010510	0.604433	0.000000	0.000000
AR, 00600	0.000000	0.022665	0.000000	0.024858	0.121367	0.037287	0.290820	0.000000	0.503003	0.000000	0.000000
AR, 00700	0.000000	0.040800	0.000000	0.061200	0.000000	0.000000	0.583322	0.000000	0.314678	0.000000	0.000000
AR, 00800	0.052395	0.022355	0.000000	0.028642	0.013273	0.014670	0.422397	0.007753	0.438514	0.000000	0.000000
AR, 00900	0.134420	0.023109	0.049969	0.023472	0.038354	0.008469	0.124036	0.015160	0.583012	0.000000	0.000000
AR, 01000	0.059151	0.019717	0.043159	0.004382	0.027604	0.123780	0.124036	0.019738	0.578434	0.000000	0.000000
AR, 01100	0.072852	0.011805	0.022007	0.015262	0.038450	0.004975	0.258689	0.012508	0.563453	0.000000	0.000000
AR, 01200	0.038403	0.011126	0.004307	0.005563	0.022611	0.000000	0.292207	0.000000	0.625784	0.000000	0.000000
AR, 01300	0.056859	0.045071	0.000000	0.028430	0.000000	0.000000	0.314069	0.000000	0.555571	0.000000	0.000000
AR, 01400	0.016516	0.095174	0.000000	0.037510	0.059904	0.017075	0.135961	0.018174	0.619686	0.000000	0.000000
AR, 01500	0.019742	0.007725	0.010300	0.002575	0.016308	0.000000	0.516635	0.012875	0.413840	0.000000	0.000000
AR, 01600	0.058823	0.009684	0.014347	0.016499	0.021162	0.019369	0.349906	0.000000	0.510209	0.000000	0.000000
AR, 01700	0.018619	0.003508	0.004767	0.002339	0.007825	0.000000	0.711147	0.000000	0.251796	0.000000	0.000000
AR, 01800	0.029591	0.025713	0.000000	0.000000	0.003265	0.000000	0.678600	0.000000	0.262831	0.000000	0.000000
AR, 01900	0.000000	0.000000	0.020744	0.040249	0.000000	0.000000	0.653384	0.000000	0.285624	0.000000	0.000000
AR, 02000	0.015865	0.000000	0.041777	0.004759	0.038075	0.010576	0.587749	0.000000	0.301198	0.000000	0.000000
AZ, 00100	0.117457	0.000000	0.065599	0.013740	0.017729	0.052302	0.119076	0.004374	0.609724	0.000000	0.000000
AZ, 00101	0.065840	0.000000	0.056600	0.039273	0.061220	0.043894	0.119076	0.052830	0.561268	0.000000	0.000000
AZ, 00102	0.172811	0.008059	0.000000	0.026862	0.000000	0.059096	0.119076	0.000000	0.614098	0.000000	0.000000
AZ, 00103	0.063453	0.000000	0.077282	0.015456	0.030099	0.080536	0.119076	0.000000	0.614098	0.000000	0.000000
AZ, 00104	0.000000	0.000000	0.098689	0.084069	0.043862	0.040207	0.119076	0.000000	0.614098	0.000000	0.000000
AZ, 00105	0.016378	0.012284	0.045040	0.010236	0.074384	0.108505	0.119076	0.000000	0.614098	0.000000	0.000000
AZ, 00106	0.090178	0.000000	0.008030	0.000000	0.088942	0.079677	0.119076	0.061003	0.553095	0.000000	0.000000
AZ, 00107	0.085898	0.000000	0.054220	0.031677	0.046058	0.048973	0.119076	0.009949	0.604149	0.000000	0.000000
AZ, 00108	0.051493	0.000000	0.033938	0.010825	0.057344	0.113226	0.119076	0.128058	0.486039	0.000000	0.000000
AZ, 00109	0.046502	0.001337	0.032239	0.001634	0.018125	0.166989	0.119076	0.132902	0.481196	0.000000	0.000000
AZ, 00110	0.002849	0.003798	0.034184	0.000000	0.015763	0.210233	0.119076	0.033264	0.580834	0.000000	0.000000
AZ, 00111	0.000000	0.053365	0.000000	0.000000	0.000000	0.213461	0.119076	0.034678	0.579419	0.000000	0.000000
AZ, 00112	0.040536	0.005116	0.058836	0.034042	0.031878	0.096420	0.119076	0.065036	0.549061	0.000000	0.000000
AZ, 00113	0.125950	0.000000	0.018659	0.040117	0.000000	0.082100	0.119076	0.000000	0.614098	0.000000	0.000000
AZ, 00114	0.027982	0.000000	0.078949	0.074951	0.000000	0.084945	0.119076	0.127055	0.487043	0.000000	0.000000
AZ, 00115	0.031934	0.000000	0.097221	0.043998	0.038321	0.055352	0.119076	0.000000	0.614098	0.000000	0.000000
AZ, 00116	0.003660	0.004026	0.041360	0.060759	0.054537	0.102485	0.119076	0.070749	0.543349	0.000000	0.000000
AZ, 00117	0.000000	0.000000	0.000000	0.059911	0.000000	0.206915	0.119076	0.036266	0.577832	0.000000	0.000000
