Dependency=PUMA	Option=2 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=10 to 19 Unit	Option=20 to 49 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	source_count	source_weight	sampling_probability
"NC, 04400"	0.180481	0.310855	0.197059	0.082696	0.141554	0.087355	0.000000	0.000000	0.000000	4270.000000	54372.000000	0.000615
"NC, 04500"	0.161615	0.209128	0.194542	0.145155	0.200897	0.088663	0.000000	0.000000	0.000000	1961.000000	47720.000000	0.000440
"NC, 04600"	0.063552	0.079264	0.187143	0.314247	0.284213	0.071580	0.000000	0.000000	0.000000	2010.000000	42817.000000	0.000378
"NC, 04700"	0.113997	0.147915	0.223551	0.282399	0.137249	0.094889	0.000000	0.000000	0.000000	3097.000000	69910.000000	0.000620
"NC, 04800"	0.103638	0.164414	0.256903	0.239285	0.173815	0.061946	0.000000	0.000000	0.000000	3170.000000	53104.000000	0.000614
"NC, 04900"	0.192027	0.453534	0.184215	0.086751	0.083472	0.000000	0.000000	0.000000	0.000000	2361.000000	41754.000000	0.000368
"NC, 05001"	0.090600	0.149903	0.295812	0.247842	0.159944	0.055899	0.000000	0.000000	0.000000	2576.000000	47435.000000	0.000412
"NC, 05002"	0.126771	0.193251	0.273505	0.223302	0.134131	0.049040	0.000000	0.000000	0.000000	2039.000000	37520.000000	0.000322
"NC, 05003"	0.102113	0.141127	0.290608	0.247005	0.192429	0.026718	0.000000	0.000000	0.000000	2266.000000	39545.000000	0.000343
"NC, 05100"	0.335309	0.244664	0.220026	0.108910	0.062930	0.028160	0.000000	0.000000	0.000000	3271.000000	41260.000000	0.000352
"NC, 05200"	0.324313	0.233689	0.253517	0.097439	0.059486	0.031556	0.000000	0.000000	0.000000	2686.000000	49022.000000	0.000421
"NC, 05300"	0.177633	0.290446	0.312382	0.121586	0.061888	0.036065	0.000000	0.000000	0.000000	2196.000000	42205.000000	0.000348
"NC, 05400"	0.014547	0.047835	0.162160	0.430344	0.291032	0.054082	0.000000	0.000000	0.000000	2456.000000	41161.000000	0.000313
"ND, 00100"	0.091102	0.219278	0.142177	0.176612	0.259478	0.111353	0.000000	0.000000	0.000000	4506.000000	82559.000000	0.000760
"ND, 00200"	0.097463	0.225583	0.188003	0.248804	0.189224	0.050923	0.000000	0.000000	0.000000	3963.000000	53063.000000	0.000469
"ND, 00300"	0.083491	0.164137	0.211754	0.186818	0.182734	0.171066	0.000000	0.000000	0.000000	2361.000000	56968.000000	0.000454
"ND, 00400"	0.076965	0.144957	0.105409	0.224777	0.284261	0.163631	0.000000	0.000000	0.000000	2762.000000	45895.000000	0.000382
"ND, 00500"	0.057599	0.047529	0.105691	0.180919	0.400582	0.207680	0.000000	0.000000	0.000000	2285.000000	73038.000000	0.000566
"NE, 00100"	0.202267	0.244149	0.204945	0.132324	0.124752	0.091561	0.000000	0.000000	0.000000	2864.000000	46058.000000	0.000411
"NE, 00200"	0.160200	0.226877	0.199298	0.216277	0.105153	0.092194	0.000000	0.000000	0.000000	5135.000000	72092.000000	0.000599
"NE, 00300"	0.147157	0.244368	0.176304	0.181818	0.144162	0.106192	0.000000	0.000000	0.000000	2750.000000	43313.000000	0.000365
"NE, 00400"	0.148951	0.231739	0.124095	0.215104	0.181835	0.098276	0.000000	0.000000	0.000000	2784.000000	43784.000000	0.000389
"NE, 00500"	0.179078	0.322737	0.199325	0.148976	0.086816	0.063067	0.000000	0.000000	0.000000	2979.000000	47253.000000	0.000390
"NE, 00600"	0.171794	0.191459	0.196941	0.128122	0.216117	0.095567	0.000000	0.000000	0.000000	4374.000000	56128.000000	0.000482
"NE, 00701"	0.141605	0.176371	0.251573	0.153119	0.101800	0.175532	0.000000	0.000000	0.000000	2452.000000	41266.000000	0.000343
"NE, 00702"	0.043395	0.066372	0.186435	0.382662	0.195710	0.125426	0.000000	0.000000	0.000000	2415.000000	63851.000000	0.000494
"NE, 00801"	0.125395	0.116697	0.185995	0.240936	0.221952	0.109025	0.000000	0.000000	0.000000	2236.000000	64974.000000	0.000516
"NE, 00802"	0.097573	0.098332	0.182354	0.272522	0.184291	0.164927	0.000000	0.000000	0.000000	2121.000000	55989.000000	0.000425
"NE, 00901"	0.020641	0.056772	0.184902	0.360062	0.233194	0.144429	0.000000	0.000000	0.000000	2668.000000	70656.000000	0.000548
"NE, 00902"	0.031567	0.061255	0.273331	0.334080	0.172637	0.127130	0.000000	0.000000	0.000000	2328.000000	59489.000000	0.000458
"NE, 00903"	0.117397	0.153463	0.275409	0.129623	0.129320	0.194788	0.000000	0.000000	0.000000	1459.000000	41146.000000	0.000347
"NE, 00904"	0.121382	0.100470	0.168358	0.201092	0.159796	0.248903	0.000000	0.000000	0.000000	1642.000000	42401.000000	0.000352
"NH, 00100"	0.213966	0.303509	0.223503	0.103256	0.070227	0.085538	0.000000	0.000000	0.000000	3803.000000	48735.000000	0.000549
"NH, 00200"	0.217104	0.238388	0.288623	0.109065	0.101599	0.045221	0.000000	0.000000	0.000000	2770.000000	51980.000000	0.000628
"NH, 00300"	0.214141	0.256992	0.166230	0.106477	0.170278	0.085882	0.000000	0.000000	0.000000	2508.000000	58898.000000	0.000490
"NH, 00400"	0.224280	0.216519	0.198694	0.104110	0.192870	0.063527	0.000000	0.000000	0.000000	2447.000000	43484.000000	0.000365
"NH, 00500"	0.238816	0.286223	0.202526	0.084497	0.112336	0.075602	0.000000	0.000000	0.000000	3054.000000	48309.000000	0.000430
"NH, 00600"	0.233787	0.182740	0.202178	0.112810	0.176388	0.092097	0.000000	0.000000	0.000000	2245.000000	41283.000000	0.000338
"NH, 00700"	0.246658	0.095008	0.149054	0.116838	0.302434	0.090007	0.000000	0.000000	0.000000	2356.000000	57082.000000	0.000445
"NH, 00800"	0.203746	0.224678	0.159860	0.121151	0.213413	0.077152	0.000000	0.000000	0.000000	1998.000000	45800.000000	0.000368
"NH, 00900"	0.232427	0.137725	0.159652	0.172664	0.215166	0.082366	0.000000	0.000000	0.000000	2135.000000	52005.000000	0.000403
"NH, 01000"	0.181919	0.181919	0.193800	0.154543	0.180138	0.107681	0.000000	0.000000	0.000000	3585.000000	79130.000000	0.000644
"NJ, 00101"	0.206184	0.160043	0.160958	0.132885	0.078085	0.261845	0.000000	0.000000	0.000000	2341.000000	43628.000000	0.000468
"NJ, 00102"	0.169621	0.202798	0.199692	0.224055	0.091240	0.112595	0.000000	0.000000	0.000000	2722.000000	52638.000000	0.000450
"NJ, 00301"	0.206152	0.114983	0.116055	0.110434	0.158057	0.294319	0.000000	0.000000	0.000000	1663.000000	42221.000000	0.000339
"NJ, 00302"	0.502781	0.141703	0.070324	0.103862	0.084046	0.097283	0.000000	0.000000	0.000000	2125.000000	46171.000000	0.000364
"NJ, 00303"	0.244787	0.121022	0.064416	0.083407	0.131742	0.354626	0.000000	0.000000	0.000000	2601.000000	57429.000000	0.000463
"NJ, 00304"	0.576524	0.192447	0.070777	0.048478	0.046789	0.064985	0.000000	0.000000	0.000000	1911.000000	43823.000000	0.000347
"NJ, 00305"	0.251839	0.209778	0.140753	0.108935	0.072446	0.216248	0.000000	0.000000	0.000000	2025.000000	36249.000000	0.000280
"NJ, 00306"	0.267911	0.086692	0.178344	0.228725	0.097570	0.140757	0.000000	0.000000	0.000000	1975.000000	37449.000000	0.000291
"NJ, 00307"	0.322510	0.293676	0.105918	0.086293	0.055841	0.135762	0.000000	0.000000	0.000000	2017.000000	38736.000000	0.000303
"NJ, 00308"	0.303527	0.116018	0.101677	0.166573	0.109599	0.202605	0.000000	0.000000	0.000000	1955.000000	35742.000000	0.000277
"NJ, 00400"	0.431765	0.231718	0.094788	0.060404	0.062365	0.118960	0.000000	0.000000	0.000000	2023.000000	43786.000000	0.000372
"NJ, 00501"	0.423517	0.147853	0.154159	0.099284	0.079618	0.095569	0.000000	0.000000	0.000000	1925.000000	42983.000000	0.000355
"NJ, 00502"	0.540606	0.105911	0.096622	0.110133	0.055455	0.091274	0.000000	0.000000	0.000000	1686.000000	38290.000000	0.000301
"NJ, 00503"	0.225419	0.070931	0.141560	0.110020	0.158179	0.293890	0.000000	0.000000	0.000000	1872.000000	37194.000000	0.000298
"NJ, 00601"	0.174873	0.152547	0.133666	0.085586	0.100550	0.352779	0.000000	0.000000	0.000000	2978.000000	57428.000000	0.000478
"NJ, 00602"	0.409460	0.133909	0.136781	0.072129	0.164863	0.082858	0.000000	0.000000	0.000000	1734.000000	40179.000000	0.000338
"NJ, 00701"	0.272738	0.142630	0.093198	0.106118	0.132800	0.252516	0.000000	0.000000	0.000000	2166.000000	52644.000000	0.000420
"NJ, 00702"	0.139218	0.198334	0.183754	0.105416	0.131977	0.241301	0.000000	0.000000	0.000000	2687.000000	54594.000000	0.000451
"NJ, 00703"	0.452893	0.186842	0.114408	0.093184	0.076393	0.076281	0.000000	0.000000	0.000000	2423.000000	47508.000000	0.000385
"NJ, 00800"	0.210075	0.202104	0.197266	0.221323	0.095788	0.073443	0.000000	0.000000	0.000000	2950.000000	46821.000000	0.000375
"NJ, 00901"	0.115706	0.272457	0.130279	0.212871	0.110944	0.157742	0.000000	0.000000	0.000000	2232.000000	46266.000000	0.000361
"NJ, 00902"	0.066604	0.111098	0.273641	0.316359	0.094034	0.138264	0.000000	0.000000	0.000000	1899.000000	41001.000000	0.000328
"NJ, 00903"	0.211190	0.137316	0.164193	0.233771	0.120876	0.132653	0.000000	0.000000	0.000000	2038.000000	36928.000000	0.000290
"NJ, 00904"	0.150716	0.101607	0.214501	0.345708	0.106936	0.080533	0.000000	0.000000	0.000000	2257.000000	38537.000000	0.000304
"NJ, 00905"	0.222414	0.094448	0.179420	0.251859	0.140888	0.110971	0.000000	0.000000	0.000000	1780.000000	37164.000000	0.000293
"NJ, 00906"	0.265787	0.209852	0.099518	0.154392	0.098722	0.171729	0.000000	0.000000	0.000000	2328.000000	45448.000000	0.000365
"NJ, 00907"	0.320481	0.134887	0.107176	0.225354	0.116920	0.095181	0.000000	0.000000	0.000000	1903.000000	38439.000000	0.000303
"NJ, 01001"	0.114297	0.164802	0.240645	0.292904	0.138764	0.048587	0.000000	0.000000	0.000000	2184.000000	38911.000000	0.000307
"NJ, 01002"	0.048007	0.149273	0.173989	0.312755	0.112849	0.203126	0.000000	0.000000	0.000000	1690.000000	37976.000000	0.000305
"NJ, 01003"	0.321294	0.179305	0.144390	0.146953	0.085210	0.122848	0.000000	0.000000	0.000000	2039.000000	39081.000000	0.000328
"NJ, 01101"	0.110347	0.114653	0.184438	0.163989	0.121026	0.305546	0.000000	0.000000	0.000000	2268.000000	42394.000000	0.000390
"NJ, 01102"	0.113020	0.079379	0.308092	0.261225	0.066434	0.171850	0.000000	0.000000	0.000000	1937.000000	37677.000000	0.000302
"NJ, 01103"	0.152265	0.158716	0.124132	0.201378	0.162294	0.201214	0.000000	0.000000	0.000000	2377.000000	41453.000000	0.000369
"NJ, 01104"	0.137447	0.170876	0.146340	0.176042	0.077186	0.292109	0.000000	0.000000	0.000000	2092.000000	37545.000000	0.000309
"NJ, 01105"	0.137841	0.161556	0.128536	0.194443	0.068529	0.309096	0.000000	0.000000	0.000000	2004.000000	39083.000000	0.000316
"NJ, 01106"	0.216616	0.092267	0.345340	0.116431	0.031630	0.197716	0.000000	0.000000	0.000000	1786.000000	34330.000000	0.000268
"NJ, 01201"	0.290639	0.100025	0.248553	0.111925	0.091494	0.157365	0.000000	0.000000	0.000000	2562.000000	47817.000000	0.000541
"NJ, 01202"	0.164291	0.151945	0.235825	0.249522	0.108753	0.089665	0.000000	0.000000	0.000000	2630.000000	44311.000000	0.000423
"NJ, 01203"	0.101304	0.137224	0.191329	0.159457	0.141276	0.269411	0.000000	0.000000	0.000000	1823.000000	42578.000000	0.000350
"NJ, 01204"	0.153434	0.300125	0.150417	0.120760	0.068014	0.207250	0.000000	0.000000	0.000000	2109.000000	47055.000000	0.000385
"NJ, 01205"	0.124504	0.155273	0.151745	0.276017	0.202020	0.090441	0.000000	0.000000	0.000000	2413.000000	41372.000000	0.000408
"NJ, 01301"	0.223935	0.320730	0.121071	0.085520	0.081180	0.167564	0.000000	0.000000	0.000000	2182.000000	52567.000000	0.000439
"NJ, 01302"	0.256067	0.349940	0.077399	0.056692	0.070896	0.189005	0.000000	0.000000	0.000000	2069.000000	42748.000000	0.000393
"NJ, 01401"	0.344895	0.210028	0.103196	0.118602	0.120945	0.102335	0.000000	0.000000	0.000000	2178.000000	41299.000000	0.000329
"NJ, 01402"	0.246335	0.208817	0.069292	0.091620	0.157291	0.226645	0.000000	0.000000	0.000000	3273.000000	69413.000000	0.000614
"NJ, 01403"	0.222292	0.179661	0.100604	0.088978	0.138429	0.270035	0.000000	0.000000	0.000000	2198.000000	39142.000000	0.000308
"NJ, 01404"	0.317804	0.206418	0.106677	0.086730	0.078305	0.204066	0.000000	0.000000	0.000000	1756.000000	35158.000000	0.000278
"NJ, 01501"	0.217756	0.102122	0.124989	0.135385	0.128539	0.291208	0.000000	0.000000	0.000000	2184.000000	48280.000000	0.000386
"NJ, 01502"	0.103894	0.173120	0.130019	0.338619	0.169770	0.084578	0.000000	0.000000	0.000000	2437.000000	46423.000000	0.000369
"NJ, 01503"	0.122367	0.115382	0.101130	0.294292	0.216972	0.149857	0.000000	0.000000	0.000000	2162.000000	40719.000000	0.000325
"NJ, 01504"	0.210422	0.152159	0.168134	0.165571	0.146346	0.157368	0.000000	0.000000	0.000000	2495.000000	44702.000000	0.000354
"NJ, 01600"	0.166517	0.175794	0.331712	0.158865	0.070821	0.096290	0.000000	0.000000	0.000000	3506.000000	53805.000000	0.000467
"NJ, 01700"	0.205898	0.166192	0.271810	0.197959	0.071584	0.086556	0.000000	0.000000	0.000000	2604.000000	41386.000000	0.000340
"NJ, 01800"	0.391140	0.168589	0.105601	0.096027	0.132369	0.106274	0.000000	0.000000	0.000000	1815.000000	40219.000000	0.000333
"NJ, 01901"	0.455523	0.224015	0.049929	0.063660	0.057669	0.149205	0.000000	0.000000	0.000000	1678.000000	37596.000000	0.000300
"NJ, 01902"	0.205633	0.245029	0.103304	0.134409	0.150630	0.160996	0.000000	0.000000	0.000000	1819.000000	37559.000000	0.000296
"NJ, 01903"	0.329737	0.207678	0.092253	0.080310	0.162833	0.127189	0.000000	0.000000	0.000000	1550.000000	33639.000000	0.000269
"NJ, 01904"	0.440892	0.143044	0.058296	0.074088	0.110288	0.173392	0.000000	0.000000	0.000000	1997.000000	38914.000000	0.000312
"NJ, 02001"	0.185983	0.200139	0.197091	0.197876	0.125822	0.093088	0.000000	0.000000	0.000000	2802.000000	47859.000000	0.000392
"NJ, 02002"	0.082887	0.180668	0.285335	0.198301	0.107823	0.144985	0.000000	0.000000	0.000000	3350.000000	59995.000000	0.000480
"NJ, 02003"	0.110576	0.263817	0.162165	0.261651	0.117113	0.084677	0.000000	0.000000	0.000000	3465.000000	56550.000000	0.000462
"NJ, 02101"	0.204055	0.213854	0.107117	0.139783	0.077049	0.258140	0.000000	0.000000	0.000000	1933.000000	42129.000000	0.000369
"NJ, 02102"	0.153089	0.170711	0.170184	0.162358	0.123760	0.219899	0.000000	0.000000	0.000000	2939.000000	48258.000000	0.000399
"NJ, 02103"	0.149558	0.118161	0.181232	0.262763	0.206025	0.082261	0.000000	0.000000	0.000000	2611.000000	52970.000000	0.000427
"NJ, 02104"	0.076152	0.120619	0.107225	0.133192	0.113259	0.449554	0.000000	0.000000	0.000000	2449.000000	43664.000000	0.000350
"NJ, 02201"	0.153807	0.157457	0.236615	0.201881	0.090960	0.159280	0.000000	0.000000	0.000000	2887.000000	48087.000000	0.000385
"NJ, 02202"	0.221030	0.148213	0.220134	0.164008	0.074780	0.171834	0.000000	0.000000	0.000000	2847.000000	56715.000000	0.000457
"NJ, 02301"	0.201017	0.126163	0.114898	0.192515	0.098546	0.266861	0.000000	0.000000	0.000000	1862.000000	39930.000000	0.000366
"NJ, 02302"	0.048833	0.111740	0.194400	0.382191	0.097666	0.165169	0.000000	0.000000	0.000000	2320.000000	51984.000000	0.000411
"NJ, 02303"	0.195803	0.095654	0.145180	0.311241	0.104393	0.147729	0.000000	0.000000	0.000000	1643.000000	37631.000000	0.000306
"NJ, 02400"	0.291028	0.182032	0.128770	0.115423	0.091694	0.191053	0.000000	0.000000	0.000000	2004.000000	37963.000000	0.000318
"NJ, 02500"	0.268628	0.189498	0.152940	0.183612	0.054760	0.150562	0.000000	0.000000	0.000000	2740.000000	36671.000000	0.000312
"NJ, 02600"	0.322490	0.192347	0.124628	0.150807	0.053729	0.155999	0.000000	0.000000	0.000000	3176.000000	44255.000000	0.000783
"NM, 00100"	0.193695	0.252869	0.333935	0.105452	0.067068	0.046981	0.000000	0.000000	0.000000	4012.000000	36990.000000	0.000359
"NM, 00200"	0.095806	0.365272	0.209283	0.182332	0.058380	0.088927	0.000000	0.000000	0.000000	1514.000000	33840.000000	0.000291
"NM, 00300"	0.359671	0.232667	0.197226	0.112480	0.044683	0.053273	0.000000	0.000000	0.000000	2886.000000	45535.000000	0.000501
"NM, 00400"	0.241191	0.359369	0.231529	0.087579	0.059592	0.020739	0.000000	0.000000	0.000000	2116.000000	37817.000000	0.000382
"NM, 00500"	0.114596	0.214405	0.246832	0.175329	0.132021	0.116817	0.000000	0.000000	0.000000	4282.000000	61651.000000	0.000539
"NM, 00600"	0.071733	0.385533	0.191566	0.087869	0.040342	0.222957	0.000000	0.000000	0.000000	2834.000000	49265.000000	0.000407
"NM, 00700"	0.263401	0.392775	0.082236	0.084117	0.140492	0.036979	0.000000	0.000000	0.000000	1617.000000	37014.000000	0.000314
"NM, 00801"	0.013087	0.180668	0.234023	0.275812	0.100296	0.196114	0.000000	0.000000	0.000000	1739.000000	42470.000000	0.000353
"NM, 00802"	0.022841	0.236697	0.132762	0.173995	0.127375	0.306330	0.000000	0.000000	0.000000	2161.000000	42983.000000	0.000360
"NM, 00803"	0.080543	0.324059	0.156142	0.160946	0.110390	0.167920	0.000000	0.000000	0.000000	1562.000000	42682.000000	0.000353
"NM, 00804"	0.158179	0.203958	0.129258	0.196417	0.148066	0.164122	0.000000	0.000000	0.000000	1803.000000	43081.000000	0.000361
"NM, 00805"	0.046946	0.149639	0.252477	0.297905	0.113850	0.139182	0.000000	0.000000	0.000000	1803.000000	45762.000000	0.000358
"NM, 00806"	0.137736	0.151809	0.150952	0.193607	0.095954	0.269940	0.000000	0.000000	0.000000	1306.000000	36546.000000	0.000292
"NM, 00900"	0.175948	0.169919	0.179677	0.100746	0.229335	0.144375	0.000000	0.000000	0.000000	1921.000000	39855.000000	0.000420
"NM, 01001"	0.183619	0.283423	0.286724	0.087099	0.048020	0.111116	0.000000	0.000000	0.000000	1261.000000	34032.000000	0.000278
"NM, 01002"	0.179980	0.252225	0.195043	0.175984	0.099836	0.096932	0.000000	0.000000	0.000000	1315.000000	42708.000000	0.000354
"NM, 01100"	0.161189	0.329623	0.221849	0.116000	0.033355	0.137984	0.000000	0.000000	0.000000	2388.000000	54902.000000	0.000567
"NM, 01200"	0.129775	0.190981	0.214445	0.071100	0.161300	0.232399	0.000000	0.000000	0.000000	1793.000000	43302.000000	0.000366
"NV, 00101"	0.037133	0.154661	0.280335	0.172317	0.132409	0.223146	0.000000	0.000000	0.000000	3795.000000	76747.000000	0.000620
"NV, 00102"	0.128090	0.241244	0.345577	0.078132	0.054620	0.152338	0.000000	0.000000	0.000000	2388.000000	43557.000000	0.000369
"NV, 00103"	0.043220	0.237528	0.354724	0.150228	0.059882	0.154417	0.000000	0.000000	0.000000	2709.000000	53215.000000	0.000421
"NV, 00200"	0.149857	0.251305	0.215981	0.104202	0.174947	0.103708	0.000000	0.000000	0.000000	3797.000000	64326.000000	0.000538
"NV, 00300"	0.166722	0.324913	0.229006	0.094977	0.109238	0.075145	0.000000	0.000000	0.000000	3395.000000	64545.000000	0.000577
"NV, 00401"	0.023740	0.200676	0.290263	0.202913	0.091158	0.191250	0.000000	0.000000	0.000000	2491.000000	51496.000000	0.000420
"NV, 00402"	0.049452	0.149107	0.370028	0.149107	0.050945	0.231362	0.000000	0.000000	0.000000	2362.000000	45174.000000	0.000369
"NV, 00403"	0.109460	0.266713	0.245642	0.194793	0.090309	0.093083	0.000000	0.000000	0.000000	2982.000000	56474.000000	0.000469
"NV, 00404"	0.041595	0.293708	0.221366	0.228398	0.114834	0.100098	0.000000	0.000000	0.000000	2759.000000	47591.000000	0.000423
"NV, 00405"	0.072643	0.226522	0.183840	0.179028	0.123477	0.214489	0.000000	0.000000	0.000000	2562.000000	41693.000000	0.000378
"NV, 00406"	0.014747	0.230257	0.337108	0.195671	0.090010	0.132208	0.000000	0.000000	0.000000	2365.000000	49235.000000	0.000421
"NV, 00407"	0.033909	0.280870	0.334977	0.156852	0.026951	0.166441	0.000000	0.000000	0.000000	3267.000000	59399.000000	0.000519
"NV, 00408"	0.025109	0.193980	0.362483	0.196742	0.087571	0.134115	0.000000	0.000000	0.000000	3882.000000	80146.000000	0.000686
"NV, 00409"	0.024884	0.211629	0.233168	0.189850	0.101507	0.238963	0.000000	0.000000	0.000000	3360.000000	63799.000000	0.000667
"NV, 00410"	0.024547	0.219133	0.375800	0.185261	0.084654	0.110606	0.000000	0.000000	0.000000	2752.000000	53090.000000	0.000446
"NV, 00411"	0.033990	0.220486	0.395226	0.145840	0.041116	0.163342	0.000000	0.000000	0.000000	4165.000000	86013.000000	0.000704
"NV, 00412"	0.019711	0.230771	0.317174	0.206585	0.062540	0.163220	0.000000	0.000000	0.000000	3009.000000	59239.000000	0.000499
"NV, 00413"	0.017175	0.144157	0.308808	0.209993	0.093937	0.225929	0.000000	0.000000	0.000000	2626.000000	56510.000000	0.000490
"NY, 00100"	0.265663	0.338707	0.108135	0.069142	0.075512	0.142841	0.000000	0.000000	0.000000	3410.000000	41639.000000	0.000393
"NY, 00200"	0.319267	0.240212	0.217012	0.080207	0.060297	0.083006	0.000000	0.000000	0.000000	5160.000000	66987.000000	0.000719
"NY, 00300"	0.395017	0.239625	0.170691	0.044866	0.076112	0.073689	0.000000	0.000000	0.000000	3537.000000	51237.000000	0.000511
"NY, 00401"	0.437976	0.230495	0.123646	0.070221	0.040202	0.097459	0.000000	0.000000	0.000000	3504.000000	45429.000000	0.000389
"NY, 00402"	0.438577	0.189018	0.123964	0.066428	0.067718	0.114296	0.000000	0.000000	0.000000	3399.000000	62801.000000	0.000535
"NY, 00403"	0.374539	0.271411	0.157083	0.049584	0.099168	0.048215	0.000000	0.000000	0.000000	4558.000000	43594.000000	0.000420
"NY, 00500"	0.229721	0.301067	0.190716	0.064380	0.092553	0.121563	0.000000	0.000000	0.000000	4454.000000	53443.000000	0.000556
"NY, 00600"	0.334211	0.235832	0.185074	0.077396	0.046238	0.121248	0.000000	0.000000	0.000000	3135.000000	45881.000000	0.000403
"NY, 00701"	0.339400	0.153259	0.135871	0.079347	0.092045	0.200078	0.000000	0.000000	0.000000	3288.000000	55634.000000	0.000493
"NY, 00702"	0.115462	0.098536	0.293144	0.268085	0.125958	0.098815	0.000000	0.000000	0.000000	2556.000000	50982.000000	0.000400
"NY, 00703"	0.193133	0.161181	0.277683	0.162808	0.072935	0.132260	0.000000	0.000000	0.000000	3955.000000	65647.000000	0.000527
"NY, 00704"	0.342506	0.209031	0.134133	0.112018	0.079240	0.123072	0.000000	0.000000	0.000000	4036.000000	45005.000000	0.000390
"NY, 00800"	0.340601	0.261256	0.194171	0.070958	0.102180	0.030834	0.000000	0.000000	0.000000	3658.000000	50114.000000	0.000433
"NY, 00901"	0.078555	0.163366	0.379744	0.139843	0.086936	0.151555	0.000000	0.000000	0.000000	2644.000000	54972.000000	0.000433
"NY, 00902"	0.338007	0.186420	0.143886	0.059446	0.093943	0.178298	0.000000	0.000000	0.000000	2624.000000	47009.000000	0.000394
"NY, 00903"	0.321658	0.196933	0.086906	0.091088	0.097014	0.206401	0.000000	0.000000	0.000000	1892.000000	39058.000000	0.000341
"NY, 00904"	0.052497	0.280347	0.342373	0.079983	0.084471	0.160328	0.000000	0.000000	0.000000	2346.000000	52560.000000	0.000417
"NY, 00905"	0.181935	0.227549	0.313206	0.151093	0.045227	0.080991	0.000000	0.000000	0.000000	2012.000000	38883.000000	0.000312
"NY, 00906"	0.125562	0.165555	0.353271	0.116618	0.068035	0.170959	0.000000	0.000000	0.000000	3103.000000	68015.000000	0.000540
"NY, 01000"	0.404835	0.218697	0.180407	0.051284	0.084686	0.060091	0.000000	0.000000	0.000000	3016.000000	40165.000000	0.000332
"NY, 01101"	0.335616	0.204207	0.157136	0.084740	0.067778	0.150524	0.000000	0.000000	0.000000	2385.000000	45509.000000	0.000391
"NY, 01102"	0.332835	0.285383	0.170904	0.125357	0.060502	0.025019	0.000000	0.000000	0.000000	2270.000000	42469.000000	0.000354
"NY, 01201"	0.410927	0.144761	0.164573	0.109434	0.038950	0.131355	0.000000	0.000000	0.000000	2052.000000	48113.000000	0.000379
"NY, 01202"	0.180507	0.252906	0.262764	0.057513	0.048960	0.197349	0.000000	0.000000	0.000000	2143.000000	49872.000000	0.000392
"NY, 01203"	0.335036	0.220150	0.186034	0.093160	0.038051	0.127569	0.000000	0.000000	0.000000	1924.000000	43673.000000	0.000335
"NY, 01204"	0.476248	0.189237	0.142364	0.089954	0.029095	0.073102	0.000000	0.000000	0.000000	3602.000000	66225.000000	0.000534
"NY, 01205"	0.711145	0.103245	0.050423	0.029106	0.041199	0.064883	0.000000	0.000000	0.000000	2830.000000	60284.000000	0.000547
"NY, 01206"	0.510640	0.136624	0.100130	0.055868	0.074434	0.122304	0.000000	0.000000	0.000000	2298.000000	50352.000000	0.000436
"NY, 01207"	0.337946	0.164414	0.247131	0.121087	0.042303	0.087118	0.000000	0.000000	0.000000	3505.000000	67853.000000	0.000541
"NY, 01300"	0.323301	0.262703	0.239284	0.087285	0.082741	0.004686	0.000000	0.000000	0.000000	3449.000000	40118.000000	0.000341
"NY, 01400"	0.217201	0.248933	0.228432	0.112450	0.098255	0.094729	0.000000	0.000000	0.000000	3718.000000	53606.000000	0.000476
"NY, 01500"	0.404914	0.213647	0.166810	0.083677	0.056835	0.074116	0.000000	0.000000	0.000000	3606.000000	44232.000000	0.000251
"NY, 01600"	0.600471	0.204577	0.066286	0.041770	0.046126	0.040769	0.000000	0.000000	0.000000	3023.000000	42234.000000	0.000389
"NY, 01700"	0.473028	0.134210	0.119860	0.103635	0.063589	0.105678	0.000000	0.000000	0.000000	3040.000000	53825.000000	0.000512
"NY, 01801"	0.178630	0.271784	0.185512	0.156308	0.088146	0.119619	0.000000	0.000000	0.000000	2032.000000	46574.000000	0.000372
"NY, 01802"	0.322396	0.224212	0.234645	0.077325	0.059136	0.082286	0.000000	0.000000	0.000000	2689.000000	46555.000000	0.000394
"NY, 01900"	0.375551	0.185654	0.176435	0.101017	0.076277	0.085066	0.000000	0.000000	0.000000	3406.000000	64455.000000	0.000539
"NY, 02001"	0.376002	0.230374	0.112291	0.061609	0.052103	0.167621	0.000000	0.000000	0.000000	1896.000000	44928.000000	0.000388
"NY, 02002"	0.302703	0.192220	0.175724	0.156823	0.066185	0.106346	0.000000	0.000000	0.000000	4024.000000	80448.000000	0.000652
"NY, 02100"	0.344537	0.253360	0.139188	0.086877	0.075580	0.100459	0.000000	0.000000	0.000000	3013.000000	42577.000000	0.000467
"NY, 02201"	0.335746	0.243132	0.163419	0.107044	0.067001	0.083659	0.000000	0.000000	0.000000	2660.000000	50858.000000	0.000437
"NY, 02202"	0.428036	0.203783	0.097708	0.095948	0.106517	0.068006	0.000000	0.000000	0.000000	2799.000000	42765.000000	0.000350
"NY, 02203"	0.299330	0.343756	0.201986	0.056417	0.067527	0.030986	0.000000	0.000000	0.000000	4067.000000	44661.000000	0.000475
