Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AL, 00100	0.013108	0.016007	0.004916	0.034787	0.067557	0.008697	0.250107	0.014971	0.589852	0.000000	0.000000
AL, 00200	0.029739	0.046605	0.000000	0.000000	0.052153	0.011762	0.149427	0.018581	0.691732	0.000000	0.000000
AL, 00301	0.105350	0.000000	0.038775	0.008340	0.054284	0.024728	0.084775	0.034269	0.649479	0.000000	0.000000
AL, 00302	0.048673	0.000000	0.026380	0.010032	0.059820	0.086572	0.084775	0.019943	0.663805	0.000000	0.000000
AL, 00400	0.000000	0.000000	0.003613	0.001945	0.012506	0.000000	0.570942	0.012390	0.398604	0.000000	0.000000
AL, 00500	0.008812	0.000000	0.020562	0.020562	0.029375	0.000000	0.203956	0.005605	0.711127	0.000000	0.000000
AL, 00600	0.000000	0.000000	0.000000	0.027106	0.102717	0.000000	0.360007	0.000000	0.510169	0.000000	0.000000
AL, 00700	0.000000	0.000000	0.001447	0.003145	0.000000	0.000126	0.436151	0.000000	0.559132	0.000000	0.000000
AL, 00800	0.011789	0.000000	0.009038	0.011003	0.023382	0.000000	0.440748	0.009787	0.494253	0.000000	0.000000
AL, 00900	0.000000	0.040539	0.041806	0.000000	0.027871	0.000000	0.347487	0.000000	0.542296	0.000000	0.000000
AL, 01000	0.000000	0.021880	0.000000	0.008619	0.022101	0.008619	0.625113	0.003579	0.310087	0.000000	0.000000
AL, 01100	0.000000	0.012971	0.000000	0.000000	0.052424	0.008107	0.726035	0.021795	0.178667	0.000000	0.000000
AL, 01200	0.021650	0.010595	0.029827	0.000000	0.020729	0.042149	0.141148	0.050144	0.683759	0.000000	0.000000
AL, 01301	0.060182	0.021191	0.000000	0.020343	0.149184	0.027972	0.071228	0.000000	0.649900	0.000000	0.000000
AL, 01302	0.015707	0.000000	0.043861	0.013336	0.087425	0.118543	0.071228	0.134106	0.515793	0.000000	0.000000
AL, 01303	0.060640	0.000000	0.018333	0.025031	0.038781	0.136087	0.071228	0.040407	0.609493	0.000000	0.000000
AL, 01304	0.014315	0.000000	0.065211	0.076875	0.078466	0.044004	0.071228	0.000000	0.649900	0.000000	0.000000
AL, 01305	0.013257	0.054922	0.067706	0.013257	0.080963	0.048767	0.071228	0.002375	0.647525	0.000000	0.000000
AL, 01400	0.007141	0.000000	0.009691	0.033154	0.000000	0.001020	0.749866	0.000000	0.199128	0.000000	0.000000
AL, 01500	0.000000	0.000000	0.000000	0.000000	0.096924	0.081416	0.235384	0.000000	0.586277	0.000000	0.000000
AL, 01600	0.034413	0.007099	0.036578	0.028517	0.048731	0.050295	0.183909	0.039512	0.570946	0.000000	0.000000
AL, 01700	0.004145	0.004697	0.018236	0.004697	0.005526	0.009947	0.807319	0.000000	0.145434	0.000000	0.000000
AL, 01800	0.003541	0.008261	0.000000	0.000000	0.039241	0.029505	0.546270	0.027130	0.346051	0.000000	0.000000
AL, 01900	0.050685	0.039977	0.031887	0.023320	0.034504	0.021059	0.259141	0.017429	0.521997	0.000000	0.000000
AL, 02000	0.065581	0.036543	0.014030	0.050898	0.037848	0.041763	0.125605	0.024125	0.603608	0.000000	0.000000
AL, 02100	0.009034	0.007760	0.018532	0.024092	0.032894	0.002548	0.319743	0.000000	0.585396	0.000000	0.000000
AL, 02200	0.000000	0.007134	0.000000	0.007134	0.041653	0.003222	0.693499	0.000000	0.247358	0.000000	0.000000
AL, 02300	0.000000	0.014431	0.012532	0.024684	0.032659	0.000000	0.391090	0.020836	0.503768	0.000000	0.000000
AL, 02400	0.028793	0.010116	0.023151	0.011478	0.080542	0.004085	0.307577	0.003847	0.530410	0.000000	0.000000
AL, 02500	0.012292	0.004041	0.043106	0.027615	0.015828	0.013807	0.331659	0.009794	0.541858	0.000000	0.000000
AL, 02600	0.022704	0.001542	0.031813	0.011632	0.025086	0.020321	0.197855	0.016882	0.672164	0.000000	0.000000
