display_name,display_name_short,export,maximum,measure_id,metadata_id,minimum,name,objective_function,objective_function_group,objective_function_index,output,perturbable,pivot,static_value,units,value_type,visualize,measure_name,measure_display_name,type_of_variable
Location Region,Location Region,false,,1863629a-083f-4bac-93cd-12af5b477c09,,,building_characteristics_report.Location Region,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Building ID,Building ID,true,1000,2173ce7c-207b-47c1-a5a8-a13e5f6c9b3e,,1,build_existing_models.building_id,false,,,false,false,true,1,,integer,true,build_existing_models,Build Existing Models,pivot
Always Run,Always Run,true,1,d119f1d1-dafc-4a59-b883-f4c08d6d2fcb,,1,build_existing_models_energyplus.always_run,false,,,false,false,true,1,,integer,true,build_existing_models_energyplus,Build Existing Models EnergyPlus,pivot
Run R60 Attic Insulation Upgrade,Run R60 Attic Insulation Upgrade,true,1,d4f1681f-cb07-4a38-8fa8-a45112287c7b,,0,r60_attic_insulation_upgrade.run_measure,false,,,false,true,false,1,,integer,true,r60_attic_insulation_upgrade,R60 Attic Insulation Upgrade,variable
Run Triple-Pane Windows Upgrade,Run Triple-Pane Windows Upgrade,true,1,bac3f4a2-083c-4c59-881d-0be6d84f596e,,0,triple_pane_windows_upgrade.run_measure,false,,,false,true,false,1,,integer,true,triple_pane_windows_upgrade,Triple-Pane Windows Upgrade,variable
Run LED Lighting Upgrade,Run LED Lighting Upgrade,true,1,47193407-eb62-42fd-95f8-afa8009bd69d,,0,led_lighting_upgrade.run_measure,false,,,false,true,false,1,,integer,true,led_lighting_upgrade,LED Lighting Upgrade,variable
Run Attic+Windows+Lighting Package,Run Attic+Windows+Lighting Package,true,1,4a1cda72-7180-4b7b-a9fd-42cebda05c9c,,0,attic+windows+lighting_package.run_measure,false,,,false,true,false,1,,integer,true,attic+windows+lighting_package,Attic+Windows+Lighting Package,variable
Location EPW,Location EPW,false,,1863629a-083f-4bac-93cd-12af5b477c09,,,building_characteristics_report.Location EPW,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Vintage,Vintage,false,,1863629a-083f-4bac-93cd-12af5b477c09,,,building_characteristics_report.Vintage,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Heating Fuel,Heating Fuel,false,,1863629a-083f-4bac-93cd-12af5b477c09,,,building_characteristics_report.Heating Fuel,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Usage Level,Usage Level,false,,1863629a-083f-4bac-93cd-12af5b477c09,,,building_characteristics_report.Usage Level,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Geometry House Size,Geometry House Size,false,,1863629a-083f-4bac-93cd-12af5b477c09,,,building_characteristics_report.Geometry House Size,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Geometry Foundation Type,Geometry Foundation Type,false,,1863629a-083f-4bac-93cd-12af5b477c09,,,building_characteristics_report.Geometry Foundation Type,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Geometry Stories,Geometry Stories,false,,1863629a-083f-4bac-93cd-12af5b477c09,,,building_characteristics_report.Geometry Stories,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Geometry Garage,Geometry Garage,false,,1863629a-083f-4bac-93cd-12af5b477c09,,,building_characteristics_report.Geometry Garage,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
