display_name,display_name_short,export,maximum,measure_id,metadata_id,minimum,name,objective_function,objective_function_group,objective_function_index,output,perturbable,pivot,static_value,units,value_type,visualize,measure_name,measure_display_name,type_of_variable
Location Region,Location Region,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Location Region,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Building ID,Building ID,true,1000,0cf5e975-d780-450e-9360-2919d165a6f0,,1,build_existing_models.building_id,false,,,false,false,true,1,,integer,true,build_existing_models,Build Existing Models,pivot
Always Run,Always Run,true,1,763df32b-efea-4424-8cb1-559a3b745be6,,1,build_existing_models_energyplus.always_run,false,,,false,false,true,1,,integer,true,build_existing_models_energyplus,Build Existing Models EnergyPlus,pivot
Run R60 Attic Insulation Upgrade,Run R60 Attic Insulation Upgrade,true,1,13d961cc-28da-46e9-ab2c-dcc2738f9a5f,,0,r60_attic_insulation_upgrade.run_measure,false,,,false,true,false,1,,integer,true,r60_attic_insulation_upgrade,R60 Attic Insulation Upgrade,variable
Run Triple-Pane Windows Upgrade,Run Triple-Pane Windows Upgrade,true,1,17b9d2a5-c974-488a-8f89-988a30bca669,,0,triple_pane_windows_upgrade.run_measure,false,,,false,true,false,1,,integer,true,triple_pane_windows_upgrade,Triple-Pane Windows Upgrade,variable
Run LED Lighting Upgrade,Run LED Lighting Upgrade,true,1,1c12fbde-d5e5-49ed-b47d-631a2b518453,,0,led_lighting_upgrade.run_measure,false,,,false,true,false,1,,integer,true,led_lighting_upgrade,LED Lighting Upgrade,variable
Run Attic+Windows+Lighting Package,Run Attic+Windows+Lighting Package,true,1,08c23f39-3422-4a51-8653-3b895cb45968,,0,attic+windows+lighting_package.run_measure,false,,,false,true,false,1,,integer,true,attic+windows+lighting_package,Attic+Windows+Lighting Package,variable
Location EPW,Location EPW,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Location EPW,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Vintage,Vintage,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Vintage,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Heating Fuel,Heating Fuel,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Heating Fuel,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Usage Level,Usage Level,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Usage Level,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Geometry House Size,Geometry House Size,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Geometry House Size,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Geometry Foundation Type,Geometry Foundation Type,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Geometry Foundation Type,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Geometry Stories,Geometry Stories,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Geometry Stories,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Geometry Garage,Geometry Garage,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Geometry Garage,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Geometry,Geometry,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Geometry,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Orientation,Orientation,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Orientation,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Eaves,Eaves,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Eaves,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Overhangs,Overhangs,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Overhangs,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Door Area,Door Area,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Door Area,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Window Areas,Window Areas,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Window Areas,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Neighbors,Neighbors,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Neighbors,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Insulation Wall,Insulation Wall,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Insulation Wall,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Insulation Unfinished Attic,Insulation Unfinished Attic,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Insulation Unfinished Attic,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Insulation Slab,Insulation Slab,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Insulation Slab,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Insulation Interzonal Wall,Insulation Interzonal Wall,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Insulation Interzonal Wall,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Insulation Crawlspace,Insulation Crawlspace,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Insulation Crawlspace,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Uninsulated Surfaces,Uninsulated Surfaces,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Uninsulated Surfaces,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
Insulation Unfinished Basement,Insulation Unfinished Basement,false,,cb2e87b3-f733-4701-8b3d-4ea65ff5b060,,,building_characteristics_report.Insulation Unfinished Basement,false,,,true,false,false,,,string,false,building_characteristics_report,Building Characteristics Report,output
