Minute,Fraction
795,0.457748
869,0.342496
943,0.668703
1018,0.023824
3381,0.485441
3445,0.416412
3446,0.416412
3448,0.474852
3453,0.38709
3458,0.015883
3484,0.485848
4008,0.091224
4089,0.077581
4094,0.129302
4099,0.242924
4104,0.044187
4109,0.415394
4864,0.143759
4938,0.25616
4977,0.310731
5012,0.763185
5052,0.727754
5087,0.723682
6277,0.239666
6471,0.445123
6472,0.445123
6475,0.254123
6476,0.254123
6545,0.271839
6550,0.53594
6837,0.628385
6838,0.628385
9156,0.547954
9161,0.708817
9221,0.868255
10712,0.885563
10786,0.403177
15231,0.763592
15318,0.624313
15404,0.38261
15405,0.38261
15479,0.531053
17706,0.324781
17707,0.324781
17716,0.22134
17931,0.62696
18480,0.69721
18485,0.359397
19683,0.375891
24160,0.132356
24234,0.435349
24469,0.603543
25346,0.321523
25488,0.187538
25493,0.388923
25494,0.388923
25498,0.342089
25503,0.278558
25508,0.628385
25562,0.167787
25567,0.46854
25572,0.405009
25577,0.469965
25582,0.376298
25583,0.376298
26472,0.163714
27145,0.147424
27837,0.3708
27838,0.3708
27962,0.084708
28036,0.318672
28102,0.296885
28176,0.860314
28250,0.577683
28595,0.48259
30853,0.742415
30858,0.591733
30863,0.086948
30927,0.161474
30932,0.084301
30937,0.044594
35101,0.444716
36558,0.76013
36563,0.708206
36632,0.167583
36637,0.532885
36707,0.804928
36712,0.340257
37937,1
38931,0.085319
39308,0.215027
39338,0.143352
39412,0.023213
40571,0.082672
40725,0.290165
40730,0.310527
40735,0.194461
40799,0.780493
40804,0.512523
40809,0.583384
40931,0.497862
42348,0.098962
42379,0.55508
42423,0.161881
45208,0.515781
46149,0.450417
48132,0.408064
48721,0.52413
51211,0.02586
51216,0.386683
51217,0.386683
51286,0.688454
51290,0.29607
54967,0.373244
55763,0.66911
57999,0.470373
58000,0.470373
60229,0.390552
61560,0.693341
64322,0.502749
65397,0.066585
65471,0.429648
65472,0.429648
68146,0.266748
68221,0.209937
68662,0.200163
68667,0.669314
68672,0.037263
68677,0.422724
68682,0.486255
68736,0.688047
68741,0.120138
68746,0.583588
68751,0.715333
68756,0.487477
68811,0.163307
68812,0.163307
68816,0.228059
68821,0.444716
68826,0.525962
68827,0.525962
68831,0.43596
68832,0.43596
69885,0.488292
70015,0.53818
70089,0.088577
71189,0.407045
71190,0.407045
71720,0.351252
71721,0.351252
73881,0.171859
73882,0.171859
75387,0.3989
79368,0.075137
79960,0.539198
80034,0.31684
81374,0.447567
81757,0.311342
85570,0.554877
85644,0.220933
87368,0.371411
87377,0.360008
87516,0.461413
87521,0.294645
87590,0.495011
87595,0.659947
88757,0.416819
88831,0.401548
88905,0.583181
88956,0.395846
88961,0.042354
88980,0.059255
90108,0.619629
91313,0.167787
92887,0.806964
93014,0.507025
93098,0.438404
95755,0.24944
95760,0.025046
95765,0.582162
95829,0.113012
95834,0.083893
95839,0.403787
98643,0.495215
98717,0.093464
98792,0.321319
99445,0.201181
99450,0.133985
99455,0.389941
99460,0.481979
99908,0.321727
99909,0.321727
102970,0.470373
104162,0.436978
104236,0.257381
105722,0.430666
105796,0.060069
107244,0.505396
107249,0.235186
107675,0.743229
110398,0.430869
110746,0.566687
112728,0.302382
113639,0.280391
113640,0.280391
113714,0.300753
115778,0.612503
115819,0.309509
115820,0.309509
115894,0.127062
115968,0.189167
116042,0.370597
117183,0.441254
117257,0.537569
118884,0.569945
119722,0.49155
119723,0.49155
119766,0.283445
119796,0.246386
119840,0.124211
120213,0.03706
120218,0.20505
120223,0.456933
120228,0.181633
120270,0.106292
120568,0.167787
121506,0.374058
121580,0.126654
121654,0.377927
121655,0.377927
125056,0.186113
125130,0.041336
125212,0.402566
125213,0.402566
125902,0.085726
125976,0.679495
127265,0.737732
127270,0.308084
127271,0.308084
127275,0.413358
127280,0.018733
128389,0.609245
128652,0.752393
129294,0.405009
129310,0.551008
129369,0.200367
130139,0.358583
130213,0.107106
132936,0.727143
133011,0.484015
136204,0.450214
136209,0.17247
136214,0.530442
136429,0.631032
137751,0.212584
137752,0.212584
139122,0.577683
139661,0.155366
139666,0.530849
140946,0.285074
142989,0.741397
142994,0.019955
143063,0.689676
143068,0.306659
143069,0.306659
143795,0.216656
143800,0.404398
144576,0.474038
144798,0.580941
146051,0.650784
149503,0.016901
150274,0.374873
153535,0.702708
153540,0.346365
154690,0.455508
154691,0.455508
154765,0.156791
158908,0.4663
158982,0.60171
159057,0.322338
159243,0.398086
159248,0.016494
160368,0.302382
160369,0.302382
160373,0.591326
160377,0.538994
160378,0.649562
160452,0.264101
160526,0.230096
160600,0.569131
161925,0.556913
161961,0.392995
161993,0.56628
162662,0.531256
162663,0.531256
162736,0.518224
163467,0.092038
163472,0.388923
163473,0.388923
163541,0.188353
163542,0.188353
163546,0.287518
163616,0.419059
163621,0.37528
164898,0.362248
164899,0.362248
164972,0.597027
166117,0.399715
166192,0.546528
167652,0.532682
167688,0.471391
169088,0.548157
171970,0.472409
171971,0.472409
175487,0.283038
175492,0.429648
175562,0.57809
175567,0.407249
175636,0.111993
175641,0.052332
175710,0.427408
175715,0.124415
176010,0.553044
176321,0.576054
176626,0.74384
176631,0.322134
176636,0.315211
179757,0.602729
179762,0.471187
179767,0.714518
179772,0.903075
179777,0.278151
179782,0.171248
179783,0.171248
179831,0.317043
179836,0.613521
179841,0.165343
179846,0.222765
179851,0.171859
179856,0.278762
180542,0.339442
180745,0.407453
180991,0.544492
180996,0.215027
183403,0.040725
183408,0.289147
183554,0.510079
185503,0.08369
186368,0.440643
186373,0.514356
188263,0.588475
189200,0.556506
189201,0.556506
189205,0.502342
189206,0.502342
189274,0.288129
189279,0.711057
190695,0.130116
191201,0.350031
192445,0.204235
193944,0.631032
196594,0.761759
196595,0.761759
197963,0.104052
200525,0.075341
200599,0.650377
200660,0.514763
200735,0.731827
201040,0.423132
201041,0.423132
201114,0.50784
201115,0.50784
202021,0.649155
202026,0.780696
202031,0.255956
202036,0.093056
202041,0.459173
202176,0.326614
202177,0.326614
202250,0.463653
202424,0.309713
202968,0.20953
202973,0.11912
202978,0.663205
202983,0.190389
202988,0.283242
203805,0.385054
203880,0.331704
205955,0.248015
206478,0.233761
206621,0.597027
206696,0.543881
206702,0.150682
207714,0.083893
208195,0.052739
208269,0.533903
208632,0.568112
214089,0.205661
214164,0.592751
214839,0.067807
215642,0.485034
215647,0.154755
215652,0.10222
215657,0.548768
215662,0.399919
215667,0.818367
216798,0.518224
220083,0.471594
221302,0.300753
221303,0.300753
221376,0.363673
222624,0.327428
224411,0.827937
225078,0.453268
225263,0.388108
225617,0.324781
226391,0.529424
226465,0.10731
226539,0.776828
231143,0.502342
231217,0.397271
231218,0.397271
239532,0.760538
239949,0.175117
240023,0.808186
240097,0.522297
240740,0.483812
240745,0.539809
240750,0.132356
240755,0.431888
240760,0.433109
240761,0.433109
242769,0.444716
247112,0.454286
248262,0.564854
250229,0.569945
252725,0.204643
255724,0.13989
255799,0.619629
256758,0.04215
257100,0.465893
257101,0.465893
257105,0.127876
257107,0.261454
257181,0.621462
257256,0.513134
258337,0.352678
258411,0.690491
258859,0.395642
258933,0.284871
258934,0.284871
259751,0.222562
260194,0.422928
265733,0.509061
265738,0.481776
265825,0.421706
266296,0.066789
267478,0.12584
267483,0.549379
267484,0.549379
267488,0.196701
268717,0.178579
272086,0.37752
272161,0.469558
272235,0.776013
273342,0.540216
274187,0.683568
277781,0.516188
277855,0.129912
277930,0.362655
280310,0.424557
280384,0.578294
281363,0.283853
281364,0.283853
281437,0.477296
281512,0.42924
281982,0.547343
281987,0.202199
281988,0.202199
281992,0.523722
281997,0.037467
284966,0.35166
285040,0.052739
287247,0.110772
289078,0.420485
290835,0.506618
291284,0.141112
292297,0.440236
294442,0.565873
294517,0.519446
297828,0.505803
297829,0.505803
300082,0.251884
300254,0.114844
300269,0.447567
300329,0.311749
300344,0.350438
303698,0.19609
307846,0.356547
309259,0.356343
309333,0.316636
310438,0.614742
311504,0.039096
311578,0.054979
311652,0.663612
311660,0.551415
311727,0.207901
311734,0.850132
311852,0.23987
311857,0.248218
311862,0.53818
313423,0.545103
314431,0.187945
314846,0.190389
314851,0.203625
314856,0.678681
315284,0.739971
317313,0.231317
319000,0.446141
319544,0.459581
319545,0.459581
319618,0.283242
319619,0.283242
320420,0.814091
333334,0.404806
333335,0.404806
333408,0.508247
334731,0.294034
334805,0.366728
334879,0.33089
337832,0.152718
339728,0.2753
339802,0.19609
339876,0.493789
340041,0.457341
340116,0.384443
341101,0.461413
341146,0.348605
341175,0.02077
341802,0.092446
343698,0.183669
346206,0.266341
346862,0.057015
348961,0.397271
349036,0.350641
350361,0.842191
350366,0.18428
350387,0.317247
350388,0.317247
352014,0.403177
352015,0.403177
352034,0.424761
352460,0.11403
352534,0.110364
354625,0.16799
354699,0.542252
354774,0.116677
355045,0.063124
355119,0.522704
356822,0.634087
356827,0.417634
356832,0.460395
356837,0.425372
359121,0.466097
359126,0.440847
359127,0.440847
360542,0.608837
361958,0.428833
361963,0.461006
362032,0.69497
362037,0.424557
363354,0.394624
363355,0.394624
363428,0.415394
363502,0.395846
363577,0.321116
364121,0.65954
364195,0.477703
364270,0.444716
365035,0.025453
370651,0.524333
370656,0.531256
370767,0.100998
372479,0.05111
372484,0.28874
372485,0.28874
372489,0.571167
373996,0.08145
374071,0.467115
375048,0.100183
375061,0.2191
375066,0.579719
375071,0.20953
375135,0.319283
375140,0.566076
375145,0.218285
375146,0.218285
375209,0.468947
375214,0.256974
375215,0.256974
375219,0.776013
375220,0.776013
377201,0.41967
377202,0.41967
377203,0.41967
377879,0.128691
379313,0.172266
379323,0.306455
379328,0.673183
379329,0.673183
379333,0.511098
379352,0.693138
379986,0.068825
380922,0.676441
381943,0.410507
381948,0.607208
381953,0.30788
381958,0.060476
381963,0.07473
381967,0.63653
382336,0.181022
382410,0.716758
382419,0.20281
382494,0.29383
382888,0.017104
382893,0.331093
382898,0.492568
384908,0.526777
385220,0.466097
386613,0.457137
388546,0.138057
388620,0.44553
389990,0.095704
