Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AL, 00100	0.012599	0.015385	0.004725	0.033435	0.064932	0.008359	0.299927	0.013877	0.546762	0.000000	0.000000
AL, 00200	0.073571	0.115299	0.000000	0.000000	0.129025	0.029099	0.182320	0.012313	0.458374	0.000000	0.000000
AL, 00301	0.214089	0.000000	0.078797	0.016949	0.110316	0.050252	0.107733	0.021144	0.400721	0.000000	0.000000
AL, 00302	0.098913	0.000000	0.053609	0.020387	0.121565	0.175929	0.107733	0.012304	0.409560	0.000000	0.000000
AL, 00400	0.000000	0.000000	0.008279	0.004458	0.028659	0.000000	0.715536	0.007327	0.235739	0.000000	0.000000
AL, 00500	0.023881	0.000000	0.055722	0.055722	0.079602	0.000000	0.253772	0.004155	0.527146	0.000000	0.000000
AL, 00600	0.000000	0.000000	0.000000	0.023543	0.089214	0.000000	0.504814	0.000000	0.382429	0.000000	0.000000
AL, 00700	0.000000	0.000000	0.008375	0.018207	0.000000	0.000728	0.541788	0.000000	0.430902	0.000000	0.000000
AL, 00800	0.018425	0.000000	0.014126	0.017196	0.036542	0.000000	0.496060	0.008110	0.409542	0.000000	0.000000
AL, 00900	0.000000	0.037786	0.038966	0.000000	0.025978	0.000000	0.414907	0.000000	0.482363	0.000000	0.000000
AL, 01000	0.000000	0.018922	0.000000	0.007454	0.019114	0.007454	0.716991	0.002625	0.227439	0.000000	0.000000
AL, 01100	0.000000	0.005741	0.000000	0.000000	0.023204	0.003588	0.967467	0.000000	0.000000	0.000000	0.000000
AL, 01200	0.060355	0.029536	0.083149	0.000000	0.057787	0.117500	0.163603	0.033347	0.454723	0.000000	0.000000
AL, 01301	0.059758	0.021042	0.000000	0.020200	0.148132	0.027775	0.095750	0.000000	0.627343	0.000000	0.000000
AL, 01302	0.015596	0.000000	0.043552	0.013242	0.086809	0.117707	0.095750	0.129452	0.497891	0.000000	0.000000
AL, 01303	0.060212	0.000000	0.018204	0.024855	0.038508	0.135128	0.095750	0.039004	0.588339	0.000000	0.000000
AL, 01304	0.014214	0.000000	0.064752	0.076334	0.077913	0.043694	0.095750	0.000000	0.627343	0.000000	0.000000
AL, 01305	0.013164	0.054535	0.067229	0.013164	0.080392	0.048423	0.095750	0.002292	0.625051	0.000000	0.000000
AL, 01400	0.006005	0.000000	0.008149	0.027879	0.000000	0.000858	0.811426	0.000000	0.145684	0.000000	0.000000
AL, 01500	0.000000	0.000000	0.000000	0.000000	0.195165	0.163939	0.266493	0.000000	0.374403	0.000000	0.000000
AL, 01600	0.066872	0.013795	0.071081	0.055415	0.094697	0.097737	0.206532	0.025493	0.368377	0.000000	0.000000
AL, 01700	0.006276	0.007113	0.027616	0.007113	0.008368	0.015063	0.758636	0.000000	0.169814	0.000000	0.000000
AL, 01800	0.002975	0.006942	0.000000	0.000000	0.032973	0.024792	0.690457	0.017583	0.224278	0.000000	0.000000
AL, 01900	0.087998	0.069407	0.055360	0.040487	0.059905	0.036563	0.299521	0.011333	0.339426	0.000000	0.000000
AL, 02000	0.065158	0.036307	0.013939	0.050571	0.037604	0.041494	0.161796	0.022795	0.570336	0.000000	0.000000
AL, 02100	0.008963	0.007699	0.018385	0.023901	0.032634	0.002528	0.387059	0.000000	0.518832	0.000000	0.000000
AL, 02200	0.000000	0.006316	0.000000	0.006316	0.036879	0.002853	0.763674	0.000000	0.183962	0.000000	0.000000
AL, 02300	0.000000	0.013069	0.011350	0.022355	0.029578	0.000000	0.481531	0.017560	0.424557	0.000000	0.000000
AL, 02400	0.055065	0.019347	0.044275	0.021952	0.154033	0.007813	0.347077	0.002523	0.347914	0.000000	0.000000
AL, 02500	0.014891	0.004896	0.052221	0.033454	0.019175	0.016727	0.384741	0.008414	0.465482	0.000000	0.000000
AL, 02600	0.066065	0.004486	0.092572	0.033848	0.072997	0.059132	0.223784	0.010955	0.436161	0.000000	0.000000
AL, 02701	0.047674	0.047674	0.039087	0.002961	0.015990	0.019247	0.279514	0.263142	0.284711	0.000000	0.000000
